recordingSha256,kind,legacyGroup,group,detail,site,caller,truncated,count,value
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","javax.management.openmbean.CompositeDataSupport","sun.management.MappedMXBeanType$MapMXBeanType.toOpenTypeData:550","none","false","12","174384"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","javax.management.openmbean.CompositeDataSupport","sun.management.MemoryUsageCompositeData.getCompositeData:67","none","false","1","26624"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","sbt.internal.TaskProgress$$Lambda$3694","java.lang.invoke.DirectMethodHandle.allocateInstance:520","none","false","10","26840"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","sbt.internal.classpath.ClassLoaderCache$$Lambda$712","java.lang.invoke.DirectMethodHandle.allocateInstance:520","none","false","2","43424"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.Some","scala.Some$.apply:619","none","false","4","133968"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.Tuple2","scala.Tuple2$.apply:24","none","false","1","40632"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.StrictOptimizedLinearSeqOps$$anon$1","scala.collection.StrictOptimizedLinearSeqOps.iterator:267","none","false","1","4544"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.immutable.BitmapIndexedMapNode","scala.collection.immutable.BitmapIndexedMapNode.copyAndInsertValue:1005","none","false","4","98520"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.immutable.BitmapIndexedSetNode","scala.collection.immutable.BitmapIndexedSetNode.mergeTwoKeyValPairs:755","none","false","2","77240"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.immutable.HashSetBuilder","scala.collection.immutable.SetBuilderImpl.addOne:392","none","false","1","16616"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.immutable.SetHashIterator","scala.collection.immutable.HashSet.hashCode:215","none","false","1","5240"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.immutable.VectorBuilder","sbt.internal.AbstractTaskExecuteProgress.timings:52","none","false","9","963496"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.collection.mutable.HashMap","scala.collection.mutable.HashMap$$anon$6.<init>:615","none","false","3","47424"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.concurrent.duration.FiniteDuration","scala.concurrent.duration.Duration$.apply:35","none","false","6","426328"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.concurrent.duration.FiniteDuration","scala.concurrent.duration.FiniteDuration.add:569","none","false","1","146448"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.concurrent.duration.package$DurationInt","sbt.internal.GCMonitor.window:54","none","false","5","87120"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.runtime.BooleanRef","scala.runtime.BooleanRef.create:22","none","false","4","189035376"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","other","other","scala.runtime.RichLong","scala.concurrent.duration.FiniteDuration.compare:556","none","false","5","161680"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackBoundaryUnresolved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","none","false","1","624392"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:19","false","245","5836726056"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:22","false","331","10341577240"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:25","false","136","972118312"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:34","false","42","829463032"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:35","false","46","638403808"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","com.cra.figaro.example.VectorSamplingPerformance$$$Lambda$5018","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:26","false","50","212575368"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:19","false","2411","53510775824"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:21","false","1762","52164267440"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:22","false","3713","105403297032"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:23","false","1290","21498043536"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:25","false","822","5157119816"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:34","false","353","5554487008"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:35","false","326","5352115288"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:19","false","21","1200524744"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:21","false","32","1425711648"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:22","false","33","1307492560"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:23","false","16","191868368"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:25","false","29","163482944"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:34","false","18","246567384"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:35","false","12","206580264"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.immutable.NewVectorIterator","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:23","false","183","3727118504"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:19","false","22","341236840"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:22","false","30","719453720"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:25","false","34","189377328"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:34","false","12","180360800"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:35","false","15","170874960"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","callbackObserved","scala.runtime.DoubleRef","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:86","com.cra.figaro.example.VectorSamplingPerformance$.density$$anonfun$1:25","false","58","294461440"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[B","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","1","624000"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.accepted$1:172","none","false","109","2491508648"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.angular$1:179","none","false","111","2410589312"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","63","1066826496"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:146","none","false","13","104860520"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:152","none","false","7","215292408"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:154","none","false","21","476024328"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","23","251553032"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:158","none","false","8","73317560"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:198","none","false","9","56265784"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","[Ljava.lang.Object;","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.quantile$$anonfun$1:130","none","false","733","14675895704"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4843","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.run:98","none","false","10","86702880"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4848","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:146","none","false","1","624368"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4850","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:152","none","false","1","517856"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4856","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","1","1472"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4857","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:158","none","false","1","12576048"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4875","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:198","none","false","3","12353536"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4992","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.run:99","none","false","7","32559568"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4843.apply:-1","none","false","12","44170120"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4852.apply:-1","none","false","86","833747520"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4853.apply:-1","none","false","46","494156232"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4856.apply:-1","none","false","47","872750496"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4863.apply:-1","none","false","215","4338911000"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$$$Lambda$4992.apply:-1","none","false","1","6600560"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.accepted$1:172","none","false","502","9578511080"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","99","1237398744"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.norm:56","none","false","99","1261813960"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:146","none","false","54","742686608"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:152","none","false","46","698751040"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:158","none","false","52","815944424"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:198","none","false","45","525454552"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","java.lang.Double","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.quantile$$anonfun$1:130","none","false","174","3675412144"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.Tuple2","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.angular$1:179","none","false","206","4526491760"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.Tuple2","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","97","1591596104"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.Tuple2","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:154","none","false","66","1144135816"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.Tuple2","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","46","674842488"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.IterableOnceOps$$Lambda$4799","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","3","8730072"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.NewVectorIterator","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.angular$1:179","none","false","61","990727904"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.NewVectorIterator","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","30","859599592"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.NewVectorIterator","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.evaluate$1:84","none","false","821","16499278536"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.NewVectorIterator","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:154","none","false","13","115682648"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.NewVectorIterator","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","3","16149264"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.accepted$1:172","none","false","24","342421592"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.angular$1:179","none","false","10","136757592"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","8","117125920"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:146","none","false","1","29347736"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:152","none","false","1","6289064"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:154","none","false","4","32795312"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","6","91875184"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:158","none","false","2","10479608"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:198","none","false","1","2097448"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.Vector1","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.quantile$$anonfun$1:130","none","false","98","3266568256"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.VectorBuilder","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.angular$1:179","none","false","30","439961496"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.VectorBuilder","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.dot$1:147","none","false","12","106901888"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.VectorBuilder","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:154","none","false","4","25332728"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.collection.immutable.VectorBuilder","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:156","none","false","2","21378208"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.runtime.DoubleRef","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:177","none","false","2","25149664"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.runtime.DoubleRef","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:191","none","false","1","16625200"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.runtime.IntRef","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:166","none","false","1","2094520"
"4949a94d5ea5984a653f3c0d63511565de1c58a2b92b4ca2ab1d29f012cdfdca","allocation","sampling","samplerObserved","scala.runtime.ObjectRef","com.cra.figaro.algorithm.sampling.VectorSliceSampler$.polar:148","none","false","1","6287072"
