target,seed,budget,method,coordinate,mean,error,mcse,ess,status,maxWeight,k,covered95,accurate,pilotCalls,pilotDraws,fallback,draws,evaluations,seconds
dirichlet-original,16847,2000,slice,0,NA,NA,NA,NA,InsufficientEvidence,NA,NA,false,false,0,0,false,0,2000,7.675E-4
dirichlet-original,16847,2000,slice,1,NA,NA,NA,NA,InsufficientEvidence,NA,NA,false,false,0,0,false,0,2000,7.675E-4
dirichlet-original,16847,2000,slice,2,NA,NA,NA,NA,InsufficientEvidence,NA,NA,false,false,0,0,false,0,2000,7.675E-4
dirichlet-original,16847,20000,prior,0,0.8878486566359383,0.046832505913037226,0.02791628741832853,1.8114017416424644,Danger,0.7211974943815244,27.49346457798897,true,false,0,0,false,20000,20000,0.0208597
dirichlet-original,16847,20000,prior,1,1.857644973904288,-0.05330578133234698,0.05832130021335064,1.8114017416424644,Danger,0.7211974943815244,27.49346457798897,true,false,0,0,false,20000,20000,0.0208597
dirichlet-original,16847,20000,prior,2,2.414730053728314,-0.22560922499553904,0.049905392650645315,1.8114017416424644,Danger,0.7211974943815244,27.49346457798897,false,false,0,0,false,20000,20000,0.0208597
dirichlet-original,16847,20000,defensive,0,0.8406053617832452,-4.107889396558484E-4,6.783512683745499E-4,5607.919228923735,ChecksPassed,3.3383991645238224E-4,-0.6026645058763694,true,true,10000,336,false,10000,20000,0.018289
dirichlet-original,16847,20000,defensive,1,1.9097510801024993,-0.0011996751341356582,0.0015774996232436407,5607.919228923735,ChecksPassed,3.3383991645238224E-4,-0.6026645058763694,true,true,10000,336,false,10000,20000,0.018289
dirichlet-original,16847,20000,defensive,2,2.6424508948302914,0.0021116161064385075,0.0021882216546799827,5607.919228923735,ChecksPassed,3.3383991645238224E-4,-0.6026645058763694,true,true,10000,336,false,10000,20000,0.018289
dirichlet-original,16847,20000,slice,0,0.8397401688088565,-0.0012759819140445439,0.0033926843852655933,324.4647119357146,Danger,NA,NA,true,true,0,0,false,744,20000,0.0078031
dirichlet-original,16847,20000,slice,1,1.907880646870899,-0.0030701083657358463,0.009692543362450436,209.57194471643933,Danger,NA,NA,true,true,0,0,false,744,20000,0.0078031
dirichlet-original,16847,20000,slice,2,2.628816389171631,-0.011522889552221915,0.013412463500427487,225.20273881359006,Danger,NA,NA,true,true,0,0,false,744,20000,0.0078031
