"invocation","pair","position","variant","revision","runtimeHash","vectorPerformance","fixture","method","workers","round","seed","draws","warmUp","status","wallSeconds","constructionSeconds","samplingSeconds","diagnosticsSeconds","cpuSeconds","gcSeconds","evaluations","alignedDraws","minMeanEss","minBulkEss","minTailEss","maxRHat","maxMeanError","warningCoordinates","fingerprint","error"
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","-2","404175","4000","500","Complete","0.4477359","3.3999E-5","0.206313601","0.2413883","0.8125","0.005","265461","4000","645.117038188815","619.6601510130125","111.82974658890811","1.4709232708798055","0.0221888479832677","32","34ba7e81aae421fabb6d7abc8b37fed811e4c6a3b11b225e03c34135c20e5fab",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","-1","412094","4000","500","Complete","0.4441974","3.0E-5","0.2046604","0.239507","0.453125","0.002","260316","4000","564.5119782236644","553.9746471274595","68.93212740164371","1.6458772028336794","0.06977010736276656","32","0dd72e443f3b53513a682dd3fda3078d30eb3ca1e5546f164ad2b8797a0cc49f",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","0","420013","4000","500","Complete","0.449327601","3.05E-5","0.210746001","0.2385511","0.4375","0.004","271170","4000","550.788691510793","462.92862585511017","31.898583590051008","1.6153232296497368","0.02539427674995709","32","4e32fd58fd10390b4e797c6902eed30b34036ec3e48184af25c550e5ecd201e4",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","1","427932","4000","500","Complete","0.433155","3.16E-5","0.1925547","0.2405687","0.421875","0.003","243643","4000","728.9168563232058","707.6422054588379","37.327199337196575","1.394679319897266","0.014786962883091226","32","6556bc9a5258d4cf10554a8f1be0f66bc02b8dd465a89ab0179fc4a9bce27863",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","2","435851","4000","500","Complete","0.441879299","2.4899E-5","0.2000348","0.2418196","0.78125","0.002","252525","4000","851.515000276373","802.0414367077282","72.65826721585422","1.3443798021720257","0.05441559245735261","32","241b3dbb9e14d1912d29f4167a0d49b5aac92799d098cc4aea7fd189aea591d5",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","3","443770","4000","500","Complete","0.438512901","2.4201E-5","0.199614099","0.238874601","0.4375","0.002","252476","4000","579.6107666912351","519.1606176358861","80.32525737492834","1.1037679615355824","0.05661873010414342","32","e379cb80ecf5804cc22ddf166b2fd12dfc52cf394467b1b6e6cab088cb4ce1a7",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","1","4","451689","4000","500","Complete","0.459562","2.5899E-5","0.215635501","0.2439006","0.484375","0.007","276146","4000","745.841296773472","687.9271641953604","73.67496547194912","1.1447391912214941","0.06804485983194875","32","d07f89bf5cc41c4bd92db0f6611a71a2eba9eae89a88327e3e8eeccefa31029b",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","2","-2","404175","4000","500","Complete","0.275386599","4.19E-5","0.151294699","0.12405","0.65625","0.004","265461","4000","645.117038188815","619.6601510130125","111.82974658890811","1.4709232708798055","0.0221888479832677","32","34ba7e81aae421fabb6d7abc8b37fed811e4c6a3b11b225e03c34135c20e5fab",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","2","-1","412094","4000","500","Complete","0.270157301","3.0901E-5","0.1374714","0.132655","0.859375","0.005","260316","4000","564.5119782236644","553.9746471274595","68.93212740164371","1.6458772028336794","0.06977010736276656","32","0dd72e443f3b53513a682dd3fda3078d30eb3ca1e5546f164ad2b8797a0cc49f",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","2","0","420013","4000","500","Complete","0.275031299","3.17E-5","0.14587","0.129129599","0.515625","0.005","271170","4000","550.788691510793","462.92862585511017","31.898583590051008","1.6153232296497368","0.02539427674995709","32","4e32fd58fd10390b4e797c6902eed30b34036ec3e48184af25c550e5ecd201e4",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","2","1","427932","4000","500","Complete","0.2598157","4.56E-5","0.1297717","0.1299984","0.53125","0.004","243643","4000","728.9168563232058","707.6422054588379","37.327199337196575","1.394679319897266","0.014786962883091226","32","6556bc9a5258d4cf10554a8f1be0f66bc02b8dd465a89ab0179fc4a9bce27863",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","2","2","435851","4000","500","Complete","0.2621998","2.3301E-5","0.137393","0.124783499","0.515625","0.004","252525","4000","851.515000276373","802.0414367077282","72.65826721585422","1.3443798021720257","0.05441559245735261","32","241b3dbb9e14d1912d29f4167a0d49b5aac92799d098cc4aea7fd189aea591d5",""
"0","0","0","baseline","eda9ebbaefdf404a3b7fdaa0c3105584d34b2373","38e02ddef01844140e3dfdfdd87733a37d26f59aeef6fcccc67fb13ed19a7d57","vectorPerformance","correlated32","GPSS","2","3","443770","4000","500","Complete","0.2672238","3.5999E-5","0.136051001","0.1311368","0.515625","0.005","252476","4000","579.6107666912351","519.1606176358861","80.32525737492834","1.1037679615355824","0.05661873010414342","32","e379cb80ecf5804cc22ddf166b2fd12dfc52cf394467b1b6e6cab088cb4ce1a7",""
