case,seed,method,status,truth,estimate,pilotCalls,productionCalls,componentCalls,seconds
two_tail,95007,single,Fitted,6.334248366623984E-5,6.371158580124692E-5,2000,10000,0,0.0045422
two_tail,95007,weighted,Fitted,6.334248366623984E-5,6.375499830847491E-5,3000,9000,4044,0.007133
two_tail,95008,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0031833
two_tail,95008,single,Fitted,6.334248366623984E-5,6.278329397917531E-5,3000,9000,0,0.0046471
two_tail,95008,weighted,Fitted,6.334248366623984E-5,6.226285244507692E-5,4000,8000,10108,0.0084196
two_tail,95008,supplied,Completed,6.334248366623984E-5,6.263786631769895E-5,0,12000,0,0.0057322
two_tail,95009,single,Fitted,6.334248366623984E-5,6.235549073478352E-5,2000,10000,0,0.0045456
two_tail,95009,weighted,Fitted,6.334248366623984E-5,6.285026640077297E-5,3000,9000,4012,0.00711
two_tail,95009,supplied,Completed,6.334248366623984E-5,6.445207706429281E-5,0,12000,0,0.0058523
two_tail,95009,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029686
two_tail,95010,weighted,Fitted,6.334248366623984E-5,6.530144537878312E-5,3000,9000,3840,0.0067839
two_tail,95010,supplied,Completed,6.334248366623984E-5,6.474172099301693E-5,0,12000,0,0.0057295
two_tail,95010,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0029233
two_tail,95010,single,Fitted,6.334248366623984E-5,7.029268554676345E-5,2000,10000,0,0.0044889
two_tail,95011,supplied,Completed,6.334248366623984E-5,6.383354398205211E-5,0,12000,0,0.005777
two_tail,95011,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029236
two_tail,95011,single,Fitted,6.334248366623984E-5,6.694369542096493E-5,2000,10000,0,0.0051707
two_tail,95011,weighted,Fitted,6.334248366623984E-5,6.321841405426233E-5,3000,9000,4408,0.0070064
two_tail,95012,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0029773
two_tail,95012,single,Fitted,6.334248366623984E-5,6.0986122040129855E-5,2000,10000,0,0.0045153
two_tail,95012,weighted,Fitted,6.334248366623984E-5,6.246772162651861E-5,3000,9000,3820,0.0069842
two_tail,95012,supplied,Completed,6.334248366623984E-5,6.09302337855317E-5,0,12000,0,0.0057975
two_tail,95013,single,Fitted,6.334248366623984E-5,5.872025121154278E-5,2000,10000,0,0.0045933
two_tail,95013,weighted,Fitted,6.334248366623984E-5,6.206880893161713E-5,3000,9000,3604,0.0071292
two_tail,95013,supplied,Completed,6.334248366623984E-5,6.27020595531123E-5,0,12000,0,0.0059696
two_tail,95013,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0031805
two_tail,95014,weighted,Fitted,6.334248366623984E-5,6.3675804300279E-5,3000,9000,4288,0.007166
two_tail,95014,supplied,Completed,6.334248366623984E-5,6.595192444494616E-5,0,12000,0,0.0058307
two_tail,95014,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0028878
two_tail,95014,single,Fitted,6.334248366623984E-5,6.104779041335178E-5,2000,10000,0,0.0046462
two_tail,95015,supplied,Completed,6.334248366623984E-5,6.245040303107282E-5,0,12000,0,0.0057791
two_tail,95015,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0028812
two_tail,95015,single,Fitted,6.334248366623984E-5,6.816274480711109E-5,2000,10000,0,0.0051038
