case,seed,query,reference,tolerance,mean,error,mcse,covered95,accurate,health,fit,pilotCalls,productionCalls,ess,seconds
dirichlet-original,40604,mean1,1.910950755236635,0.01434315061608727,1.913130305316847,0.0021795500802119783,0.0015268482267710016,true,true,ChecksPassed,Fitted,10000,10000,6115.3572476518475,0.0256269
dirichlet-original,40604,mean2,2.640339278723853,0.02005600807508122,2.643963279042303,0.0036240003184500047,0.002146374788515709,true,true,ChecksPassed,Fitted,10000,10000,6115.3572476518475,0.0256269
dirichlet-original,48523,mean0,0.841016150722901,0.00608399843880491,0.8410502199109082,3.406918800719083E-5,6.817076073936218E-4,true,true,ChecksPassed,Fitted,10000,10000,5028.4826278705605,0.0267339
dirichlet-original,48523,mean1,1.910950755236635,0.01434315061608727,1.9094415411141763,-0.0015092141224586353,0.0016141902359294606,true,true,ChecksPassed,Fitted,10000,10000,5028.4826278705605,0.0267339
dirichlet-original,48523,mean2,2.640339278723853,0.02005600807508122,2.638745994185708,-0.001593284538144779,0.0022598815392888133,true,true,ChecksPassed,Fitted,10000,10000,5028.4826278705605,0.0267339
dirichlet-original,56442,mean0,0.841016150722901,0.00608399843880491,0.841030355638348,1.4204915447013633E-5,6.681782142712043E-4,true,true,ChecksPassed,Fitted,10000,10000,6105.416237459449,0.0266059
dirichlet-original,56442,mean1,1.910950755236635,0.01434315061608727,1.9122998817895724,0.0013491265529375074,0.0014972056883541614,true,true,ChecksPassed,Fitted,10000,10000,6105.416237459449,0.0266059
dirichlet-original,56442,mean2,2.640339278723853,0.02005600807508122,2.644408456159637,0.004069177435784166,0.0021095991736304423,true,true,ChecksPassed,Fitted,10000,10000,6105.416237459449,0.0266059
dirichlet-original,64361,mean0,0.841016150722901,0.00608399843880491,0.8411591707745198,1.4302005161881404E-4,6.424298898369746E-4,true,true,ChecksPassed,Fitted,10000,10000,6279.569804250341,0.0265711
dirichlet-original,64361,mean1,1.910950755236635,0.01434315061608727,1.9142669676088528,0.003316212372217908,0.0014721983184970914,false,true,ChecksPassed,Fitted,10000,10000,6279.569804250341,0.0265711
dirichlet-original,64361,mean2,2.640339278723853,0.02005600807508122,2.641477124122458,0.001137845398605286,0.002083205253713887,true,true,ChecksPassed,Fitted,10000,10000,6279.569804250341,0.0265711
dirichlet-original,72280,mean0,0.841016150722901,0.00608399843880491,0.8408757287879526,-1.4042193494845367E-4,6.468073410867532E-4,true,true,ChecksPassed,Fitted,10000,10000,6038.69763341435,0.0254274
dirichlet-original,72280,mean1,1.910950755236635,0.01434315061608727,1.9128557613129402,0.0019050060763052823,0.001533976862960238,true,true,ChecksPassed,Fitted,10000,10000,6038.69763341435,0.0254274
dirichlet-original,72280,mean2,2.640339278723853,0.02005600807508122,2.641844491452779,0.0015052127289263417,0.002131836419145708,true,true,ChecksPassed,Fitted,10000,10000,6038.69763341435,0.0254274
dirichlet-original,80199,mean0,0.841016150722901,0.00608399843880491,0.8408441245522484,-1.7202617065259496E-4,6.691247581057617E-4,true,true,ChecksPassed,Fitted,10000,10000,6052.057407096889,0.0261566
dirichlet-original,80199,mean1,1.910950755236635,0.01434315061608727,1.9101464196859435,-8.043355506914818E-4,0.00156924266244084,true,true,ChecksPassed,Fitted,10000,10000,6052.057407096889,0.0261566
dirichlet-original,80199,mean2,2.640339278723853,0.02005600807508122,2.637217955877493,-0.0031213228463600196,0.0021548123573693007,true,true,ChecksPassed,Fitted,10000,10000,6052.057407096889,0.0261566
dirichlet-original,88118,mean0,0.841016150722901,0.00608399843880491,0.8407019355528099,-3.1421517009111444E-4,6.579158036174329E-4,true,true,ChecksPassed,Fitted,10000,10000,5675.608044987724,0.0258412
dirichlet-original,88118,mean1,1.910950755236635,0.01434315061608727,1.9112906103914675,3.398551548325912E-4,0.001535988470567269,true,true,ChecksPassed,Fitted,10000,10000,5675.608044987724,0.0258412
dirichlet-original,88118,mean2,2.640339278723853,0.02005600807508122,2.640214377184296,-1.2490153955679872E-4,0.0021483472995083045,true,true,ChecksPassed,Fitted,10000,10000,5675.608044987724,0.0258412
dirichlet-original,96037,mean0,0.841016150722901,0.00608399843880491,0.8393579563284963,-0.0016581943944047328,6.819603048752122E-4,false,true,ChecksPassed,Fitted,10000,10000,5080.237830275296,0.0249772
dirichlet-original,96037,mean1,1.910950755236635,0.01434315061608727,1.9101752499066402,-7.755053299947079E-4,0.0016280625645219756,true,true,ChecksPassed,Fitted,10000,10000,5080.237830275296,0.0249772
dirichlet-original,96037,mean2,2.640339278723853,0.02005600807508122,2.638352512516351,-0.0019867662075019332,0.002219836242618714,true,true,ChecksPassed,Fitted,10000,10000,5080.237830275296,0.0249772
dirichlet-original,103956,mean0,0.841016150722901,0.00608399843880491,0.840973536379884,-4.261434301700007E-5,6.870042495679037E-4,true,true,ChecksPassed,Fitted,10000,10000,5333.457192946378,0.0248719
dirichlet-original,103956,mean1,1.910950755236635,0.01434315061608727,1.9107827067429752,-1.6804849365970043E-4,0.0016065559125793363,true,true,ChecksPassed,Fitted,10000,10000,5333.457192946378,0.0248719
dirichlet-original,103956,mean2,2.640339278723853,0.02005600807508122,2.64319690591813,0.002857627194277068,0.0022121923082460532,true,true,ChecksPassed,Fitted,10000,10000,5333.457192946378,0.0248719
dirichlet-original,111875,mean0,0.841016150722901,0.00608399843880491,0.8412507131167348,2.3456239383379263E-4,6.660166248145581E-4,true,true,ChecksPassed,Fitted,10000,10000,5470.856683514446,0.0254251
dirichlet-original,111875,mean1,1.910950755236635,0.01434315061608727,1.9118911127588951,9.403575222601823E-4,0.0015493274617530309,true,true,ChecksPassed,Fitted,10000,10000,5470.856683514446,0.0254251
dirichlet-original,111875,mean2,2.640339278723853,0.02005600807508122,2.640347428336821,8.149612968022524E-6,0.0021380312403295257,true,true,ChecksPassed,Fitted,10000,10000,5470.856683514446,0.0254251
dirichlet-original,119794,mean0,0.841016150722901,0.00608399843880491,0.8411708844706449,1.5473374774388482E-4,6.540094905680574E-4,true,true,ChecksPassed,Fitted,10000,10000,5790.281843480674,0.0262004
dirichlet-original,119794,mean1,1.910950755236635,0.01434315061608727,1.9101706334184163,-7.801218182186265E-4,0.001550284248266352,true,true,ChecksPassed,Fitted,10000,10000,5790.281843480674,0.0262004
dirichlet-original,119794,mean2,2.640339278723853,0.02005600807508122,2.640031832427064,-3.0744629678869373E-4,0.002158392385888444,true,true,ChecksPassed,Fitted,10000,10000,5790.281843480674,0.0262004
dirichlet-original,127713,mean0,0.841016150722901,0.00608399843880491,0.8407303784776762,-2.857722452248579E-4,6.825616061641567E-4,true,true,ChecksPassed,Fitted,10000,10000,5120.366296712287,0.0254465
dirichlet-original,127713,mean1,1.910950755236635,0.01434315061608727,1.9098438711036174,-0.001106884133017516,0.0016138613553339258,true,true,ChecksPassed,Fitted,10000,10000,5120.366296712287,0.0254465
dirichlet-original,127713,mean2,2.640339278723853,0.02005600807508122,2.641293839213402,9.545604895491167E-4,0.0021896517352836763,true,true,ChecksPassed,Fitted,10000,10000,5120.366296712287,0.0254465
dirichlet-original,135632,mean0,0.841016150722901,0.00608399843880491,0.8403129818031114,-7.031689197896096E-4,6.357586072673785E-4,true,true,ChecksPassed,Fitted,10000,10000,6175.81406420047,0.0252579
dirichlet-original,135632,mean1,1.910950755236635,0.01434315061608727,1.909754657260521,-0.0011960979761138635,0.0015246318986834935,true,true,ChecksPassed,Fitted,10000,10000,6175.81406420047,0.0252579
dirichlet-original,135632,mean2,2.640339278723853,0.02005600807508122,2.638309586979672,-0.0020296917441808837,0.0021821948850902903,true,true,ChecksPassed,Fitted,10000,10000,6175.81406420047,0.0252579
dirichlet-original,143551,mean0,0.841016150722901,0.00608399843880491,0.8398665964869722,-0.0011495542359288846,6.504643209340902E-4,true,true,ChecksPassed,Fitted,10000,10000,6110.408436298497,0.0253963
dirichlet-original,143551,mean1,1.910950755236635,0.01434315061608727,1.908847946319374,-0.002102808917261001,0.001519175724916135,true,true,ChecksPassed,Fitted,10000,10000,6110.408436298497,0.0253963
dirichlet-original,143551,mean2,2.640339278723853,0.02005600807508122,2.6369470810935423,-0.0033921976303106227,0.0020976750266826624,true,true,ChecksPassed,Fitted,10000,10000,6110.408436298497,0.0253963
dirichlet-original,151470,mean0,0.841016150722901,0.00608399843880491,0.841045657516744,2.9506793842948298E-5,6.246223022442692E-4,true,true,ChecksPassed,Fitted,10000,10000,6492.135092172043,0.0248698
dirichlet-original,151470,mean1,1.910950755236635,0.01434315061608727,1.9130186840602619,0.002067928823626941,0.0015115106834386722,true,true,ChecksPassed,Fitted,10000,10000,6492.135092172043,0.0248698
dirichlet-original,151470,mean2,2.640339278723853,0.02005600807508122,2.641883621990778,0.0015443432669250967,0.0020893805718812538,true,true,ChecksPassed,Fitted,10000,10000,6492.135092172043,0.0248698
dirichlet-original,159389,mean0,0.841016150722901,0.00608399843880491,0.8415691787358236,5.530280129225629E-4,6.812681156496714E-4,true,true,ChecksPassed,Fitted,10000,10000,6064.72394094295,0.0247754
dirichlet-original,159389,mean1,1.910950755236635,0.01434315061608727,1.911383174353465,4.3241911683011836E-4,0.0014748995324869562,true,true,ChecksPassed,Fitted,10000,10000,6064.72394094295,0.0247754
dirichlet-original,159389,mean2,2.640339278723853,0.02005600807508122,2.6411577797091335,8.185009852805791E-4,0.0021131955957739597,true,true,ChecksPassed,Fitted,10000,10000,6064.72394094295,0.0247754
dirichlet-original,167308,mean0,0.841016150722901,0.00608399843880491,0.8407876370152667,-2.2851370763432577E-4,6.498391802709072E-4,true,true,ChecksPassed,Fitted,10000,10000,5847.831317501885,0.0250426
dirichlet-original,167308,mean1,1.910950755236635,0.01434315061608727,1.9125366897012155,0.0015859344645805518,0.0015194769855996462,true,true,ChecksPassed,Fitted,10000,10000,5847.831317501885,0.0250426
dirichlet-original,167308,mean2,2.640339278723853,0.02005600807508122,2.645194641576545,0.004855362852691947,0.0021863122545660325,false,true,ChecksPassed,Fitted,10000,10000,5847.831317501885,0.0250426
dirichlet-original,175227,mean0,0.841016150722901,0.00608399843880491,0.8406728015705369,-3.433491523641141E-4,6.715031619189988E-4,true,true,ChecksPassed,Fitted,10000,10000,5683.836576638934,0.0251685
dirichlet-original,175227,mean1,1.910950755236635,0.01434315061608727,1.908764389847772,-0.0021863653888629653,0.0015923420325060218,true,true,ChecksPassed,Fitted,10000,10000,5683.836576638934,0.0251685
dirichlet-original,175227,mean2,2.640339278723853,0.02005600807508122,2.6380727355683993,-0.002266543155453604,0.002215498000666293,true,true,ChecksPassed,Fitted,10000,10000,5683.836576638934,0.0251685
dirichlet-original,183146,mean0,0.841016150722901,0.00608399843880491,0.8411738453946338,1.5769467173276652E-4,6.836627675234738E-4,true,true,ChecksPassed,Fitted,10000,10000,5481.045951984717,0.0263309
dirichlet-original,183146,mean1,1.910950755236635,0.01434315061608727,1.9112808469218228,3.300916851878277E-4,0.0015731816688016999,true,true,ChecksPassed,Fitted,10000,10000,5481.045951984717,0.0263309
dirichlet-original,183146,mean2,2.640339278723853,0.02005600807508122,2.639870159496361,-4.6911922749171E-4,0.0021919319493569037,true,true,ChecksPassed,Fitted,10000,10000,5481.045951984717,0.0263309
dirichlet-original,191065,mean0,0.841016150722901,0.00608399843880491,0.8417890090499052,7.728583270041334E-4,6.547238476565105E-4,true,true,ChecksPassed,Fitted,10000,10000,5715.501029124168,0.0262621
dirichlet-original,191065,mean1,1.910950755236635,0.01434315061608727,1.9114207227424234,4.699675057884267E-4,0.0015666076293945974,true,true,ChecksPassed,Fitted,10000,10000,5715.501029124168,0.0262621
dirichlet-original,191065,mean2,2.640339278723853,0.02005600807508122,2.6431364098092396,0.002797131085386706,0.002199248952505514,true,true,ChecksPassed,Fitted,10000,10000,5715.501029124168,0.0262621
dirichlet-original,198984,mean0,0.841016150722901,0.00608399843880491,0.8416200624647148,6.039117418137341E-4,6.610588858752377E-4,true,true,ChecksPassed,Fitted,10000,10000,5743.096065131661,0.0247228
dirichlet-original,198984,mean1,1.910950755236635,0.01434315061608727,1.9109285006506636,-2.2254585971381857E-5,0.001544204213724591,true,true,ChecksPassed,Fitted,10000,10000,5743.096065131661,0.0247228
dirichlet-original,198984,mean2,2.640339278723853,0.02005600807508122,2.641650819098428,0.0013115403745751486,0.0021920087016257966,true,true,ChecksPassed,Fitted,10000,10000,5743.096065131661,0.0247228
dirichlet-original,206903,mean0,0.841016150722901,0.00608399843880491,0.8415855238489941,5.693731260930646E-4,6.5837520932311E-4,true,true,ChecksPassed,Fitted,10000,10000,5502.068999964826,0.02466
dirichlet-original,206903,mean1,1.910950755236635,0.01434315061608727,1.91554513543372,0.004594380197085135,0.0015970301785887598,false,true,ChecksPassed,Fitted,10000,10000,5502.068999964826,0.02466
dirichlet-original,206903,mean2,2.640339278723853,0.02005600807508122,2.646582312562893,0.006243033839040013,0.0022343785277099985,false,true,ChecksPassed,Fitted,10000,10000,5502.068999964826,0.02466
dirichlet-original,214822,mean0,0.841016150722901,0.00608399843880491,0.8403933173724129,-6.228333504881833E-4,6.535039627569665E-4,true,true,ChecksPassed,Fitted,10000,10000,5755.872497250663,0.0244892
dirichlet-original,214822,mean1,1.910950755236635,0.01434315061608727,1.9087016279525029,-0.0022491272841320686,0.0015463504138747434,true,true,ChecksPassed,Fitted,10000,10000,5755.872497250663,0.0244892
dirichlet-original,214822,mean2,2.640339278723853,0.02005600807508122,2.640236847729677,-1.0243099417595047E-4,0.002123054674689869,true,true,ChecksPassed,Fitted,10000,10000,5755.872497250663,0.0244892
dirichlet-original,222741,mean0,0.841016150722901,0.00608399843880491,0.8397944784778433,-0.0012216722450577588,6.443038236594278E-4,true,true,ChecksPassed,Fitted,10000,10000,5988.415860639885,0.0246452
dirichlet-original,222741,mean1,1.910950755236635,0.01434315061608727,1.9103210351038018,-6.297201328331337E-4,0.0015029552693901654,true,true,ChecksPassed,Fitted,10000,10000,5988.415860639885,0.0246452
dirichlet-original,222741,mean2,2.640339278723853,0.02005600807508122,2.638399481368482,-0.0019397973553707537,0.0021036619554926734,true,true,ChecksPassed,Fitted,10000,10000,5988.415860639885,0.0246452
dirichlet-original,230660,mean0,0.841016150722901,0.00608399843880491,0.8408233719289294,-1.9277879397161524E-4,6.770237860430593E-4,true,true,ChecksPassed,Fitted,10000,10000,5261.7227148850025,0.0252629
dirichlet-original,230660,mean1,1.910950755236635,0.01434315061608727,1.912680858594513,0.0017301033578780434,0.0015722492930956187,true,true,ChecksPassed,Fitted,10000,10000,5261.7227148850025,0.0252629
dirichlet-original,230660,mean2,2.640339278723853,0.02005600807508122,2.641831394297168,0.0014921155733151892,0.002233874074412554,true,true,ChecksPassed,Fitted,10000,10000,5261.7227148850025,0.0252629
gamma-heldout,1009,mean0,2.1344473479226362,0.019937384381701874,2.1362447844093264,0.0017974364866901738,0.0021296695214042213,true,true,ChecksPassed,Fitted,10000,10000,5630.59889051083,0.0143481
gamma-heldout,1009,mean1,1.8545503427937535,0.019794033663822933,1.8530450619463803,-0.0015052808473732249,0.002104400721206065,true,true,ChecksPassed,Fitted,10000,10000,5630.59889051083,0.0143481
gamma-heldout,8928,mean0,2.1344473479226362,0.019937384381701874,2.133317009452911,-0.0011303384697254337,0.0020945361427130893,true,true,ChecksPassed,Fitted,10000,10000,6630.689941170764,0.0144285
gamma-heldout,8928,mean1,1.8545503427937535,0.019794033663822933,1.8564237678214448,0.0018734250276912778,0.0021442550671578503,true,true,ChecksPassed,Fitted,10000,10000,6630.689941170764,0.0144285
gamma-heldout,16847,mean0,2.1344473479226362,0.019937384381701874,2.1339250929944287,-5.222549282075661E-4,0.002100136959152304,true,true,ChecksPassed,Fitted,10000,10000,6052.815082396295,0.0148931
gamma-heldout,16847,mean1,1.8545503427937535,0.019794033663822933,1.8551642509679156,6.1390817416207E-4,0.0020470885984839524,true,true,ChecksPassed,Fitted,10000,10000,6052.815082396295,0.0148931
gamma-heldout,24766,mean0,2.1344473479226362,0.019937384381701874,2.1319603541108814,-0.0024869938117548784,0.0021647583178153675,true,true,ChecksPassed,Fitted,10000,10000,6602.388443396482,0.0172541
gamma-heldout,24766,mean1,1.8545503427937535,0.019794033663822933,1.8559159090787667,0.0013655662850131645,0.0022797648457233252,true,true,ChecksPassed,Fitted,10000,10000,6602.388443396482,0.0172541
gamma-heldout,32685,mean0,2.1344473479226362,0.019937384381701874,2.1343130239195736,-1.3432400306268022E-4,0.0021215210550299623,true,true,ChecksPassed,Fitted,10000,10000,6489.821291537865,0.0142683
gamma-heldout,32685,mean1,1.8545503427937535,0.019794033663822933,1.8549586398682743,4.0829707452072483E-4,0.0022237078826780245,true,true,ChecksPassed,Fitted,10000,10000,6489.821291537865,0.0142683
gamma-heldout,40604,mean0,2.1344473479226362,0.019937384381701874,2.13475592505377,3.085771311339691E-4,0.002200857628995927,true,true,ChecksPassed,Fitted,10000,10000,5717.2065845882535,0.014064
gamma-heldout,40604,mean1,1.8545503427937535,0.019794033663822933,1.855411690259901,8.613474661474108E-4,0.0021004931513127646,true,true,ChecksPassed,Fitted,10000,10000,5717.2065845882535,0.014064
gamma-heldout,48523,mean0,2.1344473479226362,0.019937384381701874,2.1392999857472272,0.004852637824591,0.002188057254496962,false,true,Danger,Fitted,10000,10000,7005.640073933556,0.0141281
gamma-heldout,48523,mean1,1.8545503427937535,0.019794033663822933,1.849668583451788,-0.0048817593419654415,0.002319141502911693,false,true,Danger,Fitted,10000,10000,7005.640073933556,0.0141281
gamma-heldout,56442,mean0,2.1344473479226362,0.019937384381701874,2.135879947710322,0.0014325997876856178,0.002073236638982048,true,true,ChecksPassed,Fitted,10000,10000,6935.253725242103,0.0146461
gamma-heldout,56442,mean1,1.8545503427937535,0.019794033663822933,1.8535746836689626,-9.756591247909174E-4,0.002091345489373913,true,true,ChecksPassed,Fitted,10000,10000,6935.253725242103,0.0146461
gamma-heldout,64361,mean0,2.1344473479226362,0.019937384381701874,2.133967690006691,-4.7965791594517526E-4,0.002087884660388928,true,true,ChecksPassed,Fitted,10000,10000,6829.015402120044,0.0140949
gamma-heldout,64361,mean1,1.8545503427937535,0.019794033663822933,1.8546789316701444,1.2858887639088934E-4,0.0021614919550466873,true,true,ChecksPassed,Fitted,10000,10000,6829.015402120044,0.0140949
gamma-heldout,72280,mean0,2.1344473479226362,0.019937384381701874,2.136788697190325,0.002341349267688919,0.0020903964266176848,true,true,ChecksPassed,Fitted,10000,10000,6256.523749093252,0.0139608
gamma-heldout,72280,mean1,1.8545503427937535,0.019794033663822933,1.851874750763051,-0.002675592030702445,0.0020439993200189847,true,true,ChecksPassed,Fitted,10000,10000,6256.523749093252,0.0139608
gamma-heldout,80199,mean0,2.1344473479226362,0.019937384381701874,2.1329982873877804,-0.0014490605348558283,0.0021469864779792977,true,true,ChecksPassed,Fitted,10000,10000,6441.648915686119,0.0151576
gamma-heldout,80199,mean1,1.8545503427937535,0.019794033663822933,1.8539710230352309,-5.793197585226562E-4,0.002084848820295534,true,true,ChecksPassed,Fitted,10000,10000,6441.648915686119,0.0151576
gamma-heldout,88118,mean0,2.1344473479226362,0.019937384381701874,2.1375818771416037,0.003134529218967508,0.0022009527415318337,true,true,ChecksPassed,Fitted,10000,10000,6920.88866281212,0.015546
gamma-heldout,88118,mean1,1.8545503427937535,0.019794033663822933,1.8527146390368203,-0.0018357037569332046,0.002129749325959552,true,true,ChecksPassed,Fitted,10000,10000,6920.88866281212,0.015546
gamma-heldout,96037,mean0,2.1344473479226362,0.019937384381701874,2.1323559421539566,-0.0020914057686796106,0.00211530393223127,true,true,ChecksPassed,Fitted,10000,10000,6170.007392814069,0.0146681
gamma-heldout,96037,mean1,1.8545503427937535,0.019794033663822933,1.8559899622558078,0.0014396194620542868,0.0020494412700766454,true,true,ChecksPassed,Fitted,10000,10000,6170.007392814069,0.0146681
gamma-heldout,103956,mean0,2.1344473479226362,0.019937384381701874,2.1349799339835633,5.325860609270983E-4,0.0020689649280365334,true,true,ChecksPassed,Fitted,10000,10000,6037.965672147409,0.0145225
gamma-heldout,103956,mean1,1.8545503427937535,0.019794033663822933,1.8522903775236057,-0.0022599652701478234,0.0020994750479265273,true,true,ChecksPassed,Fitted,10000,10000,6037.965672147409,0.0145225
gamma-heldout,111875,mean0,2.1344473479226362,0.019937384381701874,2.1330848084173355,-0.0013625395053007416,0.002232652086090631,true,true,ChecksPassed,Fitted,10000,10000,6945.4828211606255,0.0148482
gamma-heldout,111875,mean1,1.8545503427937535,0.019794033663822933,1.8572127151958266,0.002662372402073121,0.0021593382928659275,true,true,ChecksPassed,Fitted,10000,10000,6945.4828211606255,0.0148482
gamma-heldout,119794,mean0,2.1344473479226362,0.019937384381701874,2.1348262230825683,3.7887515993206833E-4,0.0020855620416612613,true,true,ChecksPassed,Fitted,10000,10000,6197.695958868127,0.0142835
gamma-heldout,119794,mean1,1.8545503427937535,0.019794033663822933,1.855574445259389,0.0010241024656354458,0.002081083976288377,true,true,ChecksPassed,Fitted,10000,10000,6197.695958868127,0.0142835
gamma-heldout,127713,mean0,2.1344473479226362,0.019937384381701874,2.137765123591724,0.0033177756690876414,0.0021144913539525062,true,true,ChecksPassed,Fitted,10000,10000,6455.1394781648905,0.0153985
gamma-heldout,127713,mean1,1.8545503427937535,0.019794033663822933,1.8506397707938962,-0.003910571999857337,0.002048767547910809,true,true,ChecksPassed,Fitted,10000,10000,6455.1394781648905,0.0153985
gamma-heldout,135632,mean0,2.1344473479226362,0.019937384381701874,2.1322232420528153,-0.0022241058698209137,0.002094049728545408,true,true,ChecksPassed,Fitted,10000,10000,6413.521163189818,0.0143015
gamma-heldout,135632,mean1,1.8545503427937535,0.019794033663822933,1.8561856191258488,0.001635276332095259,0.0020435626188328297,true,true,ChecksPassed,Fitted,10000,10000,6413.521163189818,0.0143015
gamma-heldout,143551,mean0,2.1344473479226362,0.019937384381701874,2.134444980318108,-2.3676045284304337E-6,0.0022529726949003276,true,true,ChecksPassed,Fitted,10000,10000,6981.907425632091,0.0152281
gamma-heldout,143551,mean1,1.8545503427937535,0.019794033663822933,1.8536524119682776,-8.979308254759566E-4,0.002142307530849204,true,true,ChecksPassed,Fitted,10000,10000,6981.907425632091,0.0152281
gamma-heldout,151470,mean0,2.1344473479226362,0.019937384381701874,2.134143895642889,-3.034522797471517E-4,0.002116150374956955,true,true,ChecksPassed,Fitted,10000,10000,6875.898797261436,0.0139336
gamma-heldout,151470,mean1,1.8545503427937535,0.019794033663822933,1.8536567917511106,-8.935510426428817E-4,0.0021179268588924047,true,true,ChecksPassed,Fitted,10000,10000,6875.898797261436,0.0139336
gamma-heldout,159389,mean0,2.1344473479226362,0.019937384381701874,2.1339085391534,-5.388087692361765E-4,0.0021100376278807647,true,true,ChecksPassed,Fitted,10000,10000,5974.975853998753,0.0140527
gamma-heldout,159389,mean1,1.8545503427937535,0.019794033663822933,1.8542490140002308,-3.013287935227371E-4,0.002074500561204549,true,true,ChecksPassed,Fitted,10000,10000,5974.975853998753,0.0140527
gamma-heldout,167308,mean0,2.1344473479226362,0.019937384381701874,2.1381683055114964,0.003720957588860152,0.0021417086454420817,true,true,ChecksPassed,Fitted,10000,10000,6149.399217725,0.0150487
gamma-heldout,167308,mean1,1.8545503427937535,0.019794033663822933,1.8520787171365543,-0.0024716256571992723,0.0021427058634047778,true,true,ChecksPassed,Fitted,10000,10000,6149.399217725,0.0150487
gamma-heldout,175227,mean0,2.1344473479226362,0.019937384381701874,2.134427018211627,-2.0329711009292595E-5,0.0021579520740748893,true,true,ChecksPassed,Fitted,10000,10000,6443.957355067036,0.0143453
gamma-heldout,175227,mean1,1.8545503427937535,0.019794033663822933,1.8546690158076566,1.1867301390311447E-4,0.00216295415158726,true,true,ChecksPassed,Fitted,10000,10000,6443.957355067036,0.0143453
gamma-heldout,183146,mean0,2.1344473479226362,0.019937384381701874,2.1334728327479073,-9.745151747289071E-4,0.0021090788494476384,true,true,ChecksPassed,Fitted,10000,10000,5980.619978461617,0.0138168
gamma-heldout,183146,mean1,1.8545503427937535,0.019794033663822933,1.855051219842406,5.008770486525371E-4,0.002185857308952828,true,true,ChecksPassed,Fitted,10000,10000,5980.619978461617,0.0138168
gamma-heldout,191065,mean0,2.1344473479226362,0.019937384381701874,2.136498646779699,0.0020512988570629,0.0021128326189933356,true,true,ChecksPassed,Fitted,10000,10000,6719.666107772595,0.0140275
gamma-heldout,191065,mean1,1.8545503427937535,0.019794033663822933,1.8538347544421483,-7.155883516052342E-4,0.002243946536592691,true,true,ChecksPassed,Fitted,10000,10000,6719.666107772595,0.0140275
gamma-heldout,198984,mean0,2.1344473479226362,0.019937384381701874,2.134510883275825,6.353535318881498E-5,0.002225002304832542,true,true,ChecksPassed,Fitted,10000,10000,6692.290540834489,0.0142612
gamma-heldout,198984,mean1,1.8545503427937535,0.019794033663822933,1.855498562778861,9.482199851074125E-4,0.002117309650965108,true,true,ChecksPassed,Fitted,10000,10000,6692.290540834489,0.0142612
gamma-heldout,206903,mean0,2.1344473479226362,0.019937384381701874,2.1380325147670054,0.0035851668443691587,0.0020971882697847785,true,true,ChecksPassed,Fitted,10000,10000,6300.746550002096,0.0145654
gamma-heldout,206903,mean1,1.8545503427937535,0.019794033663822933,1.851994335884664,-0.0025560069090895254,0.0020522129742507568,true,true,ChecksPassed,Fitted,10000,10000,6300.746550002096,0.0145654
gamma-heldout,214822,mean0,2.1344473479226362,0.019937384381701874,2.13399390425024,-4.5344367239641414E-4,0.002117833861672567,true,true,ChecksPassed,Fitted,10000,10000,6433.13486760274,0.0147041
gamma-heldout,214822,mean1,1.8545503427937535,0.019794033663822933,1.8550355943326766,4.852515389230927E-4,0.002120823329143594,true,true,ChecksPassed,Fitted,10000,10000,6433.13486760274,0.0147041
gamma-heldout,222741,mean0,2.1344473479226362,0.019937384381701874,2.1313100939498697,-0.0031372539727665405,0.0021324340592831312,true,true,ChecksPassed,Fitted,10000,10000,5781.341176365697,0.0145981
gamma-heldout,222741,mean1,1.8545503427937535,0.019794033663822933,1.857445703918982,0.0028953611252284794,0.0020993641812444516,true,true,ChecksPassed,Fitted,10000,10000,5781.341176365697,0.0145981
gamma-heldout,230660,mean0,2.1344473479226362,0.019937384381701874,2.1376563535130177,0.0032090055903815085,0.002101998178363756,true,true,ChecksPassed,Fitted,10000,10000,6071.579247116135,0.0154771
gamma-heldout,230660,mean1,1.8545503427937535,0.019794033663822933,1.8505791624670669,-0.003971180326686641,0.0021440147587665306,true,true,ChecksPassed,Fitted,10000,10000,6071.579247116135,0.0154771
dirichlet-heldout,1009,mean0,0.9522859595106329,0.006891111207876513,0.9527225786865277,4.3661917589477017E-4,7.387681705560346E-4,true,true,ChecksPassed,Fitted,10000,10000,5601.283211486025,0.0239
dirichlet-heldout,1009,mean1,1.9694768223230366,0.014679812158777754,1.968856822729647,-6.199995933895419E-4,0.001605017457155913,true,true,ChecksPassed,Fitted,10000,10000,5601.283211486025,0.0239
dirichlet-heldout,1009,mean2,3.023988742447311,0.0228495626039935,3.0241392649524084,1.5052250509750564E-4,0.002460199018518712,true,true,ChecksPassed,Fitted,10000,10000,5601.283211486025,0.0239
dirichlet-heldout,8928,mean0,0.9522859595106329,0.006891111207876513,0.9531017976526752,8.158381420423355E-4,7.822058286807014E-4,true,true,ChecksPassed,Fitted,10000,10000,5053.707106842413,0.0240733
dirichlet-heldout,8928,mean1,1.9694768223230366,0.014679812158777754,1.9696599419448935,1.8311962185690867E-4,0.0016635152458895138,true,true,ChecksPassed,Fitted,10000,10000,5053.707106842413,0.0240733
dirichlet-heldout,8928,mean2,3.023988742447311,0.0228495626039935,3.028790936620354,0.004802194173043173,0.002567508383753521,true,true,ChecksPassed,Fitted,10000,10000,5053.707106842413,0.0240733
