case,seed,query,reference,tolerance,mean,error,mcse,covered95,accurate,health,fit,pilotCalls,productionCalls,ess,seconds
dirichlet-heldout,16847,mean0,0.9522859595106329,0.006891111207876513,0.9516294355390132,-6.56523971619638E-4,7.708718594672145E-4,true,true,ChecksPassed,Fitted,10000,10000,5790.027686850806,0.0237561
dirichlet-heldout,16847,mean1,1.9694768223230366,0.014679812158777754,1.9680951079020732,-0.0013817144209633536,0.0016150129949139857,true,true,ChecksPassed,Fitted,10000,10000,5790.027686850806,0.0237561
dirichlet-heldout,16847,mean2,3.023988742447311,0.0228495626039935,3.025609907724524,0.0016211652772133434,0.002509668840738129,true,true,ChecksPassed,Fitted,10000,10000,5790.027686850806,0.0237561
dirichlet-heldout,24766,mean0,0.9522859595106329,0.006891111207876513,0.9516660430501283,-6.199164605046326E-4,7.634838595008595E-4,true,true,ChecksPassed,Fitted,10000,10000,5187.184697564172,0.0246594
dirichlet-heldout,24766,mean1,1.9694768223230366,0.014679812158777754,1.964955220629184,-0.004521601693852517,0.0016344234016389954,false,true,ChecksPassed,Fitted,10000,10000,5187.184697564172,0.0246594
dirichlet-heldout,24766,mean2,3.023988742447311,0.0228495626039935,3.019564969720192,-0.004423772727118802,0.002517751791707555,true,true,ChecksPassed,Fitted,10000,10000,5187.184697564172,0.0246594
dirichlet-heldout,32685,mean0,0.9522859595106329,0.006891111207876513,0.9517184560665807,-5.675034440522086E-4,7.394270731106883E-4,true,true,ChecksPassed,Fitted,10000,10000,5541.9557464291365,0.0241872
dirichlet-heldout,32685,mean1,1.9694768223230366,0.014679812158777754,1.9680501591233717,-0.0014266631996648904,0.0016013976814786021,true,true,ChecksPassed,Fitted,10000,10000,5541.9557464291365,0.0241872
dirichlet-heldout,32685,mean2,3.023988742447311,0.0228495626039935,3.0227768865329505,-0.0012118559143603491,0.0024921797678030566,true,true,ChecksPassed,Fitted,10000,10000,5541.9557464291365,0.0241872
dirichlet-heldout,40604,mean0,0.9522859595106329,0.006891111207876513,0.953987340857769,0.001701381347136155,7.541827737244723E-4,false,true,ChecksPassed,Fitted,10000,10000,5659.010566157099,0.0246282
dirichlet-heldout,40604,mean1,1.9694768223230366,0.014679812158777754,1.9715408543704296,0.0020640320473930274,0.0015678035547719766,true,true,ChecksPassed,Fitted,10000,10000,5659.010566157099,0.0246282
dirichlet-heldout,40604,mean2,3.023988742447311,0.0228495626039935,3.0281787761197116,0.004190033672400784,0.002483535556930531,true,true,ChecksPassed,Fitted,10000,10000,5659.010566157099,0.0246282
dirichlet-heldout,48523,mean0,0.9522859595106329,0.006891111207876513,0.9526435531271114,3.5759361647846877E-4,7.418331369384117E-4,true,true,ChecksPassed,Fitted,10000,10000,6061.346661308086,0.0245204
dirichlet-heldout,48523,mean1,1.9694768223230366,0.014679812158777754,1.9687595118791505,-7.173104438860101E-4,0.00155887366673949,true,true,ChecksPassed,Fitted,10000,10000,6061.346661308086,0.0245204
dirichlet-heldout,48523,mean2,3.023988742447311,0.0228495626039935,3.0236334563786262,-3.5528606868462376E-4,0.0024369674405001936,true,true,ChecksPassed,Fitted,10000,10000,6061.346661308086,0.0245204
dirichlet-heldout,56442,mean0,0.9522859595106329,0.006891111207876513,0.9523920074882914,1.0604797765856322E-4,7.272720033672723E-4,true,true,ChecksPassed,Fitted,10000,10000,6439.319430027523,0.0266511
dirichlet-heldout,56442,mean1,1.9694768223230366,0.014679812158777754,1.971052486342818,0.0015756640197814864,0.0015068605107628598,true,true,ChecksPassed,Fitted,10000,10000,6439.319430027523,0.0266511
dirichlet-heldout,56442,mean2,3.023988742447311,0.0228495626039935,3.028639503949689,0.004650761502378309,0.0024067978912363157,true,true,ChecksPassed,Fitted,10000,10000,6439.319430027523,0.0266511
dirichlet-heldout,64361,mean0,0.9522859595106329,0.006891111207876513,0.9526668714198115,3.809119091786606E-4,7.482877368573646E-4,true,true,ChecksPassed,Fitted,10000,10000,5754.964087259098,0.0241023
dirichlet-heldout,64361,mean1,1.9694768223230366,0.014679812158777754,1.9730983774509276,0.003621555127891085,0.0015968650280765917,false,true,ChecksPassed,Fitted,10000,10000,5754.964087259098,0.0241023
dirichlet-heldout,64361,mean2,3.023988742447311,0.0228495626039935,3.026230645536777,0.0022419030894660352,0.002443757468179388,true,true,ChecksPassed,Fitted,10000,10000,5754.964087259098,0.0241023
dirichlet-heldout,72280,mean0,0.9522859595106329,0.006891111207876513,0.9521856552223869,-1.0030428824603366E-4,7.661377550880089E-4,true,true,ChecksPassed,Fitted,10000,10000,5272.989688248857,0.0244216
dirichlet-heldout,72280,mean1,1.9694768223230366,0.014679812158777754,1.9715217656138115,0.002044943290774981,0.0016405836462525666,true,true,ChecksPassed,Fitted,10000,10000,5272.989688248857,0.0244216
dirichlet-heldout,72280,mean2,3.023988742447311,0.0228495626039935,3.025752317197464,0.0017635747501532073,0.0025266403863306447,true,true,ChecksPassed,Fitted,10000,10000,5272.989688248857,0.0244216
dirichlet-heldout,80199,mean0,0.9522859595106329,0.006891111207876513,0.9522994531248237,1.3493614190784875E-5,7.480558331464119E-4,true,true,ChecksPassed,Fitted,10000,10000,5750.31403727558,0.0254614
dirichlet-heldout,80199,mean1,1.9694768223230366,0.014679812158777754,1.9692801869353653,-1.96635387671229E-4,0.0016170299161805497,true,true,ChecksPassed,Fitted,10000,10000,5750.31403727558,0.0254614
dirichlet-heldout,80199,mean2,3.023988742447311,0.0228495626039935,3.02153086054349,-0.002457881903820791,0.0024739207096139424,true,true,ChecksPassed,Fitted,10000,10000,5750.31403727558,0.0254614
dirichlet-heldout,88118,mean0,0.9522859595106329,0.006891111207876513,0.9518691102845438,-4.168492260890888E-4,7.381603634068692E-4,true,true,ChecksPassed,Fitted,10000,10000,5685.511147646852,0.0237252
dirichlet-heldout,88118,mean1,1.9694768223230366,0.014679812158777754,1.969589457789608,1.1263546657147572E-4,0.001624540372543357,true,true,ChecksPassed,Fitted,10000,10000,5685.511147646852,0.0237252
dirichlet-heldout,88118,mean2,3.023988742447311,0.0228495626039935,3.0239798480605127,-8.894386798186105E-6,0.0024605229758479738,true,true,ChecksPassed,Fitted,10000,10000,5685.511147646852,0.0237252
dirichlet-heldout,96037,mean0,0.9522859595106329,0.006891111207876513,0.9504599755567602,-0.0018259839538726785,7.504331087486713E-4,false,true,ChecksPassed,Fitted,10000,10000,5759.523088648984,0.0237391
dirichlet-heldout,96037,mean1,1.9694768223230366,0.014679812158777754,1.968382844336998,-0.0010939779860386079,0.0015781500835698673,true,true,ChecksPassed,Fitted,10000,10000,5759.523088648984,0.0237391
dirichlet-heldout,96037,mean2,3.023988742447311,0.0228495626039935,3.021454792570637,-0.00253394987667388,0.0024436388744832234,true,true,ChecksPassed,Fitted,10000,10000,5759.523088648984,0.0237391
dirichlet-heldout,103956,mean0,0.9522859595106329,0.006891111207876513,0.9521388489201231,-1.4711059050975805E-4,7.295945296327596E-4,true,true,ChecksPassed,Fitted,10000,10000,5971.817054424903,0.0243285
dirichlet-heldout,103956,mean1,1.9694768223230366,0.014679812158777754,1.9691850248795855,-2.917974434510917E-4,0.0015539507709082538,true,true,ChecksPassed,Fitted,10000,10000,5971.817054424903,0.0243285
dirichlet-heldout,103956,mean2,3.023988742447311,0.0228495626039935,3.025715607958003,0.0017268655106921216,0.00243375556022723,true,true,ChecksPassed,Fitted,10000,10000,5971.817054424903,0.0243285
dirichlet-heldout,111875,mean0,0.9522859595106329,0.006891111207876513,0.9523696575164349,8.369800580199094E-5,7.583400647119922E-4,true,true,ChecksPassed,Fitted,10000,10000,5035.492247058326,0.0241513
dirichlet-heldout,111875,mean1,1.9694768223230366,0.014679812158777754,1.970080674857591,6.038525345544166E-4,0.0016373682881275333,true,true,ChecksPassed,Fitted,10000,10000,5035.492247058326,0.0241513
dirichlet-heldout,111875,mean2,3.023988742447311,0.0228495626039935,3.0236038117305086,-3.8493071680223423E-4,0.002559269043835358,true,true,ChecksPassed,Fitted,10000,10000,5035.492247058326,0.0241513
dirichlet-heldout,119794,mean0,0.9522859595106329,0.006891111207876513,0.9522461686700098,-3.979084062311067E-5,7.166957420111498E-4,true,true,ChecksPassed,Fitted,10000,10000,6598.631677676414,0.0273284
dirichlet-heldout,119794,mean1,1.9694768223230366,0.014679812158777754,1.9687722739386504,-7.045483843861611E-4,0.0014643221277313957,true,true,ChecksPassed,Fitted,10000,10000,6598.631677676414,0.0273284
dirichlet-heldout,119794,mean2,3.023988742447311,0.0228495626039935,3.023453885938566,-5.34856508744852E-4,0.0023130930164563597,true,true,ChecksPassed,Fitted,10000,10000,6598.631677676414,0.0273284
dirichlet-heldout,127713,mean0,0.9522859595106329,0.006891111207876513,0.9521472518798944,-1.3870763073853265E-4,7.630122937505574E-4,true,true,ChecksPassed,Fitted,10000,10000,5789.246561160338,0.0253136
dirichlet-heldout,127713,mean1,1.9694768223230366,0.014679812158777754,1.968825322057796,-6.515002652405233E-4,0.0015991028594773383,true,true,ChecksPassed,Fitted,10000,10000,5789.246561160338,0.0253136
dirichlet-heldout,127713,mean2,3.023988742447311,0.0228495626039935,3.0252595440289274,0.0012708015816165208,0.0025106269708358208,true,true,ChecksPassed,Fitted,10000,10000,5789.246561160338,0.0253136
dirichlet-heldout,135632,mean0,0.9522859595106329,0.006891111207876513,0.9517341352397194,-5.518242709134924E-4,7.10412872491428E-4,true,true,ChecksPassed,Fitted,10000,10000,5889.661939421638,0.0239759
dirichlet-heldout,135632,mean1,1.9694768223230366,0.014679812158777754,1.968494600922289,-9.822214007475516E-4,0.0015628286539334073,true,true,ChecksPassed,Fitted,10000,10000,5889.661939421638,0.0239759
dirichlet-heldout,135632,mean2,3.023988742447311,0.0228495626039935,3.0224677555893438,-0.0015209868579670882,0.002391084671524254,true,true,ChecksPassed,Fitted,10000,10000,5889.661939421638,0.0239759
dirichlet-heldout,143551,mean0,0.9522859595106329,0.006891111207876513,0.9515145437756389,-7.714157349939521E-4,7.429053332550197E-4,true,true,ChecksPassed,Fitted,10000,10000,6048.89449981291,0.0249666
dirichlet-heldout,143551,mean1,1.9694768223230366,0.014679812158777754,1.9684857744039304,-9.910479191062027E-4,0.0015849909372651438,true,true,ChecksPassed,Fitted,10000,10000,6048.89449981291,0.0249666
dirichlet-heldout,143551,mean2,3.023988742447311,0.0228495626039935,3.022066307510028,-0.0019224349372830574,0.0024376564691299665,true,true,ChecksPassed,Fitted,10000,10000,6048.89449981291,0.0249666
dirichlet-heldout,151470,mean0,0.9522859595106329,0.006891111207876513,0.9524942783482855,2.0831883765259906E-4,7.850817576024288E-4,true,true,ChecksPassed,Fitted,10000,10000,5286.10527209243,0.0242945
dirichlet-heldout,151470,mean1,1.9694768223230366,0.014679812158777754,1.972276532437821,0.002799710114784526,0.0016408945899082806,true,true,ChecksPassed,Fitted,10000,10000,5286.10527209243,0.0242945
dirichlet-heldout,151470,mean2,3.023988742447311,0.0228495626039935,3.027456772536064,0.0034680300887530713,0.0025338904573932583,true,true,ChecksPassed,Fitted,10000,10000,5286.10527209243,0.0242945
dirichlet-heldout,159389,mean0,0.9522859595106329,0.006891111207876513,0.9523670875111324,8.112800049953073E-5,7.815018043703509E-4,true,true,ChecksPassed,Fitted,10000,10000,5352.8872910928185,0.0243064
dirichlet-heldout,159389,mean1,1.9694768223230366,0.014679812158777754,1.9687841365432226,-6.926857798139618E-4,0.0016199661187213368,true,true,ChecksPassed,Fitted,10000,10000,5352.8872910928185,0.0243064
dirichlet-heldout,159389,mean2,3.023988742447311,0.0228495626039935,3.0229721050425855,-0.0010166374047253512,0.002488363272430999,true,true,ChecksPassed,Fitted,10000,10000,5352.8872910928185,0.0243064
dirichlet-heldout,167308,mean0,0.9522859595106329,0.006891111207876513,0.9518368902249724,-4.490692856604639E-4,7.307201910804501E-4,true,true,ChecksPassed,Fitted,10000,10000,6074.480245669393,0.0235878
dirichlet-heldout,167308,mean1,1.9694768223230366,0.014679812158777754,1.9699794100461299,5.025877230933062E-4,0.0015862995670581233,true,true,ChecksPassed,Fitted,10000,10000,6074.480245669393,0.0235878
dirichlet-heldout,167308,mean2,3.023988742447311,0.0228495626039935,3.0281876693236947,0.004198926876383791,0.002415925359542043,true,true,ChecksPassed,Fitted,10000,10000,6074.480245669393,0.0235878
dirichlet-heldout,175227,mean0,0.9522859595106329,0.006891111207876513,0.9519998991172792,-2.8606039335365985E-4,7.628498577834499E-4,true,true,ChecksPassed,Fitted,10000,10000,5901.350682336725,0.0239993
dirichlet-heldout,175227,mean1,1.9694768223230366,0.014679812158777754,1.9674573680633034,-0.0020194542597331555,0.0016147333685913993,true,true,ChecksPassed,Fitted,10000,10000,5901.350682336725,0.0239993
dirichlet-heldout,175227,mean2,3.023988742447311,0.0228495626039935,3.0216283759944633,-0.00236036645284754,0.0025071988463383843,true,true,ChecksPassed,Fitted,10000,10000,5901.350682336725,0.0239993
dirichlet-heldout,183146,mean0,0.9522859595106329,0.006891111207876513,0.9522912242635038,5.264752870881573E-6,7.469832655518166E-4,true,true,ChecksPassed,Fitted,10000,10000,5671.782041293088,0.0235719
dirichlet-heldout,183146,mean1,1.9694768223230366,0.014679812158777754,1.9694483257453452,-2.8496577691328184E-5,0.0015854787071329923,true,true,ChecksPassed,Fitted,10000,10000,5671.782041293088,0.0235719
dirichlet-heldout,183146,mean2,3.023988742447311,0.0228495626039935,3.022659644957586,-0.001329097489724873,0.002429049253785312,true,true,ChecksPassed,Fitted,10000,10000,5671.782041293088,0.0235719
dirichlet-heldout,191065,mean0,0.9522859595106329,0.006891111207876513,0.9529145846360088,6.286251253758701E-4,7.361846881788914E-4,true,true,ChecksPassed,Fitted,10000,10000,5634.74363834165,0.0254416
dirichlet-heldout,191065,mean1,1.9694768223230366,0.014679812158777754,1.9703106600589781,8.338377359415894E-4,0.001604065498087944,true,true,ChecksPassed,Fitted,10000,10000,5634.74363834165,0.0254416
dirichlet-heldout,191065,mean2,3.023988742447311,0.0228495626039935,3.0267823208152316,0.0027935783679207127,0.0024847040632516326,true,true,ChecksPassed,Fitted,10000,10000,5634.74363834165,0.0254416
dirichlet-heldout,198984,mean0,0.9522859595106329,0.006891111207876513,0.9533266914355714,0.001040731924938476,7.329836711909373E-4,true,true,ChecksPassed,Fitted,10000,10000,5651.229973105699,0.0243202
