jvm,case,method,draws,seed,status,mean,ess,rhat,attempts,pilotTransitions,visits,pilotSeconds,fitSeconds,totalSeconds,reference
2,hierarchical,single,61512,149401058,Fitted,0.981689099502974,32391.2775522034,1.155687207317549,61512,3000,615120,0.0056463,1.4900000000000002E-4,0.14841110000000002,0.9803921568627451
2,hierarchical,mixture,41528,149401058,IterationLimit,NaN,NaN,1.1696112188285273,0,3000,0,0.0054342,0.069248,0.0747849,0.9803921568627451
2,hierarchical,mh,94824,149401058,Completed,0.9829657313296001,NaN,1.0083324559220068,94824,1000,0,0.0,0.0,0.19130640000000002,0.9803921568627451
2,hierarchical,legacy,87804,149401058,Completed,0.9794613005166418,NaN,NaN,87804,0,0,0.0,0.0,0.1594295,0.9803921568627451
2,hierarchical,prior,69696,149401058,Completed,0.9790737030140858,5966.083757400346,NaN,69696,0,627264,0.0,0.0,0.13774060000000002,0.9803921568627451
2,mixture,single,35864,149401058,Fitted,0.6369390294403037,6081.451442029332,1.002484079391727,35864,3000,179320,0.005293600000000001,1.6010000000000002E-4,0.0744262,0.631578947368421
2,mixture,mixture,29192,149401058,Fitted,0.6342409271618876,27561.56322109856,1.0074394467659715,29192,3000,145960,0.0055662,0.0039778,0.07344890000000001,0.631578947368421
2,mixture,mh,42832,149401058,Completed,0.6295526709002615,NaN,1.0007446259943593,42832,1000,0,0.0,0.0,0.086062,0.631578947368421
2,mixture,legacy,102232,149401058,Completed,0.633722720647055,NaN,NaN,102232,0,0,0.0,0.0,0.0676052,0.631578947368421
2,mixture,prior,47620,149401058,Completed,0.6362248987166045,31313.573883151537,NaN,47620,0,333340,0.0,0.0,0.07761760000000001,0.631578947368421
2,mixture,single,74768,149401058,Fitted,0.6335560833723963,12895.956070387494,1.002484079391727,74768,3000,448608,0.0053296,1.7270000000000002E-4,0.1517736,0.631578947368421
2,mixture,mixture,62548,149401058,Fitted,0.6349381324865696,59028.01064542636,1.0074394467659715,62548,3000,312740,0.0052082000000000005,0.0038453000000000003,0.1483887,0.631578947368421
2,mixture,mh,86692,149401058,Completed,0.6303349790061367,NaN,1.0001908794643286,86692,1000,0,0.0,0.0,0.18390720000000002,0.631578947368421
2,mixture,legacy,204768,149401058,Completed,0.6326573559377503,NaN,NaN,204768,0,0,0.0,0.0,0.1380981,0.631578947368421
2,mixture,prior,95408,149401058,Completed,0.6344081886057656,62692.015679019925,NaN,95408,0,477040,0.0,0.0,0.1491136,0.631578947368421
2,concentrated,mixture,23168,164886921,Fitted,2.973269443051973,494.11243721770836,2.9983041902452303,23168,3000,115840,0.0059794,0.007067400000000001,0.0647731,2.9702970297029703
2,concentrated,mh,45744,164886921,Completed,2.976780441113275,NaN,1.2557454014261031,45744,1000,0,0.0,0.0,0.0904658,2.9702970297029703
2,concentrated,legacy,58112,164886921,Completed,2.9862041118344798,NaN,NaN,58112,0,0,0.0,0.0,0.0862449,2.9702970297029703
2,concentrated,prior,44100,164886921,Completed,2.9840615336401113,65.00265809683499,NaN,44100,0,220500,0.0,0.0,0.0721378,2.9702970297029703
2,concentrated,single,35104,164886921,Fitted,2.9698581683317333,12736.137957827417,3.2733417174625457,35104,3000,175520,0.0047482,1.7710000000000002E-4,0.0726099,2.9702970297029703
2,concentrated,mixture,63196,164886921,Fitted,2.971772852460304,1318.6712150130265,2.9983041902452303,63196,3000,315980,0.0048611,0.0066705,0.1575997,2.9702970297029703
2,concentrated,mh,92732,164886921,Completed,2.9822467109017756,NaN,1.0391430740320184,92732,1000,0,0.0,0.0,0.17849900000000002,2.9702970297029703
2,concentrated,legacy,116584,164886921,Completed,2.9717026165423084,NaN,NaN,116584,0,0,0.0,0.0,0.161609,2.9702970297029703
2,concentrated,prior,88416,164886921,Completed,2.9751498787314916,134.31098234079911,NaN,88416,0,442080,0.0,0.0,0.1432257,2.9702970297029703
2,concentrated,single,73080,164886921,Fitted,2.969974462274845,26633.054948975558,3.2733417174625457,73080,3000,438480,0.004922500000000001,1.6140000000000002E-4,0.14133210000000002,2.9702970297029703
2,hierarchical,mixture,11160,164886921,Fitted,0.9819713251434099,5385.350797972621,1.352139523808916,11160,3000,89280,0.0054600000000000004,0.0471893,0.08258860000000001,0.9803921568627451
2,hierarchical,mh,46584,164886921,Completed,0.9804008738627786,NaN,1.0040486305872875,46584,1000,0,0.0,0.0,0.093049,0.9803921568627451
2,hierarchical,legacy,43792,164886921,Completed,0.9809483106696156,NaN,NaN,43792,0,0,0.0,0.0,0.07794380000000001,0.9803921568627451
2,hierarchical,prior,34824,164886921,Completed,0.9805281117176213,2947.0345821177016,NaN,34824,0,348240,0.0,0.0,0.0715741,0.9803921568627451
2,hierarchical,single,29384,164886921,Fitted,0.9801374528573774,15340.91697109982,1.247265900955857,29384,3000,293840,0.0051538,1.477E-4,0.0738382,0.9803921568627451
2,hierarchical,mixture,41528,164886921,Fitted,0.9803397942267887,22039.532060052366,1.2727959422033606,41528,3000,332224,0.005461000000000001,0.014199400000000001,0.1271477,0.9803921568627451
2,hierarchical,mh,94824,164886921,Completed,0.9849673014754811,NaN,1.004572562808928,94824,1000,0,0.0,0.0,0.1874761,0.9803921568627451
2,hierarchical,legacy,87804,164886921,Completed,0.9805844118974033,NaN,NaN,87804,0,0,0.0,0.0,0.1628193,0.9803921568627451
2,hierarchical,prior,69696,164886921,Completed,0.9804593457853934,5962.924693117679,NaN,69696,0,557568,0.0,0.0,0.1366236,0.9803921568627451
2,hierarchical,single,61512,164886921,Fitted,0.9822607062647822,32782.67637389568,1.09998142528216,61512,3000,492096,0.005279300000000001,1.421E-4,0.1469047,0.9803921568627451
2,mixture,mixture,29192,164886921,Fitted,0.63053489502278,27906.439971913842,1.0028582521326412,29192,3000,175152,0.005613600000000001,0.0037158000000000004,0.0740925,0.631578947368421
2,mixture,mh,42832,164886921,Completed,0.6348057527082556,NaN,1.000335358567793,42832,1000,0,0.0,0.0,0.08661160000000001,0.631578947368421
2,mixture,legacy,102232,164886921,Completed,0.6330434067824671,NaN,NaN,102232,0,0,0.0,0.0,0.076519,0.631578947368421
2,mixture,prior,47620,164886921,Completed,0.6329954445683201,31273.345081347088,NaN,47620,0,285720,0.0,0.0,0.07352170000000001,0.631578947368421
2,mixture,single,35864,164886921,Fitted,0.6324014649291676,6164.8592985429805,1.0026153492645502,35864,3000,251048,0.0060861000000000005,1.608E-4,0.0791949,0.631578947368421
2,mixture,mixture,62548,164886921,Fitted,0.6305357809040959,59783.82348410897,1.0028582521326412,62548,3000,375288,0.0049640000000000005,0.0034235000000000003,0.1465584,0.631578947368421
2,mixture,mh,86692,164886921,Completed,0.6328150233008814,NaN,1.0000407712901558,86692,1000,0,0.0,0.0,0.17856750000000002,0.631578947368421
2,mixture,legacy,204768,164886921,Completed,0.6322363285263433,NaN,NaN,204768,0,0,0.0,0.0,0.147965,0.631578947368421
2,mixture,prior,95408,164886921,Completed,0.6333120556444356,62664.82761649345,NaN,95408,0,572448,0.0,0.0,0.1502032,0.631578947368421
2,mixture,single,74768,164886921,Fitted,0.631481209758307,12836.379844490732,1.0026153492645502,74768,3000,523376,0.006046500000000001,2.111E-4,0.1561005,0.631578947368421
