"jvm","diagnosticHotspot","shape","values","round","stage","iterations","seconds","allocatedBytes","fingerprint"
"0","row","ordered","16000","-2","summary","4","0.0184335","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","-2","mergeSort","4","7.386E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","-2","radixSort","4","8.843E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","-2","scoresAndScatter","4","0.001676801","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","-2","mergeRank","4","0.002333","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","-1","radixRank","4","0.002622899","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","-1","mergeRank","4","0.0023488","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","-1","scoresAndScatter","4","0.001663201","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","-1","radixSort","4","8.68101E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","-1","mergeSort","4","6.97401E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","-1","summary","4","0.019376399","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","0","mergeSort","4","8.281E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","0","radixSort","4","9.38899E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","0","scoresAndScatter","4","0.0018018","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","0","mergeRank","4","0.0025088","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","0","radixRank","4","0.002726301","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","0","summary","4","0.0203389","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","1","mergeSort","4","8.32999E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","1","summary","4","0.0198985","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","1","radixRank","4","0.002809401","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","1","mergeRank","4","0.002588601","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","1","scoresAndScatter","4","0.001794701","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","1","radixSort","4","9.281E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","2","scoresAndScatter","4","0.001779999","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","2","mergeRank","4","0.0025151","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","2","radixRank","4","0.003358499","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","2","summary","4","0.019960199","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","2","mergeSort","4","8.477E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","2","radixSort","4","9.20999E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","3","scoresAndScatter","4","0.0017984","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","3","radixSort","4","9.13501E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","3","mergeSort","4","8.105E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","3","summary","4","0.0196791","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","3","radixRank","4","0.0029338","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","3","mergeRank","4","0.0025641","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","4","radixRank","4","0.0028403","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","4","summary","4","0.0209421","62579304","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","4","mergeSort","4","8.352E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","4","radixSort","4","9.401E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","4","scoresAndScatter","4","0.0018091","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","4","mergeRank","4","0.002621001","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","5","radixRank","4","0.0027538","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","5","mergeRank","4","0.002410301","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","5","scoresAndScatter","4","0.001658101","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","5","radixSort","4","8.706E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","5","mergeSort","4","7.253E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","5","summary","4","0.021400801","62579528","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","ordered","16000","6","mergeSort","4","7.486E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","6","radixSort","4","8.707E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","ordered","16000","6","scoresAndScatter","4","0.001688199","1598120","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","6","mergeRank","4","0.002348001","2622664","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","6","radixRank","4","0.0026101","2626824","b5622b35c93cd96a8dd2d2406c9a4d37a19e2597bab0e75a3879a4150afc4cc9"
"0","row","ordered","16000","6","summary","4","0.018423","62579592","10c8cd74243e71487fc2f323db12191d007fcee8dcfe02e867c7cb6964cb1ac8"
"0","row","reverse","16000","-5","mergeSort","4","9.91001E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-5","summary","4","0.018389","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","-5","radixRank","4","0.0025836","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-5","mergeRank","4","0.0024296","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-5","scoresAndScatter","4","0.0016644","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-5","radixSort","4","8.711E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-4","scoresAndScatter","4","0.001677901","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-4","mergeRank","4","0.0024429","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-4","radixRank","4","0.0025573","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-4","summary","4","0.0183319","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","-4","mergeSort","4","8.207E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-4","radixSort","4","8.64E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-3","scoresAndScatter","4","0.0016742","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-3","radixSort","4","8.629E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-3","mergeSort","4","0.0010258","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-3","summary","4","0.0184538","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","-3","radixRank","4","0.0026142","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-3","mergeRank","4","0.0024468","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-2","radixRank","4","0.0025515","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-2","summary","4","0.018260701","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","-2","mergeSort","4","8.49E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-2","radixSort","4","8.711E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-2","scoresAndScatter","4","0.0016845","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-2","mergeRank","4","0.002440299","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-1","radixRank","4","0.0025866","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-1","mergeRank","4","0.002412","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-1","scoresAndScatter","4","0.0016549","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","-1","radixSort","4","8.66899E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-1","mergeSort","4","0.0010211","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","-1","summary","4","0.0184223","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","0","mergeSort","4","8.261E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","0","radixSort","4","8.877E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","0","scoresAndScatter","4","0.001686699","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","0","mergeRank","4","0.0024885","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","0","radixRank","4","0.0025776","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","0","summary","4","0.0185387","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","1","mergeSort","4","8.287E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","1","summary","4","0.0183803","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","1","radixRank","4","0.002596201","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","1","mergeRank","4","0.002427399","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","1","scoresAndScatter","4","0.0016606","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","1","radixSort","4","8.76E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","2","scoresAndScatter","4","0.001685699","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","2","mergeRank","4","0.0024277","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","2","radixRank","4","0.0025711","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","2","summary","4","0.0207082","62579560","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","2","mergeSort","4","8.472E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","2","radixSort","4","8.605E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","3","scoresAndScatter","4","0.0016809","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","3","radixSort","4","8.772E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","3","mergeSort","4","8.709E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","3","summary","4","0.018663","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","3","radixRank","4","0.002603501","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","3","mergeRank","4","0.002413","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","4","radixRank","4","0.0025416","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","4","summary","4","0.0186301","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","4","mergeSort","4","8.308E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","4","radixSort","4","8.706E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","4","scoresAndScatter","4","0.001677599","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","4","mergeRank","4","0.0024502","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","5","radixRank","4","0.0025927","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","5","mergeRank","4","0.0024509","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","5","scoresAndScatter","4","0.0016456","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","5","radixSort","4","8.719E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","5","mergeSort","4","8.119E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","5","summary","4","0.018730099","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","reverse","16000","6","mergeSort","4","8.259E-4","512168","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","6","radixSort","4","8.747E-4","516328","abae6efa72e80f78b35446ef36c8150575cfd6ef3c7dac8dc0c4a26597540738"
"0","row","reverse","16000","6","scoresAndScatter","4","0.0017193","1598120","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","6","mergeRank","4","0.002425099","2622664","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","6","radixRank","4","0.002553","2626824","132929d550647a828ec7b013ee4007c7acae8779934b20d71329e5c7bcc5f98b"
"0","row","reverse","16000","6","summary","4","0.018490599","62579304","4e6d835a20c3cac1634577d4e120cfaaae91f9b108dd5e5a7b6a3ae0e285e53e"
"0","row","constant","16000","-5","mergeSort","4","0.001164399","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-5","summary","4","0.0142184","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","-5","radixRank","4","0.0010995","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-5","mergeRank","4","0.0012093","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-5","scoresAndScatter","4","2.326E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-5","radixSort","4","8.18801E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-4","scoresAndScatter","4","2.06899E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-4","mergeRank","4","0.0011681","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-4","radixRank","4","0.001056701","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-4","summary","4","0.014275","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","-4","mergeSort","4","0.0011293","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-4","radixSort","4","8.11601E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-3","scoresAndScatter","4","2.001E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-3","radixSort","4","8.24E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-3","mergeSort","4","0.0011153","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-3","summary","4","0.0142854","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","-3","radixRank","4","0.0010813","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-3","mergeRank","4","0.0011593","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-2","radixRank","4","0.0010701","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-2","summary","4","0.014257699","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","-2","mergeSort","4","0.001064301","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-2","radixSort","4","8.837E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-2","scoresAndScatter","4","2.294E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-2","mergeRank","4","0.001170301","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-1","radixRank","4","0.001053701","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-1","mergeRank","4","0.001174201","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-1","scoresAndScatter","4","1.996E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","-1","radixSort","4","8.31201E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-1","mergeSort","4","9.8E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","-1","summary","4","0.0142506","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","0","mergeSort","4","0.001122601","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","0","radixSort","4","8.17E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","0","scoresAndScatter","4","2.102E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","0","mergeRank","4","0.0012172","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","0","radixRank","4","0.001089899","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","0","summary","4","0.016816101","40827088","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","1","mergeSort","4","9.43299E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","1","summary","4","0.014298701","40826816","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","1","radixRank","4","0.001097499","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","1","mergeRank","4","0.0012535","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","1","scoresAndScatter","4","2.09099E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","1","radixSort","4","8.22799E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","2","scoresAndScatter","4","2.37799E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","2","mergeRank","4","0.0011759","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","2","radixRank","4","0.001076401","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","2","summary","4","0.0145589","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","2","mergeSort","4","9.37699E-4","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","2","radixSort","4","8.143E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","3","scoresAndScatter","4","1.978E-4","1598120","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","3","radixSort","4","8.151E-4","516328","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","3","mergeSort","4","0.0011177","512168","6ce05b92d27066c0b1471115b9561c2ace6e38bf4cb81b73eb8ffa3d4a498b8e"
"0","row","constant","16000","3","summary","4","0.014323499","40826696","cc99236f1811ae07714fe634e158bdf08ebbd6699da5cfea3f7c86de89a02db3"
"0","row","constant","16000","3","radixRank","4","0.0010692","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","3","mergeRank","4","0.0011556","2622664","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
"0","row","constant","16000","4","radixRank","4","0.0010926","2626824","eec19bc6af0b3b6dfb97a08782c65f4bb3c3203e789a015d2008b0d689ad08be"
