model,method,seed,draws,estimate,truth,ess,seconds
0,0,98000,6000,0.5017144580291087,0.5,5937.708732606206,0.035891
0,1,98000,6000,0.4977078593064996,0.5,4368.462758290012,0.0036036
0,2,98000,6000,0.5017144580291087,0.5,5937.708732606206,0.0102555
0,3,98000,6000,0.5017144580291087,0.5,5937.708732606206,0.0163309
0,1,98001,6000,0.4895293679340005,0.5,4358.887417585001,0.0040838
0,2,98001,6000,0.4840875294443766,0.5,5936.6748586709,0.0102566
0,3,98001,6000,0.4840875294443766,0.5,5936.6748586709,0.0161607
0,0,98001,6000,0.4840875294443766,0.5,5936.6748586709,0.0294086
0,2,98002,6000,0.4903541093453615,0.5,5938.659649017089,0.0091728
0,3,98002,6000,0.4903541093453615,0.5,5938.659649017089,0.019598
0,0,98002,6000,0.4903541093453615,0.5,5938.659649017089,0.0252879
0,1,98002,6000,0.48852751029114294,0.5,4388.55268607928,0.0028556
0,3,98003,6000,0.5265642396571589,0.5,5937.001616830594,0.0085353
0,0,98003,6000,0.5265642396571589,0.5,5937.001616830594,0.0249558
0,1,98003,6000,0.5088719886937314,0.5,4453.679506166119,0.0024122
0,2,98003,6000,0.5265642396571589,0.5,5937.001616830594,0.0051842
0,0,98004,6000,0.5059546337176868,0.5,5942.86177240737,0.0172044
0,1,98004,6000,0.500113616825821,0.5,4400.387897267845,0.0027084
0,2,98004,6000,0.5059546337176868,0.5,5942.86177240737,0.0048035
0,3,98004,6000,0.5059546337176868,0.5,5942.86177240737,0.0090869
0,1,98005,6000,0.4993200147359162,0.5,4407.752655465445,0.0035627
0,2,98005,6000,0.4943429184226009,0.5,5942.87721339654,0.0062156
0,3,98005,6000,0.4943429184226009,0.5,5942.87721339654,0.0051571
0,0,98005,6000,0.4943429184226009,0.5,5942.87721339654,0.0156476
0,2,98006,6000,0.5080690495947227,0.5,5931.282727731748,0.0067258
0,3,98006,6000,0.5080690495947227,0.5,5931.282727731748,0.0051182
0,0,98006,6000,0.5080690495947227,0.5,5931.282727731748,0.015324
0,1,98006,6000,0.5074781743823111,0.5,4371.908944546713,0.0021057
0,3,98007,6000,0.5056232274857129,0.5,5947.55075448817,0.003453
0,0,98007,6000,0.5056232274857129,0.5,5947.55075448817,0.0146643
0,1,98007,6000,0.5062880476613584,0.5,4400.755396936349,0.0017531
0,2,98007,6000,0.5056232274857129,0.5,5947.55075448817,0.0038363
0,0,98008,6000,0.5079223782069463,0.5,5934.833639426725,0.0146337
0,1,98008,6000,0.5092942041613173,0.5,4421.694645112122,0.001811
0,2,98008,6000,0.5079223782069463,0.5,5934.833639426725,0.0042837
0,3,98008,6000,0.5079223782069463,0.5,5934.833639426725,0.0065121
0,1,98009,6000,0.5013985821509019,0.5,4397.936249626807,0.001762
0,2,98009,6000,0.4973782771833381,0.5,5936.074855068387,0.0043036
0,3,98009,6000,0.4973782771833381,0.5,5936.074855068387,0.0039301
0,0,98009,6000,0.4973782771833381,0.5,5936.074855068387,0.017187
0,2,98010,6000,0.5026248558124025,0.5,5939.1751997985475,0.006477
0,3,98010,6000,0.5026248558124025,0.5,5939.1751997985475,0.0048051
0,0,98010,6000,0.5026248558124025,0.5,5939.1751997985475,0.0159071
0,1,98010,6000,0.5072219042358119,0.5,4388.503233681261,0.0018889
0,3,98011,6000,0.506867623851006,0.5,5950.46087154919,0.0037136
0,0,98011,6000,0.506867623851006,0.5,5950.46087154919,0.0142201
0,1,98011,6000,0.5203383168965937,0.5,4404.518280599256,0.0016493
0,2,98011,6000,0.506867623851006,0.5,5950.46087154919,0.0042836
0,0,98012,6000,0.5042643146178605,0.5,5936.892282519638,0.0148052
0,1,98012,6000,0.49473603305192493,0.5,4425.030599466281,0.0019326
0,2,98012,6000,0.5042643146178605,0.5,5936.892282519638,0.003932
0,3,98012,6000,0.5042643146178605,0.5,5936.892282519638,0.0035992
0,1,98013,6000,0.49440154968979044,0.5,4347.885474144408,0.0015842
0,2,98013,6000,0.48685498763618523,0.5,5929.650269656346,0.0038791
0,3,98013,6000,0.48685498763618523,0.5,5929.650269656346,0.0043346
0,0,98013,6000,0.48685498763618523,0.5,5929.650269656346,0.0152106
0,2,98014,6000,0.4942833006618619,0.5,5936.681097555777,0.004067
0,3,98014,6000,0.4942833006618619,0.5,5936.681097555777,0.0066336
0,0,98014,6000,0.4942833006618619,0.5,5936.681097555777,0.0140943
0,1,98014,6000,0.4934911343730275,0.5,4382.524329070913,0.0016254
0,3,98015,6000,0.5059600537442013,0.5,5945.991584598217,0.0034115
0,0,98015,6000,0.5059600537442013,0.5,5945.991584598217,0.0139632
0,1,98015,6000,0.5008502192235726,0.5,4384.962126079536,0.0016473
0,2,98015,6000,0.5059600537442013,0.5,5945.991584598217,0.0041334
0,0,98016,6000,0.49937908456683267,0.5,5943.013131325753,0.0136909
0,1,98016,6000,0.5037924722277944,0.5,4393.043936351027,0.0016494
0,2,98016,6000,0.49937908456683267,0.5,5943.013131325753,0.0040277
0,3,98016,6000,0.49937908456683267,0.5,5943.013131325753,0.0035509
0,1,98017,6000,0.499080316002467,0.5,4367.8180913623855,0.0015686
0,2,98017,6000,0.5018321411514948,0.5,5941.428598137473,0.0039963
0,3,98017,6000,0.5018321411514948,0.5,5941.428598137473,0.0034968
0,0,98017,6000,0.5018321411514948,0.5,5941.428598137473,0.0143014
0,2,98018,6000,0.4916832541616337,0.5,5937.352619871096,0.0042323
0,3,98018,6000,0.4916832541616337,0.5,5937.352619871096,0.0034858
0,0,98018,6000,0.4916832541616337,0.5,5937.352619871096,0.013828
0,1,98018,6000,0.49714650609424454,0.5,4396.527983284993,0.0017238
0,3,98019,6000,0.4979764828381276,0.5,5939.624876953443,0.0035659
0,0,98019,6000,0.4979764828381276,0.5,5939.624876953443,0.0177372
0,1,98019,6000,0.5013064696112947,0.5,4427.412932143931,0.0018165
0,2,98019,6000,0.4979764828381276,0.5,5939.624876953443,0.0039999
1,0,98000,6000,0.9974723219024307,0.9975062344139651,5463.172198357223,0.0137229
1,1,98000,6000,0.9985813559126879,0.9975062344139651,257.3624491399417,0.0016702
1,2,98000,6000,0.9974723219024307,0.9975062344139651,5463.172198357223,0.0042666
1,3,98000,6000,0.9974723219024307,0.9975062344139651,5463.172198357223,0.0040562
1,1,98001,6000,1.0006198240717863,0.9975062344139651,234.46915110824824,0.0017186
1,2,98001,6000,0.9965924100108952,0.9975062344139651,5442.1232640106455,0.0040298
1,3,98001,6000,0.9965924100108952,0.9975062344139651,5442.1232640106455,0.0037123
1,0,98001,6000,0.9965924100108952,0.9975062344139651,5442.1232640106455,0.0156203
1,2,98002,6000,0.9965442846810784,0.9975062344139651,5442.70346464474,0.0045426
1,3,98002,6000,0.9965442846810784,0.9975062344139651,5442.70346464474,0.0039268
1,0,98002,6000,0.9965442846810784,0.9975062344139651,5442.70346464474,0.0150955
1,1,98002,6000,0.9961944260937868,0.9975062344139651,252.18970578578669,0.0021724
1,3,98003,6000,0.9994827516978309,0.9975062344139651,5433.361645011523,0.0038383
1,0,98003,6000,0.9994827516978309,0.9975062344139651,5433.361645011523,0.0149618
1,1,98003,6000,0.9942763949150751,0.9975062344139651,252.75120901390915,0.0017029
1,2,98003,6000,0.9994827516978309,0.9975062344139651,5433.361645011523,0.0040117
1,0,98004,6000,0.9978738135366878,0.9975062344139651,5442.0820089712215,0.0138148
1,1,98004,6000,0.9971595870372744,0.9975062344139651,260.5399062998628,0.0017185
1,2,98004,6000,0.9978738135366878,0.9975062344139651,5442.0820089712215,0.0081533
1,3,98004,6000,0.9978738135366878,0.9975062344139651,5442.0820089712215,0.0037812
1,1,98005,6000,1.0024039430657428,0.9975062344139651,270.4750245638726,0.0016734
1,2,98005,6000,0.9974838312354919,0.9975062344139651,5461.975830250753,0.0042219
1,3,98005,6000,0.9974838312354919,0.9975062344139651,5461.975830250753,0.0039867
1,0,98005,6000,0.9974838312354919,0.9975062344139651,5461.975830250753,0.0137315
1,2,98006,6000,0.9983829733881646,0.9975062344139651,5437.65802348076,0.0041034
1,3,98006,6000,0.9983829733881646,0.9975062344139651,5437.65802348076,0.0034818
1,0,98006,6000,0.9983829733881646,0.9975062344139651,5437.65802348076,0.0134289
1,1,98006,6000,0.9952181556677081,0.9975062344139651,277.0221487751656,0.0016229
1,3,98007,6000,0.9977999529209013,0.9975062344139651,5501.255540424417,0.0033661
1,0,98007,6000,0.9977999529209013,0.9975062344139651,5501.255540424417,0.0139619
1,1,98007,6000,0.9940496412002212,0.9975062344139651,248.470409095695,0.0017797
1,2,98007,6000,0.9977999529209013,0.9975062344139651,5501.255540424417,0.0041756
1,0,98008,6000,0.9981510433552055,0.9975062344139651,5419.626540336253,0.0135625
1,1,98008,6000,0.9969142212919979,0.9975062344139651,250.08854686117053,0.0016434
1,2,98008,6000,0.9981510433552055,0.9975062344139651,5419.626540336253,0.0037277
1,3,98008,6000,0.9981510433552055,0.9975062344139651,5419.626540336253,0.0038092
1,1,98009,6000,0.9945023919522862,0.9975062344139651,229.40683896352058,0.0015842
1,2,98009,6000,0.997018443598103,0.9975062344139651,5452.4312361975235,0.0040417
1,3,98009,6000,0.997018443598103,0.9975062344139651,5452.4312361975235,0.0033947
1,0,98009,6000,0.997018443598103,0.9975062344139651,5452.4312361975235,0.0143999
1,2,98010,6000,0.997333512958174,0.9975062344139651,5477.183980064104,0.0069135
1,3,98010,6000,0.997333512958174,0.9975062344139651,5477.183980064104,0.0037194
1,0,98010,6000,0.997333512958174,0.9975062344139651,5477.183980064104,0.0136396
