blocked,workload,strategy,round,seed,method,query,truth,estimate,error,fullWidth,covered,criteriaMet,reason,drawsPerChain,checks,apiSeconds,rHat,bulkEss,meanEss,meanEssPerSecond,acceptance
blocked,multimodal,mixed,10,141193,fixed,x,0.0,-0.05264086174110583,-0.05264086174110583,0.46015426963412254,true,true,FixedBudget,12000,1,0.1142874,1.0028676067756364,1892.2909710638,1407.237670210361,12313.147995407728,0.6163333333333334
blocked,multimodal,mixed,10,141193,adaptive,positive,0.5,0.4618333333333333,-0.03816666666666668,0.07351015665381691,false,true,PrecisionReached,6000,3,0.0933687,1.0024669220075075,726.900573575966,726.9005735759658,7785.270369791652,0.6156666666666667
blocked,multimodal,mixed,10,141193,adaptive,x,0.0,-0.2983369521875301,-0.2983369521875301,0.5975847710910549,true,true,PrecisionReached,6000,3,0.0933687,1.0023647925550165,974.8151276868618,735.8012665907816,7880.598815135924,0.6156666666666667
blocked,normal,default,10,141193,fixed,x,0.0,-0.008753802748703299,-0.008753802748703299,0.03575469260235539,true,true,FixedBudget,12000,1,0.1154527,1.0002518010138963,16283.713324859738,16258.806338862461,140826.55787922206,1.0
blocked,normal,default,10,141193,fixed,y,0.0,0.0073966952717821055,0.0073966952717821055,0.0339088798094026,true,true,FixedBudget,12000,1,0.1154527,1.000510126260997,16615.093599311276,16603.49653943181,143812.1112752825,1.0
blocked,normal,default,10,141193,adaptive,x,0.0,-0.003384993882937337,-0.003384993882937337,0.0866749138983292,true,true,PrecisionReached,2000,1,0.0179891,1.0005855843827562,2635.2076315739723,2599.960407873932,144529.76568443846,1.0
blocked,normal,default,10,141193,adaptive,y,0.0,0.026424628101735848,0.026424628101735848,0.07755340530637064,true,true,PrecisionReached,2000,1,0.0179891,1.0015299890994445,2928.7436758409967,2918.8234622592304,162255.11349979878,1.0
blocked,correlated,default,11,149112,fixed,x,0.0,-0.0364908610734892,-0.0364908610734892,0.155805636728447,true,false,FixedBudget,12000,1,0.1095152,1.1653587558422414,19.391406162567844,14.014937750623451,127.97253486843336,0.15022916666666666
blocked,correlated,default,11,149112,fixed,y,0.0,-0.03748954396425208,-0.03748954396425208,0.15563114218596436,true,false,FixedBudget,12000,1,0.1095152,1.1666623321200866,19.235231925217494,13.94941358742372,127.37422373719558,0.15022916666666666
blocked,correlated,default,11,149112,adaptive,x,0.0,-0.0364908610734892,-0.0364908610734892,0.155805636728447,true,false,MaxDrawsReached,12000,6,0.3046033,1.1653587558422414,19.391406162567844,14.014937750623451,46.01045934375448,0.15022916666666666
blocked,correlated,default,11,149112,adaptive,y,0.0,-0.03748954396425208,-0.03748954396425208,0.15563114218596436,true,false,MaxDrawsReached,12000,6,0.3046033,1.1666623321200866,19.235231925217494,13.94941358742372,45.79534623368729,0.15022916666666666
blocked,correlated,joint-prior,11,149112,fixed,x,0.0,-0.018420736601720403,-0.018420736601720403,0.05028608832693273,true,true,FixedBudget,12000,1,0.1186887,1.0022059123061755,3625.9873955947173,3634.0001891083984,30617.912144192316,0.13347916666666668
blocked,correlated,joint-prior,11,149112,fixed,y,0.0,-0.016443118612415764,-0.016443118612415764,0.0500091181206546,true,true,FixedBudget,12000,1,0.1186887,1.0025539015659974,3598.3597494159458,3606.807974089293,30388.806803758853,0.13347916666666668
blocked,correlated,joint-prior,11,149112,adaptive,x,0.0,-0.03369067195585951,-0.03369067195585951,0.0819319163109787,true,true,PrecisionReached,4000,2,0.0485687,1.004414475119431,1279.4159322448825,1276.9163525538002,26290.93124901017,0.137125
blocked,correlated,joint-prior,11,149112,adaptive,y,0.0,-0.029168788199350315,-0.029168788199350315,0.08318980802315079,true,true,PrecisionReached,4000,2,0.0485687,1.0062208193127906,1257.2410239779717,1254.7026470951062,25833.564561026054,0.137125
blocked,correlated,diagonal,11,149112,fixed,x,0.0,0.05016064463294467,0.05016064463294467,0.08984119297867568,false,true,FixedBudget,12000,1,0.119517,1.0058614147055027,943.5771825756369,939.622030909227,7861.827446381912,0.0866875
blocked,correlated,diagonal,11,149112,fixed,y,0.0,0.05404813045632073,0.05404813045632073,0.0895185246386483,false,true,FixedBudget,12000,1,0.119517,1.005188691454815,952.315843904724,950.302863338108,7951.19408400569,0.0866875
blocked,correlated,diagonal,11,149112,adaptive,x,0.0,0.04649118802371721,0.04649118802371721,0.09698304816303686,true,true,PrecisionReached,10000,5,0.2294344,1.0057462216278599,733.5643335911346,728.8322542625472,3176.6476790862534,0.088
blocked,correlated,diagonal,11,149112,adaptive,y,0.0,0.05043517284237842,0.05043517284237842,0.09653999425337009,false,true,PrecisionReached,10000,5,0.2294344,1.005646542875538,723.6953759087862,723.6357345639803,3153.99841769142,0.088
blocked,correlated,block,11,149112,fixed,x,0.0,0.0069224025569956105,0.0069224025569956105,0.03875734529679984,true,true,FixedBudget,12000,1,0.132454,1.0004231448583571,6794.348702922443,6791.0698745314185,51271.15734165385,0.36024999999999996
blocked,correlated,block,11,149112,fixed,y,0.0,0.006135422738228535,0.006135422738228535,0.03799609469188006,true,true,FixedBudget,12000,1,0.132454,1.0005900836246042,6921.453218108426,6913.062947600939,52192.17953101409,0.36024999999999996
blocked,correlated,block,11,149112,adaptive,x,0.0,0.0011340821542292212,0.0011340821542292212,0.09073216708961825,true,true,PrecisionReached,2000,1,0.023493,1.0043654043126098,1175.6816613860426,1173.0712140396624,49932.79760097316,0.362
blocked,correlated,block,11,149112,adaptive,y,0.0,0.003109761207496786,0.003109761207496786,0.09017080324993268,true,true,PrecisionReached,2000,1,0.023493,1.0042315115078655,1173.5234519807102,1171.0029098125503,49844.758430704904,0.362
blocked,multimodal,default,11,149112,fixed,positive,0.5,0.49993750000000003,-6.249999999996536E-5,0.025391783395436532,true,true,FixedBudget,12000,1,0.1094568,1.0002700586741324,7383.321727614306,7383.321727614229,67454.20775698018,0.27420833333333333
blocked,multimodal,default,11,149112,fixed,x,0.0,-0.009437688484860374,-0.009437688484860374,0.2111408202978767,true,true,FixedBudget,12000,1,0.1094568,1.0002012147697665,7979.420432341264,7254.532529227593,66277.58649282267,0.27420833333333333
blocked,multimodal,default,11,149112,adaptive,positive,0.5,0.512,0.01200000000000001,0.06232183626769876,true,true,PrecisionReached,2000,1,0.0173351,1.0017394453356854,1233.7286015173431,1233.7286015173436,71169.39628368706,0.27325
blocked,multimodal,default,11,149112,adaptive,x,0.0,0.0616676588810785,0.0616676588810785,0.5082597543643267,true,true,PrecisionReached,2000,1,0.0173351,1.0015637741186882,1475.6406386585686,1246.059210563044,71880.70507600441,0.27325
blocked,multimodal,block,11,149112,fixed,positive,0.5,0.5,0.0,NaN,false,false,FixedBudget,12000,1,0.1125348,Infinity,4.000333361113426,4.000333361113426,35.54752273175431,0.7069791666666667
blocked,multimodal,block,11,149112,fixed,x,0.0,-0.00152148581280942,-0.00152148581280942,0.04299019699974967,true,false,FixedBudget,12000,1,0.1125348,1.7333706260622135,6.063998601393463,4.123130737828583,36.63871742633019,0.7069791666666667
blocked,multimodal,block,11,149112,adaptive,positive,0.5,0.5,0.0,NaN,false,false,MaxDrawsReached,12000,6,0.3364011,Infinity,4.000333361113426,4.000333361113426,11.891558502969895,0.7069791666666667
blocked,multimodal,block,11,149112,adaptive,x,0.0,-0.00152148581280942,-0.00152148581280942,0.04299019699974967,true,false,MaxDrawsReached,12000,6,0.3364011,1.7333706260622135,6.063998601393463,4.123130737828583,12.256591128354167,0.7069791666666667
blocked,multimodal,mixed,11,149112,fixed,positive,0.5,0.49745833333333334,-0.0025416666666666643,0.05578360793193806,true,true,FixedBudget,12000,1,0.1176605,1.0024117066331744,1342.9373364252713,1342.9373364253036,11413.663348577506,0.6191249999999999
blocked,multimodal,mixed,11,149112,fixed,x,0.0,-0.020256294455097024,-0.020256294455097024,0.4444469840207289,true,true,FixedBudget,12000,1,0.1176605,1.0019906065188537,2089.8037237792055,1403.8542322737062,11931.397812126466,0.6191249999999999
blocked,multimodal,mixed,11,149112,adaptive,positive,0.5,0.48696875,-0.013031249999999994,0.06624988038426753,true,true,PrecisionReached,8000,4,0.1452522,1.0024070076767324,781.5962103193247,781.596210319337,5380.959533276171,0.61953125
blocked,multimodal,mixed,11,149112,adaptive,x,0.0,-0.10314263727809658,-0.10314263727809658,0.5298104182748501,true,true,PrecisionReached,8000,4,0.1452522,1.0021284615755228,1330.3190390748732,837.9198615286156,5768.724064273144,0.61953125
blocked,normal,default,11,149112,fixed,x,0.0,-0.005798564583890107,-0.005798564583890107,0.036377259421410596,true,true,FixedBudget,12000,1,0.1178488,1.000258382878482,15879.650368417544,15870.158977888888,134665.42703777118,1.0
blocked,normal,default,11,149112,fixed,y,0.0,0.010900235889598098,0.010900235889598098,0.034799250992033744,true,true,FixedBudget,12000,1,0.1178488,1.000395174985444,15862.793692373336,15876.003591150313,134715.0212064129,1.0
blocked,normal,default,11,149112,adaptive,x,0.0,-0.0036789456951180034,-0.0036789456951180034,0.08749869052181368,true,true,PrecisionReached,2000,1,0.0173287,1.0029020050891353,2638.511823978654,2631.1184803669785,151835.8838439686,1.0
blocked,normal,default,11,149112,adaptive,y,0.0,0.008736439590985912,0.008736439590985912,0.08123466692653607,true,true,PrecisionReached,2000,1,0.0173287,1.0020858555884273,2933.1844722388128,2925.6029930102673,168829.91759394918,1.0
blocked,normal,block,11,149112,fixed,x,0.0,0.010635002310299624,0.010635002310299624,0.0521420362803106,true,true,FixedBudget,12000,1,0.1313838,1.0007169976401944,6978.517073943312,6969.773127512569,53048.95373335654,0.3624791666666667
