case,seed,draws,pilotCalls,reference,tolerance,mean,rawMcse,batchMcse,varianceEss,queryK,health,coveredRaw,coveredBatch,accurate,queryFlag
normal,6885125,40000,0,0.0,0.1,3.8410243001991295E-4,0.00441268976151663,0.004114110539697195,27649.269964256186,-1.332930374210644,ChecksPassed,true,true,true,false
normal,6989854,2000,0,0.0,0.1,0.033944214146294664,0.020030158363872487,0.019471936738309905,1403.4001382550475,-1.7517358198695006,ChecksPassed,true,true,true,false
normal,6989854,10000,0,0.0,0.1,0.01184444985998702,0.00882263796932177,0.011173970890011204,6912.548094280637,-1.7365224263092527,ChecksPassed,true,true,true,false
normal,6989854,40000,0,0.0,0.1,-9.679824963815557E-4,0.0043868442537139994,0.003615938866777587,27606.57875238096,-1.7817907288952073,ChecksPassed,true,true,true,false
normal,7094583,2000,0,0.0,0.1,-0.01706819711161435,0.019352441447232194,0.018443536495433704,1379.1614244801012,-1.6223483329708634,ChecksPassed,true,true,true,false
normal,7094583,10000,0,0.0,0.1,0.004097987608861695,0.008749173693422664,0.008235383438486359,6901.335898445158,-1.7513145755146984,ChecksPassed,true,true,true,false
normal,7094583,40000,0,0.0,0.1,0.002778328129133958,0.004389376953644599,0.0027880987133853488,27637.531622029404,-1.855828300200966,ChecksPassed,true,true,true,false
normal,7199312,2000,0,0.0,0.1,-0.03751196256015119,0.01946452964109864,0.022706834265744744,1366.4986791297683,-1.6872206020600096,ChecksPassed,true,true,true,false
normal,7199312,10000,0,0.0,0.1,-0.014729782304465483,0.008659597450492945,0.0092448407457028,6794.905021804993,-1.752813455906745,ChecksPassed,true,true,true,false
normal,7199312,40000,0,0.0,0.1,-0.005573167411592823,0.004373823716253195,0.0050678280957365245,27469.524501137457,-1.772604452297554,ChecksPassed,true,true,true,false
normal,7304041,2000,0,0.0,0.1,-0.014656234891318287,0.019720426015747798,0.02327665973332787,1381.7033852828647,-1.4149956579642946,ChecksPassed,true,true,true,false
normal,7304041,10000,0,0.0,0.1,-0.009005173292969248,0.008721153200136835,0.00936079957332962,6869.440775630827,-1.619149981835441,ChecksPassed,true,true,true,false
normal,7304041,40000,0,0.0,0.1,-0.005143058101310133,0.004388016367057153,0.003960074320346195,27586.17322908232,-1.7587339261388808,ChecksPassed,true,true,true,false
normal,7408770,2000,0,0.0,0.1,-0.03168834226834276,0.019510770466791994,0.024886740800890667,1367.4875727310566,-1.63339825190996,ChecksPassed,true,true,true,false
normal,7408770,10000,0,0.0,0.1,-0.003722732028341309,0.008701683102474149,0.00936049905249171,6886.457783711069,-1.8198264924334628,ChecksPassed,true,true,true,false
normal,7408770,40000,0,0.0,0.1,-0.005316159153494976,0.004363676278381255,0.004814859159261514,27546.8569272338,-1.815886188617291,ChecksPassed,true,true,true,false
normal,7513499,2000,0,0.0,0.1,-0.0071424421188054045,0.019766186679287603,0.018626556312315162,1387.182658094774,-1.0313467168605526,ChecksPassed,true,true,true,false
normal,7513499,10000,0,0.0,0.1,0.0020328983998885515,0.00881639367286115,0.007712177977831137,6901.128985052815,-1.272701228270606,ChecksPassed,true,true,true,false
