"research","target","sampler","round","seed","method","draws","query","truth","estimate","fullWidth","covered","criteriaMet","reason","meanEss","evaluationsFullRun","failureReasons"
"research","gaussian","mess-4","9","212282","stopped","2000","x","0.0","-0.0017972073876280081","0.057023248566681284","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","9","212282","stopped","2000","xSquared","1.0","0.9692562394251611","0.14876279876671825","true","true","PrecisionReached","2430.341523343111","224004",""
"research","gaussian","mess-4","9","212282","stopped","2000","y","0.0","6.914542264910561E-4","0.05638325675734645","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","9","212282","stopped","2000","ySquared","1.0","0.9581689168213982","0.13452711040170284","true","true","PrecisionReached","2747.9327741132442","224004",""
"research","gaussian","mess-4","10","220201","fixed","12000","event","0.045500263896358334","0.04841666666666666","0.007991557995316112","true","true","FixedBudget","19146.173962954676","224004",""
"research","gaussian","mess-4","10","220201","fixed","12000","x","0.0","-0.003603860926331026","0.02384359963001403","true","true","FixedBudget","47541.289350907304","224004",""
"research","gaussian","mess-4","10","220201","fixed","12000","xSquared","1.0","1.01839659295903","0.0602751434691847","true","true","FixedBudget","15091.104618988555","224004",""
"research","gaussian","mess-4","10","220201","fixed","12000","y","0.0","-0.00542871912795978","0.02382859647967762","true","true","FixedBudget","45927.456439914844","224004",""
"research","gaussian","mess-4","10","220201","fixed","12000","ySquared","1.0","0.9826054014166978","0.057474762195350866","true","true","FixedBudget","15890.265402683506","224004",""
"research","gaussian","mess-4","10","220201","stopped","2000","event","0.045500263896358334","0.04875","0.020486940549641782","true","true","PrecisionReached","2932.672158190717","224004",""
"research","gaussian","mess-4","10","220201","stopped","2000","x","0.0","0.011158476934869932","0.05916636090800098","true","true","PrecisionReached","7628.840971141516","224004",""
"research","gaussian","mess-4","10","220201","stopped","2000","xSquared","1.0","1.0062678075600273","0.13709770003986532","true","true","PrecisionReached","2691.184244659229","224004",""
"research","gaussian","mess-4","10","220201","stopped","2000","y","0.0","0.011669532301072205","0.058800578270012165","true","true","PrecisionReached","7567.778440198414","224004",""
"research","gaussian","mess-4","10","220201","stopped","2000","ySquared","1.0","0.9859233500615195","0.1411181036592971","true","true","PrecisionReached","2749.9600654190285","224004",""
"research","gaussian","mess-4","11","228120","fixed","12000","event","0.045500263896358334","0.04777083333333333","0.007979622134323988","true","true","FixedBudget","19615.53574720044","224004",""
"research","gaussian","mess-4","11","228120","fixed","12000","x","0.0","0.004063312393972021","0.02373691795543884","true","true","FixedBudget","47361.83129243113","224004",""
"research","gaussian","mess-4","11","228120","fixed","12000","xSquared","1.0","1.005497688961601","0.06288964264075828","true","true","FixedBudget","15525.144228162795","224004",""
"research","gaussian","mess-4","11","228120","fixed","12000","y","0.0","0.0032207494985945218","0.02357501220553341","true","true","FixedBudget","47272.69810300028","224004",""
"research","gaussian","mess-4","11","228120","fixed","12000","ySquared","1.0","0.9778602733730608","0.056941906704011606","true","true","FixedBudget","15660.31284158942","224004",""
"research","gaussian","mess-4","11","228120","stopped","2000","event","0.045500263896358334","0.04675","0.019116958242154685","true","true","PrecisionReached","3236.676441908705","224004",""
"research","gaussian","mess-4","11","228120","stopped","2000","x","0.0","0.005184123332248353","0.06343191037346038","true","true","PrecisionReached","7854.576213101748","224004",""
"research","gaussian","mess-4","11","228120","stopped","2000","xSquared","1.0","1.0308064956152616","0.15702314176383547","true","true","PrecisionReached","2364.331095864559","224004",""
"research","gaussian","mess-4","11","228120","stopped","2000","y","0.0","0.01768876403465436","0.05845809526585809","true","true","PrecisionReached","7823.9081266322355","224004",""
"research","gaussian","mess-4","11","228120","stopped","2000","ySquared","1.0","1.0076263188806296","0.16363766366907212","true","true","PrecisionReached","2257.7134333703643","224004",""
"research","gaussian","mess-4","12","236039","fixed","12000","event","0.045500263896358334","0.043333333333333335","0.007399821971602873","true","true","FixedBudget","20092.935734494105","224004",""
"research","gaussian","mess-4","12","236039","fixed","12000","x","0.0","-6.552356670229825E-4","0.023345910958430905","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","12","236039","fixed","12000","xSquared","1.0","0.985734320477094","0.05797946419282339","true","true","FixedBudget","15418.016550770239","224004",""
"research","gaussian","mess-4","12","236039","fixed","12000","y","0.0","-0.0011768584595210907","0.025144608689523472","true","true","FixedBudget","45447.99851781256","224004",""
"research","gaussian","mess-4","12","236039","fixed","12000","ySquared","1.0","1.0116722154794324","0.06078574612762653","true","true","FixedBudget","14671.500601440837","224004",""
"research","gaussian","mess-4","12","236039","stopped","2000","event","0.045500263896358334","0.039","0.016972242016860574","true","true","PrecisionReached","3453.4884144748576","224004",""
"research","gaussian","mess-4","12","236039","stopped","2000","x","0.0","0.006392760643270642","0.05606756271173259","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","12","236039","stopped","2000","xSquared","1.0","0.947509631710227","0.1354306830248515","true","true","PrecisionReached","2650.7579116175993","224004",""
"research","gaussian","mess-4","12","236039","stopped","2000","y","0.0","0.020928486067199215","0.0590293853198496","true","true","PrecisionReached","7735.9197897566755","224004",""
"research","gaussian","mess-4","12","236039","stopped","2000","ySquared","1.0","1.0159850286796432","0.14534520829741443","true","true","PrecisionReached","2735.3102775152875","224004",""
"research","gaussian","mess-4","13","243958","fixed","12000","event","0.045500263896358334","0.045875","0.007661493905940774","true","true","FixedBudget","20637.953637695387","224004",""
"research","gaussian","mess-4","13","243958","fixed","12000","x","0.0","0.0028942896383529204","0.024084019286849355","true","true","FixedBudget","45532.91032374214","224004",""
"research","gaussian","mess-4","13","243958","fixed","12000","xSquared","1.0","0.9930847042625067","0.057712549964747395","true","true","FixedBudget","16168.09347613507","224004",""
"research","gaussian","mess-4","13","243958","fixed","12000","y","0.0","0.007388644865893024","0.02389725796881609","true","true","FixedBudget","47252.191373817375","224004",""
"research","gaussian","mess-4","13","243958","fixed","12000","ySquared","1.0","1.0082344202494755","0.05709428617026022","true","true","FixedBudget","16427.842338180017","224004",""
"research","gaussian","mess-4","13","243958","stopped","2000","event","0.045500263896358334","0.045","0.018846946696666287","true","true","PrecisionReached","3211.3106640333517","224004",""
"research","gaussian","mess-4","13","243958","stopped","2000","x","0.0","0.024451612537181533","0.059033569192844415","true","true","PrecisionReached","7559.727510893128","224004",""
"research","gaussian","mess-4","13","243958","stopped","2000","xSquared","1.0","0.9931556303289416","0.14050024598536648","true","true","PrecisionReached","2642.1808904579625","224004",""
"research","gaussian","mess-4","13","243958","stopped","2000","y","0.0","-0.0061779317410771695","0.05814693865076929","true","true","PrecisionReached","7786.153534801317","224004",""
"research","gaussian","mess-4","13","243958","stopped","2000","ySquared","1.0","0.9918475941947388","0.14111592879292392","true","true","PrecisionReached","2776.1134264434418","224004",""
"research","gaussian","mess-4","14","251877","fixed","12000","event","0.045500263896358334","0.04629166666666667","0.007651437326617716","true","true","FixedBudget","20306.231494698644","224004",""
"research","gaussian","mess-4","14","251877","fixed","12000","x","0.0","-0.0010816014123494755","0.024161978990976492","true","true","FixedBudget","46396.13757518597","224004",""
"research","gaussian","mess-4","14","251877","fixed","12000","xSquared","1.0","1.0039089673066153","0.058970415580147935","true","true","FixedBudget","15942.750103950119","224004",""
"research","gaussian","mess-4","14","251877","fixed","12000","y","0.0","0.001076186523715661","0.02341880032846858","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","14","251877","fixed","12000","ySquared","1.0","0.9918998706352993","0.060350652175084216","true","true","FixedBudget","15984.289283840202","224004",""
"research","gaussian","mess-4","14","251877","stopped","2000","event","0.045500263896358334","0.0465","0.017687335266791476","true","true","PrecisionReached","3761.813623305085","224004",""
"research","gaussian","mess-4","14","251877","stopped","2000","x","0.0","-0.0027581912629042193","0.06089784059517542","true","true","PrecisionReached","7286.249152880815","224004",""
"research","gaussian","mess-4","14","251877","stopped","2000","xSquared","1.0","1.0180347641885978","0.1402751360544916","true","true","PrecisionReached","2953.3243415412608","224004",""
"research","gaussian","mess-4","14","251877","stopped","2000","y","0.0","0.00767255804538558","0.058411608164954894","true","true","PrecisionReached","7713.437757470376","224004",""
"research","gaussian","mess-4","14","251877","stopped","2000","ySquared","1.0","0.9915706180009698","0.1387664117639227","true","true","PrecisionReached","2726.3240814922724","224004",""
"research","gaussian","mess-4","15","259796","fixed","12000","event","0.045500263896358334","0.047","0.007921430616412744","true","true","FixedBudget","18944.655480263253","224004",""
"research","gaussian","mess-4","15","259796","fixed","12000","x","0.0","4.432408824526224E-4","0.02452956755714036","true","true","FixedBudget","46862.34767605463","224004",""
"research","gaussian","mess-4","15","259796","fixed","12000","xSquared","1.0","1.0092870643584244","0.059329173178147586","true","true","FixedBudget","15272.127283161704","224004",""
"research","gaussian","mess-4","15","259796","fixed","12000","y","0.0","-8.159311371906952E-4","0.023509011973351146","true","true","FixedBudget","47882.85598385247","224004",""
"research","gaussian","mess-4","15","259796","fixed","12000","ySquared","1.0","0.9971164750179349","0.05588591386417658","true","true","FixedBudget","16720.528944442034","224004",""
"research","gaussian","mess-4","15","259796","stopped","2000","event","0.045500263896358334","0.045875","0.019940451740941716","true","true","PrecisionReached","3040.7227879417183","224004",""
"research","gaussian","mess-4","15","259796","stopped","2000","x","0.0","0.0010771237413556012","0.06004731699586052","true","true","PrecisionReached","7671.148532612866","224004",""
"research","gaussian","mess-4","15","259796","stopped","2000","xSquared","1.0","1.0098203811253827","0.14736092797655664","true","true","PrecisionReached","2668.0061623794545","224004",""
"research","gaussian","mess-4","15","259796","stopped","2000","y","0.0","-0.003618319504801626","0.06095035352705792","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","15","259796","stopped","2000","ySquared","1.0","1.004978895343462","0.13936751980236345","true","true","PrecisionReached","2814.856383046317","224004",""
"research","gaussian","mess-4","16","267715","fixed","12000","event","0.045500263896358334","0.04729166666666667","0.00759367126536119","true","true","FixedBudget","20736.91738807251","224004",""
"research","gaussian","mess-4","16","267715","fixed","12000","x","0.0","-0.0012360573155685284","0.023746466320328063","true","true","FixedBudget","47913.04548210095","224004",""
"research","gaussian","mess-4","16","267715","fixed","12000","xSquared","1.0","1.0180033661738497","0.05849662444788608","true","true","FixedBudget","16615.577999974466","224004",""
"research","gaussian","mess-4","16","267715","fixed","12000","y","0.0","-0.013607933070762801","0.024142129584942496","false","true","FixedBudget","47878.53340257438","224004",""
"research","gaussian","mess-4","16","267715","fixed","12000","ySquared","1.0","0.9886844672103192","0.05712297843616153","true","true","FixedBudget","15651.872766314795","224004",""
"research","gaussian","mess-4","16","267715","stopped","2000","event","0.045500263896358334","0.044625","0.018721612389298044","true","true","PrecisionReached","3984.6822615538963","224004",""
"research","gaussian","mess-4","16","267715","stopped","2000","x","0.0","0.007016664707814091","0.05783108659741886","true","true","PrecisionReached","7972.196965144987","224004",""
"research","gaussian","mess-4","16","267715","stopped","2000","xSquared","1.0","1.0045546530685379","0.13210884046218874","true","true","PrecisionReached","3242.7667275537924","224004",""
"research","gaussian","mess-4","16","267715","stopped","2000","y","0.0","-0.014199279288434452","0.05874976529287122","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","16","267715","stopped","2000","ySquared","1.0","1.0404901688884605","0.15011564837121272","true","true","PrecisionReached","2394.999179161627","224004",""
"research","gaussian","mess-4","17","275634","fixed","12000","event","0.045500263896358334","0.047875","0.0074975929390722834","true","true","FixedBudget","21520.98962502739","224004",""
"research","gaussian","mess-4","17","275634","fixed","12000","x","0.0","0.00170784300554086","0.023967664100346574","true","true","FixedBudget","47183.97695811223","224004",""
"research","gaussian","mess-4","17","275634","fixed","12000","xSquared","1.0","1.0097192035276463","0.05702574247326068","true","true","FixedBudget","16647.40119183307","224004",""
"research","gaussian","mess-4","17","275634","fixed","12000","y","0.0","-0.004540957476240982","0.024396739330887998","true","true","FixedBudget","46662.58015295865","224004",""
"research","gaussian","mess-4","17","275634","fixed","12000","ySquared","1.0","1.0213737141509631","0.05925421585378869","true","true","FixedBudget","15761.061665702804","224004",""
"research","gaussian","mess-4","17","275634","stopped","2000","event","0.045500263896358334","0.053125","0.019115423614071512","true","true","PrecisionReached","3654.030603249582","224004",""
"research","gaussian","mess-4","17","275634","stopped","2000","x","0.0","-0.013478981627594977","0.06296445054539328","true","true","PrecisionReached","7703.388054099556","224004",""
"research","gaussian","mess-4","17","275634","stopped","2000","xSquared","1.0","1.0419015904651732","0.14984388132067314","true","true","PrecisionReached","2745.459762855778","224004",""
"research","gaussian","mess-4","17","275634","stopped","2000","y","0.0","-0.009302868933569304","0.06091107619870391","true","true","PrecisionReached","7469.320987818017","224004",""
"research","gaussian","mess-4","17","275634","stopped","2000","ySquared","1.0","1.034952286530405","0.1458236426328408","true","true","PrecisionReached","2587.163981128597","224004",""
"research","gaussian","mess-4","18","283553","fixed","12000","event","0.045500263896358334","0.045020833333333336","0.00739828627212075","true","true","FixedBudget","20847.23015694183","224004",""
"research","gaussian","mess-4","18","283553","fixed","12000","x","0.0","0.006111616306479384","0.024081610599531473","true","true","FixedBudget","47419.77960856327","224004",""
"research","gaussian","mess-4","18","283553","fixed","12000","xSquared","1.0","0.9885915647165631","0.05636282722688889","true","true","FixedBudget","16207.35271468855","224004",""
"research","gaussian","mess-4","18","283553","fixed","12000","y","0.0","-0.0015423290167237425","0.023597242601341377","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","18","283553","fixed","12000","ySquared","1.0","1.0070744546489245","0.05976154628079406","true","true","FixedBudget","16298.890567992332","224004",""
"research","gaussian","mess-4","18","283553","stopped","2000","event","0.045500263896358334","0.043875","0.017217593766782325","true","true","PrecisionReached","4010.2023649283933","224004",""
"research","gaussian","mess-4","18","283553","stopped","2000","x","0.0","0.02026996378968393","0.056164814997829784","true","true","PrecisionReached","7967.055944537701","224004",""
"research","gaussian","mess-4","18","283553","stopped","2000","xSquared","1.0","0.9472541302045794","0.1420093951292283","true","true","PrecisionReached","2642.2196004660186","224004",""
"research","gaussian","mess-4","18","283553","stopped","2000","y","0.0","-0.004349725819270817","0.0580146817734247","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","18","283553","stopped","2000","ySquared","1.0","1.014437920356883","0.14753449115467537","true","true","PrecisionReached","2535.3904924497647","224004",""
"research","gaussian","mess-4","19","291472","fixed","12000","event","0.045500263896358334","0.044208333333333336","0.007595909035142452","true","true","FixedBudget","20612.843657399946","224004",""
"research","gaussian","mess-4","19","291472","fixed","12000","x","0.0","-0.0016779713116412687","0.023485880199218868","true","true","FixedBudget","47614.052481158935","224004",""
"research","gaussian","mess-4","19","291472","fixed","12000","xSquared","1.0","0.9895707870001056","0.05639872351049275","true","true","FixedBudget","15909.500978677464","224004",""
"research","gaussian","mess-4","19","291472","fixed","12000","y","0.0","0.0019074292268150828","0.024324400711913333","true","true","FixedBudget","47760.47152390292","224004",""
"research","gaussian","mess-4","19","291472","fixed","12000","ySquared","1.0","0.9904175785250393","0.055149773136699075","true","true","FixedBudget","16782.82181421824","224004",""
"research","gaussian","mess-4","19","291472","stopped","2000","event","0.045500263896358334","0.04875","0.0192550469747072","true","true","PrecisionReached","3466.123185291072","224004",""
"research","gaussian","mess-4","19","291472","stopped","2000","x","0.0","-0.0018946997833948487","0.058307803733366435","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","19","291472","stopped","2000","xSquared","1.0","1.0246992876886645","0.14637746455902204","true","true","PrecisionReached","2559.386953621757","224004",""
"research","gaussian","mess-4","19","291472","stopped","2000","y","0.0","0.0018136235660770605","0.05731313009515956","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","19","291472","stopped","2000","ySquared","1.0","0.9900365872441588","0.1352657099574694","true","true","PrecisionReached","2794.1525649910886","224004",""
"research","gaussian","mess-4","20","299391","fixed","12000","event","0.045500263896358334","0.04585416666666667","0.0078107348152806726","true","true","FixedBudget","20807.093404854804","224004",""
"research","gaussian","mess-4","20","299391","fixed","12000","x","0.0","-0.005708083818335763","0.02422381536018293","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","20","299391","fixed","12000","xSquared","1.0","1.0005136877010425","0.05743318060756916","true","true","FixedBudget","16636.851312356186","224004",""
"research","gaussian","mess-4","20","299391","fixed","12000","y","0.0","-1.721507249148324E-4","0.02351675108060038","true","true","FixedBudget","47938.01395225628","224004",""
"research","gaussian","mess-4","20","299391","fixed","12000","ySquared","1.0","0.9989218125754025","0.05806895499046081","true","true","FixedBudget","16063.14971743635","224004",""
"research","gaussian","mess-4","20","299391","stopped","2000","event","0.045500263896358334","0.043125","0.018290534203833836","true","true","PrecisionReached","3658.9095418123793","224004",""
"research","gaussian","mess-4","20","299391","stopped","2000","x","0.0","-9.189243313577067E-4","0.05791553745991238","true","true","PrecisionReached","7769.131391534052","224004",""
"research","gaussian","mess-4","20","299391","stopped","2000","xSquared","1.0","0.9817809049959421","0.1379957359225565","true","true","PrecisionReached","2934.092790285423","224004",""
"research","gaussian","mess-4","20","299391","stopped","2000","y","0.0","-0.006921601093336449","0.05771555932520951","true","true","PrecisionReached","7852.177582741094","224004",""
"research","gaussian","mess-4","20","299391","stopped","2000","ySquared","1.0","0.9854817890909348","0.13629543304563546","true","true","PrecisionReached","2702.764825074568","224004",""
"research","gaussian","mess-4","21","307310","fixed","12000","event","0.045500263896358334","0.046354166666666696","0.0075354445297866075","true","true","FixedBudget","20661.47573012372","224004",""
"research","gaussian","mess-4","21","307310","fixed","12000","x","0.0","-0.0074699112477922824","0.02478975594263648","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","21","307310","fixed","12000","xSquared","1.0","0.9965139362272764","0.058565154497170605","true","true","FixedBudget","15650.768479561948","224004",""
"research","gaussian","mess-4","21","307310","fixed","12000","y","0.0","-5.966290381852757E-4","0.024074509879455253","true","true","FixedBudget","45867.73813687178","224004",""
"research","gaussian","mess-4","21","307310","fixed","12000","ySquared","1.0","1.0016573657610415","0.058663900657547674","true","true","FixedBudget","15487.9756493171","224004",""
"research","gaussian","mess-4","21","307310","stopped","2000","event","0.045500263896358334","0.041000000000000036","0.017506597723533534","true","true","PrecisionReached","3405.237440382324","224004",""
"research","gaussian","mess-4","21","307310","stopped","2000","x","0.0","-0.0022006912229737274","0.06201170068525847","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","21","307310","stopped","2000","xSquared","1.0","0.9602105506324143","0.13456570281805136","true","true","PrecisionReached","2619.0455711536047","224004",""
"research","gaussian","mess-4","21","307310","stopped","2000","y","0.0","-0.026510724263953345","0.057486562257854285","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","21","307310","stopped","2000","ySquared","1.0","0.9967369546207789","0.15214973650692645","true","true","PrecisionReached","2469.203937201162","224004",""
"research","gaussian","mess-4","22","315229","fixed","12000","event","0.045500263896358334","0.04275","0.007149145887347377","true","true","FixedBudget","21960.82920118449","224004",""
"research","gaussian","mess-4","22","315229","fixed","12000","x","0.0","-4.6131348450018095E-4","0.02333645832161775","true","true","FixedBudget","47592.23843178489","224004",""
"research","gaussian","mess-4","22","315229","fixed","12000","xSquared","1.0","0.9765689666627826","0.05515555315921296","true","true","FixedBudget","16774.667033060272","224004",""
"research","gaussian","mess-4","22","315229","fixed","12000","y","0.0","-7.931700063197045E-4","0.023491860211145243","true","true","FixedBudget","47931.65274431292","224004",""
"research","gaussian","mess-4","22","315229","fixed","12000","ySquared","1.0","0.9966766776199177","0.0560085586545342","true","true","FixedBudget","16833.610606227398","224004",""
"research","gaussian","mess-4","22","315229","stopped","2000","event","0.045500263896358334","0.04375","0.017611589524202102","true","true","PrecisionReached","3580.146816042152","224004",""
"research","gaussian","mess-4","22","315229","stopped","2000","x","0.0","-0.011036197599204378","0.057967104292064725","true","true","PrecisionReached","7738.953054952321","224004",""
"research","gaussian","mess-4","22","315229","stopped","2000","xSquared","1.0","0.9798305402397758","0.13296428106042082","true","true","PrecisionReached","2821.121514251418","224004",""
"research","gaussian","mess-4","22","315229","stopped","2000","y","0.0","-0.011059225216283497","0.057104252999088306","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","22","315229","stopped","2000","ySquared","1.0","0.9829524226448195","0.14093486455165732","true","true","PrecisionReached","2738.4817714643746","224004",""
"research","gaussian","mess-4","23","323148","fixed","12000","event","0.045500263896358334","0.04806250000000001","0.007743049884109078","true","true","FixedBudget","20253.21050411391","224004",""
"research","gaussian","mess-4","23","323148","fixed","12000","x","0.0","-0.0015776545351053883","0.02404122623943746","true","true","FixedBudget","46722.465538073295","224004",""
"research","gaussian","mess-4","23","323148","fixed","12000","xSquared","1.0","1.017505691396443","0.05841783098852703","true","true","FixedBudget","16289.478792508999","224004",""
"research","gaussian","mess-4","23","323148","fixed","12000","y","0.0","1.7200415423745952E-4","0.023614081235286664","true","true","FixedBudget","47396.03094339001","224004",""
"research","gaussian","mess-4","23","323148","fixed","12000","ySquared","1.0","0.9958201154478868","0.056456171068701655","true","true","FixedBudget","16314.67107418296","224004",""
"research","gaussian","mess-4","23","323148","stopped","2000","event","0.045500263896358334","0.047374999999999945","0.01839870800074293","true","true","PrecisionReached","3538.7100905244847","224004",""
"research","gaussian","mess-4","23","323148","stopped","2000","x","0.0","0.005210628454868971","0.05970494977811157","true","true","PrecisionReached","7740.58211162193","224004",""
"research","gaussian","mess-4","23","323148","stopped","2000","xSquared","1.0","1.0334659931462284","0.1441634829088333","true","true","PrecisionReached","2650.156530743008","224004",""
"research","gaussian","mess-4","23","323148","stopped","2000","y","0.0","0.0024892577894799484","0.05933051044631038","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","23","323148","stopped","2000","ySquared","1.0","0.9819850169143405","0.1298475827262015","true","true","PrecisionReached","2834.7016734447193","224004",""
"research","gaussian","mess-4","24","331067","fixed","12000","event","0.045500263896358334","0.043125","0.007184085953499856","true","true","FixedBudget","21219.955799951153","224004",""
"research","gaussian","mess-4","24","331067","fixed","12000","x","0.0","-0.005169681855824115","0.02329207482684178","true","true","FixedBudget","47962.192527444415","224004",""
"research","gaussian","mess-4","24","331067","fixed","12000","xSquared","1.0","0.9804467728381235","0.055782978819269295","true","true","FixedBudget","16178.898707885279","224004",""
"research","gaussian","mess-4","24","331067","fixed","12000","y","0.0","0.002024804330975072","0.02357784887014493","true","true","FixedBudget","47689.458400736636","224004",""
"research","gaussian","mess-4","24","331067","fixed","12000","ySquared","1.0","0.9989168376020772","0.059630853368713405","true","true","FixedBudget","15298.299101888972","224004",""
"research","gaussian","mess-4","24","331067","stopped","2000","event","0.045500263896358334","0.0455","0.018313940604491607","true","true","PrecisionReached","3526.131856257904","224004",""
"research","gaussian","mess-4","24","331067","stopped","2000","x","0.0","-0.005781394793517247","0.05927281003354179","true","true","PrecisionReached","7892.7654265645415","224004",""
"research","gaussian","mess-4","24","331067","stopped","2000","xSquared","1.0","1.0187585335440412","0.13787289352315552","true","true","PrecisionReached","2772.3017403711583","224004",""
"research","gaussian","mess-4","24","331067","stopped","2000","y","0.0","0.013162397088627431","0.05877431602569573","true","true","PrecisionReached","7521.7874150009275","224004",""
"research","gaussian","mess-4","24","331067","stopped","2000","ySquared","1.0","0.9790945569190477","0.1364052014338361","true","true","PrecisionReached","2754.339692916126","224004",""
"research","gaussian","mess-4","25","338986","fixed","12000","event","0.045500263896358334","0.04604166666666667","0.007517775876132673","true","true","FixedBudget","20625.519333318523","224004",""
"research","gaussian","mess-4","25","338986","fixed","12000","x","0.0","0.010980775434674017","0.02522467817281219","true","true","FixedBudget","46612.41271083284","224004",""
"research","gaussian","mess-4","25","338986","fixed","12000","xSquared","1.0","1.0030560275302696","0.05782075593067962","true","true","FixedBudget","16077.006775278776","224004",""
"research","gaussian","mess-4","25","338986","fixed","12000","y","0.0","-7.098026047337169E-4","0.02672413639634989","true","true","FixedBudget","45036.44282674159","224004",""
"research","gaussian","mess-4","25","338986","fixed","12000","ySquared","1.0","1.0063924145246252","0.06050110613634893","true","true","FixedBudget","14895.484864439331","224004",""
"research","gaussian","mess-4","25","338986","stopped","2000","event","0.045500263896358334","0.041125","0.01664350783034238","true","true","PrecisionReached","3778.562568900954","224004",""
"research","gaussian","mess-4","25","338986","stopped","2000","x","0.0","0.010960518594176571","0.05961018105969652","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","25","338986","stopped","2000","xSquared","1.0","0.9812648631907419","0.134049858417044","true","true","PrecisionReached","2826.78338616522","224004",""
"research","gaussian","mess-4","25","338986","stopped","2000","y","0.0","0.010045143251150856","0.058375787413688936","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","25","338986","stopped","2000","ySquared","1.0","1.0038085665397611","0.14861581476457908","true","true","PrecisionReached","2331.7124896667415","224004",""
"research","gaussian","mess-4","26","346905","fixed","12000","event","0.045500263896358334","0.04772916666666667","0.007761488583144831","true","true","FixedBudget","20024.30662940688","224004",""
"research","gaussian","mess-4","26","346905","fixed","12000","x","0.0","-0.005152485828084197","0.025132101171323317","true","true","FixedBudget","47784.99310715122","224004",""
"research","gaussian","mess-4","26","346905","fixed","12000","xSquared","1.0","1.0114762682621081","0.059902060248214026","true","true","FixedBudget","15586.232613611399","224004",""
"research","gaussian","mess-4","26","346905","fixed","12000","y","0.0","-0.0015139205171892378","0.02342078344545667","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","26","346905","fixed","12000","ySquared","1.0","0.9920690005910449","0.0584930509842647","true","true","FixedBudget","16142.383611388004","224004",""
"research","gaussian","mess-4","26","346905","stopped","2000","event","0.045500263896358334","0.051875","0.021598135538365038","true","true","PrecisionReached","2798.5922301596293","224004",""
"research","gaussian","mess-4","26","346905","stopped","2000","x","0.0","-0.003925462041865835","0.05780530148113938","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","26","346905","stopped","2000","xSquared","1.0","1.0071253609585749","0.16125962800708143","true","true","PrecisionReached","2276.0334419487695","224004",""
"research","gaussian","mess-4","26","346905","stopped","2000","y","0.0","-0.005331039161060591","0.05790534557288337","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","26","346905","stopped","2000","ySquared","1.0","1.010627414623996","0.13976254588093573","true","true","PrecisionReached","2900.0477748829544","224004",""
"research","gaussian","mess-4","27","354824","fixed","12000","event","0.045500263896358334","0.04641666666666667","0.007481199356752604","true","true","FixedBudget","21124.270703880942","224004",""
"research","gaussian","mess-4","27","354824","fixed","12000","x","0.0","-0.011811272622210378","0.02374650676398293","true","true","FixedBudget","48000.0","224004",""
"research","gaussian","mess-4","27","354824","fixed","12000","xSquared","1.0","1.007397169043006","0.056809245396223985","true","true","FixedBudget","16562.996708032006","224004",""
"research","gaussian","mess-4","27","354824","fixed","12000","y","0.0","0.002611329834125986","0.023621383680163196","true","true","FixedBudget","47136.35387272535","224004",""
"research","gaussian","mess-4","27","354824","fixed","12000","ySquared","1.0","0.990983545474106","0.060167756258275286","true","true","FixedBudget","16169.081332459236","224004",""
"research","gaussian","mess-4","27","354824","stopped","2000","event","0.045500263896358334","0.044625","0.017107201882203323","true","true","PrecisionReached","3866.7187234442254","224004",""
"research","gaussian","mess-4","27","354824","stopped","2000","x","0.0","-0.014493628019701443","0.057593710411573684","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","27","354824","stopped","2000","xSquared","1.0","0.9999606413290268","0.13246655894187","true","true","PrecisionReached","2969.5586067227114","224004",""
"research","gaussian","mess-4","27","354824","stopped","2000","y","0.0","-0.004440132463996105","0.05799619655226401","true","true","PrecisionReached","8000.0","224004",""
"research","gaussian","mess-4","27","354824","stopped","2000","ySquared","1.0","1.0137923692467203","0.14792739018731366","true","true","PrecisionReached","2643.845358229653","224004",""
