"research","target","sampler","round","seed","method","draws","query","truth","estimate","fullWidth","covered","criteriaMet","reason","meanEss","evaluationsFullRun","failureReasons"
"research","banana","mess-1","2","156849","stopped","12000","ySquared","0.57","0.5237746754382562","0.14491343566178397","true","true","PrecisionReached","1385.884412669036","107122",""
"research","banana","mess-1","3","164768","fixed","12000","event","0.045500263896358334","0.04047916666666666","0.015983869399169424","true","true","FixedBudget","4034.8307830593117","106804",""
"research","banana","mess-1","3","164768","fixed","12000","x","0.0","-7.020928385298615E-4","0.056047285526971115","true","true","FixedBudget","7998.916755176098","106804",""
"research","banana","mess-1","3","164768","fixed","12000","xSquared","1.0","0.9467544876320375","0.10137748908268578","false","true","FixedBudget","4262.239691571624","106804",""
"research","banana","mess-1","3","164768","fixed","12000","y","0.0","-0.024106673961881972","0.04590954575268988","false","true","FixedBudget","6419.600623357721","106804",""
"research","banana","mess-1","3","164768","fixed","12000","ySquared","0.57","0.5103940119824933","0.08287894065133887","false","true","FixedBudget","3280.7109531722617","106804",""
"research","banana","mess-1","3","164768","stopped","6000","event","0.045500263896358334","0.03966666666666667","0.022253346853721226","true","true","PrecisionReached","2041.5935378818572","106804",""
"research","banana","mess-1","3","164768","stopped","6000","x","0.0","-0.015269750218197882","0.0775786666565753","true","true","PrecisionReached","4200.35041727499","106804",""
"research","banana","mess-1","3","164768","stopped","6000","xSquared","1.0","0.9527176257356821","0.14071567470771779","true","true","PrecisionReached","2174.7765729300645","106804",""
"research","banana","mess-1","3","164768","stopped","6000","y","0.0","-0.022002529480887184","0.06465694016062552","true","true","PrecisionReached","3191.3594226175096","106804",""
"research","banana","mess-1","3","164768","stopped","6000","ySquared","0.57","0.5031666139058285","0.1178522778739887","false","true","PrecisionReached","1582.7694820510167","106804",""
"research","banana","mess-1","4","172687","fixed","12000","event","0.045500263896358334","0.03575","0.014893340334740148","false","true","FixedBudget","4124.626847307987","106157",""
"research","banana","mess-1","4","172687","fixed","12000","x","0.0","0.002629929004485887","0.05232512414502757","true","true","FixedBudget","9078.818449847426","106157",""
"research","banana","mess-1","4","172687","fixed","12000","xSquared","1.0","0.9365907734983646","0.09176891696410623","false","true","FixedBudget","4792.76107505389","106157",""
"research","banana","mess-1","4","172687","fixed","12000","y","0.0","-0.026059246279009476","0.04275320443192084","false","true","FixedBudget","6955.076169637663","106157",""
"research","banana","mess-1","4","172687","fixed","12000","ySquared","0.57","0.4796796597462518","0.07970496894688146","false","true","FixedBudget","2998.0638647081246","106157",""
"research","banana","mess-1","4","172687","stopped","2000","event","0.045500263896358334","0.028625","0.023428544353226232","false","true","PrecisionReached","1344.5911416267568","106157",""
"research","banana","mess-1","4","172687","stopped","2000","x","0.0","-0.003128454390654345","0.09745014737123006","true","true","PrecisionReached","2532.0120287359737","106157",""
"research","banana","mess-1","4","172687","stopped","2000","xSquared","1.0","0.8946726518094477","0.15524057417570442","false","true","PrecisionReached","1402.8158094115456","106157",""
"research","banana","mess-1","4","172687","stopped","2000","y","0.0","-0.049559614410387046","0.07262120117385555","false","true","PrecisionReached","2127.4019839169714","106157",""
"research","banana","mess-1","4","172687","stopped","2000","ySquared","0.57","0.4251519968216467","0.09049291613902072","false","true","PrecisionReached","1277.3914577630096","106157",""
"research","banana","mess-1","5","180606","fixed","12000","event","0.045500263896358334","0.0498125","0.028971136247268055","true","true","FixedBudget","1496.6484245543654","108550",""
"research","banana","mess-1","5","180606","fixed","12000","x","0.0","-0.015869011981255565","0.09186218964662242","true","true","FixedBudget","3217.208217995196","108550",""
"research","banana","mess-1","5","180606","fixed","12000","xSquared","1.0","1.023190403203033","0.21366501522899808","true","true","FixedBudget","1255.4079990465602","108550",""
"research","banana","mess-1","5","180606","fixed","12000","y","0.0","0.008473217399132094","0.09354215965794438","true","true","FixedBudget","1829.962788745799","108550",""
"research","banana","mess-1","5","180606","fixed","12000","ySquared","0.57","0.6034003013588788","0.2627340427018993","true","false","FixedBudget","706.1558481336649","108550","WidthTooLarge"
"research","banana","mess-1","5","180606","stopped","12000","event","0.045500263896358334","0.0498125","0.028971136247268055","true","true","MaxDrawsReached","1496.6484245543654","108550",""
"research","banana","mess-1","5","180606","stopped","12000","x","0.0","-0.015869011981255565","0.09186218964662242","true","true","MaxDrawsReached","3217.208217995196","108550",""
"research","banana","mess-1","5","180606","stopped","12000","xSquared","1.0","1.023190403203033","0.21366501522899808","true","true","MaxDrawsReached","1255.4079990465602","108550",""
"research","banana","mess-1","5","180606","stopped","12000","y","0.0","0.008473217399132094","0.09354215965794438","true","true","MaxDrawsReached","1829.962788745799","108550",""
"research","banana","mess-1","5","180606","stopped","12000","ySquared","0.57","0.6034003013588788","0.2627340427018993","true","false","MaxDrawsReached","706.1558481336649","108550","WidthTooLarge"
"research","banana","mess-1","6","188525","fixed","12000","event","0.045500263896358334","0.042958333333333334","0.017855805080601948","true","true","FixedBudget","3422.335602116802","106922",""
"research","banana","mess-1","6","188525","fixed","12000","x","0.0","0.02070021913080833","0.0578316256179863","true","true","FixedBudget","7629.04897951613","106922",""
"research","banana","mess-1","6","188525","fixed","12000","xSquared","1.0","0.9618149679113932","0.11304925422627785","true","true","FixedBudget","3614.9069361281977","106922",""
"research","banana","mess-1","6","188525","fixed","12000","y","0.0","-0.01633574322468919","0.05091102655754746","true","true","FixedBudget","5371.257197277024","106922",""
"research","banana","mess-1","6","188525","fixed","12000","ySquared","0.57","0.5248284120389216","0.1074585475302105","true","true","FixedBudget","2276.3932182809467","106922",""
"research","banana","mess-1","6","188525","stopped","6000","event","0.045500263896358334","0.040875","0.02292081248837826","true","true","PrecisionReached","1980.5472451930798","106922",""
"research","banana","mess-1","6","188525","stopped","6000","x","0.0","0.02552683451343052","0.07886808104951437","true","true","PrecisionReached","4113.295148294599","106922",""
"research","banana","mess-1","6","188525","stopped","6000","xSquared","1.0","0.9566272372543085","0.1419939631773642","true","true","PrecisionReached","2183.9422405844207","106922",""
"research","banana","mess-1","6","188525","stopped","6000","y","0.0","-0.018182013375188648","0.06555075398588703","true","true","PrecisionReached","3115.7794623318186","106922",""
"research","banana","mess-1","6","188525","stopped","6000","ySquared","0.57","0.5047709686199556","0.12540569675278654","false","true","PrecisionReached","1427.2251290283073","106922",""
"research","banana","mess-1","7","196444","fixed","12000","event","0.045500263896358334","0.04791666666666667","0.028024665855070522","true","true","FixedBudget","1541.643206681768","108445",""
"research","banana","mess-1","7","196444","fixed","12000","x","0.0","-0.002095178009250631","0.09227115638990563","true","true","FixedBudget","3175.3629480283635","108445",""
"research","banana","mess-1","7","196444","fixed","12000","xSquared","1.0","1.0186476156015467","0.23450110902673313","true","false","FixedBudget","1102.3478759200618","108445","WidthTooLarge"
"research","banana","mess-1","7","196444","fixed","12000","y","0.0","0.004538547827753814","0.09961441266146348","true","true","FixedBudget","1638.80922330033","108445",""
"research","banana","mess-1","7","196444","fixed","12000","ySquared","0.57","0.612751182515781","0.3462575417245271","true","false","FixedBudget","558.7571111050911","108445","WidthTooLarge"
"research","banana","mess-1","7","196444","stopped","12000","event","0.045500263896358334","0.04791666666666667","0.028024665855070522","true","true","MaxDrawsReached","1541.643206681768","108445",""
"research","banana","mess-1","7","196444","stopped","12000","x","0.0","-0.002095178009250631","0.09227115638990563","true","true","MaxDrawsReached","3175.3629480283635","108445",""
"research","banana","mess-1","7","196444","stopped","12000","xSquared","1.0","1.0186476156015467","0.23450110902673313","true","false","MaxDrawsReached","1102.3478759200618","108445","WidthTooLarge"
"research","banana","mess-1","7","196444","stopped","12000","y","0.0","0.004538547827753814","0.09961441266146348","true","true","MaxDrawsReached","1638.80922330033","108445",""
"research","banana","mess-1","7","196444","stopped","12000","ySquared","0.57","0.612751182515781","0.3462575417245271","true","false","MaxDrawsReached","558.7571111050911","108445","WidthTooLarge"
"research","banana","mess-1","8","204363","fixed","12000","event","0.045500263896358334","0.043791666666666666","0.01921078778188003","true","true","FixedBudget","3011.319580235291","108153",""
"research","banana","mess-1","8","204363","fixed","12000","x","0.0","0.022245287334619446","0.061612353655060195","true","true","FixedBudget","6960.006565703226","108153",""
"research","banana","mess-1","8","204363","fixed","12000","xSquared","1.0","0.9959966539576856","0.12157639261892056","true","true","FixedBudget","3239.8158467851363","108153",""
"research","banana","mess-1","8","204363","fixed","12000","y","0.0","8.148004973135281E-4","0.052731524445483416","true","true","FixedBudget","5028.107360568225","108153",""
"research","banana","mess-1","8","204363","fixed","12000","ySquared","0.57","0.526796092222847","0.11372804454477851","true","true","FixedBudget","2154.384814006787","108153",""
"research","banana","mess-1","8","204363","stopped","6000","event","0.045500263896358334","0.03816666666666667","0.02269297623038464","true","true","PrecisionReached","1891.966254127046","108153",""
"research","banana","mess-1","8","204363","stopped","6000","x","0.0","0.040829459934270784","0.07539324984962412","false","true","PrecisionReached","4488.652969706032","108153",""
"research","banana","mess-1","8","204363","stopped","6000","xSquared","1.0","0.9629886698777704","0.1423466414655073","true","true","PrecisionReached","2092.6172178023917","108153",""
"research","banana","mess-1","8","204363","stopped","6000","y","0.0","-0.015436103003695467","0.06423934976564606","true","true","PrecisionReached","3130.7630688241243","108153",""
"research","banana","mess-1","8","204363","stopped","6000","ySquared","0.57","0.48702668197639337","0.11539131709688107","false","true","PrecisionReached","1449.4410301944445","108153",""
"research","banana","mess-1","9","212282","fixed","12000","event","0.045500263896358334","0.04491666666666667","0.02480534780586526","true","true","FixedBudget","1850.3817752395119","106993",""
"research","banana","mess-1","9","212282","fixed","12000","x","0.0","0.013255161232064605","0.07938544275637482","true","true","FixedBudget","4161.732971675838","106993",""
"research","banana","mess-1","9","212282","fixed","12000","xSquared","1.0","0.9883936887269203","0.18242954038819237","true","true","FixedBudget","1566.0720836497887","106993",""
"research","banana","mess-1","9","212282","fixed","12000","y","0.0","-0.006613208322401878","0.0801262780805062","true","true","FixedBudget","2328.004383071739","106993",""
"research","banana","mess-1","9","212282","fixed","12000","ySquared","0.57","0.5632020940223896","0.23161285247639","true","false","FixedBudget","807.5233983134756","106993","WidthTooLarge"
"research","banana","mess-1","9","212282","stopped","12000","event","0.045500263896358334","0.04491666666666667","0.02480534780586526","true","true","MaxDrawsReached","1850.3817752395119","106993",""
"research","banana","mess-1","9","212282","stopped","12000","x","0.0","0.013255161232064605","0.07938544275637482","true","true","MaxDrawsReached","4161.732971675838","106993",""
"research","banana","mess-1","9","212282","stopped","12000","xSquared","1.0","0.9883936887269203","0.18242954038819237","true","true","MaxDrawsReached","1566.0720836497887","106993",""
"research","banana","mess-1","9","212282","stopped","12000","y","0.0","-0.006613208322401878","0.0801262780805062","true","true","MaxDrawsReached","2328.004383071739","106993",""
"research","banana","mess-1","9","212282","stopped","12000","ySquared","0.57","0.5632020940223896","0.23161285247639","true","false","MaxDrawsReached","807.5233983134756","106993","WidthTooLarge"
"research","banana","mess-1","10","220201","fixed","12000","event","0.045500263896358334","0.041354166666666664","0.020877587493476374","true","true","FixedBudget","2413.904232984296","107415",""
"research","banana","mess-1","10","220201","fixed","12000","x","0.0","0.0023091936197507934","0.06678486510658185","true","true","FixedBudget","5867.056842022648","107415",""
"research","banana","mess-1","10","220201","fixed","12000","xSquared","1.0","0.9859969065322853","0.1609965892030382","true","true","FixedBudget","1890.7226748018586","107415",""
"research","banana","mess-1","10","220201","fixed","12000","y","0.0","-0.005702545683828865","0.07063736510178542","true","true","FixedBudget","2882.4910347027208","107415",""
"research","banana","mess-1","10","220201","fixed","12000","ySquared","0.57","0.5419507338543058","0.20794420270299527","true","false","FixedBudget","815.4989602384579","107415","WidthTooLarge"
"research","banana","mess-1","10","220201","stopped","12000","event","0.045500263896358334","0.041354166666666664","0.020877587493476374","true","true","MaxDrawsReached","2413.904232984296","107415",""
"research","banana","mess-1","10","220201","stopped","12000","x","0.0","0.0023091936197507934","0.06678486510658185","true","true","MaxDrawsReached","5867.056842022648","107415",""
"research","banana","mess-1","10","220201","stopped","12000","xSquared","1.0","0.9859969065322853","0.1609965892030382","true","true","MaxDrawsReached","1890.7226748018586","107415",""
"research","banana","mess-1","10","220201","stopped","12000","y","0.0","-0.005702545683828865","0.07063736510178542","true","true","MaxDrawsReached","2882.4910347027208","107415",""
"research","banana","mess-1","10","220201","stopped","12000","ySquared","0.57","0.5419507338543058","0.20794420270299527","true","false","MaxDrawsReached","815.4989602384579","107415","WidthTooLarge"
"research","banana","mess-1","11","228120","fixed","12000","event","0.045500263896358334","0.04702083333333333","0.030591823718098352","true","true","FixedBudget","1270.7677673330477","107953",""
"research","banana","mess-1","11","228120","fixed","12000","x","0.0","0.015559238878426793","0.0990394843087914","true","true","FixedBudget","2771.164969922101","107953",""
"research","banana","mess-1","11","228120","fixed","12000","xSquared","1.0","1.0244212221568598","0.26702753384243316","true","false","FixedBudget","855.0234379072491","107953","WidthTooLarge"
"research","banana","mess-1","11","228120","fixed","12000","y","0.0","0.012477614680900917","0.1129905536282654","true","true","FixedBudget","1285.803147151659","107953",""
"research","banana","mess-1","11","228120","fixed","12000","ySquared","0.57","0.618678271518188","0.40537785591287284","true","false","FixedBudget","448.36434100323385","107953","WidthTooLarge"
"research","banana","mess-1","11","228120","stopped","12000","event","0.045500263896358334","0.04702083333333333","0.030591823718098352","true","true","MaxDrawsReached","1270.7677673330477","107953",""
"research","banana","mess-1","11","228120","stopped","12000","x","0.0","0.015559238878426793","0.0990394843087914","true","true","MaxDrawsReached","2771.164969922101","107953",""
"research","banana","mess-1","11","228120","stopped","12000","xSquared","1.0","1.0244212221568598","0.26702753384243316","true","false","MaxDrawsReached","855.0234379072491","107953","WidthTooLarge"
"research","banana","mess-1","11","228120","stopped","12000","y","0.0","0.012477614680900917","0.1129905536282654","true","true","MaxDrawsReached","1285.803147151659","107953",""
"research","banana","mess-1","11","228120","stopped","12000","ySquared","0.57","0.618678271518188","0.40537785591287284","true","false","MaxDrawsReached","448.36434100323385","107953","WidthTooLarge"
"research","banana","mess-1","12","236039","fixed","12000","event","0.045500263896358334","0.0458125","0.028478815434987034","true","true","FixedBudget","1430.4644568429383","108157",""
"research","banana","mess-1","12","236039","fixed","12000","x","0.0","-0.010267015631081566","0.0860149372307241","true","true","FixedBudget","3615.7817970460455","108157",""
"research","banana","mess-1","12","236039","fixed","12000","xSquared","1.0","1.0080734682727968","0.225954651199236","true","false","FixedBudget","1055.4999225765443","108157","WidthTooLarge"
"research","banana","mess-1","12","236039","fixed","12000","y","0.0","0.001231672691383634","0.09872090456970041","true","true","FixedBudget","1584.2821720844786","108157",""
"research","banana","mess-1","12","236039","fixed","12000","ySquared","0.57","0.5817665159016763","0.3076132503959915","true","false","FixedBudget","471.67313299938576","108157","WidthTooLarge"
"research","banana","mess-1","12","236039","stopped","4000","event","0.045500263896358334","0.036125","0.023240093847335684","true","true","PrecisionReached","1711.094958421753","108157",""
"research","banana","mess-1","12","236039","stopped","4000","x","0.0","-0.017817390955049195","0.0887203718276185","true","true","PrecisionReached","3180.5517533062866","108157",""
"research","banana","mess-1","12","236039","stopped","4000","xSquared","1.0","0.943569771776471","0.15474353167983484","true","true","PrecisionReached","1723.2305742434482","108157",""
"research","banana","mess-1","12","236039","stopped","4000","y","0.0","-0.024357106722145458","0.06956059077226702","true","true","PrecisionReached","2718.2711254309947","108157",""
"research","banana","mess-1","12","236039","stopped","4000","ySquared","0.57","0.49615527286096944","0.12172751330604867","false","true","PrecisionReached","1258.2947173050966","108157",""
"research","banana","mess-1","13","243958","fixed","12000","event","0.045500263896358334","0.03772916666666667","0.015856789306327917","true","true","FixedBudget","3832.191669550613","106474",""
"research","banana","mess-1","13","243958","fixed","12000","x","0.0","-0.009611658549671498","0.05341685341456272","true","true","FixedBudget","8721.005538178746","106474",""
"research","banana","mess-1","13","243958","fixed","12000","xSquared","1.0","0.9376974980137306","0.10331640417329725","false","true","FixedBudget","4021.0090810224715","106474",""
"research","banana","mess-1","13","243958","fixed","12000","y","0.0","-0.03304261276574294","0.04673952493402904","false","true","FixedBudget","6117.914455759862","106474",""
"research","banana","mess-1","13","243958","fixed","12000","ySquared","0.57","0.5046721806386223","0.11560888199035645","false","true","FixedBudget","1887.1164915098057","106474",""
"research","banana","mess-1","13","243958","stopped","4000","event","0.045500263896358334","0.037625","0.021455567206269555","true","true","PrecisionReached","2087.67137111855","106474",""
"research","banana","mess-1","13","243958","stopped","4000","x","0.0","-0.012791217969351565","0.08491176309144455","true","true","PrecisionReached","3457.9042593855697","106474",""
"research","banana","mess-1","13","243958","stopped","4000","xSquared","1.0","0.9395135012806317","0.13979635506988627","true","true","PrecisionReached","2111.3644808198064","106474",""
"research","banana","mess-1","13","243958","stopped","4000","y","0.0","-0.03732706986095846","0.0660008362567376","false","true","PrecisionReached","3025.29796691302","106474",""
"research","banana","mess-1","13","243958","stopped","4000","ySquared","0.57","0.49792358900073763","0.10664446721382315","false","true","PrecisionReached","1666.0390533247437","106474",""
"research","banana","mess-1","14","251877","fixed","12000","event","0.045500263896358334","0.04814583333333333","0.023553553913290178","true","true","FixedBudget","2192.398168796203","108249",""
"research","banana","mess-1","14","251877","fixed","12000","x","0.0","-0.013138341692749078","0.07297465214192826","true","true","FixedBudget","5091.869360624317","108249",""
"research","banana","mess-1","14","251877","fixed","12000","xSquared","1.0","1.021860212999119","0.15188168554632783","true","true","FixedBudget","2303.7428547554846","108249",""
"research","banana","mess-1","14","251877","fixed","12000","y","0.0","0.006131084837508315","0.06581406558673875","true","true","FixedBudget","3450.9734142726634","108249",""
"research","banana","mess-1","14","251877","fixed","12000","ySquared","0.57","0.5632547192953908","0.15441114423010602","true","true","FixedBudget","1430.8954334131704","108249",""
"research","banana","mess-1","14","251877","stopped","10000","event","0.045500263896358334","0.0464","0.02355942398485405","true","true","PrecisionReached","2115.728298800451","108249",""
"research","banana","mess-1","14","251877","stopped","10000","x","0.0","-0.005385413996766619","0.0741846550830361","true","true","PrecisionReached","4901.451270023796","108249",""
"research","banana","mess-1","14","251877","stopped","10000","xSquared","1.0","1.0163896587035295","0.15408102945629523","true","true","PrecisionReached","2190.2513046007916","108249",""
"research","banana","mess-1","14","251877","stopped","10000","y","0.0","0.003936452929034419","0.06737336717955358","true","true","PrecisionReached","3250.0050841831894","108249",""
"research","banana","mess-1","14","251877","stopped","10000","ySquared","0.57","0.5558628442897637","0.1562050344676725","true","true","PrecisionReached","1336.4057819904683","108249",""
"research","banana","mess-1","15","259796","fixed","12000","event","0.045500263896358334","0.0648125","0.09089311930935745","true","false","FixedBudget","194.71465945923435","110773","InvalidRHat|InsufficientBulkEss|InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","15","259796","fixed","12000","x","0.0","-0.04684556709675125","0.353645942419465","true","false","FixedBudget","266.52811002748473","110773","InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","15","259796","fixed","12000","xSquared","1.0","1.258158475618902","1.2526954039397529","true","false","FixedBudget","93.358106825616","110773","InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","15","259796","fixed","12000","y","0.0","0.1064837162124404","0.5216115274819604","true","false","FixedBudget","113.83887312531645","110773","InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","15","259796","fixed","12000","ySquared","0.57","1.1783680580688114","2.962635813363573","true","false","FixedBudget","69.35922077766092","110773","InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","15","259796","stopped","4000","event","0.045500263896358334","0.0421875","0.02749713274903433","true","true","PrecisionReached","1418.4393301855098","110773",""
"research","banana","mess-1","15","259796","stopped","4000","x","0.0","0.030601320981565205","0.09816480181259415","true","true","PrecisionReached","2815.0294170267894","110773",""
"research","banana","mess-1","15","259796","stopped","4000","xSquared","1.0","0.9651363316338593","0.1696365802315121","true","true","PrecisionReached","1497.951614113229","110773",""
"research","banana","mess-1","15","259796","stopped","4000","y","0.0","-0.013689351405390737","0.07917554359666992","true","true","PrecisionReached","2135.983838538291","110773",""
"research","banana","mess-1","15","259796","stopped","4000","ySquared","0.57","0.5046846157838475","0.1162047936915095","false","true","PrecisionReached","1429.618150999573","110773",""
"research","banana","mess-1","16","267715","fixed","12000","event","0.045500263896358334","0.04541666666666667","0.02189286669612636","true","true","FixedBudget","2400.6399921579055","107796",""
"research","banana","mess-1","16","267715","fixed","12000","x","0.0","7.835554803720113E-4","0.06853784158335258","true","true","FixedBudget","5586.809404401608","107796",""
"research","banana","mess-1","16","267715","fixed","12000","xSquared","1.0","0.9888303177817013","0.1411141917904024","true","true","FixedBudget","2528.4000556658425","107796",""
"research","banana","mess-1","16","267715","fixed","12000","y","0.0","-0.004299427371627973","0.06270175840161485","true","true","FixedBudget","3755.943109834389","107796",""
"research","banana","mess-1","16","267715","fixed","12000","ySquared","0.57","0.5564032733631611","0.1365245584911091","true","true","FixedBudget","1706.0610477414205","107796",""
"research","banana","mess-1","16","267715","stopped","10000","event","0.045500263896358334","0.047025","0.025523616063989993","true","true","PrecisionReached","1825.706297181235","107796",""
"research","banana","mess-1","16","267715","stopped","10000","x","0.0","0.00804570551874273","0.07875804775379854","true","true","PrecisionReached","4283.452486381842","107796",""
"research","banana","mess-1","16","267715","stopped","10000","xSquared","1.0","1.001167889685275","0.16472675165876544","true","true","PrecisionReached","1918.909682935371","107796",""
"research","banana","mess-1","16","267715","stopped","10000","y","0.0","7.110849552204868E-4","0.07267442281625315","true","true","PrecisionReached","2856.506377791864","107796",""
"research","banana","mess-1","16","267715","stopped","10000","ySquared","0.57","0.5684519477822559","0.15956880497004944","true","true","PrecisionReached","1320.8645911824945","107796",""
"research","banana","mess-1","17","275634","fixed","12000","event","0.045500263896358334","0.0411875","0.018229925443048158","true","true","FixedBudget","3153.7882634167827","106791",""
"research","banana","mess-1","17","275634","fixed","12000","x","0.0","0.006219414613731267","0.05990065784679496","true","true","FixedBudget","7145.455784200403","106791",""
"research","banana","mess-1","17","275634","fixed","12000","xSquared","1.0","0.9660671420995055","0.1139547607243669","true","true","FixedBudget","3429.7619824284484","106791",""
"research","banana","mess-1","17","275634","fixed","12000","y","0.0","-0.009849548322345691","0.05215451437732481","true","true","FixedBudget","4959.274932553767","106791",""
"research","banana","mess-1","17","275634","fixed","12000","ySquared","0.57","0.5083720719662759","0.11031784655765808","false","true","FixedBudget","1965.521743418177","106791",""
"research","banana","mess-1","17","275634","stopped","4000","event","0.045500263896358334","0.03975","0.025067159837183526","true","true","PrecisionReached","1612.2503617920802","106791",""
"research","banana","mess-1","17","275634","stopped","4000","x","0.0","0.012719966808324601","0.08876913714328395","true","true","PrecisionReached","3201.2458063403037","106791",""
"research","banana","mess-1","17","275634","stopped","4000","xSquared","1.0","0.950595273930666","0.15162748385507066","true","true","PrecisionReached","1863.4774467392356","106791",""
"research","banana","mess-1","17","275634","stopped","4000","y","0.0","-0.019714056754186693","0.06798722943115029","true","true","PrecisionReached","2836.9086504880393","106791",""
"research","banana","mess-1","17","275634","stopped","4000","ySquared","0.57","0.49444756299089626","0.11883761934963426","false","true","PrecisionReached","1392.1835261094118","106791",""
"research","banana","mess-1","18","283553","fixed","12000","event","0.045500263896358334","0.0498125","0.026237324650500025","true","true","FixedBudget","1824.7852076125318","107662",""
"research","banana","mess-1","18","283553","fixed","12000","x","0.0","-0.009066898533168277","0.08071311291677845","true","true","FixedBudget","4126.97910956075","107662",""
"research","banana","mess-1","18","283553","fixed","12000","xSquared","1.0","1.0131004525922163","0.2038701241719363","true","true","FixedBudget","1344.9295026861575","107662",""
"research","banana","mess-1","18","283553","fixed","12000","y","0.0","0.009182130980757042","0.08832767300182985","true","true","FixedBudget","1999.2546507338334","107662",""
"research","banana","mess-1","18","283553","fixed","12000","ySquared","0.57","0.5877881060065504","0.28997104822664116","true","false","FixedBudget","618.8503090313135","107662","WidthTooLarge"
"research","banana","mess-1","18","283553","stopped","10000","event","0.045500263896358334","0.047025","0.02125840933363283","true","true","PrecisionReached","2631.8054956909345","107662",""
"research","banana","mess-1","18","283553","stopped","10000","x","0.0","0.0015553999829716059","0.06763315833767036","true","true","PrecisionReached","5700.846524742567","107662",""
"research","banana","mess-1","18","283553","stopped","10000","xSquared","1.0","0.9825501988593224","0.14378162310638795","true","true","PrecisionReached","2360.3159037496143","107662",""
"research","banana","mess-1","18","283553","stopped","10000","y","0.0","-0.003234638594944772","0.06424186751859634","true","true","PrecisionReached","3478.542937115407","107662",""
"research","banana","mess-1","18","283553","stopped","10000","ySquared","0.57","0.5409250274271532","0.14776573143207258","true","true","PrecisionReached","1347.8683928768787","107662",""
"research","banana","mess-1","19","291472","fixed","12000","event","0.045500263896358334","0.05591666666666667","0.03768519392491028","true","false","FixedBudget","986.5368097793676","109040","WidthTooLarge"
"research","banana","mess-1","19","291472","fixed","12000","x","0.0","-6.460378633862396E-4","0.12295672414008683","true","true","FixedBudget","1920.9198002670805","109040",""
"research","banana","mess-1","19","291472","fixed","12000","xSquared","1.0","1.0942354195013175","0.34922897494989597","true","false","FixedBudget","627.7053889625529","109040","WidthTooLarge"
"research","banana","mess-1","19","291472","fixed","12000","y","0.0","0.03600915320210851","0.14690238203158698","true","false","FixedBudget","883.2106404568441","109040","WidthTooLarge"
"research","banana","mess-1","19","291472","fixed","12000","ySquared","0.57","0.7194526208596077","0.5726231241740933","true","false","FixedBudget","357.94229476646143","109040","InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","19","291472","stopped","12000","event","0.045500263896358334","0.05591666666666667","0.03768519392491028","true","false","MaxDrawsReached","986.5368097793676","109040","WidthTooLarge"
"research","banana","mess-1","19","291472","stopped","12000","x","0.0","-6.460378633862396E-4","0.12295672414008683","true","true","MaxDrawsReached","1920.9198002670805","109040",""
"research","banana","mess-1","19","291472","stopped","12000","xSquared","1.0","1.0942354195013175","0.34922897494989597","true","false","MaxDrawsReached","627.7053889625529","109040","WidthTooLarge"
"research","banana","mess-1","19","291472","stopped","12000","y","0.0","0.03600915320210851","0.14690238203158698","true","false","MaxDrawsReached","883.2106404568441","109040","WidthTooLarge"
"research","banana","mess-1","19","291472","stopped","12000","ySquared","0.57","0.7194526208596077","0.5726231241740933","true","false","MaxDrawsReached","357.94229476646143","109040","InsufficientMeanEss|WidthTooLarge"
"research","banana","mess-1","20","299391","fixed","12000","event","0.045500263896358334","0.04825","0.028092544765705035","true","true","FixedBudget","1544.3340192392034","108800",""
"research","banana","mess-1","20","299391","fixed","12000","x","0.0","-0.015361241929758851","0.08863242632590389","true","true","FixedBudget","3498.716745449824","108800",""
"research","banana","mess-1","20","299391","fixed","12000","xSquared","1.0","1.035833154359738","0.20709310671384973","true","true","FixedBudget","1282.2394605951795","108800",""
"research","banana","mess-1","20","299391","fixed","12000","y","0.0","0.014144240049363987","0.09087299428358783","true","true","FixedBudget","1872.3946382332133","108800",""
"research","banana","mess-1","20","299391","fixed","12000","ySquared","0.57","0.582791188214326","0.2637057006997898","true","false","FixedBudget","616.3803664412935","108800","WidthTooLarge"
"research","banana","mess-1","20","299391","stopped","12000","event","0.045500263896358334","0.04825","0.028092544765705035","true","true","MaxDrawsReached","1544.3340192392034","108800",""
"research","banana","mess-1","20","299391","stopped","12000","x","0.0","-0.015361241929758851","0.08863242632590389","true","true","MaxDrawsReached","3498.716745449824","108800",""
"research","banana","mess-1","20","299391","stopped","12000","xSquared","1.0","1.035833154359738","0.20709310671384973","true","true","MaxDrawsReached","1282.2394605951795","108800",""
"research","banana","mess-1","20","299391","stopped","12000","y","0.0","0.014144240049363987","0.09087299428358783","true","true","MaxDrawsReached","1872.3946382332133","108800",""
"research","banana","mess-1","20","299391","stopped","12000","ySquared","0.57","0.582791188214326","0.2637057006997898","true","false","MaxDrawsReached","616.3803664412935","108800","WidthTooLarge"
"research","banana","mess-1","21","307310","fixed","12000","event","0.045500263896358334","0.04791666666666667","0.03789620528249371","true","false","FixedBudget","843.0887828912013","107715","WidthTooLarge"
