case,seed,draws,method,fit,pilotCalls,fitCalls,productionCalls,reference,mean,ess,accurate,health
balanced,16039603,2000,multi,Fitted,12000,14410,2000,0.4997854698334016,0.5111180029359761,1695.0063351832894,true,ChecksPassed
balanced,16039603,10000,multi,Fitted,12000,14410,10000,0.4997854698334016,0.5040947052952037,8519.129644110102,true,ChecksPassed
balanced,16169966,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.46814050588192224,192.90167176329683,false,ChecksPassed
balanced,16169966,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.49485192825101826,946.2934732919633,true,ChecksPassed
balanced,16169966,2000,multi,Fitted,12000,14840,2000,0.4997854698334016,0.5109972725976415,1717.6112031901944,true,ChecksPassed
balanced,16169966,10000,multi,Fitted,12000,14840,10000,0.4997854698334016,0.5113270981690746,8694.96283813737,true,ChecksPassed
balanced,16300329,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4614913021104868,187.66868772949752,false,ChecksPassed
balanced,16300329,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.47145581893460703,977.28147209588,false,ChecksPassed
balanced,16300329,2000,multi,Fitted,12000,14430,2000,0.4997854698334016,0.47791863700532083,1709.3319503435825,true,ChecksPassed
balanced,16300329,10000,multi,Fitted,12000,14430,10000,0.4997854698334016,0.5016306020559641,8606.661114248256,true,ChecksPassed
balanced,16430692,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.42481613545356345,159.02382247391273,false,ChecksPassed
balanced,16430692,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5035082472212719,908.7635573895761,true,ChecksPassed
balanced,16430692,2000,multi,Fitted,12000,14370,2000,0.4997854698334016,0.4875872571974029,1493.1449125554755,true,ChecksPassed
balanced,16430692,10000,multi,Fitted,12000,14370,10000,0.4997854698334016,0.4993212297085469,7507.307794090801,true,ChecksPassed
balanced,16561055,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5064057988113696,158.24706350935094,true,ChecksPassed
balanced,16561055,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5142083526556798,899.9065939507605,true,ChecksPassed
balanced,16561055,2000,multi,Fitted,12000,14480,2000,0.4997854698334016,0.5190231766820181,1634.458110420567,true,ChecksPassed
balanced,16561055,10000,multi,Fitted,12000,14480,10000,0.4997854698334016,0.5013354018254613,8218.820708990548,true,ChecksPassed
balanced,16691418,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4880662860387886,228.01571836324726,true,ChecksPassed
balanced,16691418,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.49637310229236037,1015.5316634094488,true,ChecksPassed
balanced,16691418,2000,multi,Fitted,12000,14590,2000,0.4997854698334016,0.5058902471981632,1751.1576969475832,true,ChecksPassed
balanced,16691418,10000,multi,Fitted,12000,14590,10000,0.4997854698334016,0.5002515409426549,8638.974700739936,true,ChecksPassed
balanced,16821781,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5424995006433088,173.18041301348637,false,ChecksPassed
balanced,16821781,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4985757377937041,878.2519039111719,true,ChecksPassed
balanced,16821781,2000,multi,Fitted,12000,14280,2000,0.4997854698334016,0.4815816015063527,1608.8735243014908,true,ChecksPassed
balanced,16821781,10000,multi,Fitted,12000,14280,10000,0.4997854698334016,0.48512937100702075,8042.2029921697085,true,ChecksPassed
balanced,16952144,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4844318122160418,190.85901452787732,true,ChecksPassed
balanced,16952144,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4936803443501727,948.8223474915022,true,ChecksPassed
balanced,16952144,2000,multi,Fitted,12000,14410,2000,0.4997854698334016,0.5089274739248223,1644.3776169627306,true,ChecksPassed
balanced,16952144,10000,multi,Fitted,12000,14410,10000,0.4997854698334016,0.5046485325495235,8266.226084011922,true,ChecksPassed
balanced,17082507,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5029427619923462,202.36578746121867,true,ChecksPassed
balanced,17082507,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5071919032753957,1002.4312475532438,true,ChecksPassed
balanced,17082507,2000,multi,Fitted,12000,14660,2000,0.4997854698334016,0.48561980121016746,1747.718373428372,true,ChecksPassed
balanced,17082507,10000,multi,Fitted,12000,14660,10000,0.4997854698334016,0.500277452149642,8725.579119586728,true,ChecksPassed
balanced,17212870,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4745341440546122,200.92754503587275,false,ChecksPassed
balanced,17212870,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.49565815111891254,1015.5063431722118,true,ChecksPassed
balanced,17212870,2000,multi,Fitted,12000,14440,2000,0.4997854698334016,0.49851812514007804,1671.5284729694154,true,ChecksPassed
balanced,17212870,10000,multi,Fitted,12000,14440,10000,0.4997854698334016,0.5143264532148693,8409.133251794772,true,ChecksPassed
balanced,17343233,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5170625015591823,175.10927785223245,true,ChecksPassed
balanced,17343233,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5194441003200108,889.78066287565,true,ChecksPassed
balanced,17343233,2000,multi,Fitted,12000,14460,2000,0.4997854698334016,0.5079087385577844,1418.68159051836,true,ChecksPassed
balanced,17343233,10000,multi,Fitted,12000,14460,10000,0.4997854698334016,0.5029229771569924,7094.454046309978,true,ChecksPassed
balanced,17473596,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4698001280083914,169.6495075075337,false,ChecksPassed
balanced,17473596,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4971136736151163,863.0351692109558,true,ChecksPassed
balanced,17473596,2000,multi,Fitted,12000,14440,2000,0.4997854698334016,0.4818591858832745,1628.7565506147275,true,ChecksPassed
balanced,17473596,10000,multi,Fitted,12000,14440,10000,0.4997854698334016,0.5002932104368641,8115.128990806338,true,ChecksPassed
balanced,17603959,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4738137721326982,205.9369624755412,false,ChecksPassed
balanced,17603959,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.500510691334585,978.6554044107063,true,ChecksPassed
balanced,17603959,2000,multi,Fitted,12000,14410,2000,0.4997854698334016,0.4893088586389087,1743.2857767142375,true,ChecksPassed
balanced,17603959,10000,multi,Fitted,12000,14410,10000,0.4997854698334016,0.5039188670592483,8651.276222309929,true,ChecksPassed
balanced,17734322,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5071699331020073,189.33446917430564,true,ChecksPassed
balanced,17734322,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4901832530255186,977.7347085809736,true,ChecksPassed
balanced,17734322,2000,multi,Fitted,12000,14500,2000,0.4997854698334016,0.48115761136885377,1696.185860638573,true,ChecksPassed
balanced,17734322,10000,multi,Fitted,12000,14500,10000,0.4997854698334016,0.4972621037648644,8568.91417180066,true,ChecksPassed
balanced,17864685,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4378968540428041,181.06511776434473,false,ChecksPassed
balanced,17864685,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4755835144430266,963.9511357941892,true,ChecksPassed
balanced,17864685,2000,multi,Fitted,12000,14490,2000,0.4997854698334016,0.5181222639390753,1739.2392474745686,true,ChecksPassed
balanced,17864685,10000,multi,Fitted,12000,14490,10000,0.4997854698334016,0.5016201763132164,8624.536559035012,true,ChecksPassed
balanced,17995048,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5593305396927993,195.68362027222307,false,ChecksPassed
balanced,17995048,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5244279128632655,953.4736957460839,true,ChecksPassed
balanced,17995048,2000,multi,Fitted,12000,14320,2000,0.4997854698334016,0.49457138832747244,1648.6738725186417,true,ChecksPassed
balanced,17995048,10000,multi,Fitted,12000,14320,10000,0.4997854698334016,0.5000076368951607,8406.499134639667,true,ChecksPassed
balanced,18125411,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5830186105316765,196.2144013177793,false,ChecksPassed
balanced,18125411,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5059142836143383,997.1380505977125,true,ChecksPassed
balanced,18125411,2000,multi,Fitted,12000,14350,2000,0.4997854698334016,0.4859721564534285,1711.0476894800377,true,ChecksPassed
balanced,18125411,10000,multi,Fitted,12000,14350,10000,0.4997854698334016,0.5034808974568503,8563.661426841316,true,ChecksPassed
balanced,18255774,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5061677178684213,201.12243617306848,true,ChecksPassed
balanced,18255774,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4945882386458021,946.7837140493278,true,ChecksPassed
balanced,18255774,2000,multi,Fitted,12000,14530,2000,0.4997854698334016,0.496634367157416,1747.3476767462894,true,ChecksPassed
balanced,18255774,10000,multi,Fitted,12000,14530,10000,0.4997854698334016,0.4993150776480122,8664.227717026855,true,ChecksPassed
balanced,18386137,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.45919902244804806,194.0897742584668,false,ChecksPassed
balanced,18386137,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.487121911431894,973.454206306644,true,ChecksPassed
balanced,18386137,2000,multi,Fitted,12000,14300,2000,0.4997854698334016,0.5186237073488865,1686.3872460435966,true,ChecksPassed
balanced,18386137,10000,multi,Fitted,12000,14300,10000,0.4997854698334016,0.5087496613713588,8492.107056823415,true,ChecksPassed
balanced,18516500,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.47783343096071174,178.52156048611124,true,ChecksPassed
balanced,18516500,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4975061005787416,942.9520836833304,true,ChecksPassed
balanced,18516500,2000,multi,Fitted,12000,14450,2000,0.4997854698334016,0.4928737402125932,1651.376304625444,true,ChecksPassed
balanced,18516500,10000,multi,Fitted,12000,14450,10000,0.4997854698334016,0.5031251628637124,8394.061409940305,true,ChecksPassed
balanced,18646863,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.470389516414703,178.27831575183734,false,ChecksPassed
balanced,18646863,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5027142921409476,908.8480831567913,true,ChecksPassed
balanced,18646863,2000,multi,Fitted,12000,14570,2000,0.4997854698334016,0.5013026205585549,1702.03837189042,true,ChecksPassed
balanced,18646863,10000,multi,Fitted,12000,14570,10000,0.4997854698334016,0.49276371115923334,8463.874293435932,true,ChecksPassed
balanced,18777226,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4568468911312768,181.71089262527937,false,ChecksPassed
balanced,18777226,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5054677885423543,966.9064681011785,true,ChecksPassed
balanced,18777226,2000,multi,Fitted,12000,14500,2000,0.4997854698334016,0.5268736179993908,1682.071793552573,false,ChecksPassed
balanced,18777226,10000,multi,Fitted,12000,14500,10000,0.4997854698334016,0.4959640781988747,8394.591614591092,true,ChecksPassed
balanced,18907589,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4762286889243659,171.05367132041178,true,ChecksPassed
balanced,18907589,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5229176041598788,928.8700652687232,true,ChecksPassed
balanced,18907589,2000,multi,Fitted,12000,14400,2000,0.4997854698334016,0.5132083330369093,1641.4436799988255,true,ChecksPassed
balanced,18907589,10000,multi,Fitted,12000,14400,10000,0.4997854698334016,0.5066921846676903,8160.421872393994,true,ChecksPassed
balanced,19037952,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.49086301426271856,210.9959270476701,true,ChecksPassed
balanced,19037952,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.490577268510297,950.7048004108025,true,ChecksPassed
balanced,19037952,2000,multi,Fitted,12000,14760,2000,0.4997854698334016,0.5168657323208445,1641.7900287921632,true,ChecksPassed
balanced,19037952,10000,multi,Fitted,12000,14760,10000,0.4997854698334016,0.5009756987681082,8173.326406612335,true,ChecksPassed
balanced,19168315,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4600086389370244,209.52530480344493,false,ChecksPassed
balanced,19168315,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4770978383689931,1021.0098453300461,true,ChecksPassed
balanced,19168315,2000,multi,Fitted,12000,14570,2000,0.4997854698334016,0.4972120774323766,1704.9321158909731,true,ChecksPassed
balanced,19168315,10000,multi,Fitted,12000,14570,10000,0.4997854698334016,0.5027719724078642,8607.441824973792,true,ChecksPassed
balanced,19298678,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5020661694132282,194.91165931698444,true,ChecksPassed
balanced,19298678,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5000537154442373,947.922185676537,true,ChecksPassed
balanced,19298678,2000,multi,Fitted,12000,14520,2000,0.4997854698334016,0.48486907223240233,1682.337524426979,true,ChecksPassed
balanced,19298678,10000,multi,Fitted,12000,14520,10000,0.4997854698334016,0.49676970209279925,8398.025766616081,true,ChecksPassed
balanced,19429041,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4767969491056738,212.52254810711707,true,ChecksPassed
balanced,19429041,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.491992711465645,984.3413304709304,true,ChecksPassed
balanced,19429041,2000,multi,Fitted,12000,14420,2000,0.4997854698334016,0.4846135550553979,1716.2254286697066,true,ChecksPassed
balanced,19429041,10000,multi,Fitted,12000,14420,10000,0.4997854698334016,0.4987629687456604,8632.367594893632,true,ChecksPassed
balanced,19559404,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.49967868843612734,208.1224589853321,true,ChecksPassed
balanced,19559404,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5099800423828823,989.8334364294124,true,ChecksPassed
balanced,19559404,2000,multi,Fitted,12000,14450,2000,0.4997854698334016,0.5220309762272578,1682.3032206370553,true,ChecksPassed
balanced,19559404,10000,multi,Fitted,12000,14450,10000,0.4997854698334016,0.5043086227520869,8463.180091897046,true,ChecksPassed
balanced,19689767,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5095724112982901,210.57385323944732,true,ChecksPassed
balanced,19689767,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5132193556410707,945.4194562556688,true,ChecksPassed
balanced,19689767,2000,multi,Fitted,12000,14470,2000,0.4997854698334016,0.48971525301390983,1609.1758127690957,true,ChecksPassed
balanced,19689767,10000,multi,Fitted,12000,14470,10000,0.4997854698334016,0.497136031078301,8061.583131690321,true,ChecksPassed
balanced,19820130,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.47243831686938786,211.44638255120458,false,ChecksPassed
balanced,19820130,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5137470857194123,983.1883484223611,true,ChecksPassed
balanced,19820130,2000,multi,Fitted,12000,14710,2000,0.4997854698334016,0.5092265358854194,1717.3825529561275,true,ChecksPassed
balanced,19820130,10000,multi,Fitted,12000,14710,10000,0.4997854698334016,0.5046827814755465,8576.816631361771,true,ChecksPassed
balanced,19950493,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4388800694930961,193.18362439324258,false,ChecksPassed
balanced,19950493,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.49335912252005576,906.8491921288878,true,ChecksPassed
balanced,19950493,2000,multi,Fitted,12000,14460,2000,0.4997854698334016,0.48816163153481706,1616.70745127436,true,ChecksPassed
balanced,19950493,10000,multi,Fitted,12000,14460,10000,0.4997854698334016,0.49724953333618066,8082.552525299486,true,ChecksPassed
balanced,20080856,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.45449482644258415,185.39646053769945,false,ChecksPassed
balanced,20080856,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5179619304233443,920.9191180466797,true,ChecksPassed
balanced,20080856,2000,multi,Fitted,12000,14610,2000,0.4997854698334016,0.4984475416063405,1682.66179762899,true,ChecksPassed
balanced,20080856,10000,multi,Fitted,12000,14610,10000,0.4997854698334016,0.5125827880122843,8385.163499511618,true,ChecksPassed
balanced,20211219,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4726601015737856,210.99957712376928,false,ChecksPassed
balanced,20211219,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4748811439487163,1045.5271998313565,true,ChecksPassed
balanced,20211219,2000,multi,Fitted,12000,14420,2000,0.4997854698334016,0.5082958850686173,1668.5546415463814,true,ChecksPassed
balanced,20211219,10000,multi,Fitted,12000,14420,10000,0.4997854698334016,0.5061730040555923,8285.638625444446,true,ChecksPassed
balanced,20341582,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4933444383842726,185.30758293148315,true,ChecksPassed
balanced,20341582,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5020869798464571,967.0128386358467,true,ChecksPassed
balanced,20341582,2000,multi,Fitted,12000,14860,2000,0.4997854698334016,0.48733781062227477,1676.4559130578393,true,ChecksPassed
balanced,20341582,10000,multi,Fitted,12000,14860,10000,0.4997854698334016,0.49854928934943027,8465.389537998577,true,ChecksPassed
balanced,20471945,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.49580971780382826,190.66549646542904,true,ChecksPassed
balanced,20471945,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4990661752663134,973.0444474567124,true,ChecksPassed
balanced,20471945,2000,multi,Fitted,12000,14470,2000,0.4997854698334016,0.49290776090885013,1664.1349315717657,true,ChecksPassed
balanced,20471945,10000,multi,Fitted,12000,14470,10000,0.4997854698334016,0.5133153637261416,8374.949900928761,true,ChecksPassed
balanced,20602308,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.495696884259719,193.57268252701857,true,ChecksPassed
balanced,20602308,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4988621739225694,973.7159608166363,true,ChecksPassed
balanced,20602308,2000,multi,Fitted,12000,14280,2000,0.4997854698334016,0.48930275178253935,1649.9705367532956,true,ChecksPassed
balanced,20602308,10000,multi,Fitted,12000,14280,10000,0.4997854698334016,0.49385349912196286,8225.862955727509,true,ChecksPassed
balanced,20732671,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4302262061136027,201.39193109560492,false,ChecksPassed
balanced,20732671,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4874470982419687,982.5500432339961,true,ChecksPassed
balanced,20732671,2000,multi,Fitted,12000,14390,2000,0.4997854698334016,0.502879854869199,1757.0392325846378,true,ChecksPassed
balanced,20732671,10000,multi,Fitted,12000,14390,10000,0.4997854698334016,0.49771145935306177,8745.339604697781,true,ChecksPassed
balanced,20863034,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5550453149513271,180.97912241931346,false,ChecksPassed
balanced,20863034,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5101424028472294,964.7586851724495,true,ChecksPassed
balanced,20863034,2000,multi,Fitted,12000,14350,2000,0.4997854698334016,0.49973923119046454,1736.501885632889,true,ChecksPassed
balanced,20863034,10000,multi,Fitted,12000,14350,10000,0.4997854698334016,0.494766500396909,8678.276259746493,true,ChecksPassed
balanced,20993397,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.4644590004492556,179.2620774633607,false,ChecksPassed
balanced,20993397,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5028029590676099,966.4440966993875,true,ChecksPassed
balanced,20993397,2000,multi,Fitted,12000,14660,2000,0.4997854698334016,0.5144967801557584,1659.4762272371515,true,ChecksPassed
balanced,20993397,10000,multi,Fitted,12000,14660,10000,0.4997854698334016,0.4991776664581927,8329.849105016498,true,ChecksPassed
balanced,21123760,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5282507960776093,185.49261547047448,false,ChecksPassed
balanced,21123760,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5150192292763928,972.3316629320394,true,ChecksPassed
balanced,21123760,2000,multi,Fitted,12000,14550,2000,0.4997854698334016,0.512601145640387,1671.888267597486,true,ChecksPassed
balanced,21123760,10000,multi,Fitted,12000,14550,10000,0.4997854698334016,0.5026494530353641,8352.722213242407,true,ChecksPassed
balanced,21254123,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5221058486425948,194.4740365408684,true,ChecksPassed
balanced,21254123,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5368590253664064,936.9863304059365,false,ChecksPassed
balanced,21254123,2000,multi,Fitted,12000,14570,2000,0.4997854698334016,0.53025737502476,1698.2840312211422,false,ChecksPassed
balanced,21254123,10000,multi,Fitted,12000,14570,10000,0.4997854698334016,0.5091867240124619,8540.179234706744,true,ChecksPassed
balanced,21384486,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5086164167805504,184.7890490928932,true,ChecksPassed
balanced,21384486,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.4910278725862132,860.2041404973698,true,ChecksPassed
balanced,21384486,2000,multi,Fitted,12000,14230,2000,0.4997854698334016,0.5189073831360843,1468.3900397663963,true,ChecksPassed
balanced,21384486,10000,multi,Fitted,12000,14230,10000,0.4997854698334016,0.5010107598790251,7323.645885878284,true,ChecksPassed
balanced,21514849,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.48834845182693215,184.69894474795274,true,ChecksPassed
balanced,21514849,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.49717835382329295,950.6886233640151,true,ChecksPassed
balanced,21514849,2000,multi,Fitted,12000,14520,2000,0.4997854698334016,0.4879031995273703,1605.7717530383848,true,ChecksPassed
balanced,21514849,10000,multi,Fitted,12000,14520,10000,0.4997854698334016,0.48938747657233994,8012.695744997444,true,ChecksPassed
balanced,21645212,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5015769944731352,187.8438619775649,true,ChecksPassed
balanced,21645212,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5022446271769445,966.0701885107324,true,ChecksPassed
balanced,21645212,2000,multi,Fitted,12000,14400,2000,0.4997854698334016,0.5146700664413659,1671.5591975794932,true,ChecksPassed
balanced,21645212,10000,multi,Fitted,12000,14400,10000,0.4997854698334016,0.5056583861161786,8401.56335758119,true,ChecksPassed
balanced,21775575,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5223152490185888,179.26936142300943,true,ChecksPassed
balanced,21775575,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5216232469261565,939.2242025917714,true,ChecksPassed
balanced,21775575,2000,multi,Fitted,12000,14490,2000,0.4997854698334016,0.4939362056364609,1580.8368265158415,true,ChecksPassed
balanced,21775575,10000,multi,Fitted,12000,14490,10000,0.4997854698334016,0.49666136395088084,7897.673244602628,true,ChecksPassed
balanced,21905938,2000,single,Fitted,12000,0,2000,0.4997854698334016,0.5041120802895889,192.44860363373095,true,ChecksPassed
balanced,21905938,10000,single,Fitted,12000,0,10000,0.4997854698334016,0.5242527712356794,967.2414616182349,true,ChecksPassed
balanced,21905938,2000,multi,Fitted,12000,14590,2000,0.4997854698334016,0.4826628798830692,1659.7700302830178,true,ChecksPassed
balanced,21905938,10000,multi,Fitted,12000,14590,10000,0.4997854698334016,0.5027758116348461,8340.899874509887,true,ChecksPassed
unbalanced,9000001,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.12356078413757197,211.6335439034183,true,ChecksPassed
unbalanced,9000001,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09883360384733815,1115.0224373675837,true,ChecksPassed
unbalanced,9000001,2000,multi,Fitted,12000,11384,2000,0.09995709396668033,0.08914840752079191,1718.1077541451007,true,ChecksPassed
unbalanced,9000001,10000,multi,Fitted,12000,11384,10000,0.09995709396668033,0.09521993064085335,8620.358539897217,true,ChecksPassed
unbalanced,9130364,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10441424984864524,177.7196129577778,true,ChecksPassed
unbalanced,9130364,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10157966332891002,901.466223607383,true,ChecksPassed
unbalanced,9130364,2000,multi,Fitted,12000,14180,2000,0.09995709396668033,0.10247561865749032,1594.3589486343014,true,ChecksPassed
unbalanced,9130364,10000,multi,Fitted,12000,14180,10000,0.09995709396668033,0.09795509382067788,8142.934675609329,true,ChecksPassed
unbalanced,9260727,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.05767475364033511,238.4722932534787,false,ChecksPassed
unbalanced,9260727,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.0974940126523439,1191.293102002046,true,ChecksPassed
unbalanced,9260727,2000,multi,Fitted,12000,11376,2000,0.09995709396668033,0.08245153887072271,1726.5139725568847,true,Danger
unbalanced,9260727,10000,multi,Fitted,12000,11376,10000,0.09995709396668033,0.09726689136435934,8662.27529780707,true,ChecksPassed
unbalanced,9391090,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.043853909905919586,242.75220209258217,false,ChecksPassed
unbalanced,9391090,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08898647401082853,1179.7567276733091,true,ChecksPassed
unbalanced,9391090,2000,multi,Fitted,12000,11624,2000,0.09995709396668033,0.08819947559239753,1708.478220473031,true,Danger
unbalanced,9391090,10000,multi,Fitted,12000,11624,10000,0.09995709396668033,0.09539130727801362,8529.224145872204,true,ChecksPassed
unbalanced,9521453,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.09077366055032607,213.23615977337064,true,ChecksPassed
unbalanced,9521453,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10070718978386796,1069.8902295219016,true,ChecksPassed
unbalanced,9521453,2000,multi,Fitted,12000,14330,2000,0.09995709396668033,0.10069700592646838,1710.3681809974591,true,ChecksPassed
unbalanced,9521453,10000,multi,Fitted,12000,14330,10000,0.09995709396668033,0.0991882180253078,8577.656497321585,true,ChecksPassed
unbalanced,9651816,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.11484330085932405,195.21665786539523,true,ChecksPassed
unbalanced,9651816,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09502222988089584,989.3626140711308,true,ChecksPassed
unbalanced,9651816,2000,multi,Fitted,12000,11584,2000,0.09995709396668033,0.11155916274324569,1713.1299220939593,true,ChecksPassed
unbalanced,9651816,10000,multi,Fitted,12000,11584,10000,0.09995709396668033,0.10304061769317521,8530.985157042513,true,ChecksPassed
unbalanced,9782179,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.07537755754187934,225.0611063583608,true,ChecksPassed
unbalanced,9782179,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.09148455869804406,1110.527294360673,true,ChecksPassed
unbalanced,9782179,2000,multi,Fitted,12000,11616,2000,0.09995709396668033,0.0912474225508848,1659.3819578463701,true,Danger
unbalanced,9782179,10000,multi,Fitted,12000,11616,10000,0.09995709396668033,0.10397273346932048,8395.342435692048,true,ChecksPassed
unbalanced,9912542,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.10284926400506482,211.88770832769916,true,ChecksPassed
unbalanced,9912542,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.10463939941860811,1110.7435718502584,true,ChecksPassed
unbalanced,9912542,2000,multi,Fitted,12000,11360,2000,0.09995709396668033,0.09213318816723479,1721.900242458438,true,ChecksPassed
unbalanced,9912542,10000,multi,Fitted,12000,11360,10000,0.09995709396668033,0.09831154731623754,8596.87721486457,true,ChecksPassed
unbalanced,10042905,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.0766517157664211,170.385775529701,true,ChecksPassed
unbalanced,10042905,10000,single,Fitted,12000,0,10000,0.09995709396668033,0.08679278272207243,848.8523746698669,true,ChecksPassed
unbalanced,10042905,2000,multi,Fitted,12000,14510,2000,0.09995709396668033,0.0984244460344287,1543.7508187142755,true,ChecksPassed
unbalanced,10042905,10000,multi,Fitted,12000,14510,10000,0.09995709396668033,0.09965998549909863,7725.946625400486,true,ChecksPassed
unbalanced,10173268,2000,single,Fitted,12000,0,2000,0.09995709396668033,0.13839868676144684,225.41980199145138,false,ChecksPassed
