case,seed,method,status,truth,estimate,mcse,eventEss,hits,pilotCalls,productionCalls,densityCalls,seconds
tail5,90007,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0035762
tail5,90008,supplied,Completed,2.866515718791939E-7,2.890307762856508E-7,7.323271152306747E-9,1347.8603597439994,4461,0,10000,20000,0.0053687
tail5,90008,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0038822
tail5,90008,ce,Fitted,2.866515718791939E-7,2.8470646549464617E-7,6.4498448308872765E-9,1546.8256771725416,4111,2500,7500,20000,0.0060297
tail5,90009,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036984
tail5,90009,ce,Fitted,2.866515718791939E-7,2.8995842163684297E-7,6.529753769088583E-9,1561.5263717336131,4152,2500,7500,20000,0.0063006
tail5,90009,supplied,Completed,2.866515718791939E-7,2.8778742327627073E-7,7.2090475085116096E-9,1374.6933235316246,4539,0,10000,20000,0.0060847
tail5,90010,ce,Fitted,2.866515718791939E-7,2.863484092285292E-7,6.362079554822956E-9,1616.615286573149,4517,2000,8000,20000,0.005724
tail5,90010,supplied,Completed,2.866515718791939E-7,2.927832893637588E-7,7.405167610213918E-9,1352.0140172119436,4524,0,10000,20000,0.0056772
tail5,90010,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0037618
tail5,90011,supplied,Completed,2.866515718791939E-7,2.7612739045586364E-7,7.019501478772101E-9,1340.1682462125907,4494,0,10000,20000,0.0053624
tail5,90011,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0038232
tail5,90011,ce,Fitted,2.866515718791939E-7,2.8234120175968055E-7,6.520052188960068E-9,1500.284651698551,4173,2500,7500,20000,0.0080778
tail5,90012,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0039418
tail5,90012,ce,Fitted,2.866515718791939E-7,2.7884246316943043E-7,6.44647769589544E-9,1497.596137833877,4110,2500,7500,20000,0.0060044
tail5,90012,supplied,Completed,2.866515718791939E-7,2.8690785332464535E-7,7.2647852330876325E-9,1349.3684693049881,4473,0,10000,20000,0.0057083
tail5,90013,ce,Fitted,2.866515718791939E-7,2.8607869205005906E-7,6.463181500761302E-9,1553.571276021418,4078,2500,7500,20000,0.0055457
tail5,90013,supplied,Completed,2.866515718791939E-7,2.8370822042757423E-7,7.247545405674704E-9,1328.8662360820754,4528,0,10000,20000,0.0054753
tail5,90013,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036846
tail5,90014,supplied,Completed,2.866515718791939E-7,2.775498846593915E-7,7.1130666774015525E-9,1321.4716776820812,4479,0,10000,20000,0.0053411
tail5,90014,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036733
tail5,90014,ce,Fitted,2.866515718791939E-7,2.8716500698657923E-7,6.298204145221032E-9,1650.2522794863767,4521,2000,8000,20000,0.0058796
tail5,90015,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0037985
tail5,90015,ce,Fitted,2.866515718791939E-7,2.8864621420481125E-7,6.321878943570883E-9,1653.9040728007303,4348,2000,8000,20000,0.0055868
tail5,90015,supplied,Completed,2.866515718791939E-7,2.873481446153727E-7,7.238991054324402E-9,1361.2964638448552,4465,0,10000,20000,0.0056329
tail5,90016,ce,Fitted,2.866515718791939E-7,2.8550200509027135E-7,6.354300410852906E-9,1612.1393422654867,4445,2000,8000,20000,0.0058936
tail5,90016,supplied,Completed,2.866515718791939E-7,2.8144971502665633E-7,7.202160479272176E-9,1324.9287400016356,4427,0,10000,20000,0.0056453
tail5,90016,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.003599
tail5,90017,supplied,Completed,2.866515718791939E-7,2.8623142967784567E-7,7.236547766694385E-9,1352.9538472885567,4483,0,10000,20000,0.0054484
tail5,90017,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0040188
tail5,90017,ce,Fitted,2.866515718791939E-7,2.8846668751768016E-7,6.501716954746565E-9,1559.4132091659976,4137,2500,7500,20000,0.0073539
tail5,90018,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036297
tail5,90018,ce,Fitted,2.866515718791939E-7,2.851802809925775E-7,6.4707812234566595E-9,1542.9544893668483,4124,2500,7500,20000,0.005773
tail5,90018,supplied,Completed,2.866515718791939E-7,2.9726806775445435E-7,7.458994537126193E-9,1370.7341228906644,4455,0,10000,20000,0.0053945
tail5,90019,ce,Fitted,2.866515718791939E-7,2.916486770480073E-7,6.6003017650583695E-9,1549.361194032507,4091,2500,7500,20000,0.0056382
tail5,90019,supplied,Completed,2.866515718791939E-7,2.8299575896398104E-7,7.1584179861707945E-9,1351.7527885335287,4529,0,10000,20000,0.0055752
tail5,90019,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036478
tail5,90020,supplied,Completed,2.866515718791939E-7,2.743626875047215E-7,7.119751336011377E-9,1293.0878714391536,4545,0,10000,20000,0.0053514
tail5,90020,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036999
tail5,90020,ce,Fitted,2.866515718791939E-7,2.735702391855193E-7,6.373230449608428E-9,1479.315947667709,4116,2500,7500,20000,0.0057754
tail5,90021,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.003577
tail5,90021,ce,Fitted,2.866515718791939E-7,2.8293951535576533E-7,6.450813965178391E-9,1531.2278589243028,4163,2500,7500,20000,0.0055001
tail5,90021,supplied,Completed,2.866515718791939E-7,2.936957218816832E-7,7.398274202902522E-9,1361.4959844266332,4493,0,10000,20000,0.0056347
tail5,90022,ce,Fitted,2.866515718791939E-7,2.9754042871624383E-7,6.5076556376400445E-9,1634.969817172787,4190,2500,7500,20000,0.0054285
tail5,90022,supplied,Completed,2.866515718791939E-7,2.993074311853779E-7,7.452278205928533E-9,1389.1422675906604,4551,0,10000,20000,0.0053582
tail5,90022,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0035722
tail5,90023,supplied,Completed,2.866515718791939E-7,2.9354631008800443E-7,7.3406709707599995E-9,1378.7770414375775,4445,0,10000,20000,0.0054
tail5,90023,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036306
tail5,90023,ce,Fitted,2.866515718791939E-7,2.8601793559204404E-7,6.337846364074183E-9,1623.4925366095283,4430,2000,8000,20000,0.0081489
tail5,90024,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0040512
tail5,90024,ce,Fitted,2.866515718791939E-7,2.8792221329566456E-7,6.578954845540488E-9,1525.8428918633692,4049,2500,7500,20000,0.0057438
tail5,90024,supplied,Completed,2.866515718791939E-7,2.8068657743617086E-7,7.117924138746146E-9,1345.8708408534221,4455,0,10000,20000,0.0057018
tail5,90025,ce,Fitted,2.866515718791939E-7,2.8809360638399374E-7,6.500914668160027E-9,1556.5229993230937,4133,2500,7500,20000,0.0062245
tail5,90025,supplied,Completed,2.866515718791939E-7,3.0220140045929524E-7,7.518208829571338E-9,1391.0915065322656,4498,0,10000,20000,0.0062315
tail5,90025,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0038376
tail5,90026,supplied,Completed,2.866515718791939E-7,2.8485689951958346E-7,7.2777976630177846E-9,1328.5786060739852,4494,0,10000,20000,0.0055718
tail5,90026,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036241
tail5,90026,ce,Fitted,2.866515718791939E-7,2.8876175473682386E-7,6.463557683094338E-9,1576.5491715062421,4201,2500,7500,20000,0.0056956
tail5,90027,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0036498
tail5,90027,ce,Fitted,2.866515718791939E-7,2.9231642375282113E-7,6.5725925018387145E-9,1565.387988891732,4185,2500,7500,20000,0.0057821
tail5,90027,supplied,Completed,2.866515718791939E-7,2.969779870143252E-7,7.429994420507141E-9,1377.6547208610273,4503,0,10000,20000,0.0050803
tail5,90028,ce,Fitted,2.866515718791939E-7,2.7837961577976986E-7,6.378095325500584E-9,1519.2943572685763,4117,2500,7500,20000,0.0053537
tail5,90028,supplied,Completed,2.866515718791939E-7,2.7756793967573626E-7,7.134763084287853E-9,1314.6502640142653,4475,0,10000,20000,0.0055136
tail5,90028,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0035562
tail5,90029,supplied,Completed,2.866515718791939E-7,2.940389546292046E-7,7.42884450663601E-9,1354.55862383088,4533,0,10000,20000,0.0051638
tail5,90029,prior,Completed,2.866515718791939E-7,0.0,NaN,0.0,0,0,10000,20000,0.0035892
tail5,90029,ce,Fitted,2.866515718791939E-7,2.817539902577155E-7,6.388044149481971E-9,1544.8708076400746,4130,2500,7500,20000,0.0076159
two_tail4,90000,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,1.0000000000000026E-4,1.0,1,0,10000,20000,0.0042046
two_tail4,90000,ce,Fitted,6.334248366623984E-5,6.820269469312113E-5,3.1641201970046606E-6,441.8576479543366,3615,1000,9000,20000,0.0056097
two_tail4,90000,supplied,Completed,6.334248366623984E-5,6.044792408336296E-5,1.3939758406431461E-6,1582.9145020314133,4530,0,10000,20000,0.0221093
two_tail4,90001,ce,Fitted,6.334248366623984E-5,6.056378607032156E-5,2.9333966515260434E-6,407.03632964582675,3571,1000,9000,20000,0.0140809
two_tail4,90001,supplied,Completed,6.334248366623984E-5,6.291212665115598E-5,1.4410011162062772E-6,1601.0612406951411,4453,0,10000,20000,0.01737
two_tail4,90001,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,9.999999999999973E-5,1.0,1,0,10000,20000,0.0062622
two_tail4,90002,supplied,Completed,6.334248366623984E-5,6.302997380898181E-5,1.4283309032163046E-6,1630.056148495858,4577,0,10000,20000,0.0066097
two_tail4,90002,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0038081
two_tail4,90002,ce,Fitted,6.334248366623984E-5,6.323931883147489E-5,2.9364738932401565E-6,441.10842379653053,3587,1000,9000,20000,0.0060888
two_tail4,90003,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0037312
two_tail4,90003,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.806E-4
two_tail4,90003,supplied,Completed,6.334248366623984E-5,6.207527424305882E-5,1.4234023108509013E-6,1598.0967507650116,4474,0,10000,20000,0.0061883
two_tail4,90004,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,7.298E-4
two_tail4,90004,supplied,Completed,6.334248366623984E-5,6.625443460266782E-5,1.4603475752790522E-6,1707.1271676690872,4606,0,10000,20000,0.0059052
two_tail4,90004,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0036133
two_tail4,90005,supplied,Completed,6.334248366623984E-5,6.448740851328777E-5,1.441381662888865E-6,1667.963233614992,4515,0,10000,20000,0.0064926
two_tail4,90005,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0040275
two_tail4,90005,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,9.239E-4
two_tail4,90006,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,9.999999999999973E-5,1.0,1,0,10000,20000,0.0053067
two_tail4,90006,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,9.693E-4
two_tail4,90006,supplied,Completed,6.334248366623984E-5,6.35941281127821E-5,1.4459472678577128E-6,1620.942868757645,4485,0,10000,20000,0.0062055
two_tail4,90007,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,9.768E-4
two_tail4,90007,supplied,Completed,6.334248366623984E-5,6.236792472203044E-5,1.4196908668232568E-6,1617.836311828386,4495,0,10000,20000,0.0063249
two_tail4,90007,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,9.999999999999991E-5,1.0,1,0,10000,20000,0.004214
two_tail4,90008,supplied,Completed,6.334248366623984E-5,6.320978087889697E-5,1.426517801494475E-6,1641.326468844873,4509,0,10000,20000,0.0065056
two_tail4,90008,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,9.999999999999991E-5,1.0,1,0,10000,20000,0.0054155
two_tail4,90008,ce,Fitted,6.334248366623984E-5,6.735914364928873E-5,3.2394328002257333E-6,412.59400026280247,3549,1000,9000,20000,0.0075574
two_tail4,90009,prior,Completed,6.334248366623984E-5,1.9999999999999985E-4,1.414142842854999E-4,2.0,2,0,10000,20000,0.0045389
two_tail4,90009,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,9.608E-4
two_tail4,90009,supplied,Completed,6.334248366623984E-5,6.331940364511151E-5,1.4404020429298552E-6,1619.6205839639695,4434,0,10000,20000,0.0063572
two_tail4,90010,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,9.706E-4
two_tail4,90010,supplied,Completed,6.334248366623984E-5,6.414475546705388E-5,1.4469315075986288E-6,1642.6289615150265,4462,0,10000,20000,0.0071662
two_tail4,90010,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0039447
two_tail4,90011,supplied,Completed,6.334248366623984E-5,6.469126399719559E-5,1.4462195639648713E-6,1667.422324176462,4537,0,10000,20000,0.0059074
two_tail4,90011,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0036315
two_tail4,90011,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,7.312E-4
two_tail4,90012,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.003666
two_tail4,90012,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.466E-4
two_tail4,90012,supplied,Completed,6.334248366623984E-5,6.41140925464053E-5,1.4489750894771974E-6,1637.4477064599087,4536,0,10000,20000,0.0057764
two_tail4,90013,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.04E-4
two_tail4,90013,supplied,Completed,6.334248366623984E-5,6.451100096224101E-5,1.4552495604743832E-6,1642.5222715330706,4478,0,10000,20000,0.0056378
two_tail4,90013,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.004416
two_tail4,90014,supplied,Completed,6.334248366623984E-5,6.629813249401551E-5,1.480614620405814E-6,1670.2898579995365,4570,0,10000,20000,0.0058472
two_tail4,90014,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0035658
two_tail4,90014,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.025E-4
two_tail4,90015,prior,Completed,6.334248366623984E-5,1.9999999999999985E-4,1.414142842854989E-4,2.0,2,0,10000,20000,0.0034655
two_tail4,90015,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,5.439E-4
two_tail4,90015,supplied,Completed,6.334248366623984E-5,6.343353131777951E-5,1.4341095588546248E-6,1636.4640738079145,4473,0,10000,20000,0.0057307
two_tail4,90016,ce,Fitted,6.334248366623984E-5,5.980875863121367E-5,2.9166413274143086E-6,401.7707315597654,3564,1000,9000,20000,0.0052205
two_tail4,90016,supplied,Completed,6.334248366623984E-5,6.429170662469726E-5,1.45699743335983E-6,1629.917131490977,4504,0,10000,20000,0.0056175
two_tail4,90016,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0037074
two_tail4,90017,supplied,Completed,6.334248366623984E-5,6.208150904128573E-5,1.40001892074579E-6,1643.357258220314,4516,0,10000,20000,0.0056423
two_tail4,90017,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0036238
two_tail4,90017,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.627E-4
two_tail4,90018,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,1.0000000000000026E-4,1.0,1,0,10000,20000,0.0037603
two_tail4,90018,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,5.962E-4
two_tail4,90018,supplied,Completed,6.334248366623984E-5,6.173468590157432E-5,1.4065928509376802E-6,1615.298257085381,4475,0,10000,20000,0.0056503
two_tail4,90019,ce,Fitted,6.334248366623984E-5,6.412108907062345E-5,3.067963419739691E-6,416.6432384393668,3507,1000,9000,20000,0.0052238
two_tail4,90019,supplied,Completed,6.334248366623984E-5,6.270644035553726E-5,1.4109404554827396E-6,1649.5333527936928,4490,0,10000,20000,0.0055957
two_tail4,90019,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0035838
two_tail4,90020,supplied,Completed,6.334248366623984E-5,6.37702596936135E-5,1.4309810994770139E-6,1657.0373795636467,4517,0,10000,20000,0.0055867
two_tail4,90020,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0041787
two_tail4,90020,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.187E-4
two_tail4,90021,prior,Completed,6.334248366623984E-5,2.9999999999999954E-4,1.7318775765030306E-4,3.0,3,0,10000,20000,0.0035134
two_tail4,90021,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.132E-4
two_tail4,90021,supplied,Completed,6.334248366623984E-5,6.4475673899445E-5,1.4434075671707195E-6,1663.5581340985207,4494,0,10000,20000,0.0056652
two_tail4,90022,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,5.292E-4
two_tail4,90022,supplied,Completed,6.334248366623984E-5,6.302686150073824E-5,1.4245329675276047E-6,1637.1992440926454,4493,0,10000,20000,0.0057219
two_tail4,90022,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0034956
two_tail4,90023,supplied,Completed,6.334248366623984E-5,6.429711952412906E-5,1.4475138430382654E-6,1648.0452989665841,4473,0,10000,20000,0.0056388
two_tail4,90023,prior,Completed,6.334248366623984E-5,3.9999999999999975E-4,1.9996999474891216E-4,4.0,4,0,10000,20000,0.0034929
two_tail4,90023,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,5.602E-4
two_tail4,90024,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0042595
two_tail4,90024,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.39E-4
two_tail4,90024,supplied,Completed,6.334248366623984E-5,6.761480434579641E-5,1.4911828820971369E-6,1705.51202440882,4603,0,10000,20000,0.0059005
two_tail4,90025,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.711E-4
two_tail4,90025,supplied,Completed,6.334248366623984E-5,6.455895487505523E-5,1.4661282622863791E-6,1624.1977289123079,4473,0,10000,20000,0.0056571
two_tail4,90025,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0035456
two_tail4,90026,supplied,Completed,6.334248366623984E-5,6.436805938274861E-5,1.4674948172057185E-6,1613.633648394157,4477,0,10000,20000,0.0056205
two_tail4,90026,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,9.999999999999973E-5,1.0,1,0,10000,20000,0.0036607
two_tail4,90026,ce,Fitted,6.334248366623984E-5,6.68210828104185E-5,3.1576027947338946E-6,426.6467941951991,3596,1000,9000,20000,0.0052543
two_tail4,90027,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0035158
two_tail4,90027,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.064E-4
two_tail4,90027,supplied,Completed,6.334248366623984E-5,6.511964956262016E-5,1.4722335710196736E-6,1636.4563818009422,4500,0,10000,20000,0.0057815
two_tail4,90028,ce,Fitted,6.334248366623984E-5,6.134113457027676E-5,3.137069549174358E-6,366.80286626089793,3491,1000,9000,20000,0.0059789
two_tail4,90028,supplied,Completed,6.334248366623984E-5,6.384508245153949E-5,1.4395091379921584E-6,1643.892778707402,4441,0,10000,20000,0.0058051
two_tail4,90028,prior,Completed,6.334248366623984E-5,9.999999999999991E-5,1.0000000000000026E-4,1.0,1,0,10000,20000,0.0033901
two_tail4,90029,supplied,Completed,6.334248366623984E-5,6.239152552196968E-5,1.442281525464022E-6,1576.4790997982454,4434,0,10000,20000,0.0059922
two_tail4,90029,prior,Completed,6.334248366623984E-5,0.0,NaN,0.0,0,0,10000,20000,0.0035332
two_tail4,90029,ce,InsufficientElite,6.334248366623984E-5,NaN,NaN,0,0,1000,0,2000,6.171E-4
