"invocation","pair","position","variant","revision","runtimeHash","vectorPerformance","fixture","method","workers","round","seed","draws","warmUp","status","wallSeconds","constructionSeconds","samplingSeconds","diagnosticsSeconds","cpuSeconds","gcSeconds","evaluations","alignedDraws","minMeanEss","minBulkEss","minTailEss","maxRHat","maxMeanError","warningCoordinates","fingerprint","error"
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","2","1","427932","4000","500","Complete","0.3089581","5.21E-5","0.1398729","0.1690331","0.796875","0.004","243643","4000","728.9168563232058","707.6422054588379","37.327199337196575","1.394679319897266","0.014786962883091226","32","6556bc9a5258d4cf10554a8f1be0f66bc02b8dd465a89ab0179fc4a9bce27863",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","2","2","435851","4000","500","Complete","0.3169703","2.44E-5","0.1568566","0.1600893","0.625","0.004","252525","4000","851.515000276373","802.0414367077282","72.65826721585422","1.3443798021720257","0.05441559245735261","32","241b3dbb9e14d1912d29f4167a0d49b5aac92799d098cc4aea7fd189aea591d5",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","2","3","443770","4000","500","Complete","0.3070819","3.82E-5","0.1445077","0.162536","0.625","0.004","252476","4000","579.6107666912351","519.1606176358861","80.32525737492834","1.1037679615355824","0.05661873010414342","32","e379cb80ecf5804cc22ddf166b2fd12dfc52cf394467b1b6e6cab088cb4ce1a7",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","2","4","451689","4000","500","Complete","0.3134192","2.37E-5","0.1489748","0.1644207","0.625","0.005","276146","4000","745.841296773472","687.9271641953604","73.67496547194912","1.1447391912214941","0.06804485983194875","32","d07f89bf5cc41c4bd92db0f6611a71a2eba9eae89a88327e3e8eeccefa31029b",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","-2","404175","4000","500","Complete","0.2297508","3.48E-5","0.1405879","0.0891281","0.96875","0.004","265461","4000","645.117038188815","619.6601510130125","111.82974658890811","1.4709232708798055","0.0221888479832677","32","34ba7e81aae421fabb6d7abc8b37fed811e4c6a3b11b225e03c34135c20e5fab",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","-1","412094","4000","500","Complete","0.2335789","3.27E-5","0.1355071","0.0980391","1.1875","0.005","260316","4000","564.5119782236644","553.9746471274595","68.93212740164371","1.6458772028336794","0.06977010736276656","32","0dd72e443f3b53513a682dd3fda3078d30eb3ca1e5546f164ad2b8797a0cc49f",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","0","420013","4000","500","Complete","0.2299854","3.18E-5","0.1388436","0.09111","0.796875","0.003","271170","4000","550.788691510793","462.92862585511017","31.898583590051008","1.6153232296497368","0.02539427674995709","32","4e32fd58fd10390b4e797c6902eed30b34036ec3e48184af25c550e5ecd201e4",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","1","427932","4000","500","Complete","0.2333118","3.61E-5","0.1342166","0.0990591","0.890625","0.006","243643","4000","728.9168563232058","707.6422054588379","37.327199337196575","1.394679319897266","0.014786962883091226","32","6556bc9a5258d4cf10554a8f1be0f66bc02b8dd465a89ab0179fc4a9bce27863",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","2","435851","4000","500","Complete","0.229995","5.7E-5","0.1330888","0.0968492","0.875","0.005","252525","4000","851.515000276373","802.0414367077282","72.65826721585422","1.3443798021720257","0.05441559245735261","32","241b3dbb9e14d1912d29f4167a0d49b5aac92799d098cc4aea7fd189aea591d5",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","3","443770","4000","500","Complete","0.2227108","4.5E-5","0.1351241","0.0875417","0.875","0.004","252476","4000","579.6107666912351","519.1606176358861","80.32525737492834","1.1037679615355824","0.05661873010414342","32","e379cb80ecf5804cc22ddf166b2fd12dfc52cf394467b1b6e6cab088cb4ce1a7",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","GPSS","4","4","451689","4000","500","Complete","0.2349161","2.24E-5","0.1429346","0.0919591","0.859375","0.005","276146","4000","745.841296773472","687.9271641953604","73.67496547194912","1.1447391912214941","0.06804485983194875","32","d07f89bf5cc41c4bd92db0f6611a71a2eba9eae89a88327e3e8eeccefa31029b",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","-2","404175","4000","500","Complete","1.5986771","2.14E-5","1.2802402","0.3184155","1.609375","0.021","3282856","4000","23.797668269094697","23.991783455481954","49.25430937145106","1.1516283632440742","0.3728865535403717","32","a76e28f6e88c6be3891bdc833beb8d8d0a1740b95f0935a4806e8ab65d3c899c",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","-1","412094","4000","500","Complete","1.6611176","3.77E-5","1.3464293","0.3146506","2.015625","0.021","3230583","4000","31.726513907349148","31.532168002260388","97.16989966673968","1.0798839490509835","0.08306741567350584","32","f9ed8df14134bddcfbb2d40aa6e479cfbaad40e1882750767724d2bc52df3b34",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","0","420013","4000","500","Complete","1.5710566","2.48E-5","1.2644702","0.3065616","1.5625","0.02","3251733","4000","36.23737925347603","37.074760300245536","94.41153342442881","1.094481746270784","0.006936160462634622","32","70f5117f96cd02d2870b347963ec61f489004b4e752f979286b6bbb78357a72b",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","1","427932","4000","500","Complete","1.5737529","1.97E-5","1.2649987","0.3087345","1.703125","0.02","3236479","4000","31.801672449893193","32.058114379350506","84.74388663935426","1.0852433257313874","0.03363458703623934","32","9361e774d845e114d77fdb68cfdc974ca4f240b9ee801485b53bd51fdc75e4ee",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","2","435851","4000","500","Complete","1.5675782","2.26E-5","1.2487482","0.3188074","1.578125","0.02","3213584","4000","18.827593772089372","19.418977153927276","144.36214774069362","1.1856715933721973","0.22462708158086309","32","be8072aea54a06faab2c2090774614aa1ad4df6564d26d325be8e1037fc3c851",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","3","443770","4000","500","Complete","1.6036519","2.09E-5","1.2787469","0.3248841","1.984375","0.023","3292746","4000","8.551688513959126","8.66542172384507","23.37880092498311","1.3883316083476982","0.08359316129464744","32","3ae74ba297dfc21cabfcf0707b44b409c98d3bd3f9dfc2b6af98aa1fde2b375a",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","1","4","451689","4000","500","Complete","1.559922","2.16E-5","1.2404794","0.319421","1.890625","0.021","3210555","4000","32.00943946980557","33.91863557210035","93.00550074538009","1.0837128123690845","0.1407722816405288","32","6de2fd21c7960b9d9708ca419e8aba6e1a90d027a2db52b77e66a4a749ca160e",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","2","-2","404175","4000","500","Complete","1.0598093","2.03E-5","0.8953985","0.1643905","2.40625","0.022","3282856","4000","23.797668269094697","23.991783455481954","49.25430937145106","1.1516283632440742","0.3728865535403717","32","a76e28f6e88c6be3891bdc833beb8d8d0a1740b95f0935a4806e8ab65d3c899c",""
"0","0","0","baseline","a144eb1a4a89d4ac0912b187b851d7845716c7d8","f56ea4902f385955a8d2438bb306087ba3274848dddfdc36602d269392ab08c1","vectorPerformance","correlated32","Quantile","2","-1","412094","4000","500","Complete","1.0593192","2.17E-5","0.879997","0.1793005","2.109375","0.021","3230583","4000","31.726513907349148","31.532168002260388","97.16989966673968","1.0798839490509835","0.08306741567350584","32","f9ed8df14134bddcfbb2d40aa6e479cfbaad40e1882750767724d2bc52df3b34",""
