fixture,seed,parameterBudget,components,parameters,method,status,train,heldout,meanLogScore,scoreMCSE,regionProbability,referenceRegion,fitMillis,scoreMillis,sampleMillis,angularEvaluations
gaussian-local,3,27,4,23,gmm-wrapped-em,Fitted,800,3000,-1.0761117731542655,0.01883731698268019,0.18466666666666667,0.15433333333333332,34.8842,3.5142,0.5414,0
gaussian-local,3,27,4,23,gmm-chart-em,Fitted,800,3000,-1.076111773154266,0.01883731698268019,0.18466666666666667,0.15433333333333332,32.6806,2.1139,0.5473,0
gaussian-local,3,27,4,27,gvm-em,IterationLimit,800,3000,-1.0847873929407275,0.019431122864927406,0.17133333333333334,0.15433333333333332,456.4609,1.5259,0.6063,26356
gaussian-local,4,6,1,6,gvm-em,Converged,800,3000,-1.0932825395745593,0.020338478832480043,0.16233333333333333,0.16833333333333333,4.9693,0.6108,0.4794,228
gaussian-local,4,6,1,5,gmm-chart-em,Fitted,800,3000,-1.0938134917372626,0.02036826648526761,0.15433333333333332,0.16833333333333333,1.1348,0.7456,0.4848,0
gaussian-local,4,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.0938134917372626,0.02036826648526761,0.15433333333333332,0.16833333333333333,0.9869,1.1201,0.4787,0
gaussian-local,4,13,2,13,gvm-em,IterationLimit,800,3000,-1.10575538323816,0.020913073138068575,0.164,0.16833333333333333,240.4488,0.9632,0.5693,13477
gaussian-local,4,13,2,11,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,100.019,,,0
gaussian-local,4,13,2,11,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,100.0556,,,0
gaussian-local,4,27,4,27,gvm-em,IterationLimit,800,3000,-1.108536974176727,0.02073406005478767,0.14966666666666667,0.16833333333333333,461.5629,1.4695,0.5739,26729
gaussian-local,4,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,198.8933,,,0
gaussian-local,4,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,198.5247,,,0
gaussian-wrapped,0,6,1,6,gvm-em,Converged,800,3000,-3.093358863268054,0.016639723543785814,0.07066666666666667,0.071,8.4316,0.6808,0.9846,369
gaussian-wrapped,0,6,1,5,gmm-chart-em,Fitted,800,3000,-3.1685652169785663,0.019799458368987766,0.039,0.071,1.0569,0.7534,0.5592,0
gaussian-wrapped,0,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1361930993515057,0.017018994643338888,0.04066666666666666,0.071,0.9565,1.4783,0.5266,0
gaussian-wrapped,0,13,2,13,gvm-em,IterationLimit,800,3000,-3.094765589542869,0.016920027189876997,0.054,0.071,248.0137,0.9792,0.8665,13830
gaussian-wrapped,0,13,2,11,gmm-chart-em,Fitted,800,3000,-3.1287662541780095,0.019120588940932944,0.04533333333333334,0.071,40.711,1.2535,0.5613,0
gaussian-wrapped,0,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1101534770125685,0.017424406230819513,0.051333333333333335,0.071,41.6658,2.5876,0.6566,0
gaussian-wrapped,0,27,4,27,gvm-em,IterationLimit,800,3000,-3.1199593276098287,0.017846262360355556,0.05466666666666667,0.071,471.4081,1.5116,0.6919,27222
gaussian-wrapped,0,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.071,198.0987,,,0
gaussian-wrapped,0,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.071,198.2905,,,0
gaussian-wrapped,1,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1538693616316045,0.015072000223745646,0.04466666666666667,0.06866666666666667,1.1122,1.4689,0.5651,0
gaussian-wrapped,1,6,1,5,gmm-chart-em,Fitted,800,3000,-3.178925618045714,0.017789739037984517,0.03966666666666667,0.06866666666666667,1.1879,0.7829,0.5517,0
gaussian-wrapped,1,6,1,6,gvm-em,Converged,800,3000,-3.1121353855818676,0.014287267374945806,0.07,0.06866666666666667,7.329,0.6249,0.4091,336
gaussian-wrapped,1,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1317646832790507,0.015576795109794107,0.07233333333333333,0.06866666666666667,58.3839,2.6139,0.5819,0
gaussian-wrapped,1,13,2,11,gmm-chart-em,Fitted,800,3000,-3.148439325751923,0.01760135814474127,0.06266666666666666,0.06866666666666667,56.9695,1.2304,0.5838,0
gaussian-wrapped,1,13,2,13,gvm-em,IterationLimit,800,3000,-3.118883524118731,0.014662785141509014,0.07166666666666667,0.06866666666666667,246.8442,0.9604,0.4914,13761
gaussian-wrapped,1,27,4,23,gmm-wrapped-em,Fitted,800,3000,-3.1260695484480614,0.015208386783389524,0.075,0.06866666666666667,102.0944,3.8511,0.593,0
gaussian-wrapped,1,27,4,23,gmm-chart-em,Fitted,800,3000,-3.134285205396431,0.016220152066646426,0.07033333333333333,0.06866666666666667,101.7991,2.1446,0.6001,0
gaussian-wrapped,1,27,4,27,gvm-em,IterationLimit,800,3000,-3.1351980092481355,0.015138307290239073,0.079,0.06866666666666667,467.5361,1.527,0.6744,27099
gaussian-wrapped,2,6,1,6,gvm-em,Converged,800,3000,-3.153812947253094,0.016634293407809284,0.07166666666666667,0.074,5.1678,0.6511,0.4567,234
gaussian-wrapped,2,6,1,5,gmm-chart-em,Fitted,800,3000,-3.244443677368612,0.022279725072915868,0.04733333333333333,0.074,1.0934,0.7393,0.5247,0
gaussian-wrapped,2,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.178892604662192,0.01685352860282174,0.055,0.074,1.0737,1.4085,0.5053,0
gaussian-wrapped,2,13,2,13,gvm-em,IterationLimit,800,3000,-3.164120381972331,0.01738466507086727,0.06733333333333333,0.074,245.317,1.0029,0.6355,13742
gaussian-wrapped,2,13,2,11,gmm-chart-em,Fitted,800,3000,-3.241521880513401,0.021300951924682475,0.07133333333333333,0.074,48.6596,1.2918,0.6049,0
gaussian-wrapped,2,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1955780696527922,0.017891289450688273,0.07433333333333333,0.074,47.4295,2.459,0.5903,0
gaussian-wrapped,2,27,4,27,gvm-em,IterationLimit,800,3000,-3.1788567359984716,0.017993355639105046,0.07133333333333333,0.074,470.8731,1.4975,0.6566,27414
gaussian-wrapped,2,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.074,199.5509,,,0
gaussian-wrapped,2,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.074,200.5889,,,0
gaussian-wrapped,3,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1652183144713053,0.016140755112104384,0.06233333333333333,0.073,1.047,1.4569,0.4964,0
gaussian-wrapped,3,6,1,5,gmm-chart-em,Fitted,800,3000,-3.2090355948445546,0.01979880278010168,0.05366666666666667,0.073,1.0003,0.7341,0.5152,0
gaussian-wrapped,3,6,1,6,gvm-em,Converged,800,3000,-3.1341481568071115,0.015559534048120384,0.07933333333333334,0.073,7.1329,0.6425,0.4183,336
gaussian-wrapped,3,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1727255651962945,0.016686818410512706,0.059333333333333335,0.073,15.4019,4.1645,0.6007,0
gaussian-wrapped,3,13,2,11,gmm-chart-em,Fitted,800,3000,-3.2128684472359947,0.01994373805992726,0.050666666666666665,0.073,15.6374,1.2534,0.5676,0
gaussian-wrapped,3,13,2,13,gvm-em,IterationLimit,800,3000,-3.140552966200049,0.015884266410226493,0.08333333333333333,0.073,242.8258,0.9963,0.4872,13635
gaussian-wrapped,3,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.073,198.5092,,,0
gaussian-wrapped,3,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.073,200.3079,,,0
gaussian-wrapped,3,27,4,27,gvm-em,IterationLimit,800,3000,-3.1485196401539137,0.016299165261113066,0.07666666666666666,0.073,464.2176,1.5359,0.7516,26800
gaussian-wrapped,4,6,1,6,gvm-em,Converged,800,3000,-3.164858170464111,0.01782236390931892,0.07066666666666667,0.07666666666666666,7.2701,0.6447,0.44,342
gaussian-wrapped,4,6,1,5,gmm-chart-em,Fitted,800,3000,-3.2467134199589176,0.022444767411176257,0.044333333333333336,0.07666666666666666,1.0882,0.7786,0.5335,0
gaussian-wrapped,4,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1915538614276464,0.018347017310384905,0.048,0.07666666666666666,1.0295,1.4083,0.5046,0
gaussian-wrapped,4,13,2,13,gvm-em,IterationLimit,800,3000,-3.1675981571410823,0.01777772057897782,0.072,0.07666666666666666,243.8692,0.9958,0.5074,13692
gaussian-wrapped,4,13,2,11,gmm-chart-em,Fitted,800,3000,-3.2113953677114413,0.020631361731526594,0.058333333333333334,0.07666666666666666,48.8928,1.2442,0.6739,0
gaussian-wrapped,4,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1818618179682763,0.0186284419237644,0.069,0.07666666666666666,47.5729,2.6858,0.6031,0
gaussian-wrapped,4,27,4,27,gvm-em,IterationLimit,800,3000,-3.1922974785126073,0.018442833073253905,0.07633333333333334,0.07666666666666666,471.3701,1.5126,0.6778,27332
gaussian-wrapped,4,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.07666666666666666,197.68,,,0
gaussian-wrapped,4,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.07666666666666666,198.9547,,,0
