model,method,seed,draws,estimate,truth,ess,seconds
2,2,98016,6000,0.4754197119841778,0.47521106785827344,5967.65425112974,0.0082692
2,3,98016,6000,0.4754197119841778,0.47521106785827344,5967.65425112974,0.0037725
2,1,98017,6000,0.4741222272546258,0.47521106785827344,4740.403023903734,0.0020336
2,2,98017,6000,0.47783599763142043,0.47521106785827344,5966.175668371103,0.0046398
2,3,98017,6000,0.47783599763142043,0.47521106785827344,5966.175668371103,0.0039309
2,0,98017,6000,0.47783599763142043,0.47521106785827344,5966.175668371103,0.0343635
2,2,98018,6000,0.46514935964637744,0.47521106785827344,5964.371742486752,0.0045703
2,3,98018,6000,0.46514935964637744,0.47521106785827344,5964.371742486752,0.0039619
2,0,98018,6000,0.46514935964637744,0.47521106785827344,5964.371742486752,0.0336275
2,1,98018,6000,0.4672278006596796,0.47521106785827344,4757.325184242956,0.002064
2,3,98019,6000,0.47249877472334084,0.47521106785827344,5967.1358000785385,0.0034724
2,0,98019,6000,0.47249877472334084,0.47521106785827344,5967.1358000785385,0.0352106
2,1,98019,6000,0.47859672948151766,0.47521106785827344,4779.312649846167,0.0021807
2,2,98019,6000,0.47249877472334084,0.47521106785827344,5967.1358000785385,0.0047963
