case,seed,method,status,truth,estimate,pilotCalls,productionCalls,componentCalls,seconds
one_tail,95007,weighted,Fitted,0.0013498980316300946,0.001338926409627494,3000,9000,14736,0.0096015
one_tail,95008,prior,Completed,0.0013498980316300946,0.0014166666666666676,0,12000,0,0.0032328
one_tail,95008,single,Fitted,0.0013498980316300946,0.0013402563603715633,3000,9000,0,0.0050423
one_tail,95008,weighted,Fitted,0.0013498980316300946,0.0013389250985362865,3000,9000,9644,0.0082588
one_tail,95008,supplied,Completed,0.0013498980316300946,0.0013421558867232788,0,12000,0,0.0051754
one_tail,95009,single,Fitted,0.0013498980316300946,0.0013551197529775602,3000,9000,0,0.0052228
one_tail,95009,weighted,Fitted,0.0013498980316300946,0.0013626447493072502,3000,9000,10278,0.0112024
one_tail,95009,supplied,Completed,0.0013498980316300946,0.001293025697189739,0,12000,0,0.0047682
one_tail,95009,prior,Completed,0.0013498980316300946,8.33333333333334E-4,0,12000,0,0.0029013
one_tail,95010,weighted,Fitted,0.0013498980316300946,0.0013809571351199362,3000,9000,9168,0.0079434
one_tail,95010,supplied,Completed,0.0013498980316300946,0.0013546652384042028,0,12000,0,0.004535
one_tail,95010,prior,Completed,0.0013498980316300946,0.0019166666666666679,0,12000,0,0.0028417
one_tail,95010,single,Fitted,0.0013498980316300946,0.0013811706619456135,3000,9000,0,0.0049827
one_tail,95011,supplied,Completed,0.0013498980316300946,0.0013310202368301564,0,12000,0,0.0047218
one_tail,95011,prior,Completed,0.0013498980316300946,0.0013333333333333346,0,12000,0,0.0029825
one_tail,95011,single,Fitted,0.0013498980316300946,0.0013456584174491766,3000,9000,0,0.0049202
one_tail,95011,weighted,Fitted,0.0013498980316300946,0.0013600041886629637,3000,9000,11694,0.0085253
one_tail,95012,prior,Completed,0.0013498980316300946,0.0015000000000000007,0,12000,0,0.0030685
one_tail,95012,single,Fitted,0.0013498980316300946,0.0013337293315212185,3000,9000,0,0.0052404
one_tail,95012,weighted,Fitted,0.0013498980316300946,0.0013289641049874566,3000,9000,10664,0.008622
one_tail,95012,supplied,Completed,0.0013498980316300946,0.0013254251690741413,0,12000,0,0.0045181
one_tail,95013,single,Fitted,0.0013498980316300946,0.0013395227040674488,3000,9000,0,0.0049217
one_tail,95013,weighted,Fitted,0.0013498980316300946,0.0013756788978543644,3000,9000,10914,0.0085143
one_tail,95013,supplied,Completed,0.0013498980316300946,0.0013289859217436091,0,12000,0,0.0066946
one_tail,95013,prior,Completed,0.0013498980316300946,0.0015000000000000007,0,12000,0,0.0030915
one_tail,95014,weighted,Fitted,0.0013498980316300946,0.0013351899109550083,3000,9000,15992,0.0100382
one_tail,95014,supplied,Completed,0.0013498980316300946,0.0013715626377546158,0,12000,0,0.0046085
one_tail,95014,prior,Completed,0.0013498980316300946,0.0015000000000000007,0,12000,0,0.003421
one_tail,95014,single,Fitted,0.0013498980316300946,0.0013265059683215793,3000,9000,0,0.0049914
one_tail,95015,supplied,Completed,0.0013498980316300946,0.0013280763526129999,0,12000,0,0.0045983
one_tail,95015,prior,Completed,0.0013498980316300946,0.0010833333333333335,0,12000,0,0.0030522
one_tail,95015,single,Fitted,0.0013498980316300946,0.0013476403786582404,3000,9000,0,0.0051004
one_tail,95015,weighted,Fitted,0.0013498980316300946,0.0013439166589786138,3000,9000,9990,0.0081163
one_tail,95016,prior,Completed,0.0013498980316300946,0.0014166666666666676,0,12000,0,0.0029506
one_tail,95016,single,Fitted,0.0013498980316300946,0.0013393762271726947,3000,9000,0,0.0050814
one_tail,95016,weighted,Fitted,0.0013498980316300946,0.0013582330217358817,3000,9000,10762,0.0082476
one_tail,95016,supplied,Completed,0.0013498980316300946,0.0013112898522185882,0,12000,0,0.004539
one_tail,95017,single,Fitted,0.0013498980316300946,0.00135342217422857,3000,9000,0,0.005116
one_tail,95017,weighted,Fitted,0.0013498980316300946,0.0013097639784442616,3000,9000,11730,0.0082984
one_tail,95017,supplied,Completed,0.0013498980316300946,0.001354544106928222,0,12000,0,0.004503
one_tail,95017,prior,Completed,0.0013498980316300946,0.0011666666666666676,0,12000,0,0.0032774
one_tail,95018,weighted,Fitted,0.0013498980316300946,0.0013362797032755941,3000,9000,10524,0.0104818
one_tail,95018,supplied,Completed,0.0013498980316300946,0.0013591094348759819,0,12000,0,0.0047441
one_tail,95018,prior,Completed,0.0013498980316300946,0.0013333333333333346,0,12000,0,0.0029992
one_tail,95018,single,Fitted,0.0013498980316300946,0.0013293078729096318,3000,9000,0,0.0050207
one_tail,95019,supplied,Completed,0.0013498980316300946,0.001344539383949987,0,12000,0,0.0045038
one_tail,95019,prior,Completed,0.0013498980316300946,0.0014166666666666676,0,12000,0,0.00297
one_tail,95019,single,Fitted,0.0013498980316300946,0.0013321302973481647,3000,9000,0,0.0051694
one_tail,95019,weighted,Fitted,0.0013498980316300946,0.0013386335327453193,3000,9000,11152,0.0083038
one_tail,95020,prior,Completed,0.0013498980316300946,0.0014166666666666676,0,12000,0,0.0029469
one_tail,95020,single,Fitted,0.0013498980316300946,0.001365837971057191,3000,9000,0,0.0050548
one_tail,95020,weighted,MixtureFitFailure,0.0013498980316300946,NaN,3000,0,9140,0.0035299
one_tail,95020,supplied,Completed,0.0013498980316300946,0.0013400630586207604,0,12000,0,0.0045747
one_tail,95021,single,Fitted,0.0013498980316300946,0.0014055549390007997,3000,9000,0,0.0049739
one_tail,95021,weighted,Fitted,0.0013498980316300946,0.0013736864659542637,3000,9000,9746,0.0080148
one_tail,95021,supplied,Completed,0.0013498980316300946,0.0013798674557736635,0,12000,0,0.0046119
one_tail,95021,prior,Completed,0.0013498980316300946,0.002083333333333335,0,12000,0,0.0030611
one_tail,95022,weighted,MixtureFitFailure,0.0013498980316300946,NaN,1000,0,200,5.527E-4
one_tail,95022,supplied,Completed,0.0013498980316300946,0.0013497328064218383,0,12000,0,0.0048414
one_tail,95022,prior,Completed,0.0013498980316300946,0.0010833333333333335,0,12000,0,0.0030685
one_tail,95022,single,Fitted,0.0013498980316300946,0.0013756709028918564,3000,9000,0,0.0052191
one_tail,95023,supplied,Completed,0.0013498980316300946,0.0013299412335637019,0,12000,0,0.0071489
one_tail,95023,prior,Completed,0.0013498980316300946,0.0016666666666666668,0,12000,0,0.0028549
one_tail,95023,single,Fitted,0.0013498980316300946,0.0013681693677690394,3000,9000,0,0.0050345
one_tail,95023,weighted,MixtureFitFailure,0.0013498980316300946,NaN,1000,0,200,5.288E-4
one_tail,95024,prior,Completed,0.0013498980316300946,0.0012500000000000013,0,12000,0,0.0029821
one_tail,95024,single,Fitted,0.0013498980316300946,0.001349346680235897,3000,9000,0,0.0052956
one_tail,95024,weighted,Fitted,0.0013498980316300946,0.0013562095340358172,3000,9000,9980,0.0080696
one_tail,95024,supplied,Completed,0.0013498980316300946,0.0013803443950705038,0,12000,0,0.0048495
one_tail,95025,single,Fitted,0.0013498980316300946,0.0013396182562898681,3000,9000,0,0.0048422
one_tail,95025,weighted,Fitted,0.0013498980316300946,0.001338383530897472,3000,9000,10504,0.0080802
one_tail,95025,supplied,Completed,0.0013498980316300946,0.0013504217902179693,0,12000,0,0.0047236
one_tail,95025,prior,Completed,0.0013498980316300946,0.0014166666666666676,0,12000,0,0.0029846
one_tail,95026,weighted,Fitted,0.0013498980316300946,0.001374297749891493,3000,9000,10794,0.0082053
one_tail,95026,supplied,Completed,0.0013498980316300946,0.0013654803213508347,0,12000,0,0.0048521
one_tail,95026,prior,Completed,0.0013498980316300946,0.0011666666666666676,0,12000,0,0.0028933
one_tail,95026,single,Fitted,0.0013498980316300946,0.0013893769255860187,3000,9000,0,0.0049203
one_tail,95027,supplied,Completed,0.0013498980316300946,0.0013648682405778241,0,12000,0,0.0045066
one_tail,95027,prior,Completed,0.0013498980316300946,0.0013333333333333346,0,12000,0,0.003026
one_tail,95027,single,Fitted,0.0013498980316300946,0.001322388068728718,3000,9000,0,0.005027
one_tail,95027,weighted,Fitted,0.0013498980316300946,0.0013422179094152613,3000,9000,11324,0.0106233
one_tail,95028,prior,Completed,0.0013498980316300946,0.0013333333333333346,0,12000,0,0.0031561
one_tail,95028,single,Fitted,0.0013498980316300946,0.0013463340826721868,3000,9000,0,0.0049385
one_tail,95028,weighted,Fitted,0.0013498980316300946,0.0013287578683484763,3000,9000,13026,0.0085879
one_tail,95028,supplied,Completed,0.0013498980316300946,0.0013768105951602674,0,12000,0,0.0046594
one_tail,95029,single,Fitted,0.0013498980316300946,0.0013535309446030524,3000,9000,0,0.0048499
one_tail,95029,weighted,Fitted,0.0013498980316300946,0.0013759793967402633,3000,9000,9072,0.0080604
