fixture,seed,parameterBudget,components,parameters,method,status,train,heldout,meanLogScore,scoreMCSE,regionProbability,referenceRegion,fitMillis,scoreMillis,sampleMillis,angularEvaluations
gaussian-local,2,13,2,11,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,85.9055,,,0
gaussian-local,2,27,4,27,gvm-em,IterationLimit,800,3000,-1.0983423442922766,0.02081918966926286,0.15066666666666667,0.16166666666666665,455.228,1.4207,0.5321,26792
gaussian-local,2,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,161.7843,,,0
gaussian-local,2,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16166666666666665,162.2115,,,0
gaussian-local,3,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.0614774182041253,0.018281003037798838,0.172,0.15433333333333332,0.9509,1.2272,0.5256,0
gaussian-local,3,6,1,5,gmm-chart-em,Fitted,800,3000,-1.0614774182041253,0.018281003037798838,0.172,0.15433333333333332,0.891,0.7994,0.5721,0
gaussian-local,3,6,1,6,gvm-em,Converged,800,3000,-1.0632532314737226,0.0183706207516774,0.16333333333333333,0.15433333333333332,5.0959,0.6323,0.5053,216
gaussian-local,3,13,2,11,gmm-wrapped-em,Fitted,800,3000,-1.071129547334044,0.018761506310599165,0.18266666666666667,0.15433333333333332,30.952,2.0875,0.6651,0
gaussian-local,3,13,2,11,gmm-chart-em,Fitted,800,3000,-1.0711295473340439,0.018761506310599165,0.18266666666666667,0.15433333333333332,31.175,1.3729,0.5582,0
gaussian-local,3,13,2,13,gvm-em,Converged,800,3000,-1.0720150924431322,0.01872493941642848,0.17033333333333334,0.15433333333333332,224.1517,0.9254,0.5148,12530
gaussian-local,3,27,4,23,gmm-wrapped-em,Fitted,800,3000,-1.0761117731542655,0.01883731698268019,0.18466666666666667,0.15433333333333332,27.6443,3.5163,0.5535,0
gaussian-local,3,27,4,23,gmm-chart-em,Fitted,800,3000,-1.076111773154266,0.01883731698268019,0.18466666666666667,0.15433333333333332,28.0869,2.1485,0.6076,0
gaussian-local,3,27,4,27,gvm-em,IterationLimit,800,3000,-1.0847873929407275,0.019431122864927406,0.17133333333333334,0.15433333333333332,451.1003,1.5231,0.5265,26356
gaussian-local,4,6,1,6,gvm-em,Converged,800,3000,-1.0932825395745593,0.020338478832480043,0.16233333333333333,0.16833333333333333,4.956,0.5979,0.4787,228
gaussian-local,4,6,1,5,gmm-chart-em,Fitted,800,3000,-1.0938134917372626,0.02036826648526761,0.15433333333333332,0.16833333333333333,0.9605,0.728,0.4776,0
gaussian-local,4,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.0938134917372626,0.02036826648526761,0.15433333333333332,0.16833333333333333,0.845,1.1061,0.4671,0
gaussian-local,4,13,2,13,gvm-em,IterationLimit,800,3000,-1.10575538323816,0.020913073138068575,0.164,0.16833333333333333,237.8312,0.8994,0.5361,13477
gaussian-local,4,13,2,11,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,85.6995,,,0
gaussian-local,4,13,2,11,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,84.1252,,,0
gaussian-local,4,27,4,27,gvm-em,IterationLimit,800,3000,-1.108536974176727,0.02073406005478767,0.14966666666666667,0.16833333333333333,456.3362,1.441,0.5245,26729
gaussian-local,4,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,161.8696,,,0
gaussian-local,4,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.16833333333333333,162.5174,,,0
gaussian-wrapped,0,6,1,6,gvm-em,Converged,800,3000,-3.093358863268054,0.016639723543785814,0.07066666666666667,0.071,8.1801,0.6652,0.937,369
gaussian-wrapped,0,6,1,5,gmm-chart-em,Fitted,800,3000,-3.1685652169785663,0.019799458368987766,0.039,0.071,0.9538,0.7777,0.5502,0
gaussian-wrapped,0,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1361930993515057,0.017018994643338888,0.04066666666666666,0.071,0.8376,1.4233,0.542,0
gaussian-wrapped,0,13,2,13,gvm-em,IterationLimit,800,3000,-3.094765589542869,0.016920027189876997,0.054,0.071,243.9651,0.9682,0.8131,13830
gaussian-wrapped,0,13,2,11,gmm-chart-em,Fitted,800,3000,-3.1287662541780095,0.019120588940932944,0.04533333333333334,0.071,35.0312,1.3122,0.5614,0
gaussian-wrapped,0,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1101534770125685,0.017424406230819513,0.051333333333333335,0.071,35.9453,2.5697,0.6603,0
gaussian-wrapped,0,27,4,27,gvm-em,IterationLimit,800,3000,-3.1199593276098287,0.017846262360355556,0.05466666666666667,0.071,463.4574,1.453,0.6732,27222
gaussian-wrapped,0,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.071,162.2482,,,0
gaussian-wrapped,0,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.071,162.5058,,,0
gaussian-wrapped,1,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1538693616316045,0.015072000223745646,0.04466666666666667,0.06866666666666667,0.9397,1.4382,0.5302,0
gaussian-wrapped,1,6,1,5,gmm-chart-em,Fitted,800,3000,-3.178925618045714,0.017789739037984517,0.03966666666666667,0.06866666666666667,1.5088,0.791,0.5682,0
gaussian-wrapped,1,6,1,6,gvm-em,Converged,800,3000,-3.1121353855818676,0.014287267374945806,0.07,0.06866666666666667,7.4405,0.6521,0.3804,336
gaussian-wrapped,1,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1317646832790507,0.015576795109794107,0.07233333333333333,0.06866666666666667,48.758,2.5901,0.5314,0
gaussian-wrapped,1,13,2,11,gmm-chart-em,Fitted,800,3000,-3.148439325751923,0.01760135814474127,0.06266666666666666,0.06866666666666667,50.2885,1.245,0.6263,0
gaussian-wrapped,1,13,2,13,gvm-em,IterationLimit,800,3000,-3.118883524118731,0.014662785141509014,0.07166666666666667,0.06866666666666667,242.4986,0.9698,0.4702,13761
gaussian-wrapped,1,27,4,23,gmm-wrapped-em,Fitted,800,3000,-3.1260695484480614,0.015208386783389524,0.075,0.06866666666666667,83.4709,3.946,0.5927,0
gaussian-wrapped,1,27,4,23,gmm-chart-em,Fitted,800,3000,-3.134285205396431,0.016220152066646426,0.07033333333333333,0.06866666666666667,83.5203,2.1095,0.5952,0
gaussian-wrapped,1,27,4,27,gvm-em,IterationLimit,800,3000,-3.1351980092481355,0.015138307290239073,0.079,0.06866666666666667,461.4306,1.4617,0.6182,27099
gaussian-wrapped,2,6,1,6,gvm-em,Converged,800,3000,-3.153812947253094,0.016634293407809284,0.07166666666666667,0.074,5.1275,0.6216,0.4059,234
gaussian-wrapped,2,6,1,5,gmm-chart-em,Fitted,800,3000,-3.244443677368612,0.022279725072915868,0.04733333333333333,0.074,0.9771,0.7458,1.2845,0
gaussian-wrapped,2,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.178892604662192,0.01685352860282174,0.055,0.074,0.9223,1.386,0.487,0
gaussian-wrapped,2,13,2,13,gvm-em,IterationLimit,800,3000,-3.164120381972331,0.01738466507086727,0.06733333333333333,0.074,242.5311,0.9621,0.6551,13742
gaussian-wrapped,2,13,2,11,gmm-chart-em,Fitted,800,3000,-3.241521880513401,0.021300951924682475,0.07133333333333333,0.074,42.6576,1.2443,0.5951,0
gaussian-wrapped,2,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1955780696527922,0.017891289450688273,0.07433333333333333,0.074,40.8521,2.3803,0.5559,0
gaussian-wrapped,2,27,4,27,gvm-em,IterationLimit,800,3000,-3.1788567359984716,0.017993355639105046,0.07133333333333333,0.074,466.3903,1.4729,0.6224,27414
gaussian-wrapped,2,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.074,162.7299,,,0
gaussian-wrapped,2,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.074,163.1987,,,0
gaussian-wrapped,3,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1652183144713053,0.016140755112104384,0.06233333333333333,0.073,0.93,1.5081,0.5561,0
gaussian-wrapped,3,6,1,5,gmm-chart-em,Fitted,800,3000,-3.2090355948445546,0.01979880278010168,0.05366666666666667,0.073,0.9168,0.8459,0.5745,0
gaussian-wrapped,3,6,1,6,gvm-em,Converged,800,3000,-3.1341481568071115,0.015559534048120384,0.07933333333333334,0.073,7.3635,0.6522,0.4267,336
gaussian-wrapped,3,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1727255651962945,0.016686818410512706,0.059333333333333335,0.073,13.4082,2.7687,0.5483,0
gaussian-wrapped,3,13,2,11,gmm-chart-em,Fitted,800,3000,-3.2128684472359947,0.01994373805992726,0.050666666666666665,0.073,13.2565,1.2463,0.5693,0
gaussian-wrapped,3,13,2,13,gvm-em,IterationLimit,800,3000,-3.140552966200049,0.015884266410226493,0.08333333333333333,0.073,242.3773,0.9459,0.555,13635
gaussian-wrapped,3,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.073,163.3467,,,0
gaussian-wrapped,3,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.073,162.0569,,,0
gaussian-wrapped,3,27,4,27,gvm-em,IterationLimit,800,3000,-3.1485196401539137,0.016299165261113066,0.07666666666666666,0.073,459.5589,1.4718,0.6709,26800
gaussian-wrapped,4,6,1,6,gvm-em,Converged,800,3000,-3.164858170464111,0.01782236390931892,0.07066666666666667,0.07666666666666666,7.1995,0.7115,0.4239,342
gaussian-wrapped,4,6,1,5,gmm-chart-em,Fitted,800,3000,-3.2467134199589176,0.022444767411176257,0.044333333333333336,0.07666666666666666,1.0236,0.7583,0.5289,0
gaussian-wrapped,4,6,1,5,gmm-wrapped-em,Fitted,800,3000,-3.1915538614276464,0.018347017310384905,0.048,0.07666666666666666,0.872,1.397,0.4979,0
gaussian-wrapped,4,13,2,13,gvm-em,IterationLimit,800,3000,-3.1675981571410823,0.01777772057897782,0.072,0.07666666666666666,240.9131,0.9463,0.4855,13692
gaussian-wrapped,4,13,2,11,gmm-chart-em,Fitted,800,3000,-3.2113953677114413,0.020631361731526594,0.058333333333333334,0.07666666666666666,41.9568,1.2351,0.601,0
gaussian-wrapped,4,13,2,11,gmm-wrapped-em,Fitted,800,3000,-3.1818618179682763,0.0186284419237644,0.069,0.07666666666666666,40.8614,2.5619,0.5487,0
gaussian-wrapped,4,27,4,27,gvm-em,IterationLimit,800,3000,-3.1922974785126073,0.018442833073253905,0.07633333333333334,0.07666666666666666,465.9,1.4505,0.6211,27332
gaussian-wrapped,4,27,4,23,gmm-chart-em,refused-IterationLimit,800,3000,,,,0.07666666666666666,160.8094,,,0
gaussian-wrapped,4,27,4,23,gmm-wrapped-em,refused-IterationLimit,800,3000,,,,0.07666666666666666,163.1952,,,0
