SV,mode,family,rng,seed,draws,parameter,mean,error,mcse,ess,maxWeight,covered95,withinPointOnePosteriorSd,seconds,underflows
SV,backends,dirichlet,L64X128MixRandom,64361,20000,0,0.7837964776735725,-0.05721967304932851,0.023859584578145746,2.4370029574953436,0.49186351352085117,false,false,0.0065081,0
SV,backends,dirichlet,L64X128MixRandom,64361,20000,1,1.9222925062987164,0.011341751062081462,0.07754449654836558,2.4370029574953436,0.49186351352085117,true,true,0.0065081,0
SV,backends,dirichlet,L64X128MixRandom,64361,20000,2,2.5205629537888257,-0.11977632493502721,0.050137219522628756,2.4370029574953436,0.49186351352085117,false,false,0.0065081,0
SV,backends,dirichlet,Xoshiro256PlusPlus,64361,20000,0,0.8648664061392944,0.023850255416393407,0.0637212005548037,1.687179096592985,0.7235501237310477,true,false,0.0069017,0
SV,backends,dirichlet,Xoshiro256PlusPlus,64361,20000,1,2.051179361204496,0.14022860596786102,0.11752150404842725,1.687179096592985,0.7235501237310477,true,false,0.0069017,0
SV,backends,dirichlet,Xoshiro256PlusPlus,64361,20000,2,2.7126697656420338,0.07233048691818089,0.09247937897910383,1.687179096592985,0.7235501237310477,true,false,0.0069017,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,64361,20000,0,0.7523138168602848,-0.08870233386261628,0.0474110273134923,1.7170210788014302,0.7314523223715685,true,false,0.0068612,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,64361,20000,1,1.6797110361117666,-0.2312397191248683,0.018421450239076844,1.7170210788014302,0.7314523223715685,false,false,0.0068612,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,64361,20000,2,2.440297243109756,-0.20004203561409684,0.008495345561297838,1.7170210788014302,0.7314523223715685,false,false,0.0068612,0
SV,backends,dirichlet,MT19937,64361,20000,0,0.7772202914200986,-0.0637958593028024,0.050381015124182145,2.5484386930885354,0.5982672829961743,true,false,0.006988,0
SV,backends,dirichlet,MT19937,64361,20000,1,1.8406108189957517,-0.0703399362408832,0.03669912897109156,2.5484386930885354,0.5982672829961743,true,false,0.006988,0
SV,backends,dirichlet,MT19937,64361,20000,2,2.376183556514565,-0.26415572220928807,0.08167311609141563,2.5484386930885354,0.5982672829961743,false,false,0.006988,0
SV,backends,dirichlet,Random,64361,20000,0,0.8941610620056654,0.05314491128276433,0.04085853214110234,2.6650663454994477,0.47323173537779517,true,false,0.0067608,0
SV,backends,dirichlet,Random,64361,20000,1,2.069780742494993,0.15882998725835829,0.04710937866879572,2.6650663454994477,0.47323173537779517,false,false,0.0067608,0
SV,backends,dirichlet,Random,64361,20000,2,2.9017470877844604,0.26140780906060757,0.030669064296400466,2.6650663454994477,0.47323173537779517,false,false,0.0067608,0
SV,backends,dirichlet,L64X128MixRandom,64361,200000,0,0.8152203032692171,-0.025795847453683907,0.015718616614215978,7.080047542703597,0.27790859484435315,true,false,0.0648373,0
SV,backends,dirichlet,L64X128MixRandom,64361,200000,1,1.9209556365814797,0.010004881344844785,0.02294156960981581,7.080047542703597,0.27790859484435315,true,true,0.0648373,0
SV,backends,dirichlet,L64X128MixRandom,64361,200000,2,2.63324321875465,-0.007096059969202706,0.05334491697860625,7.080047542703597,0.27790859484435315,true,true,0.0648373,0
SV,backends,dirichlet,Xoshiro256PlusPlus,64361,200000,0,0.864129429340508,0.023113278617606925,0.01928779876359362,9.867525046008634,0.20739615695966732,true,false,0.0705238,0
SV,backends,dirichlet,Xoshiro256PlusPlus,64361,200000,1,1.962261132123764,0.05131037688712903,0.0600258266007148,9.867525046008634,0.20739615695966732,true,false,0.0705238,0
SV,backends,dirichlet,Xoshiro256PlusPlus,64361,200000,2,2.6837621729393577,0.043422894215504826,0.09226002309542074,9.867525046008634,0.20739615695966732,true,false,0.0705238,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,64361,200000,0,0.8355860554872118,-0.0054300952356892696,0.016468825704472684,13.192853166193002,0.18013419990718968,true,true,0.0683897,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,64361,200000,1,1.8559848972930963,-0.05496585794353859,0.04215779179946543,13.192853166193002,0.18013419990718968,true,false,0.0683897,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,64361,200000,2,2.593392144728143,-0.04694713399570993,0.061205142337292226,13.192853166193002,0.18013419990718968,true,false,0.0683897,0
SV,backends,dirichlet,MT19937,64361,200000,0,0.8216127322435358,-0.01940341847936522,0.017212257794564065,8.051729302901341,0.24117910124844616,true,false,0.069714,0
SV,backends,dirichlet,MT19937,64361,200000,1,1.8934418297700757,-0.017508925466559244,0.03418912764336057,8.051729302901341,0.24117910124844616,true,false,0.069714,0
SV,backends,dirichlet,MT19937,64361,200000,2,2.6346573830754516,-0.0056818956484012695,0.04603587073089486,8.051729302901341,0.24117910124844616,true,true,0.069714,0
SV,backends,dirichlet,Random,64361,200000,0,0.8291388013477823,-0.011877349375118751,0.012332924586373743,8.651264661145577,0.2856046148847948,true,false,0.0691409,0
SV,backends,dirichlet,Random,64361,200000,1,1.855325268637296,-0.05562548659933886,0.03146571285425318,8.651264661145577,0.2856046148847948,true,false,0.0691409,0
SV,backends,dirichlet,Random,64361,200000,2,2.622946174608776,-0.017393104115076774,0.034826275213944206,8.651264661145577,0.2856046148847948,true,true,0.0691409,0
SV,backends,gamma,L64X128MixRandom,72280,2000,0,2.062255962539764,-0.04561401062987214,0.05570796943476017,4.458056245119199,0.3382395953056029,true,false,3.315E-4,0
SV,backends,gamma,L64X128MixRandom,72280,2000,1,1.881367277226242,0.03663793030179008,0.03924378563412513,4.458056245119199,0.3382395953056029,true,false,3.315E-4,0
SV,backends,gamma,Xoshiro256PlusPlus,72280,2000,0,2.086530243239839,-0.021339729929796825,0.058362448865100294,3.589526507773438,0.43414455310132316,true,false,4.717E-4,0
SV,backends,gamma,Xoshiro256PlusPlus,72280,2000,1,1.8564509540593883,0.011721607134936418,0.07096864191770648,3.589526507773438,0.43414455310132316,true,true,4.717E-4,0
SV,backends,gamma,PCG_RXS_M_XS_64,72280,2000,0,2.0903566613324442,-0.017513311837191736,0.04331182165436456,3.147795438059327,0.4884304663334406,true,true,3.009E-4,0
SV,backends,gamma,PCG_RXS_M_XS_64,72280,2000,1,1.8400855561489962,-0.004643790775455736,0.05489421260847045,3.147795438059327,0.4884304663334406,true,true,3.009E-4,0
SV,backends,gamma,MT19937,72280,2000,0,2.2004055610453865,0.09253558787575056,0.05008755237306693,4.248383547274714,0.4325985389466413,true,false,3.143E-4,0
SV,backends,gamma,MT19937,72280,2000,1,1.7152728110430613,-0.1294565358813906,0.048407009481492354,4.248383547274714,0.4325985389466413,false,false,3.143E-4,0
SV,backends,gamma,Random,72280,2000,0,2.1121565232657082,0.004286550096072261,0.06771949736736531,6.75990106303152,0.21803565240975584,true,true,2.75E-4,0
SV,backends,gamma,Random,72280,2000,1,1.8602055662047603,0.015476219280308401,0.0455949758578137,6.75990106303152,0.21803565240975584,true,true,2.75E-4,0
SV,backends,gamma,L64X128MixRandom,72280,20000,0,2.0759005730486058,-0.03196940012103022,0.022914025151927357,44.58542987773977,0.044291768184420696,true,false,0.002493,0
SV,backends,gamma,L64X128MixRandom,72280,20000,1,1.8760488445367003,0.03131949761224839,0.022925811457782556,44.58542987773977,0.044291768184420696,true,false,0.002493,0
SV,backends,gamma,Xoshiro256PlusPlus,72280,20000,0,2.10066082242925,-0.007209150740385972,0.020910949241417155,45.654173167907075,0.04058153527501653,true,true,0.0028242,0
SV,backends,gamma,Xoshiro256PlusPlus,72280,20000,1,1.84915812425158,0.004428777327128097,0.01990877003586232,45.654173167907075,0.04058153527501653,true,true,0.0028242,0
SV,backends,gamma,PCG_RXS_M_XS_64,72280,20000,0,2.117033587264737,0.009163614095101025,0.021288226589271472,37.011197847914715,0.0522225002832397,true,true,0.0028072,0
SV,backends,gamma,PCG_RXS_M_XS_64,72280,20000,1,1.849609680186034,0.004880333261582104,0.02212444164379417,37.011197847914715,0.0522225002832397,true,true,0.0028072,0
SV,backends,gamma,MT19937,72280,20000,0,2.1019820267559184,-0.005887946413717593,0.018552403364874764,42.26714998810841,0.048934574651338304,true,true,0.002883,0
SV,backends,gamma,MT19937,72280,20000,1,1.838093191756244,-0.0066361551682079245,0.020987297080712,42.26714998810841,0.048934574651338304,true,true,0.002883,0
SV,backends,gamma,Random,72280,20000,0,2.1220242803672225,0.01415430719758648,0.025664420027061513,39.97271145648095,0.05088983158290905,true,true,0.0027266,0
SV,backends,gamma,Random,72280,20000,1,1.831139134765195,-0.01359021215925682,0.02295679491533736,39.97271145648095,0.05088983158290905,true,true,0.0027266,0
SV,backends,gamma,L64X128MixRandom,72280,200000,0,2.1061044021070776,-0.0017655710625583687,0.006977632548844013,392.452230712447,0.00520042080076653,true,true,0.0248256,0
SV,backends,gamma,L64X128MixRandom,72280,200000,1,1.8511712246840977,0.0064418777596457755,0.006966302597523227,392.452230712447,0.00520042080076653,true,true,0.0248256,0
SV,backends,gamma,Xoshiro256PlusPlus,72280,200000,0,2.103327134036809,-0.004542839132827048,0.006744681202707263,410.7194416112962,0.004909114056942803,true,true,0.0278685,0
SV,backends,gamma,Xoshiro256PlusPlus,72280,200000,1,1.8442760731905574,-4.53273733894477E-4,0.006910235194969215,410.7194416112962,0.004909114056942803,true,true,0.0278685,0
SV,backends,gamma,PCG_RXS_M_XS_64,72280,200000,0,2.1105605496276563,0.0026905764580202884,0.006666033240092477,412.17194502958165,0.004697086100062186,true,true,0.0276898,0
SV,backends,gamma,PCG_RXS_M_XS_64,72280,200000,1,1.8395653486446724,-0.005163998279779536,0.006700073774821349,412.17194502958165,0.004697086100062186,true,true,0.0276898,0
SV,backends,gamma,MT19937,72280,200000,0,2.1042422703257424,-0.0036277028438935766,0.006129744741690271,462.94341535512376,0.004242024129631666,true,true,0.0284842,0
SV,backends,gamma,MT19937,72280,200000,1,1.8430006512893014,-0.0017286956351505456,0.00617630037400088,462.94341535512376,0.004242024129631666,true,true,0.0284842,0
SV,backends,gamma,Random,72280,200000,0,2.096960834491942,-0.010909138677694052,0.007125621294153172,413.28304590127533,0.005128482982468093,true,true,0.0270546,0
SV,backends,gamma,Random,72280,200000,1,1.8579671155365118,0.013237768612059941,0.007012064691988638,413.28304590127533,0.005128482982468093,true,true,0.0270546,0
SV,backends,dirichlet,L64X128MixRandom,72280,2000,0,0.8408159495737625,-2.002011491385458E-4,6.506966882019152E-6,1.0000566821809578,0.999971659895628,false,true,7.512E-4,0
SV,backends,dirichlet,L64X128MixRandom,72280,2000,1,1.9737275971701311,0.0627768419334962,9.500012795897331E-6,1.0000566821809578,0.999971659895628,false,false,7.512E-4,0
SV,backends,dirichlet,L64X128MixRandom,72280,2000,2,2.675608274669222,0.03526899594536914,2.071149105706645E-6,1.0000566821809578,0.999971659895628,false,false,7.512E-4,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,2000,0,0.8674885794928696,0.02647242876996858,1.0031853008561998E-5,1.000063771843782,0.9999681152113641,false,false,7.295E-4,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,2000,1,1.4810639843547533,-0.42988677088188165,5.8991434143020434E-5,1.000063771843782,0.9999681152113641,false,false,7.295E-4,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,2000,2,2.9902433944242945,0.34990411570044166,5.615166916388961E-6,1.000063771843782,0.9999681152113641,false,false,7.295E-4,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,2000,0,0.8860368647728476,0.045020714049946564,4.4232527846128466E-4,1.003484263275731,0.9982609102016284,false,false,7.141E-4,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,2000,1,2.0209971052132394,0.11004634997660445,4.59476887543227E-4,1.003484263275731,0.9982609102016284,false,false,7.141E-4,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,2000,2,3.0433319416560876,0.4029926629322347,2.301299496566231E-4,1.003484263275731,0.9982609102016284,false,false,7.141E-4,0
SV,backends,dirichlet,MT19937,72280,2000,0,0.6665699506993313,-0.1744462000235697,0.0013244530963992473,1.0257314263992432,0.9872956651079215,false,false,7.275E-4,0
SV,backends,dirichlet,MT19937,72280,2000,1,1.7643986724043643,-0.1465520828322706,0.005881403746922208,1.0257314263992432,0.9872956651079215,false,false,7.275E-4,0
SV,backends,dirichlet,MT19937,72280,2000,2,3.048529680497088,0.40819040177323496,0.026443494930203575,1.0257314263992432,0.9872956651079215,false,false,7.275E-4,0
SV,backends,dirichlet,Random,72280,2000,0,0.9814634858877498,0.14044733516484875,0.04593477845594005,1.2371410826289857,0.8952735364964098,false,false,6.816E-4,0
SV,backends,dirichlet,Random,72280,2000,1,2.5731664227115796,0.6622156674749446,0.10957976729032706,1.2371410826289857,0.8952735364964098,false,false,6.816E-4,0
SV,backends,dirichlet,Random,72280,2000,2,3.1005649461476783,0.4602256674238254,0.12522859011609624,1.2371410826289857,0.8952735364964098,false,false,6.816E-4,0
SV,backends,dirichlet,L64X128MixRandom,72280,20000,0,0.840686007804541,-3.301429183600879E-4,2.1871888826942624E-4,1.0096646812415668,0.995198986908659,true,true,0.0065902,0
SV,backends,dirichlet,L64X128MixRandom,72280,20000,1,1.9744334588541965,0.06348270361756159,0.001121774136077596,1.0096646812415668,0.995198986908659,false,false,0.0065902,0
SV,backends,dirichlet,L64X128MixRandom,72280,20000,2,2.676688541827348,0.036349263103494955,0.001634092285908815,1.0096646812415668,0.995198986908659,false,false,0.0065902,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,20000,0,0.8333728516396892,-0.007643299083211819,0.007998193306378675,1.281479038322526,0.8797600532991616,true,false,0.0069029,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,20000,1,1.846969464763612,-0.06398129047302303,0.03517826313566307,1.281479038322526,0.8797600532991616,true,false,0.0069029,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,20000,2,2.657690483294618,0.017351204570765333,0.024145734666075138,1.281479038322526,0.8797600532991616,true,true,0.0069029,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,20000,0,0.8211870462594308,-0.019829104463470193,0.018863691425094396,2.1007978506244447,0.6378015845875011,true,false,0.0068657,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,20000,1,1.9925963534058218,0.08164559816918682,0.04081036232464431,2.1007978506244447,0.6378015845875011,false,false,0.0068657,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,20000,2,2.794280143085372,0.15394086436151921,0.03974887089837525,2.1007978506244447,0.6378015845875011,false,false,0.0068657,0
SV,backends,dirichlet,MT19937,72280,20000,0,0.8222451615901619,-0.018770989132739113,0.03415521068131587,2.0365626103638412,0.5897006399017226,true,false,0.0069892,0
SV,backends,dirichlet,MT19937,72280,20000,1,1.961462300815882,0.050511545579247086,0.07283913164570024,2.0365626103638412,0.5897006399017226,true,false,0.0069892,0
SV,backends,dirichlet,MT19937,72280,20000,2,2.6648305676688153,0.02449128894496244,0.0745379628731831,2.0365626103638412,0.5897006399017226,true,false,0.0069892,0
SV,backends,dirichlet,Random,72280,20000,0,0.9456358856924096,0.1046197349695086,0.02191361570500747,2.6379684610969374,0.5255166068703746,false,false,0.0075817,0
SV,backends,dirichlet,Random,72280,20000,1,2.135792650446471,0.22484189520983588,0.12100657094536917,2.6379684610969374,0.5255166068703746,true,false,0.0075817,0
SV,backends,dirichlet,Random,72280,20000,2,2.753968257532495,0.11362897880864198,0.13694089453642833,2.6379684610969374,0.5255166068703746,true,false,0.0075817,0
SV,backends,dirichlet,L64X128MixRandom,72280,200000,0,0.8418828262664033,8.666755435022822E-4,0.011672927203800495,7.344369882763506,0.23521455783945455,true,true,0.064842,0
SV,backends,dirichlet,L64X128MixRandom,72280,200000,1,1.9732997372430554,0.06234898200642047,0.013293492760142519,7.344369882763506,0.23521455783945455,false,false,0.064842,0
SV,backends,dirichlet,L64X128MixRandom,72280,200000,2,2.662390526781117,0.022051248057264328,0.032911336436032994,7.344369882763506,0.23521455783945455,true,false,0.064842,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,200000,0,0.8437936657007836,0.002777514977882589,0.009530733691928816,8.369661302518583,0.23998200119745866,true,true,0.068522,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,200000,1,1.905050247279618,-0.0059005079570169094,0.03360774660013027,8.369661302518583,0.23998200119745866,true,true,0.068522,0
SV,backends,dirichlet,Xoshiro256PlusPlus,72280,200000,2,2.7029333881261843,0.06259410940233145,0.034927470837785315,8.369661302518583,0.23998200119745866,true,false,0.068522,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,200000,0,0.8243790824981785,-0.01663706822472255,0.013739842368978133,9.602592351955785,0.18802582669898846,true,false,0.0699776,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,200000,1,1.9666863346466394,0.05573557941000451,0.04091329654196845,9.602592351955785,0.18802582669898846,true,false,0.0699776,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,72280,200000,2,2.7605091886152087,0.12016990989135579,0.04325435719993226,9.602592351955785,0.18802582669898846,false,false,0.0699776,0
SV,backends,dirichlet,MT19937,72280,200000,0,0.8184618074143871,-0.022554343308513913,0.010640809538290863,12.37808194947738,0.141034949871256,false,false,0.070261,0
SV,backends,dirichlet,MT19937,72280,200000,1,1.9118313352208398,8.805799842048767E-4,0.02732486377211973,12.37808194947738,0.141034949871256,true,true,0.070261,0
SV,backends,dirichlet,MT19937,72280,200000,2,2.6096513219071387,-0.030687956816714212,0.03578597499106726,12.37808194947738,0.141034949871256,true,false,0.070261,0
SV,backends,dirichlet,Random,72280,200000,0,0.8228707479018053,-0.01814540282109578,0.010350651156912716,7.7433414469148545,0.20767634563670687,true,false,0.067515,0
SV,backends,dirichlet,Random,72280,200000,1,1.8841821065125404,-0.026768648724094568,0.017935035240260765,7.7433414469148545,0.20767634563670687,true,false,0.067515,0
SV,backends,dirichlet,Random,72280,200000,2,2.604982994471495,-0.03535628425235782,0.04312361294721233,7.7433414469148545,0.20767634563670687,true,false,0.067515,0
SV,backends,gamma,L64X128MixRandom,80199,2000,0,2.103383792939211,-0.004486180230424797,0.05157781166840408,7.904742951087334,0.19606930579336254,true,true,3.425E-4,0
SV,backends,gamma,L64X128MixRandom,80199,2000,1,1.8700946953976565,0.025365348473204596,0.05492987754193563,7.904742951087334,0.19606930579336254,true,false,3.425E-4,0
SV,backends,gamma,Xoshiro256PlusPlus,80199,2000,0,2.089081719015188,-0.01878825415444796,0.07999224030090822,3.2865210039579464,0.4718809841277752,true,true,3.235E-4,0
SV,backends,gamma,Xoshiro256PlusPlus,80199,2000,1,1.8597061119605203,0.014976765036068374,0.07015565066693262,3.2865210039579464,0.4718809841277752,true,true,3.235E-4,0
SV,backends,gamma,PCG_RXS_M_XS_64,80199,2000,0,2.3128807222819403,0.20501074911230432,0.06415748899661525,3.6703148953811904,0.41350287088698184,false,false,3.039E-4,0
SV,backends,gamma,PCG_RXS_M_XS_64,80199,2000,1,1.705724984747745,-0.13900436217670697,0.08309367375599322,3.6703148953811904,0.41350287088698184,true,false,3.039E-4,0
SV,backends,gamma,MT19937,80199,2000,0,2.1692334168597385,0.06136344369010249,0.06979562912868222,10.05346750172487,0.19006648933465675,true,false,3.154E-4,0
SV,backends,gamma,MT19937,80199,2000,1,1.8456160262873809,8.86679362928966E-4,0.07263618515363578,10.05346750172487,0.19006648933465675,true,true,3.154E-4,0
SV,backends,gamma,Random,80199,2000,0,2.153174315781481,0.045304342611844906,0.16050921672969742,2.282502919670608,0.5886641718957439,true,false,2.742E-4,0
SV,backends,gamma,Random,80199,2000,1,1.8772594712171633,0.032530124292711404,0.1625649175699458,2.282502919670608,0.5886641718957439,true,false,2.742E-4,0
SV,backends,gamma,L64X128MixRandom,80199,20000,0,2.10914122600521,0.0012712528355738328,0.019802859751525133,52.236074285131494,0.0369792092711725,true,true,0.0025185,0
SV,backends,gamma,L64X128MixRandom,80199,20000,1,1.8683012013008824,0.0235718543764305,0.020204450272366156,52.236074285131494,0.0369792092711725,true,false,0.0025185,0
SV,backends,gamma,Xoshiro256PlusPlus,80199,20000,0,2.1510097356154474,0.043139762445811414,0.024358229148225025,46.73989178148698,0.04539358582197819,true,false,0.002794,0
SV,backends,gamma,Xoshiro256PlusPlus,80199,20000,1,1.793978834726109,-0.05075051219834292,0.023121163264388192,46.73989178148698,0.04539358582197819,false,false,0.002794,0
SV,backends,gamma,PCG_RXS_M_XS_64,80199,20000,0,2.1048574303557275,-0.003012542813908503,0.01891477743763688,42.82541058592463,0.0397433676680283,true,true,0.0028047,0
SV,backends,gamma,PCG_RXS_M_XS_64,80199,20000,1,1.8520404454449064,0.007311098520454529,0.017617738238469897,42.82541058592463,0.0397433676680283,true,true,0.0028047,0
SV,backends,gamma,MT19937,80199,20000,0,2.1298748223401973,0.022004849170561336,0.023315027398154275,40.21300212196619,0.05406084470216408,true,false,0.0029748,0
SV,backends,gamma,MT19937,80199,20000,1,1.8344120005990643,-0.01031734632538761,0.024359727996349643,40.21300212196619,0.05406084470216408,true,true,0.0029748,0
SV,backends,gamma,Random,80199,20000,0,2.092340624985245,-0.015529348184391,0.020598273269208028,49.76970917144833,0.03965820483855434,true,true,0.002763,0
SV,backends,gamma,Random,80199,20000,1,1.8783613809471753,0.03363203402272341,0.020689590213689647,49.76970917144833,0.03965820483855434,true,false,0.002763,0
SV,backends,gamma,L64X128MixRandom,80199,200000,0,2.0992248458856038,-0.008645127284032217,0.006674362949714789,482.86086090564,0.004296578170730186,true,true,0.0248018,0
SV,backends,gamma,L64X128MixRandom,80199,200000,1,1.8525005296111694,0.007771182686717504,0.006538900177682788,482.86086090564,0.004296578170730186,true,true,0.0248018,0
SV,backends,gamma,Xoshiro256PlusPlus,80199,200000,0,2.1164567684766933,0.008586795307057304,0.006628070899119002,431.24284102254876,0.004484771034190588,true,true,0.0278703,0
SV,backends,gamma,Xoshiro256PlusPlus,80199,200000,1,1.842071961100495,-0.002657385823956915,0.006467097520309482,431.24284102254876,0.004484771034190588,true,true,0.0278703,0
SV,backends,gamma,PCG_RXS_M_XS_64,80199,200000,0,2.1003497075414876,-0.007520265628148337,0.006255442894324695,463.3741167016656,0.004345431223143219,true,true,0.0286639,0
SV,backends,gamma,PCG_RXS_M_XS_64,80199,200000,1,1.8540249556049746,0.009295608680522705,0.006334147086456955,463.3741167016656,0.004345431223143219,true,true,0.0286639,0
SV,backends,gamma,MT19937,80199,200000,0,2.107869316844161,-6.563254748570557E-7,0.006473095004668235,430.33158013076445,0.004431110661981295,true,true,0.0284489,0
SV,backends,gamma,MT19937,80199,200000,1,1.8457242697401197,9.949228156678203E-4,0.006431564155570466,430.33158013076445,0.004431110661981295,true,true,0.0284489,0
SV,backends,gamma,Random,80199,200000,0,2.108564685689789,6.947125201528515E-4,0.006558904237100967,446.55045295048643,0.004445903705168182,true,true,0.027011,0
SV,backends,gamma,Random,80199,200000,1,1.8465456293839457,0.0018162824594938343,0.00650859905862272,446.55045295048643,0.004445903705168182,true,true,0.027011,0
SV,backends,dirichlet,L64X128MixRandom,80199,2000,0,0.8971104023044993,0.05609425158159831,0.04087042099621163,1.2066079784643255,0.905446436169145,true,false,7.31E-4,0
SV,backends,dirichlet,L64X128MixRandom,80199,2000,1,2.6068040508851062,0.6958532956484713,0.08957834725661108,1.2066079784643255,0.905446436169145,false,false,7.31E-4,0
SV,backends,dirichlet,L64X128MixRandom,80199,2000,2,2.763754236801647,0.1234149580777939,0.09886437119413752,1.2066079784643255,0.905446436169145,true,false,7.31E-4,0
SV,backends,dirichlet,Xoshiro256PlusPlus,80199,2000,0,0.5776373822709943,-0.2633787684519068,1.306950963886167E-6,1.0000075009399907,0.9999962495445845,false,false,7.418E-4,0
SV,backends,dirichlet,Xoshiro256PlusPlus,80199,2000,1,1.5039401999400548,-0.40701055529658015,7.0888240058150045E-6,1.0000075009399907,0.9999962495445845,false,false,7.418E-4,0
SV,backends,dirichlet,Xoshiro256PlusPlus,80199,2000,2,1.940304337162565,-0.7000349415612879,6.551946699906284E-6,1.0000075009399907,0.9999962495445845,false,false,7.418E-4,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,80199,2000,0,0.7070536118605812,-0.1339625388623198,0.01948721216274884,1.6700072761152245,0.7222646855805969,false,false,7.483E-4,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,80199,2000,1,1.651788579469994,-0.2591621757666409,0.12143520467237826,1.6700072761152245,0.7222646855805969,false,false,7.483E-4,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,80199,2000,2,2.430090111227799,-0.21024916749605405,0.2302247166849475,1.6700072761152245,0.7222646855805969,true,false,7.483E-4,0
SV,backends,dirichlet,MT19937,80199,2000,0,0.9402304708224695,0.09921432009956843,2.4165797794916525E-5,1.0066894482809998,0.9966666293817369,false,false,7.454E-4,0
SV,backends,dirichlet,MT19937,80199,2000,1,2.1135475137442126,0.20259675850757763,0.0017003494254359166,1.0066894482809998,0.9966666293817369,false,false,7.454E-4,0
SV,backends,dirichlet,MT19937,80199,2000,2,2.7423879897521535,0.1020487110283006,0.0023823974944432525,1.0066894482809998,0.9966666293817369,false,false,7.454E-4,0
SV,backends,dirichlet,Random,80199,2000,0,1.0840563013436377,0.2430401506207367,0.07567735193827271,1.8972951400029483,0.6186338565568837,false,false,6.786E-4,0
SV,backends,dirichlet,Random,80199,2000,1,2.397046417062397,0.48609566182576214,0.1991324275416471,1.8972951400029483,0.6186338565568837,false,false,6.786E-4,0
SV,backends,dirichlet,Random,80199,2000,2,2.7463292362952503,0.1059899575713974,0.3685738510992169,1.8972951400029483,0.6186338565568837,true,false,6.786E-4,0
SV,backends,dirichlet,L64X128MixRandom,80199,20000,0,0.8502566871466802,0.0092405364237792,0.04574740378001104,2.76048258472055,0.5462074230783546,true,false,0.0065043,0
SV,backends,dirichlet,L64X128MixRandom,80199,20000,1,1.941423925930618,0.030473170693983143,0.0319929768533971,2.76048258472055,0.5462074230783546,true,false,0.0065043,0
SV,backends,dirichlet,L64X128MixRandom,80199,20000,2,2.613810226765755,-0.02652905195809785,0.044342358683000294,2.76048258472055,0.5462074230783546,true,false,0.0065043,0
SV,backends,dirichlet,Xoshiro256PlusPlus,80199,20000,0,0.921016682594613,0.08000053187171197,0.012720563265541988,2.557823983747626,0.5602219207596676,false,false,0.0068766,0
SV,backends,dirichlet,Xoshiro256PlusPlus,80199,20000,1,2.160185167965593,0.24923441272895785,0.18863202053057035,2.557823983747626,0.5602219207596676,true,false,0.0068766,0
SV,backends,dirichlet,Xoshiro256PlusPlus,80199,20000,2,2.8116030913209147,0.1712638125970618,0.20155577279801293,2.557823983747626,0.5602219207596676,true,false,0.0068766,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,80199,20000,0,0.8451232177699419,0.004107067047040891,0.0224671207549024,1.4319226511670817,0.8250842287530066,true,true,0.0068642,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,80199,20000,1,1.9548502252311988,0.043899469994563844,0.01292884530496497,1.4319226511670817,0.8250842287530066,false,false,0.0068642,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,80199,20000,2,2.509936205575307,-0.1304030731485457,0.04830906362072631,1.4319226511670817,0.8250842287530066,false,false,0.0068642,0
SV,backends,dirichlet,MT19937,80199,20000,0,0.9057846864100106,0.06476853568710961,0.035881595648458484,1.3880395792468512,0.8439758351574153,true,false,0.0069981,0
SV,backends,dirichlet,MT19937,80199,20000,1,2.077842210709011,0.16689145547237616,0.04053595532018726,1.3880395792468512,0.8439758351574153,false,false,0.0069981,0
SV,backends,dirichlet,MT19937,80199,20000,2,2.7094902393055027,0.06915096058164982,0.03888892167084102,1.3880395792468512,0.8439758351574153,true,false,0.0069981,0
