SV,mode,family,rng,seed,draws,parameter,mean,error,mcse,ess,maxWeight,covered95,withinPointOnePosteriorSd,seconds,underflows
SV,backends,dirichlet,PCG_RXS_M_XS_64,1009,20000,0,0.7901394050144362,-0.05087674570846479,0.023264997619526537,1.5529112681874668,0.7906610541307751,false,false,0.0090301,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,1009,20000,1,1.8756097631175532,-0.035340992119081704,0.032821662776875364,1.5529112681874668,0.7906610541307751,true,false,0.0090301,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,1009,20000,2,2.7673964520123873,0.1270571732885344,0.061129215250534504,1.5529112681874668,0.7906610541307751,false,false,0.0090301,0
SV,backends,dirichlet,MT19937,1009,20000,0,0.7971764790996816,-0.043839671623219445,0.03294717100226944,2.0990759323615844,0.6536662323402601,true,false,0.008809,0
SV,backends,dirichlet,MT19937,1009,20000,1,1.765316035707802,-0.145634719528833,0.1219027609179657,2.0990759323615844,0.6536662323402601,true,false,0.008809,0
SV,backends,dirichlet,MT19937,1009,20000,2,2.3909252729822876,-0.24941400574156525,0.2627984092940174,2.0990759323615844,0.6536662323402601,true,false,0.008809,0
SV,backends,dirichlet,Random,1009,20000,0,0.8828617016373355,0.041845550914434426,0.018214888918517365,1.5972861201245325,0.7796994088806012,false,false,0.0083553,0
SV,backends,dirichlet,Random,1009,20000,1,1.803687379891543,-0.107263375345092,0.05976997318790941,1.5972861201245325,0.7796994088806012,true,false,0.0083553,0
SV,backends,dirichlet,Random,1009,20000,2,2.3599743630313923,-0.2803649156924606,0.16674248049824675,1.5972861201245325,0.7796994088806012,true,false,0.0083553,0
SV,backends,dirichlet,L64X128MixRandom,1009,200000,0,0.8349868086499175,-0.006029342072983557,0.00891645175355137,11.748742385941675,0.16119081234643753,true,true,0.09114,0
SV,backends,dirichlet,L64X128MixRandom,1009,200000,1,1.921220040628404,0.010269285391768967,0.032010447727484986,11.748742385941675,0.16119081234643753,true,true,0.09114,0
SV,backends,dirichlet,L64X128MixRandom,1009,200000,2,2.592441110268816,-0.04789816845503703,0.037687792607011474,11.748742385941675,0.16119081234643753,true,false,0.09114,0
SV,backends,dirichlet,Xoshiro256PlusPlus,1009,200000,0,0.8566218409866977,0.015605690263796657,0.018358022167587862,9.00511045522672,0.18573689877776262,true,false,0.0688487,0
SV,backends,dirichlet,Xoshiro256PlusPlus,1009,200000,1,1.9633711790533706,0.05242042381673562,0.03130403826419022,9.00511045522672,0.18573689877776262,true,false,0.0688487,0
SV,backends,dirichlet,Xoshiro256PlusPlus,1009,200000,2,2.702599108381726,0.062259829657873134,0.04714355360461295,9.00511045522672,0.18573689877776262,true,false,0.0688487,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,1009,200000,0,0.8454853382940406,0.004469187571139566,0.010081743935325616,16.495016876251306,0.12367892218571672,true,true,0.0690735,0
SV,backends,dirichlet,PCG_RXS_M_XS_64,1009,200000,1,1.9083276291887092,-0.0026231260479256946,0.034661897690751134,16.495016876251306,0.12367892218571672,true,true,0.0690735,0
