"calibration","geometry","strategy","round","seed","method","query","truth","estimate","error","fullWidth","covered","criteriaMet","reason","drawsPerChain","productionSeconds","pilotSeconds","totalSeconds","rHat","meanEss","meanEssPerTotalSecond","acceptance","pilotStatus","covariance"
"calibration","independent-2","joint-prior","3","120860","precision","square1","1.0","1.0064323183986401","0.006432318398640113","0.08582312225911794","true","true","PrecisionReached","2000","0.0407235","0.0","0.0407235","1.000203821306697","7937.255749200165","194906.03089616966","1.0","NotUsed",""
"calibration","independent-2","joint-prior","3","120860","precision","x0","0.0","-0.008197628112880107","-0.008197628112880107","0.05603825519980681","true","true","PrecisionReached","2000","0.0407235","0.0","0.0407235","0.9998116115110618","7615.43325238024","187003.40718209976","1.0","NotUsed",""
"calibration","independent-2","joint-prior","3","120860","precision","x1","0.0","0.013939905471087144","0.013939905471087144","0.059404190308482444","true","true","PrecisionReached","2000","0.0407235","0.0","0.0407235","1.000455066547091","7820.275495982599","192033.48179755174","1.0","NotUsed",""
"calibration","independent-2","joint-prior","3","120860","fixed","square0","1.0","1.0005018735277882","5.018735277881881E-4","0.03243538579320852","true","true","FixedBudget","12000","0.2821075","0.0","0.2821075","1.0000501702249935","47525.790726957406","168466.95223259716","1.0","NotUsed",""
"calibration","independent-2","joint-prior","3","120860","fixed","square1","1.0","0.9930913481707404","-0.006908651829259593","0.031038439024825778","true","true","FixedBudget","12000","0.2821075","0.0","0.2821075","1.0000067588108437","47449.266500357204","168195.69313243072","1.0","NotUsed",""
"calibration","independent-2","joint-prior","3","120860","fixed","x0","0.0","-0.0013026665862171383","-0.0013026665862171383","0.023186515213351737","true","true","FixedBudget","12000","0.2821075","0.0","0.2821075","1.000053758617977","47488.84207540894","168335.97857344785","1.0","NotUsed",""
"calibration","independent-2","joint-prior","3","120860","fixed","x1","0.0","0.006800807215847193","0.006800807215847193","0.02301502379904879","true","true","FixedBudget","12000","0.2821075","0.0","0.2821075","1.0001229861221892","47826.38700809211","169532.49030278213","1.0","NotUsed",""
"calibration","independent-2","manual","3","120860","precision","square0","1.0","0.9426927661286488","-0.05730723387135117","0.1277946422850444","true","true","PrecisionReached","4000","0.1126244","0.0","0.1126244","1.000793298619192","2546.23766449155","22608.22401266111","0.5500625","NotUsed",""
"calibration","independent-2","manual","3","120860","precision","square1","1.0","1.0183174052670496","0.018317405267049613","0.16950274687560787","true","true","PrecisionReached","4000","0.1126244","0.0","0.1126244","1.0028981920916786","1813.4965061946184","16102.163529347268","0.5500625","NotUsed",""
"calibration","independent-2","manual","3","120860","precision","x0","0.0","-0.03238443117613188","-0.03238443117613188","0.11423089057056852","true","true","PrecisionReached","4000","0.1126244","0.0","0.1126244","1.0014444011063397","1534.0010691077196","13620.503808301926","0.5500625","NotUsed",""
"calibration","independent-2","manual","3","120860","precision","x1","0.0","0.0022842954970636042","0.0022842954970636042","0.11925776605315677","true","true","PrecisionReached","4000","0.1126244","0.0","0.1126244","1.0029412717751578","1488.6364138461345","13217.707831039583","0.5500625","NotUsed",""
"calibration","independent-2","manual","3","120860","fixed","square0","1.0","0.9789720678117704","-0.021027932188229626","0.07938735024508461","true","true","FixedBudget","12000","0.286035","0.0","0.286035","1.0004054488634775","7034.3469610328175","24592.60915983295","0.5510625","NotUsed",""
"calibration","independent-2","manual","3","120860","fixed","square1","1.0","1.0267345438604645","0.026734543860464477","0.09468578973019987","true","true","FixedBudget","12000","0.286035","0.0","0.286035","1.0004136715105607","6019.956317504404","21046.222726255193","0.5510625","NotUsed",""
"calibration","independent-2","manual","3","120860","fixed","x0","0.0","-0.014089120869783978","-0.014089120869783978","0.07118365282006242","true","true","FixedBudget","12000","0.286035","0.0","0.286035","1.0004255843144199","4741.572617468162","16576.896594711005","0.5510625","NotUsed",""
"calibration","independent-2","manual","3","120860","fixed","x1","0.0","-0.006999098492767808","-0.006999098492767808","0.0757787227154041","true","true","FixedBudget","12000","0.286035","0.0","0.286035","1.0007955728051574","4518.85109086455","15798.245287690494","0.5510625","NotUsed",""
"calibration","correlated-2","calibrated","3","120860","precision","square0","1.0","0.9703091431680037","-0.02969085683199635","0.13923495502773142","true","true","PrecisionReached","4000","0.1112303","0.1901331","0.3013634","1.0005041827410335","2361.84199209659","7837.189227678576","0.544375","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","precision","square1","1.0","1.003018420870509","0.0030184208705090754","0.16032847347414592","true","true","PrecisionReached","4000","0.1112303","0.1901331","0.3013634","1.0029833266341812","2012.162934817929","6676.865653951107","0.544375","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","precision","x0","0.0","-0.034678781123068214","-0.034678781123068214","0.11927932836046438","true","true","PrecisionReached","4000","0.1112303","0.1901331","0.3013634","1.0022583527388578","1495.7162440333254","4963.164883437489","0.544375","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","precision","x1","0.0","-0.03820201400289347","-0.03820201400289347","0.12026623806596566","true","true","PrecisionReached","4000","0.1112303","0.1901331","0.3013634","1.003029820653122","1524.4469426328462","5058.5006096720645","0.544375","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","fixed","square0","1.0","0.989858552280204","-0.01014144771979597","0.08207608395551728","true","true","FixedBudget","12000","0.2711637","0.1901331","0.4612968","1.000259782015772","6693.088243625502","14509.288257853734","0.5454791666666666","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","fixed","square1","1.0","1.0149312363821061","0.014931236382106139","0.0892315833594085","true","true","FixedBudget","12000","0.2711637","0.1901331","0.4612968","1.000298426795325","6360.720370885388","13788.780609111938","0.5454791666666666","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","fixed","x0","0.0","-0.015852154580338285","-0.015852154580338285","0.07465575920305301","true","true","FixedBudget","12000","0.2711637","0.1901331","0.4612968","1.0002444708231364","4542.32927033642","9846.869239796202","0.5454791666666666","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","calibrated","3","120860","fixed","x1","0.0","-0.019980804263520058","-0.019980804263520058","0.07547792188688905","true","true","FixedBudget","12000","0.2711637","0.1901331","0.4612968","1.0006923152207483","4663.558689832975","10109.670584822992","0.5454791666666666","Accepted","0.9896192264618633|0.45589110483148043/0.45589110483148043|1.0052972636813018"
"calibration","correlated-2","default","3","120860","precision","square0","1.0","0.9748325985989631","-0.025167401401036904","0.15860820180238772","true","true","PrecisionReached","4000","0.10309","0.0","0.10309","1.002623134891261","1481.310865401296","14369.103360183297","0.755625","NotUsed",""
"calibration","correlated-2","default","3","120860","precision","square1","1.0","0.9682697353315111","-0.03173026466848894","0.138745749677969","true","true","PrecisionReached","4000","0.10309","0.0","0.10309","1.0011232551554428","2097.720167956973","20348.435036928637","0.755625","NotUsed",""
"calibration","correlated-2","default","3","120860","precision","x0","0.0","0.008668880471494111","0.008668880471494111","0.11865631355479883","true","true","PrecisionReached","4000","0.10309","0.0","0.10309","1.001713461578802","1530.2406626403842","14843.735208462356","0.755625","NotUsed",""
"calibration","correlated-2","default","3","120860","precision","x1","0.0","0.01154023625743189","0.01154023625743189","0.11674287957468515","true","true","PrecisionReached","4000","0.10309","0.0","0.10309","1.0009116508877467","1667.0732754397618","16171.04739004522","0.755625","NotUsed",""
"calibration","correlated-2","default","3","120860","fixed","square0","1.0","1.0129119965231044","0.012911996523104374","0.10417127258744012","true","true","FixedBudget","12000","0.246601","0.0","0.246601","1.0006385432296392","4122.851314018513","16718.71287634078","0.7536666666666667","NotUsed",""
"calibration","correlated-2","default","3","120860","fixed","square1","1.0","0.9988845836021267","-0.00111541639787327","0.08991419986836997","true","true","FixedBudget","12000","0.246601","0.0","0.246601","1.0003526469459785","5476.766826204775","22209.02115646236","0.7536666666666667","NotUsed",""
"calibration","correlated-2","default","3","120860","fixed","x0","0.0","0.011496041992680506","0.011496041992680506","0.06849085270708462","true","true","FixedBudget","12000","0.246601","0.0","0.246601","1.0006138587903368","5071.0867351131","20563.9341896955","0.7536666666666667","NotUsed",""
"calibration","correlated-2","default","3","120860","fixed","x1","0.0","0.01087379485473472","0.01087379485473472","0.06374390931694313","true","true","FixedBudget","12000","0.246601","0.0","0.246601","1.0003494690325254","5275.718386021501","21393.74287217611","0.7536666666666667","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","precision","square0","1.0","0.966886371768363","-0.03311362823163699","0.1203678612633548","true","true","PrecisionReached","2000","0.0402983","0.0","0.0402983","1.0002040430339316","3008.507897780363","74655.95069222183","0.735875","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","precision","square1","1.0","0.9632929915639883","-0.03670700843601171","0.14155577711723838","true","true","PrecisionReached","2000","0.0402983","0.0","0.0402983","1.0006682720123627","2141.429583534977","53139.45212415852","0.735875","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","precision","x0","0.0","-0.01739138426788285","-0.01739138426788285","0.08558334602681865","true","true","PrecisionReached","2000","0.0402983","0.0","0.0402983","1.0005283984451085","3276.090639263999","81296.0010537417","0.735875","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","precision","x1","0.0","0.006601804531373379","0.006601804531373379","0.08516832285495995","true","true","PrecisionReached","2000","0.0402983","0.0","0.0402983","1.0006633919347443","3226.5871776725003","80067.5754975396","0.735875","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","fixed","square0","1.0","0.9832514778298075","-0.016748522170192515","0.06926307322187918","true","true","FixedBudget","12000","0.275722","0.0","0.275722","1.0002778649727433","10084.829617221523","36576.07886647247","0.7308125","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","fixed","square1","1.0","0.986572304393929","-0.013427695606071044","0.07302152836638919","true","true","FixedBudget","12000","0.275722","0.0","0.275722","1.00017993474512","9344.984715352057","33892.77865151151","0.7308125","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","fixed","x0","0.0","-0.005871251262778168","-0.005871251262778168","0.04049226182586437","true","true","FixedBudget","12000","0.275722","0.0","0.275722","1.0002713102033762","15227.570116573737","55227.98368129397","0.7308125","NotUsed",""
"calibration","correlated-2","joint-prior","3","120860","fixed","x1","0.0","0.0025793415037047573","0.0025793415037047573","0.04115097219934356","true","true","FixedBudget","12000","0.275722","0.0","0.275722","1.0004400050877789","14539.252235013691","52731.563803445824","0.7308125","NotUsed",""
"calibration","correlated-2","manual","3","120860","precision","square0","1.0","0.9615921918509273","-0.03840780814907274","0.13192146352952083","true","true","PrecisionReached","4000","0.1088248","0.0","0.1088248","1.000680907477268","2567.649025982164","23594.337191358623","0.54925","NotUsed",""
"calibration","correlated-2","manual","3","120860","precision","square1","1.0","1.0124976674405737","0.012497667440573679","0.15704953452208006","true","true","PrecisionReached","4000","0.1088248","0.0","0.1088248","1.0009346448042846","1999.853810763291","18376.820456029243","0.54925","NotUsed",""
"calibration","correlated-2","manual","3","120860","precision","x0","0.0","-0.030335251265961538","-0.030335251265961538","0.11082191508013685","true","true","PrecisionReached","4000","0.1088248","0.0","0.1088248","1.0015432392147179","1724.4598560956167","15846.2028516994","0.54925","NotUsed",""
"calibration","correlated-2","manual","3","120860","precision","x1","0.0","-0.03522547424210515","-0.03522547424210515","0.11658820535829928","true","true","PrecisionReached","4000","0.1088248","0.0","0.1088248","1.0028075074071148","1612.6737646815216","14818.991302364182","0.54925","NotUsed",""
"calibration","correlated-2","manual","3","120860","fixed","square0","1.0","0.9893392564656931","-0.010660743534306905","0.07825798071892248","true","true","FixedBudget","12000","0.2714736","0.0","0.2714736","1.0003245413666773","6962.844220654825","25648.329048035706","0.5511666666666667","NotUsed",""
"calibration","correlated-2","manual","3","120860","fixed","square1","1.0","1.025683826654326","0.025683826654326003","0.08751671229660149","true","true","FixedBudget","12000","0.2714736","0.0","0.2714736","1.0000538913337362","6518.064571603541","24009.938983398537","0.5511666666666667","NotUsed",""
"calibration","correlated-2","manual","3","120860","fixed","x0","0.0","-0.012892294477907573","-0.012892294477907573","0.07004076802396511","true","true","FixedBudget","12000","0.2714736","0.0","0.2714736","1.0006342402580655","4784.4866392385175","17624.13228851173","0.5511666666666667","NotUsed",""
"calibration","correlated-2","manual","3","120860","fixed","x1","0.0","-0.008270979172457171","-0.008270979172457171","0.07448556667649008","true","true","FixedBudget","12000","0.2714736","0.0","0.2714736","1.0009405538579537","4631.848959434012","17061.876217186542","0.5511666666666667","NotUsed",""
"calibration","narrow-2","calibrated","3","120860","precision","","","","","","false","false","PilotRejected","0","0","0.1330056","0.1330056","","","","","requirement failed: Pilot diagnostics rejected 'x0': R-hat=Some(1.009760120932712), bulk/tail/mean ESS=Vector(Some(704.8540577422319), Some(342.73818278177714), Some(713.043766675348)); improve pilot exploration or budget",""
"calibration","narrow-2","calibrated","3","120860","fixed","","","","","","false","false","PilotRejected","0","0","0.1330056","0.1330056","","","","","requirement failed: Pilot diagnostics rejected 'x0': R-hat=Some(1.009760120932712), bulk/tail/mean ESS=Vector(Some(704.8540577422319), Some(342.73818278177714), Some(713.043766675348)); improve pilot exploration or budget",""
"calibration","narrow-2","default","3","120860","precision","square0","1.0","0.8097299475984732","-0.19027005240152683","0.23164517224597855","false","false","MaxDrawsReached","12000","0.6456654","0.0","0.6456654","1.031239842231245","69.08552681725851","106.99896078875919","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","precision","square1","1.0","0.8056502889615711","-0.1943497110384289","0.22643339879153246","false","false","MaxDrawsReached","12000","0.6456654","0.0","0.6456654","1.0281378654837656","76.69284140948645","118.78109220268959","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","precision","x0","0.0","-0.062272880625936944","-0.062272880625936944","0.1879713322545765","true","false","MaxDrawsReached","12000","0.6456654","0.0","0.6456654","1.1162506716598006","33.23513471692169","51.47423838558129","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","precision","x1","0.0","-0.06448755499966596","-0.06448755499966596","0.187644471322106","true","false","MaxDrawsReached","12000","0.6456654","0.0","0.6456654","1.1101618924257073","33.839499212448956","52.41027196509052","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","fixed","square0","1.0","0.8097299475984732","-0.19027005240152683","0.23164517224597855","false","false","FixedBudget","12000","0.209948","0.0","0.209948","1.031239842231245","69.08552681725851","329.0601806983563","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","fixed","square1","1.0","0.8056502889615711","-0.1943497110384289","0.22643339879153246","false","false","FixedBudget","12000","0.209948","0.0","0.209948","1.0281378654837656","76.69284140948645","365.29446057826914","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","fixed","x0","0.0","-0.062272880625936944","-0.062272880625936944","0.1879713322545765","true","false","FixedBudget","12000","0.209948","0.0","0.209948","1.1162506716598006","33.23513471692169","158.3017447983391","0.18785416666666666","NotUsed",""
"calibration","narrow-2","default","3","120860","fixed","x1","0.0","-0.06448755499966596","-0.06448755499966596","0.187644471322106","true","false","FixedBudget","12000","0.209948","0.0","0.209948","1.1101618924257073","33.839499212448956","161.18038377335796","0.18785416666666666","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","precision","square0","1.0","0.923715427644108","-0.07628457235589203","0.17835619036639436","true","true","PrecisionReached","8000","0.313576","0.0","0.313576","1.0021226987887912","793.9881697164736","2532.0438098466516","0.161","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","precision","square1","1.0","0.9239505951673117","-0.0760494048326883","0.17309620672510698","true","true","PrecisionReached","8000","0.313576","0.0","0.313576","1.0022462663647411","830.8879687557113","2649.7179910315563","0.161","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","precision","x0","0.0","0.03400862085042733","0.03400862085042733","0.12225323707354666","true","true","PrecisionReached","8000","0.313576","0.0","0.313576","1.0028224069726457","1041.997059783467","3322.9490132646215","0.161","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","precision","x1","0.0","0.038252562060535344","0.038252562060535344","0.12110399069804784","true","true","PrecisionReached","8000","0.313576","0.0","0.313576","1.002897469718458","1075.8952988118294","3431.051160840847","0.161","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","fixed","square0","1.0","0.9241987648847922","-0.07580123511520775","0.17231921951817875","true","true","FixedBudget","12000","0.2316787","0.0","0.2316787","1.0016131082095283","837.6372952610116","3615.5127565072303","0.15872916666666664","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","fixed","square1","1.0","0.9204910667130136","-0.07950893328698638","0.16514684165329366","true","true","FixedBudget","12000","0.2316787","0.0","0.2316787","1.0018973862789249","884.192275833316","3816.4590695360257","0.15872916666666664","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","fixed","x0","0.0","0.022047528278867135","0.022047528278867135","0.11136603812503372","true","true","FixedBudget","12000","0.2316787","0.0","0.2316787","1.0029381377406792","1376.8153811279014","5942.779293598857","0.15872916666666664","NotUsed",""
"calibration","narrow-2","joint-prior","3","120860","fixed","x1","0.0","0.025718699338991236","0.025718699338991236","0.11034157956380097","true","true","FixedBudget","12000","0.2316787","0.0","0.2316787","1.0029045426312047","1423.0991285219707","6142.554876740808","0.15872916666666664","NotUsed",""
"calibration","narrow-2","manual","3","120860","precision","square0","1.0","0.9599158117235855","-0.04008418827641447","0.13248730881410234","true","true","PrecisionReached","4000","0.1111373","0.0","0.1111373","1.0000169029584336","2514.224259023009","22622.686164078208","0.550875","NotUsed",""
"calibration","narrow-2","manual","3","120860","precision","square1","1.0","0.9618939652300758","-0.038106034769924246","0.13439556603163838","true","true","PrecisionReached","4000","0.1111373","0.0","0.1111373","0.9999367628755362","2494.5623746615674","22445.770903752094","0.550875","NotUsed",""
"calibration","narrow-2","manual","3","120860","precision","x0","0.0","-0.03564361321098619","-0.03564361321098619","0.11234070604662677","true","true","PrecisionReached","4000","0.1111373","0.0","0.1111373","1.0013614795743957","1622.350711029533","14597.715717671143","0.550875","NotUsed",""
"calibration","narrow-2","manual","3","120860","precision","x1","0.0","-0.036919493088565736","-0.036919493088565736","0.1127969527181629","true","true","PrecisionReached","4000","0.1111373","0.0","0.1111373","1.0018488695448744","1607.3849551814508","14463.055654415311","0.550875","NotUsed",""
"calibration","narrow-2","manual","3","120860","fixed","square0","1.0","0.9916656473871147","-0.008334352612885287","0.08395443759249101","true","true","FixedBudget","12000","0.2740914","0.0","0.2740914","1.0001746280091028","6671.795710545962","24341.499625840002","0.5523750000000001","NotUsed",""
"calibration","narrow-2","manual","3","120860","fixed","square1","1.0","0.9918270735555802","-0.008172926444419804","0.08430242193983771","true","true","FixedBudget","12000","0.2740914","0.0","0.2740914","1.0002316445512835","6678.745427079565","24366.85509680189","0.5523750000000001","NotUsed",""
"calibration","narrow-2","manual","3","120860","fixed","x0","0.0","-0.014606459764135438","-0.014606459764135438","0.07237029210691388","true","true","FixedBudget","12000","0.2740914","0.0","0.2740914","1.0002184024748306","4770.343144754931","17404.20584066093","0.5523750000000001","NotUsed",""
"calibration","narrow-2","manual","3","120860","fixed","x1","0.0","-0.014962331112364863","-0.014962331112364863","0.07269072700495348","true","true","FixedBudget","12000","0.2740914","0.0","0.2740914","1.0002990044515923","4800.3905003945565","17513.831154113395","0.5523750000000001","NotUsed",""
"calibration","scaled-2","calibrated","3","120860","precision","square0","4.0E-4","3.8302170443481456E-4","-1.6978295565185457E-5","5.27824633384008E-5","true","true","PrecisionReached","4000","0.1100144","0.1775849","0.2875993","1.0014048871707446","2339.6695081871544","8135.1710806916235","0.5268125","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","precision","square1","400.0","383.2096046813203","-16.790395318679714","52.74507684764749","true","true","PrecisionReached","4000","0.1100144","0.1775849","0.2875993","1.0017381892453752","2391.744450713863","8316.238776359549","0.5268125","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","precision","x0","0.0","-8.239041760055311E-4","-8.239041760055311E-4","0.002316932699567417","true","true","PrecisionReached","4000","0.1100144","0.1775849","0.2875993","1.0013920091557182","1530.6108466559642","5322.025633080346","0.5268125","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","precision","x1","0.0","-0.9710379824731903","-0.9710379824731903","2.2961960721462527","true","true","PrecisionReached","4000","0.1100144","0.1775849","0.2875993","1.0025269056385895","1552.00391532332","5396.410614780078","0.5268125","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","fixed","square0","4.0E-4","3.926197356001795E-4","-7.380264399820533E-6","3.2408928465393285E-5","true","true","FixedBudget","12000","0.2753545","0.1775849","0.4529394","1.0002061843918881","6609.690387259142","14592.880167322917","0.5307708333333334","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","fixed","square1","400.0","396.41219960344563","-3.587800396554371","33.268178507245324","true","true","FixedBudget","12000","0.2753545","0.1775849","0.4529394","1.0004067277592599","6694.994694641785","14781.215091117674","0.5307708333333334","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","fixed","x0","0.0","-4.930636675054075E-4","-4.930636675054075E-4","0.0014733641862562758","true","true","FixedBudget","12000","0.2753545","0.1775849","0.4529394","1.0001679578496032","4293.296384585247","9478.7434800003","0.5307708333333334","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","calibrated","3","120860","fixed","x1","0.0","-0.48420196821779937","-0.48420196821779937","1.4944460943773759","true","true","FixedBudget","12000","0.2753545","0.1775849","0.4529394","1.000381613712216","4417.836301600546","9753.702816757708","0.5307708333333334","Accepted","3.587028441780837E-4|0.30334562192124/0.30334562192124|358.97076088526325"
"calibration","scaled-2","default","3","120860","precision","square0","4.0E-4","4.2452923589545404E-4","2.4529235895454017E-5","1.0340223854247486E-4","true","false","MaxDrawsReached","12000","0.7180186","0.0","0.7180186","1.007619319278179","265.108308708521","369.2220629222154","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","precision","square1","400.0","432.3519930692537","32.351993069253695","108.29094205707838","true","false","MaxDrawsReached","12000","0.7180186","0.0","0.7180186","1.010094058234642","258.2722314235016","359.7013105558848","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","precision","x0","0.0","0.0017430178818396147","0.0017430178818396147","0.0037288724996998707","true","false","MaxDrawsReached","12000","0.7180186","0.0","0.7180186","1.0078353185095195","321.837137364431","448.229526873581","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","precision","x1","0.0","1.8271392321512607","1.8271392321512607","3.7523745180079047","true","false","MaxDrawsReached","12000","0.7180186","0.0","0.7180186","1.0066644563307459","321.45355601334995","447.69530484774344","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","fixed","square0","4.0E-4","4.2452923589545404E-4","2.4529235895454017E-5","1.0340223854247486E-4","true","false","FixedBudget","12000","0.226851","0.0","0.226851","1.007619319278179","265.108308708521","1168.645096157923","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","fixed","square1","400.0","432.3519930692537","32.351993069253695","108.29094205707838","true","false","FixedBudget","12000","0.226851","0.0","0.226851","1.010094058234642","258.2722314235016","1138.5104382325915","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","fixed","x0","0.0","0.0017430178818396147","0.0017430178818396147","0.0037288724996998707","true","false","FixedBudget","12000","0.226851","0.0","0.226851","1.0078353185095195","321.837137364431","1418.7159737644135","0.37666666666666665","NotUsed",""
"calibration","scaled-2","default","3","120860","fixed","x1","0.0","1.8271392321512607","1.8271392321512607","3.7523745180079047","true","false","FixedBudget","12000","0.226851","0.0","0.226851","1.0066644563307459","321.45355601334995","1417.0250781938364","0.37666666666666665","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","precision","square0","4.0E-4","3.77588491772844E-4","-2.241150822715601E-5","6.373020355224841E-5","true","true","PrecisionReached","6000","0.2142095","0.0","0.2142095","1.0011444265556235","1121.4051045576468","5235.085766773401","0.34841666666666665","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","precision","square1","400.0","382.00881853187894","-17.991181468121056","60.241472165454105","true","true","PrecisionReached","6000","0.2142095","0.0","0.2142095","1.0003665855265942","1256.8624083769519","5867.444760278848","0.34841666666666665","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","precision","x0","0.0","4.115446401387335E-4","4.115446401387335E-4","0.0019544378189640067","true","true","PrecisionReached","6000","0.2142095","0.0","0.2142095","1.0014806585589906","2085.513412428886","9735.858645059561","0.34841666666666665","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","precision","x1","0.0","0.5379249451078696","0.5379249451078696","1.9419377172486936","true","true","PrecisionReached","6000","0.2142095","0.0","0.2142095","1.001652831242649","2147.2634845864022","10024.12817632459","0.34841666666666665","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","fixed","square0","4.0E-4","3.766658072021312E-4","-2.3334192797868833E-5","5.026458161390731E-5","true","true","FixedBudget","12000","0.2560822","0.0","0.2560822","1.001213607798733","2159.0966227191675","8431.26395633577","0.34912499999999996","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","fixed","square1","400.0","378.3894939150649","-21.610506084935082","47.17619261011013","true","true","FixedBudget","12000","0.2560822","0.0","0.2560822","1.0006318285500493","2489.4722372741553","9721.37945266854","0.34912499999999996","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","fixed","x0","0.0","5.609995946879737E-4","5.609995946879737E-4","0.0014676730952338335","true","true","FixedBudget","12000","0.2560822","0.0","0.2560822","1.0011965673517833","3706.3192924495447","14473.162494111442","0.34912499999999996","NotUsed",""
"calibration","scaled-2","joint-prior","3","120860","fixed","x1","0.0","0.7386262956238987","0.7386262956238987","1.433590366372232","false","true","FixedBudget","12000","0.2560822","0.0","0.2560822","1.0009107911449664","4323.267694932768","16882.343618309933","0.34912499999999996","NotUsed",""
"calibration","scaled-2","manual","3","120860","precision","square0","4.0E-4","3.7889740706497754E-4","-2.110259293502248E-5","5.287038308146391E-5","true","true","PrecisionReached","4000","0.1096342","0.0","0.1096342","1.0007118111949616","2493.057711721141","22739.781124148678","0.5471874999999999","NotUsed",""
"calibration","scaled-2","manual","3","120860","precision","square1","400.0","389.40355105601657","-10.596448943983432","53.6479615608894","true","true","PrecisionReached","4000","0.1096342","0.0","0.1096342","1.0008459520063404","2414.61635107488","22024.29854073711","0.5471874999999999","NotUsed",""
"calibration","scaled-2","manual","3","120860","precision","x0","0.0","-5.803432498931518E-4","-5.803432498931518E-4","0.0021375438530795445","true","true","PrecisionReached","4000","0.1096342","0.0","0.1096342","1.0021991156424899","1710.4828699585785","15601.727106674545","0.5471874999999999","NotUsed",""
"calibration","scaled-2","manual","3","120860","precision","x1","0.0","-0.6706959490960536","-0.6706959490960536","2.2716596959979665","true","true","PrecisionReached","4000","0.1096342","0.0","0.1096342","1.0037388808106744","1641.6777982935464","14974.139440918494","0.5471874999999999","NotUsed",""
"calibration","scaled-2","manual","3","120860","fixed","square0","4.0E-4","3.942693845377743E-4","-5.73061546222574E-6","3.158622781036486E-5","true","true","FixedBudget","12000","0.2720886","0.0","0.2720886","1.0002004687396016","7050.791187971645","25913.585456985867","0.5517500000000001","NotUsed",""
