fixture,seed,parameterBudget,components,parameters,method,status,train,heldout,meanLogScore,scoreMCSE,regionProbability,referenceRegion,fitMillis,scoreMillis,sampleMillis,angularEvaluations
gvm-seam,1,27,4,23,gmm-wrapped-em,refused-InsufficientComponent,800,3000,,,,0.035,1.7008,,,0
gvm-seam,1,27,4,23,gmm-chart-em,refused-InsufficientComponent,800,3000,,,,0.035,1.4733,,,0
gvm-seam,1,27,4,27,gvm-em,IterationLimit,800,3000,-1.5276985698675107,0.019096468721402696,0.041,0.035,466.5505,1.524,0.5902,27166
gvm-seam,2,6,1,6,gvm-em,Converged,800,3000,-1.5241359767747533,0.018784823272003436,0.03833333333333333,0.036333333333333336,5.2594,0.7526,0.5129,228
gvm-seam,2,6,1,5,gmm-chart-em,Fitted,800,3000,-1.985255077410854,0.03468140451087405,0.008333333333333333,0.036333333333333336,1.1492,0.7603,0.5012,0
gvm-seam,2,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.9532968759899076,0.024755280357400582,0.008333333333333333,0.036333333333333336,1.0117,1.0354,0.5023,0
gvm-seam,2,13,2,13,gvm-em,IterationLimit,800,3000,-1.532217663966779,0.019625501577980545,0.04,0.036333333333333336,245.7414,1.1097,0.5944,13914
gvm-seam,2,13,2,11,gmm-chart-em,refused-InsufficientComponent,800,3000,,,,0.036333333333333336,0.8641,,,0
gvm-seam,2,13,2,11,gmm-wrapped-em,refused-InsufficientComponent,800,3000,,,,0.036333333333333336,0.7236,,,0
gvm-seam,2,27,4,27,gvm-em,IterationLimit,800,3000,-1.5442384595523038,0.019229609974656992,0.044333333333333336,0.036333333333333336,467.3947,1.4931,0.5794,27182
gvm-seam,2,27,4,23,gmm-chart-em,refused-InsufficientComponent,800,3000,,,,0.036333333333333336,1.8727,,,0
gvm-seam,2,27,4,23,gmm-wrapped-em,refused-InsufficientComponent,800,3000,,,,0.036333333333333336,1.5979,,,0
gvm-seam,3,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.8649610524476927,0.0248748945830113,0.010666666666666666,0.032,1.0898,1.0398,0.5035,0
gvm-seam,3,6,1,5,gmm-chart-em,Fitted,800,3000,-1.905966611255857,0.03985375663337965,0.010666666666666666,0.032,1.0704,0.7444,0.4994,0
gvm-seam,3,6,1,6,gvm-em,Converged,800,3000,-1.486436239214654,0.017873324657299013,0.03933333333333333,0.032,5.3166,0.7543,0.4796,228
gvm-seam,3,13,2,11,gmm-wrapped-em,refused-InsufficientComponent,800,3000,,,,0.032,0.7724,,,0
gvm-seam,3,13,2,11,gmm-chart-em,refused-InsufficientComponent,800,3000,,,,0.032,0.6922,,,0
gvm-seam,3,13,2,13,gvm-em,IterationLimit,800,3000,-1.4953538350747106,0.01864016834383781,0.03933333333333333,0.032,244.0716,1.0792,0.5526,13827
gvm-seam,3,27,4,23,gmm-wrapped-em,refused-InsufficientComponent,800,3000,,,,0.032,1.6993,,,0
gvm-seam,3,27,4,23,gmm-chart-em,refused-InsufficientComponent,800,3000,,,,0.032,1.5267,,,0
gvm-seam,3,27,4,27,gvm-em,IterationLimit,800,3000,-1.4975200955027206,0.018792690485562615,0.035333333333333335,0.032,466.8587,1.4607,0.6042,27273
gvm-seam,4,6,1,6,gvm-em,Converged,800,3000,-1.5216513008743453,0.018984773407392314,0.034666666666666665,0.04066666666666666,5.1385,0.7627,0.4892,228
gvm-seam,4,6,1,5,gmm-chart-em,Fitted,800,3000,-2.0018086929812338,0.0597943164902273,0.005666666666666667,0.04066666666666666,2.2144,0.7797,0.5549,0
gvm-seam,4,6,1,5,gmm-wrapped-em,Fitted,800,3000,-1.9287948187552169,0.03645228604323636,0.005666666666666667,0.04066666666666666,1.1793,1.0613,0.5458,0
gvm-seam,4,13,2,13,gvm-em,IterationLimit,800,3000,-1.527265210554056,0.019328353515637706,0.03233333333333333,0.04066666666666666,243.3048,0.9502,0.579,13669
gvm-seam,4,13,2,11,gmm-chart-em,Fitted,800,3000,-1.7195372393250852,0.052014219951417424,0.015,0.04066666666666666,28.5218,1.3373,0.581,0
gvm-seam,4,13,2,11,gmm-wrapped-em,Fitted,800,3000,-1.6497874547320666,0.027406101631255515,0.015,0.04066666666666666,29.201,2.0198,0.5872,0
gvm-seam,4,27,4,27,gvm-em,IterationLimit,800,3000,-1.553588067058794,0.02137097600382607,0.021666666666666667,0.04066666666666666,465.9531,1.4551,0.5402,27124
gvm-seam,4,27,4,23,gmm-chart-em,Fitted,800,3000,-1.734545095396123,0.08075629687353045,0.020666666666666667,0.04066666666666666,92.109,2.1437,0.6045,0
gvm-seam,4,27,4,23,gmm-wrapped-em,Fitted,800,3000,-1.5976885570365824,0.028517366451217236,0.020666666666666667,0.04066666666666666,90.045,3.5908,0.5748,0
gvm-separated,0,6,1,6,gvm-em,Converged,800,3000,-2.646187985491579,0.014683639816888644,0.24333333333333335,0.38266666666666665,4.9286,0.6935,0.4943,216
gvm-separated,0,6,1,5,gmm-chart-em,Fitted,800,3000,-2.6422267693743327,0.014684851802009456,0.25566666666666665,0.38266666666666665,1.258,0.8113,0.5001,0
gvm-separated,0,6,1,5,gmm-wrapped-em,Fitted,800,3000,-2.6462933219343907,0.014684851802009487,0.25533333333333336,0.38266666666666665,1.0474,1.0572,0.4922,0
gvm-separated,0,13,2,13,gvm-em,Converged,800,3000,-2.3660976420038415,0.018073587567813,0.36933333333333335,0.38266666666666665,47.8624,1.0506,0.5333,2662
gvm-separated,0,13,2,11,gmm-chart-em,Fitted,800,3000,-2.3666129637331097,0.01812612623607064,0.38433333333333336,0.38266666666666665,4.858,1.3355,0.5326,0
gvm-separated,0,13,2,11,gmm-wrapped-em,Fitted,800,3000,-2.3666132826242396,0.018126126236070638,0.38433333333333336,0.38266666666666665,4.9237,2.0368,0.5247,0
gvm-separated,0,27,4,27,gvm-em,IterationLimit,800,3000,-2.3778983432687,0.018566371664304117,0.4066666666666667,0.38266666666666665,456.1968,1.4344,0.5503,26657
gvm-separated,0,27,4,23,gmm-chart-em,Fitted,800,3000,-2.3843288494841097,0.018715561878634657,0.3903333333333333,0.38266666666666665,173.935,2.1896,0.5744,0
gvm-separated,0,27,4,23,gmm-wrapped-em,Fitted,800,3000,-2.3843290449878096,0.01871556187863465,0.3903333333333333,0.38266666666666665,170.7825,3.5365,0.6088,0
gvm-separated,1,6,1,5,gmm-wrapped-em,Fitted,800,3000,-2.6409283946752122,0.01448993570454581,0.257,0.38166666666666665,1.0072,1.0573,0.5672,0
gvm-separated,1,6,1,5,gmm-chart-em,Fitted,800,3000,-2.635561014497811,0.01448993570454584,0.25933333333333336,0.38166666666666665,1.0943,0.8346,0.5299,0
gvm-separated,1,6,1,6,gvm-em,Converged,800,3000,-2.6412810457804636,0.014518697686204366,0.23933333333333334,0.38166666666666665,5.3903,0.752,0.5323,216
gvm-separated,1,13,2,11,gmm-wrapped-em,Fitted,800,3000,-2.3981259225589233,0.017317840500488863,0.36533333333333334,0.38166666666666665,7.2051,2.0214,0.5818,0
gvm-separated,1,13,2,11,gmm-chart-em,Fitted,800,3000,-2.398124773675086,0.017317840500488867,0.36533333333333334,0.38166666666666665,7.1605,1.2216,0.5331,0
gvm-separated,1,13,2,13,gvm-em,Converged,800,3000,-2.399570110632256,0.017349720782659152,0.35533333333333333,0.38166666666666665,44.4708,1.0963,0.5908,2436
