"highDimensional","dimension","target","sampler","round","seed","record","budgetPerChain","drawsPerChain","availableDraws","evaluations","warmupEvaluations","status","reason","query","truth","estimate","fullWidth","meanEss","covered","criteriaMet","failureReasons"
"highDimensional","8","banana","gpss","8","2743017","fixed","300000","30784","123827","1200000","7880","Ok","FixedBudget","first","0.0","0.009154848885177425","0.05187191712408798","10065.186495569353","true","true",""
"highDimensional","8","banana","gpss","8","2743017","fixed","300000","30784","123827","1200000","7880","Ok","FixedBudget","firstSquared","1.0","0.972805542217765","0.08397016873350921","7339.425971225824","true","true",""
"highDimensional","8","banana","gpss","8","2743017","fixed","300000","30784","123827","1200000","7880","Ok","FixedBudget","last","0.0","-0.0011305927457701814","0.04176371103627196","9212.350443967383","true","true",""
"highDimensional","8","banana","gpss","8","2743017","fixed","300000","30784","123827","1200000","7880","Ok","FixedBudget","meanSquare","0.785","0.7741289888696632","0.03746903912804537","7371.189428957897","true","true",""
"highDimensional","8","banana","gpss","8","2743017","stopped","75000","7495","30295","300000","7880","Ok","PrecisionReached","cross","0.0","-0.005484159445390616","0.06047583514151409","3847.0703660037852","true","true",""
"highDimensional","8","banana","gpss","8","2743017","stopped","75000","7495","30295","300000","7880","Ok","PrecisionReached","event","0.045500263896358334","0.04126084056037358","0.01945899126146964","2908.751748693717","true","true",""
"highDimensional","8","banana","gpss","8","2743017","stopped","75000","7495","30295","300000","7880","Ok","PrecisionReached","first","0.0","0.0080459799162797","0.09724446235674142","2837.5324699032467","true","true",""
"highDimensional","8","banana","gpss","8","2743017","stopped","75000","7495","30295","300000","7880","Ok","PrecisionReached","firstSquared","1.0","0.9638090611492549","0.15816293922384675","2027.702268247018","true","true",""
"highDimensional","8","banana","gpss","8","2743017","stopped","75000","7495","30295","300000","7880","Ok","PrecisionReached","last","0.0","-0.009869747374208981","0.07724819730602506","2474.18165000471","true","true",""
"highDimensional","8","banana","gpss","8","2743017","stopped","75000","7495","30295","300000","7880","Ok","PrecisionReached","meanSquare","0.785","0.7849257799212448","0.08474470767738272","1572.7631350823867","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","75000","7552","30432","300000","7894","Ok","FixedBudget","cross","0.0","0.011066306289440608","0.06297729312020468","3487.280783966172","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","75000","7552","30432","300000","7894","Ok","FixedBudget","event","0.045500263896358334","0.04869570974576271","0.021453901096244482","2802.2460377584725","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","75000","7552","30432","300000","7894","Ok","FixedBudget","first","0.0","-0.018822671071250907","0.10914040925341408","2373.5236987434123","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","75000","7552","30432","300000","7894","Ok","FixedBudget","firstSquared","1.0","1.0157985123456694","0.1774032708453954","1820.6171044772016","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","75000","7552","30432","300000","7894","Ok","FixedBudget","last","0.0","-0.012765922075675729","0.08760581395350607","2002.4042655680182","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","75000","7552","30432","300000","7894","Ok","FixedBudget","meanSquare","0.785","0.7767798679610158","0.08355150676748913","1692.7556774488241","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","150000","15243","61431","600000","7894","Ok","FixedBudget","cross","0.0","5.800784679534932E-4","0.04460407402161765","7332.55995759129","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","150000","15243","61431","600000","7894","Ok","FixedBudget","event","0.045500263896358334","0.044282621531194645","0.014566672658527348","5553.2022003605025","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","150000","15243","61431","600000","7894","Ok","FixedBudget","first","0.0","-0.009051213568492589","0.07539103559506499","4830.149314408293","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","150000","15243","61431","600000","7894","Ok","FixedBudget","firstSquared","1.0","0.9861310941477359","0.11921156489557108","3806.7606495005907","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","150000","15243","61431","600000","7894","Ok","FixedBudget","last","0.0","0.0010125362123791781","0.06411625295419596","3904.0245891779105","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","150000","15243","61431","600000","7894","Ok","FixedBudget","meanSquare","0.785","0.7888638831689228","0.05824239670574954","3394.365140904328","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","300000","30818","123848","1200000","7894","Ok","FixedBudget","cross","0.0","-0.006921573593183794","0.03326565473844812","14065.375044919008","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","300000","30818","123848","1200000","7894","Ok","FixedBudget","event","0.045500263896358334","0.04669349081705497","0.01094382596152397","10347.807677086512","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","300000","30818","123848","1200000","7894","Ok","FixedBudget","first","0.0","-0.015553027893277172","0.052786078633788674","10045.228526867882","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","300000","30818","123848","1200000","7894","Ok","FixedBudget","firstSquared","1.0","1.0055537874691605","0.08922487412221834","7081.302462235878","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","300000","30818","123848","1200000","7894","Ok","FixedBudget","last","0.0","0.0011920934981973774","0.04370561901247585","8363.997647369686","true","true",""
"highDimensional","8","banana","gpss","9","2873380","fixed","300000","30818","123848","1200000","7894","Ok","FixedBudget","meanSquare","0.785","0.7827188635394536","0.037974075196316966","7779.883930682268","true","true",""
"highDimensional","8","banana","gpss","9","2873380","stopped","75000","7552","30432","300000","7894","Ok","PrecisionReached","cross","0.0","0.011066306289440608","0.06297729312020468","3487.280783966172","true","true",""
"highDimensional","8","banana","gpss","9","2873380","stopped","75000","7552","30432","300000","7894","Ok","PrecisionReached","event","0.045500263896358334","0.04869570974576271","0.021453901096244482","2802.2460377584725","true","true",""
"highDimensional","8","banana","gpss","9","2873380","stopped","75000","7552","30432","300000","7894","Ok","PrecisionReached","first","0.0","-0.018822671071250907","0.10914040925341408","2373.5236987434123","true","true",""
"highDimensional","8","banana","gpss","9","2873380","stopped","75000","7552","30432","300000","7894","Ok","PrecisionReached","firstSquared","1.0","1.0157985123456694","0.1774032708453954","1820.6171044772016","true","true",""
"highDimensional","8","banana","gpss","9","2873380","stopped","75000","7552","30432","300000","7894","Ok","PrecisionReached","last","0.0","-0.012765922075675729","0.08760581395350607","2002.4042655680182","true","true",""
"highDimensional","8","banana","gpss","9","2873380","stopped","75000","7552","30432","300000","7894","Ok","PrecisionReached","meanSquare","0.785","0.7767798679610158","0.08355150676748913","1692.7556774488241","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","75000","7552","30378","300000","7566","Ok","FixedBudget","cross","0.0","-0.020785099576236726","0.07330721269291912","2938.2283342865294","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","75000","7552","30378","300000","7566","Ok","FixedBudget","event","0.045500263896358334","0.04154528601694915","0.019989956675418107","2774.458939176597","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","75000","7552","30378","300000","7566","Ok","FixedBudget","first","0.0","-0.018669166479655663","0.10471389422275881","2478.31964447349","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","75000","7552","30378","300000","7566","Ok","FixedBudget","firstSquared","1.0","0.976365318529693","0.16954151803581125","1936.5135404388307","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","75000","7552","30378","300000","7566","Ok","FixedBudget","last","0.0","0.004354841666734721","0.08760723479607213","2056.2980617373096","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","75000","7552","30378","300000","7566","Ok","FixedBudget","meanSquare","0.785","0.7845202623072884","0.08169976174161772","1706.2690052037915","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","150000","15263","61504","600000","7566","Ok","FixedBudget","cross","0.0","-0.015898307861278438","0.05405519446651678","5732.3004659195585","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","150000","15263","61504","600000","7566","Ok","FixedBudget","event","0.045500263896358334","0.04230819629168578","0.014881471659388157","5094.01138359604","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","150000","15263","61504","600000","7566","Ok","FixedBudget","first","0.0","-0.007257707779931399","0.07220284590057639","5161.547773904486","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","150000","15263","61504","600000","7566","Ok","FixedBudget","firstSquared","1.0","0.9665200307330173","0.11700444475883168","3872.203346426709","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","150000","15263","61504","600000","7566","Ok","FixedBudget","last","0.0","0.010520771676440749","0.06486659129839788","3897.5001066521404","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","150000","15263","61504","600000","7566","Ok","FixedBudget","meanSquare","0.785","0.7867747683689301","0.056681254964194606","3602.958228277442","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","300000","30810","123767","1200000","7566","Ok","FixedBudget","cross","0.0","-0.01183990285926137","0.03752636837917491","11400.192207320153","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","300000","30810","123767","1200000","7566","Ok","FixedBudget","event","0.045500263896358334","0.04238072054527751","0.010430219557744183","10386.569220961126","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","300000","30810","123767","1200000","7566","Ok","FixedBudget","first","0.0","-0.010785858302821305","0.050994907013356815","10416.327608701109","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","300000","30810","123767","1200000","7566","Ok","FixedBudget","firstSquared","1.0","0.9730213350212366","0.08096168052754692","8005.111800984381","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","300000","30810","123767","1200000","7566","Ok","FixedBudget","last","0.0","0.0022265587318152646","0.043890483171189106","8250.383392655172","true","true",""
"highDimensional","8","banana","gpss","10","3003743","fixed","300000","30810","123767","1200000","7566","Ok","FixedBudget","meanSquare","0.785","0.7824979806089196","0.03744805649226949","7736.569055742333","true","true",""
"highDimensional","8","banana","gpss","10","3003743","stopped","75000","7552","30378","300000","7566","Ok","PrecisionReached","cross","0.0","-0.020785099576236726","0.07330721269291912","2938.2283342865294","true","true",""
"highDimensional","8","banana","gpss","10","3003743","stopped","75000","7552","30378","300000","7566","Ok","PrecisionReached","event","0.045500263896358334","0.04154528601694915","0.019989956675418107","2774.458939176597","true","true",""
"highDimensional","8","banana","gpss","10","3003743","stopped","75000","7552","30378","300000","7566","Ok","PrecisionReached","first","0.0","-0.018669166479655663","0.10471389422275881","2478.31964447349","true","true",""
"highDimensional","8","banana","gpss","10","3003743","stopped","75000","7552","30378","300000","7566","Ok","PrecisionReached","firstSquared","1.0","0.976365318529693","0.16954151803581125","1936.5135404388307","true","true",""
"highDimensional","8","banana","gpss","10","3003743","stopped","75000","7552","30378","300000","7566","Ok","PrecisionReached","last","0.0","0.004354841666734721","0.08760723479607213","2056.2980617373096","true","true",""
"highDimensional","8","banana","gpss","10","3003743","stopped","75000","7552","30378","300000","7566","Ok","PrecisionReached","meanSquare","0.785","0.7845202623072884","0.08169976174161772","1706.2690052037915","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","75000","7439","30199","300000","7725","Ok","FixedBudget","cross","0.0","-0.012633948630489833","0.08314737271451499","2599.8253566654957","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","75000","7439","30199","300000","7725","Ok","FixedBudget","event","0.045500263896358334","0.057433794864901196","0.030785595490116516","1590.3515442380633","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","75000","7439","30199","300000","7725","Ok","FixedBudget","first","0.0","-0.032139708232437725","0.1408858597002624","1533.3626454816276","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","75000","7439","30199","300000","7725","Ok","FixedBudget","firstSquared","1.0","1.0941604530656162","0.2377344509403078","1291.2357906471548","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","75000","7439","30199","300000","7725","Ok","FixedBudget","last","0.0","0.01533814023172586","0.10983497492277054","1413.582007688614","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","75000","7439","30199","300000","7725","Ok","FixedBudget","meanSquare","0.785","0.8128024533150615","0.09880900994703272","1350.803443348822","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","150000","15354","61515","600000","7725","Ok","FixedBudget","cross","0.0","-0.0012202797700204826","0.054388396683881415","5507.4058708548555","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","150000","15354","61515","600000","7725","Ok","FixedBudget","event","0.045500263896358334","0.05242933437540706","0.018706494741958225","3952.7784237351775","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","150000","15354","61515","600000","7725","Ok","FixedBudget","first","0.0","-0.0022410138465267515","0.08636454753205695","3905.618860992178","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","150000","15354","61515","600000","7725","Ok","FixedBudget","firstSquared","1.0","1.0463129416693564","0.14424623106463139","3143.422277442838","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","150000","15354","61515","600000","7725","Ok","FixedBudget","last","0.0","-0.002647037722904644","0.06852134528054675","3507.715030716693","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","150000","15354","61515","600000","7725","Ok","FixedBudget","meanSquare","0.785","0.7884883053342947","0.06026775149427881","3238.5936069182544","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","300000","30897","123718","1200000","7725","Ok","FixedBudget","cross","0.0","7.561935283528776E-5","0.03662030105072232","12236.752020064881","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","300000","30897","123718","1200000","7725","Ok","FixedBudget","event","0.045500263896358334","0.04738324109136809","0.012391049263259096","8185.111650407483","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","300000","30897","123718","1200000","7725","Ok","FixedBudget","first","0.0","8.472596178294989E-4","0.058283949859923495","8262.691974895537","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","300000","30897","123718","1200000","7725","Ok","FixedBudget","firstSquared","1.0","1.008142747965768","0.10261491770532041","5933.451087518567","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","300000","30897","123718","1200000","7725","Ok","FixedBudget","last","0.0","0.0014734182783029404","0.04695939765790951","7463.133800773445","true","true",""
"highDimensional","8","banana","gpss","11","3134106","fixed","300000","30897","123718","1200000","7725","Ok","FixedBudget","meanSquare","0.785","0.795129310791006","0.04553703483250246","6226.167067290178","true","true",""
"highDimensional","8","banana","gpss","11","3134106","stopped","75000","7439","30199","300000","7725","Ok","PrecisionReached","cross","0.0","-0.012633948630489833","0.08314737271451499","2599.8253566654957","true","true",""
"highDimensional","8","banana","gpss","11","3134106","stopped","75000","7439","30199","300000","7725","Ok","PrecisionReached","event","0.045500263896358334","0.057433794864901196","0.030785595490116516","1590.3515442380633","true","true",""
"highDimensional","8","banana","gpss","11","3134106","stopped","75000","7439","30199","300000","7725","Ok","PrecisionReached","first","0.0","-0.032139708232437725","0.1408858597002624","1533.3626454816276","true","true",""
"highDimensional","8","banana","gpss","11","3134106","stopped","75000","7439","30199","300000","7725","Ok","PrecisionReached","firstSquared","1.0","1.0941604530656162","0.2377344509403078","1291.2357906471548","true","true",""
"highDimensional","8","banana","gpss","11","3134106","stopped","75000","7439","30199","300000","7725","Ok","PrecisionReached","last","0.0","0.01533814023172586","0.10983497492277054","1413.582007688614","true","true",""
"highDimensional","8","banana","gpss","11","3134106","stopped","75000","7439","30199","300000","7725","Ok","PrecisionReached","meanSquare","0.785","0.8128024533150615","0.09880900994703272","1350.803443348822","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","75000","7572","30439","300000","7532","Ok","FixedBudget","cross","0.0","5.391418207705279E-4","0.06842685802157136","3316.4681983251094","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","75000","7572","30439","300000","7532","Ok","FixedBudget","event","0.045500263896358334","0.044836238774432116","0.019888147203672234","3014.5811379108923","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","75000","7572","30439","300000","7532","Ok","FixedBudget","first","0.0","0.007821939860918725","0.09972320220387515","2803.2291058614614","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","75000","7572","30439","300000","7532","Ok","FixedBudget","firstSquared","1.0","1.0013108999454965","0.15495291863539165","2268.0987303815355","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","75000","7572","30439","300000","7532","Ok","FixedBudget","last","0.0","-0.024881131202189766","0.07488706815619262","2665.6913993704347","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","75000","7572","30439","300000","7532","Ok","FixedBudget","meanSquare","0.785","0.7712648116009483","0.06935576549033076","2356.1287650368176","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","150000","15260","61347","600000","7532","Ok","FixedBudget","cross","0.0","0.01624751971420957","0.0553456323134781","5479.689660660356","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","150000","15260","61347","600000","7532","Ok","FixedBudget","event","0.045500263896358334","0.046477719528178245","0.014923839392229885","5540.078489426407","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","150000","15260","61347","600000","7532","Ok","FixedBudget","first","0.0","0.011395351438714396","0.07508544269439671","4986.287206618129","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","150000","15260","61347","600000","7532","Ok","FixedBudget","firstSquared","1.0","1.0098183002482801","0.11639569371303937","4105.087666948399","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","150000","15260","61347","600000","7532","Ok","FixedBudget","last","0.0","0.0014645914807136506","0.06728550236666922","3746.8041174479","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","150000","15260","61347","600000","7532","Ok","FixedBudget","meanSquare","0.785","0.7917578171992532","0.05539034027708513","3970.1389016914395","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","300000","30862","123759","1200000","7532","Ok","FixedBudget","cross","0.0","0.01963909974032052","0.03727308488210621","11550.25620357679","false","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","300000","30862","123759","1200000","7532","Ok","FixedBudget","event","0.045500263896358334","0.04414814334780636","0.01097790649452627","9749.038267313212","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","300000","30862","123759","1200000","7532","Ok","FixedBudget","first","0.0","0.0045009654685799205","0.05186052895444049","10245.73866015434","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","300000","30862","123759","1200000","7532","Ok","FixedBudget","firstSquared","1.0","0.9897562433321179","0.0859224162090727","7304.11289962427","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","300000","30862","123759","1200000","7532","Ok","FixedBudget","last","0.0","0.0022701836024155986","0.0457404883087041","7870.148542434604","true","true",""
"highDimensional","8","banana","gpss","12","3264469","fixed","300000","30862","123759","1200000","7532","Ok","FixedBudget","meanSquare","0.785","0.7853095089037088","0.03828264971227827","7722.259612051581","true","true",""
"highDimensional","8","banana","gpss","12","3264469","stopped","75000","7572","30439","300000","7532","Ok","PrecisionReached","cross","0.0","5.391418207705279E-4","0.06842685802157136","3316.4681983251094","true","true",""
"highDimensional","8","banana","gpss","12","3264469","stopped","75000","7572","30439","300000","7532","Ok","PrecisionReached","event","0.045500263896358334","0.044836238774432116","0.019888147203672234","3014.5811379108923","true","true",""
"highDimensional","8","banana","gpss","12","3264469","stopped","75000","7572","30439","300000","7532","Ok","PrecisionReached","first","0.0","0.007821939860918725","0.09972320220387515","2803.2291058614614","true","true",""
"highDimensional","8","banana","gpss","12","3264469","stopped","75000","7572","30439","300000","7532","Ok","PrecisionReached","firstSquared","1.0","1.0013108999454965","0.15495291863539165","2268.0987303815355","true","true",""
"highDimensional","8","banana","gpss","12","3264469","stopped","75000","7572","30439","300000","7532","Ok","PrecisionReached","last","0.0","-0.024881131202189766","0.07488706815619262","2665.6913993704347","true","true",""
"highDimensional","8","banana","gpss","12","3264469","stopped","75000","7572","30439","300000","7532","Ok","PrecisionReached","meanSquare","0.785","0.7712648116009483","0.06935576549033076","2356.1287650368176","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","75000","7462","30117","300000","7661","Ok","FixedBudget","cross","0.0","0.02670405915654739","0.07001912061401","3208.19395390004","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","75000","7462","30117","300000","7661","Ok","FixedBudget","event","0.045500263896358334","0.047942910747788794","0.02225871000403127","2565.0523695060483","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","75000","7462","30117","300000","7661","Ok","FixedBudget","first","0.0","-0.01250375557400435","0.10989901996438206","2342.12504856162","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","75000","7462","30117","300000","7661","Ok","FixedBudget","firstSquared","1.0","1.0161450678595785","0.16882626373715515","1991.6952384189756","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","75000","7462","30117","300000","7661","Ok","FixedBudget","last","0.0","0.004843751194054335","0.09309720801711474","1854.1555996755533","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","75000","7462","30117","300000","7661","Ok","FixedBudget","meanSquare","0.785","0.8009615144767841","0.06972195704371152","2247.148478082278","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","150000","15179","61261","600000","7661","Ok","FixedBudget","cross","0.0","0.01533537811372468","0.050009325754882206","6199.843301080741","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","150000","15179","61261","600000","7661","Ok","FixedBudget","event","0.045500263896358334","0.05026681599578365","0.015744174355099866","5362.220158352174","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","150000","15179","61261","600000","7661","Ok","FixedBudget","first","0.0","9.604907220848169E-4","0.07719216378476326","4806.303325101376","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","150000","15179","61261","600000","7661","Ok","FixedBudget","firstSquared","1.0","1.0286237849179314","0.11911397278102241","4094.984859047112","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","150000","15179","61261","600000","7661","Ok","FixedBudget","last","0.0","-0.009973606706958238","0.059352348810423804","4432.234007737213","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","150000","15179","61261","600000","7661","Ok","FixedBudget","meanSquare","0.785","0.7933438626444037","0.050611114594775415","4273.810944178832","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","300000","30861","123656","1200000","7661","Ok","FixedBudget","cross","0.0","0.004870439214614247","0.03469474025441392","12733.054096141912","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","300000","30861","123656","1200000","7661","Ok","FixedBudget","event","0.045500263896358334","0.04765723728978322","0.011320118967287907","9860.931999187884","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","300000","30861","123656","1200000","7661","Ok","FixedBudget","first","0.0","0.005088701151185315","0.054610920097216846","9499.311418263356","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","300000","30861","123656","1200000","7661","Ok","FixedBudget","firstSquared","1.0","1.0175701697655775","0.09027474174196923","7094.327602723765","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","300000","30861","123656","1200000","7661","Ok","FixedBudget","last","0.0","-0.008578061724516028","0.040711879575971055","9224.976729138783","true","true",""
"highDimensional","8","banana","gpss","13","3394832","fixed","300000","30861","123656","1200000","7661","Ok","FixedBudget","meanSquare","0.785","0.7928314577901693","0.037805946426386225","7993.531063886326","true","true",""
"highDimensional","8","banana","gpss","13","3394832","stopped","75000","7462","30117","300000","7661","Ok","PrecisionReached","cross","0.0","0.02670405915654739","0.07001912061401","3208.19395390004","true","true",""
"highDimensional","8","banana","gpss","13","3394832","stopped","75000","7462","30117","300000","7661","Ok","PrecisionReached","event","0.045500263896358334","0.047942910747788794","0.02225871000403127","2565.0523695060483","true","true",""
"highDimensional","8","banana","gpss","13","3394832","stopped","75000","7462","30117","300000","7661","Ok","PrecisionReached","first","0.0","-0.01250375557400435","0.10989901996438206","2342.12504856162","true","true",""
"highDimensional","8","banana","gpss","13","3394832","stopped","75000","7462","30117","300000","7661","Ok","PrecisionReached","firstSquared","1.0","1.0161450678595785","0.16882626373715515","1991.6952384189756","true","true",""
"highDimensional","8","banana","gpss","13","3394832","stopped","75000","7462","30117","300000","7661","Ok","PrecisionReached","last","0.0","0.004843751194054335","0.09309720801711474","1854.1555996755533","true","true",""
"highDimensional","8","banana","gpss","13","3394832","stopped","75000","7462","30117","300000","7661","Ok","PrecisionReached","meanSquare","0.785","0.8009615144767841","0.06972195704371152","2247.148478082278","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","75000","7525","30438","300000","7690","Ok","FixedBudget","cross","0.0","-0.003338901995752387","0.06232037161481709","3671.258481601679","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","75000","7525","30438","300000","7690","Ok","FixedBudget","event","0.045500263896358334","0.0378405315614618","0.01919937756682608","2750.0380069082066","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","75000","7525","30438","300000","7690","Ok","FixedBudget","first","0.0","0.002055920922320098","0.09605246240585726","2831.51595939096","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","75000","7525","30438","300000","7690","Ok","FixedBudget","firstSquared","1.0","0.9382731053832815","0.14731127149405673","2158.574160661103","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","75000","7525","30438","300000","7690","Ok","FixedBudget","last","0.0","0.0030343587944300365","0.0732725214663752","2830.5522567320845","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","75000","7525","30438","300000","7690","Ok","FixedBudget","meanSquare","0.785","0.7756456845388447","0.07144181703627867","2053.1803169482077","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","150000","15287","61485","600000","7690","Ok","FixedBudget","cross","0.0","0.0033630361793481264","0.04677060481793164","6861.907672640346","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","150000","15287","61485","600000","7690","Ok","FixedBudget","event","0.045500263896358334","0.04544711192516517","0.018348765573880738","3587.5169662357125","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","150000","15287","61485","600000","7690","Ok","FixedBudget","first","0.0","0.008416976099547589","0.07815446846631949","4554.131237765241","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","150000","15287","61485","600000","7690","Ok","FixedBudget","firstSquared","1.0","0.9991773518605713","0.143721955682117","2786.058351148893","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","150000","15287","61485","600000","7690","Ok","FixedBudget","last","0.0","-0.0028605071609105748","0.05491875598089886","5063.29005185273","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","150000","15287","61485","600000","7690","Ok","FixedBudget","meanSquare","0.785","0.7930022882916338","0.0578082902946903","3544.3434387065763","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","300000","30891","124088","1200000","7690","Ok","FixedBudget","cross","0.0","-0.003291956082709679","0.03776834109761178","11523.54893233","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","300000","30891","124088","1200000","7690","Ok","FixedBudget","event","0.045500263896358334","0.044996924670616036","0.011672343924234937","8781.510930169747","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","300000","30891","124088","1200000","7690","Ok","FixedBudget","first","0.0","0.003996934726734822","0.05330135345547427","9755.780747201732","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","300000","30891","124088","1200000","7690","Ok","FixedBudget","firstSquared","1.0","0.9955147070826097","0.09097275891988851","6627.884004023869","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","300000","30891","124088","1200000","7690","Ok","FixedBudget","last","0.0","0.0035520990595642177","0.04042498593665868","9679.0649796782","true","true",""
"highDimensional","8","banana","gpss","14","3525195","fixed","300000","30891","124088","1200000","7690","Ok","FixedBudget","meanSquare","0.785","0.7794864493190974","0.03627350747275877","8225.491247547125","true","true",""
