case,method,seed,draws,mean,reference,ess,mcse,seconds
nonlinear,joint,120943473,4000,0.5031712521029836,0.5,2463.063847720002,0.010073984058465827,0.0321716
rare-event,prior,120943473,4000,0.0,3.167124183311997E-5,3999.9999999997935,0.0,0.0036734000000000003
rare-event,root,120943473,4000,3.448882014980625E-5,3.167124183311997E-5,831.0313050381321,4.166461968111684E-6,0.005015100000000001
rare-event,joint,120943473,4000,3.442862191720484E-5,3.167124183311997E-5,427.278072732183,2.1351302829398564E-6,0.004812
hierarchical,prior,136429336,4000,0.9803757362699567,0.9803921568627451,358.9433068535291,0.006690962671041047,0.007857000000000001
hierarchical,root,136429336,4000,0.9829896310342437,0.9803921568627451,2003.676251445321,0.003322511797959512,0.008967300000000001
hierarchical,joint,136429336,4000,0.9813248605485735,0.9803921568627451,3172.6650522599093,0.0020355121945567827,0.0278165
nonlinear,prior,136429336,4000,0.494024141413368,0.5,370.4202290949578,0.025976673356723306,0.008252
nonlinear,root,136429336,4000,0.5132509042164166,0.5,1664.4011366811596,0.012248111956062187,0.0106952
nonlinear,joint,136429336,4000,0.48582115971131806,0.5,2413.4045331137913,0.010173188843095163,0.0320396
rare-event,prior,136429336,4000,0.0,3.167124183311997E-5,3999.9999999997935,0.0,0.0029837
rare-event,root,136429336,4000,2.712097380622176E-5,3.167124183311997E-5,855.9103624788182,3.5492051122174433E-6,0.005443900000000001
rare-event,joint,136429336,4000,2.880419579273586E-5,3.167124183311997E-5,457.41406799529955,1.7756470760890766E-6,0.0054966
hierarchical,prior,151915199,4000,0.9899630856959206,0.9803921568627451,334.47165310930114,0.006933015617332915,0.0078962
hierarchical,root,151915199,4000,0.9791026774677992,0.9803921568627451,2112.038614512202,0.003132046256216437,0.009123000000000001
hierarchical,joint,151915199,4000,0.9809785669516533,0.9803921568627451,3148.6479102323838,0.0020181618662980195,0.027892300000000002
nonlinear,prior,151915199,4000,0.48241617201015347,0.5,349.96707779455045,0.026726904960711936,0.0082398
nonlinear,root,151915199,4000,0.5002682549962929,0.5,1707.8037482554303,0.012099075999402317,0.010435
nonlinear,joint,151915199,4000,0.5016338687554759,0.5,2461.6071067300613,0.010077464625580181,0.032789700000000005
rare-event,prior,151915199,4000,0.0,3.167124183311997E-5,3999.9999999997935,0.0,0.0039503
rare-event,root,151915199,4000,3.3971463145663616E-5,3.167124183311997E-5,854.9136716923884,4.387549064157116E-6,0.0057475
rare-event,joint,151915199,4000,3.7026135424390236E-5,3.167124183311997E-5,395.4643958645312,2.3572598832801724E-6,0.0054463
hierarchical,prior,167401062,4000,0.9811931343809633,0.9803921568627451,335.1410500865108,0.006570897482860962,0.0082178
hierarchical,root,167401062,4000,0.9753386740119289,0.9803921568627451,2054.918133691576,0.003004847733189876,0.0088906
hierarchical,joint,167401062,4000,0.9800649483597923,0.9803921568627451,3179.9004581170366,0.0019990502169079083,0.029013800000000003
nonlinear,prior,167401062,4000,0.49385097821969653,0.5,354.575353475888,0.026547929398828465,0.008057
nonlinear,root,167401062,4000,0.4949615209079681,0.5,1664.3084084347558,0.012254577585170153,0.0102667
nonlinear,joint,167401062,4000,0.48107557040930293,0.5,2469.344781795178,0.010053570070823786,0.029138800000000003
rare-event,prior,167401062,4000,0.0,3.167124183311997E-5,3999.9999999997935,0.0,0.0030915
rare-event,root,167401062,4000,3.113956393839366E-5,3.167124183311997E-5,826.6115860087156,4.210952539393934E-6,0.0048491
rare-event,joint,167401062,4000,3.2407789385127465E-5,3.167124183311997E-5,437.97464972665966,1.99272897489372E-6,0.0079059
hierarchical,prior,182886925,4000,0.9702026383937898,0.9803921568627451,345.6651259511172,0.006851008904214109,0.0076822
hierarchical,root,182886925,4000,0.9823231922791464,0.9803921568627451,2111.6568121815167,0.0030904082007254113,0.0088321
hierarchical,joint,182886925,4000,0.9826359199438156,0.9803921568627451,3128.8730227278957,0.0020485131198301324,0.0277249
nonlinear,prior,182886925,4000,0.4645633487479051,0.5,357.3983540695211,0.026288293319503254,0.0081624
nonlinear,root,182886925,4000,0.5242989175029883,0.5,1710.8666254879415,0.01206087658986157,0.0102173
nonlinear,joint,182886925,4000,0.48906109922577684,0.5,2443.9660733121827,0.010110659139515999,0.029393100000000002
rare-event,prior,182886925,4000,2.5E-4,3.167124183311997E-5,3999.9999999997935,2.49968748046622E-4,0.0029485
rare-event,root,182886925,4000,3.472254647838284E-5,3.167124183311997E-5,846.3340484216043,4.244455821405533E-6,0.005377000000000001
rare-event,joint,182886925,4000,3.145875948093294E-5,3.167124183311997E-5,441.1323199474313,1.9449590300410424E-6,0.004883
hierarchical,prior,198372788,4000,0.9862841372596697,0.9803921568627451,344.2474650608733,0.007045705844710764,0.0075586
hierarchical,root,198372788,4000,0.9792514164901132,0.9803921568627451,2077.977105582476,0.003152035548813432,0.0122217
hierarchical,joint,198372788,4000,0.9785250497649576,0.9803921568627451,3105.143216090414,0.0020563292344714097,0.028083800000000003
nonlinear,prior,198372788,4000,0.49454682011729645,0.5,328.2042259185592,0.027598476717437207,0.0079859
nonlinear,root,198372788,4000,0.5042698701121028,0.5,1688.5195006651254,0.012169218345316151,0.0106355
nonlinear,joint,198372788,4000,0.48529097995228276,0.5,2399.688907829625,0.010201467938349718,0.028978900000000002
rare-event,prior,198372788,4000,2.5E-4,3.167124183311997E-5,3999.9999999997935,2.4996874804662284E-4,0.0029959
rare-event,root,198372788,4000,2.8314391684897448E-5,3.167124183311997E-5,848.8395730085206,3.6173740879274448E-6,0.0048346000000000005
