jvm,seed,model,draws,method,mean,truth,ess,nanos,heap_delta
0,3,1,20000,3,0.9909877794555862,0.9900990099009901,1722.3192044701443,4596600,12582912
0,3,1,20000,2,0.9909877794555862,0.9900990099009901,1722.3192044701443,5307200,16777216
0,3,1,20000,1,0.9909877794555862,0.9900990099009901,1722.3192044701443,4616700,12582912
0,3,1,20000,0,0.9892595126888557,0.9900990099009901,1724.4632191911144,40633300,150994944
0,3,2,2000,3,0.49052722379375835,0.49679988368583794,1456.4318054639461,1792300,4194304
0,3,2,2000,2,0.49052722379375835,0.49679988368583794,1456.4318054639461,1365400,8388608
0,3,2,2000,1,0.49052722379375835,0.49679988368583794,1456.4318054639461,1452700,0
0,3,2,2000,0,0.48384042104208763,0.49679988368583794,1460.3667412425852,33494200,88080384
0,3,2,20000,3,0.5034216101194066,0.49679988368583794,14681.635280194816,7036000,16777216
0,3,2,20000,2,0.5034216101194066,0.49679988368583794,14681.635280194816,9400400,16777216
0,3,2,20000,1,0.5034216101194066,0.49679988368583794,14681.635280194816,12096300,8388608
0,3,2,20000,0,0.5023344561850873,0.49679988368583794,14672.869900908494,225320100,62957592
0,4,0,2000,0,0.4750793297089332,0.5,1456.1212755756821,6374800,16777216
0,4,0,2000,1,0.48770681029953755,0.5,1434.8320567258431,822100,4194304
0,4,0,2000,2,0.48770681029953755,0.5,1434.8320567258431,1180200,4194304
0,4,0,2000,3,0.48770681029953755,0.5,1434.8320567258431,996800,8388608
0,4,0,20000,0,0.4995829729619067,0.5,14621.668916726909,56080600,-743175088
0,4,0,20000,1,0.49882591674706644,0.5,14673.055917989515,7091400,8388608
0,4,0,20000,2,0.49882591674706644,0.5,14673.055917989515,5237200,16777216
0,4,0,20000,3,0.49882591674706644,0.5,14673.055917989515,4717900,16777216
0,4,1,2000,0,0.997638344263847,0.9900990099009901,161.8411738961546,5547000,16777216
0,4,1,2000,1,1.000589170991504,0.9900990099009901,156.60311244966806,736500,0
0,4,1,2000,2,1.000589170991504,0.9900990099009901,156.60311244966806,984500,4194304
0,4,1,2000,3,1.000589170991504,0.9900990099009901,156.60311244966806,1286900,8388608
0,4,1,20000,0,0.9881601831120949,0.9900990099009901,1713.7235235792673,46400100,150994944
