jvm,seed,model,draws,method,mean,truth,ess,nanos,heap_delta
0,13,0,20000,1,0.49570158331429226,0.5,14630.077796319538,5183900,8388608
0,13,0,20000,0,0.5021463289186886,0.5,14659.465824223053,45984200,150994944
0,13,1,2000,3,0.9941820425875064,0.9900990099009901,170.54363181679904,1670700,8388608
0,13,1,2000,2,0.9941820425875064,0.9900990099009901,170.54363181679904,1058300,8388608
0,13,1,2000,1,0.9941820425875064,0.9900990099009901,170.54363181679904,713600,0
0,13,1,2000,0,0.9978278539185064,0.9900990099009901,184.4216769343756,5358900,16777216
0,13,1,20000,3,0.9875964758816912,0.9900990099009901,1702.5571837574914,5951300,16777216
0,13,1,20000,2,0.9875964758816912,0.9900990099009901,1702.5571837574914,4908400,16777216
0,13,1,20000,1,0.9875964758816912,0.9900990099009901,1702.5571837574914,4840000,12582912
0,13,1,20000,0,0.9889606928318996,0.9900990099009901,1725.8286622763599,48475400,146800640
0,13,2,2000,3,0.47978267163017224,0.49679988368583794,1474.1611050989216,1983900,12582912
0,13,2,2000,2,0.47978267163017224,0.49679988368583794,1474.1611050989216,1705000,4194304
0,13,2,2000,1,0.47978267163017224,0.49679988368583794,1474.1611050989216,1396400,0
0,13,2,2000,0,0.49916974072396386,0.49679988368583794,1467.7740151710018,26699300,92274688
0,13,2,20000,3,0.4924926858750603,0.49679988368583794,14687.845400252872,7710800,20971520
0,13,2,20000,2,0.4924926858750603,0.49679988368583794,14687.845400252872,8395200,16777216
0,13,2,20000,1,0.4924926858750603,0.49679988368583794,14687.845400252872,12088300,12582912
0,13,2,20000,0,0.4989636598490881,0.49679988368583794,14716.476074005972,231333100,-155785056
0,14,0,2000,0,0.5009278540434043,0.5,1498.2456996795627,5068100,16777216
0,14,0,2000,1,0.5242932806739056,0.5,1487.7995767311959,925900,0
0,14,0,2000,2,0.5242932806739056,0.5,1487.7995767311959,1392800,4194304
0,14,0,2000,3,0.5242932806739056,0.5,1487.7995767311959,1565600,8388608
0,14,0,20000,0,0.49749127011135025,0.5,14698.714253085695,53021300,-909239104
0,14,0,20000,1,0.5016440482109455,0.5,14693.62257282013,6571800,12582912
0,14,0,20000,2,0.5016440482109455,0.5,14693.62257282013,6451700,16777216
0,14,0,20000,3,0.5016440482109455,0.5,14693.62257282013,5585100,16777216
0,14,1,2000,0,0.9940226997715867,0.9900990099009901,180.10772505126073,4927900,16777216
0,14,1,2000,1,0.9959450040807213,0.9900990099009901,180.81560226917728,794000,0
0,14,1,2000,2,0.9959450040807213,0.9900990099009901,180.81560226917728,967800,4194304
0,14,1,2000,3,0.9959450040807213,0.9900990099009901,180.81560226917728,1013100,8388608
0,14,1,20000,0,0.9917111530775483,0.9900990099009901,1669.880942632134,47303700,150994944
0,14,1,20000,1,0.9902055460165523,0.9900990099009901,1741.5277166601215,4944200,8388608
0,14,1,20000,2,0.9902055460165523,0.9900990099009901,1741.5277166601215,6557500,16777216
0,14,1,20000,3,0.9902055460165523,0.9900990099009901,1741.5277166601215,4815900,16777216
0,14,2,2000,0,0.4979318189432297,0.49679988368583794,1503.8120014759336,22868700,92274688
0,14,2,2000,1,0.5213490849370549,0.49679988368583794,1493.1452410563568,1757300,4194304
0,14,2,2000,2,0.5213490849370549,0.49679988368583794,1493.1452410563568,1555100,4194304
0,14,2,2000,3,0.5213490849370549,0.49679988368583794,1493.1452410563568,1168100,8388608
0,14,2,20000,0,0.4943078597053157,0.49679988368583794,14755.481412720126,212617000,-138494696
0,14,2,20000,1,0.4984536986703756,0.49679988368583794,14750.599874281092,11317000,8388608
0,14,2,20000,2,0.4984536986703756,0.49679988368583794,14750.599874281092,10058800,16777216
0,14,2,20000,3,0.4984536986703756,0.49679988368583794,14750.599874281092,8196800,20971520
0,15,0,2000,3,0.4884171783573331,0.5,1480.4172345813208,1697600,8388608
0,15,0,2000,2,0.4884171783573331,0.5,1480.4172345813208,1200800,4194304
0,15,0,2000,1,0.4884171783573331,0.5,1480.4172345813208,760900,0
0,15,0,2000,0,0.47503982643244114,0.5,1472.7281605523433,6227600,16777216
0,15,0,20000,3,0.4902305936533026,0.5,14675.1946427262,6848500,16777216
0,15,0,20000,2,0.4902305936533026,0.5,14675.1946427262,5799500,16777216
0,15,0,20000,1,0.4902305936533026,0.5,14675.1946427262,4901400,12582912
0,15,0,20000,0,0.4930323958395896,0.5,14690.251333086168,45144300,150994944
0,15,1,2000,3,0.9873804527048898,0.9900990099009901,160.34665603831314,1319500,4194304
0,15,1,2000,2,0.9873804527048898,0.9900990099009901,160.34665603831314,971600,8388608
0,15,1,2000,1,0.9873804527048898,0.9900990099009901,160.34665603831314,676800,0
0,15,1,2000,0,0.9962513322814621,0.9900990099009901,156.912308299333,5110900,16777216
0,15,1,20000,3,0.9902854730087505,0.9900990099009901,1700.1013420565487,5334800,16777216
0,15,1,20000,2,0.9902854730087505,0.9900990099009901,1700.1013420565487,5063400,16777216
0,15,1,20000,1,0.9902854730087505,0.9900990099009901,1700.1013420565487,4661000,8388608
0,15,1,20000,0,0.9911743169904675,0.9900990099009901,1695.3682217769085,48968400,150994944
0,15,2,2000,3,0.48523798029941007,0.49679988368583794,1486.1490991801593,2178100,8388608
0,15,2,2000,2,0.48523798029941007,0.49679988368583794,1486.1490991801593,1578800,8388608
0,15,2,2000,1,0.48523798029941007,0.49679988368583794,1486.1490991801593,1407500,0
0,15,2,2000,0,0.4719088842458651,0.49679988368583794,1478.6320519701235,28360100,83886080
0,15,2,20000,3,0.48703402206443563,0.49679988368583794,14732.921525036749,10439400,16777216
0,15,2,20000,2,0.48703402206443563,0.49679988368583794,14732.921525036749,10396500,16777216
0,15,2,20000,1,0.48703402206443563,0.49679988368583794,14732.921525036749,12857900,12582912
0,15,2,20000,0,0.4898578920067084,0.49679988368583794,14747.788186336475,200240700,-248062144
0,16,0,2000,0,0.48467450946063917,0.5,1457.9404271382957,6126900,16777216
0,16,0,2000,1,0.4777609710492447,0.5,1457.4082246139133,825500,0
0,16,0,2000,2,0.4777609710492447,0.5,1457.4082246139133,1134500,8388608
0,16,0,2000,3,0.4777609710492447,0.5,1457.4082246139133,979000,4194304
0,16,0,20000,0,0.5037359378370045,0.5,14660.161093062661,44624000,150994944
0,16,0,20000,1,0.5002786253869578,0.5,14671.602743942152,5420300,12582912
0,16,0,20000,2,0.5002786253869578,0.5,14671.602743942152,5261700,16777216
0,16,0,20000,3,0.5002786253869578,0.5,14671.602743942152,5063000,16777216
0,16,1,2000,0,0.9931124061350924,0.9900990099009901,152.1011175045047,5680600,16777216
0,16,1,2000,1,0.9837429731374099,0.9900990099009901,160.13074686297213,774700,0
0,16,1,2000,2,0.9837429731374099,0.9900990099009901,160.13074686297213,1121500,4194304
0,16,1,2000,3,0.9837429731374099,0.9900990099009901,160.13074686297213,995100,8388608
0,16,1,20000,0,0.9861736857954427,0.9900990099009901,1716.3760398774773,44116400,-905558160
0,16,1,20000,1,0.9890401716008987,0.9900990099009901,1716.6664136026827,5517700,12582912
0,16,1,20000,2,0.9890401716008987,0.9900990099009901,1716.6664136026827,5178600,12582912
0,16,1,20000,3,0.9890401716008987,0.9900990099009901,1716.6664136026827,5306200,16777216
0,16,2,2000,0,0.4813591872903784,0.49679988368583794,1463.8033834396797,21082800,88080384
0,16,2,2000,1,0.4744807902304395,0.49679988368583794,1463.2449819923884,1356200,0
0,16,2,2000,2,0.4744807902304395,0.49679988368583794,1463.2449819923884,1447400,8388608
0,16,2,2000,3,0.4744807902304395,0.49679988368583794,1463.2449819923884,1182300,8388608
0,16,2,20000,0,0.5005216160541809,0.49679988368583794,14717.024491258904,204489200,868220928
0,16,2,20000,1,0.4970633411533785,0.49679988368583794,14728.64023904477,11110900,12582912
0,16,2,20000,2,0.4970633411533785,0.49679988368583794,14728.64023904477,10220900,12582912
0,16,2,20000,3,0.4970633411533785,0.49679988368583794,14728.64023904477,7890700,-1035102656
0,17,0,2000,3,0.5055888821695033,0.5,1467.6336491322525,1297600,8388608
0,17,0,2000,2,0.5055888821695033,0.5,1467.6336491322525,1120000,4194304
0,17,0,2000,1,0.5055888821695033,0.5,1467.6336491322525,738700,0
0,17,0,2000,0,0.520549220232245,0.5,1475.5378444220771,5708100,16777216
0,17,0,20000,3,0.5025421207921122,0.5,14711.856872111266,4766400,16777216
0,17,0,20000,2,0.5025421207921122,0.5,14711.856872111266,5015000,12582912
0,17,0,20000,1,0.5025421207921122,0.5,14711.856872111266,4879500,12582912
0,17,0,20000,0,0.4895550604983524,0.5,14638.619432578425,41391200,150994944
0,17,1,2000,3,0.9920209561089123,0.9900990099009901,182.52541151529869,1197600,8388608
0,17,1,2000,2,0.9920209561089123,0.9900990099009901,182.52541151529869,883000,4194304
0,17,1,2000,1,0.9920209561089123,0.9900990099009901,182.52541151529869,635900,0
0,17,1,2000,0,0.9916645111767893,0.9900990099009901,170.59237931329238,5052400,16777216
0,17,1,20000,3,0.9909458283664562,0.9900990099009901,1694.7020885945592,5048300,16777216
0,17,1,20000,2,0.9909458283664562,0.9900990099009901,1694.7020885945592,4871000,16777216
0,17,1,20000,1,0.9909458283664562,0.9900990099009901,1694.7020885945592,6801200,8388608
0,17,1,20000,0,0.9864089855914885,0.9900990099009901,1693.7853635558367,45143200,150994944
0,17,2,2000,3,0.5023938067931417,0.49679988368583794,1473.3109356747318,1531600,12582912
0,17,2,2000,2,0.5023938067931417,0.49679988368583794,1473.3109356747318,1750600,4194304
0,17,2,2000,1,0.5023938067931417,0.49679988368583794,1473.3109356747318,1718600,0
0,17,2,2000,0,0.517411708191347,0.49679988368583794,1481.237492445891,20608200,88080384
0,17,2,20000,3,0.49939924257924406,0.49679988368583794,14768.6126713242,7269900,20971520
0,17,2,20000,2,0.49939924257924406,0.49679988368583794,14768.6126713242,9714300,16777216
0,17,2,20000,1,0.49939924257924406,0.49679988368583794,14768.6126713242,10769800,8388608
0,17,2,20000,0,0.4863323514821351,0.49679988368583794,14696.230907100853,212342900,-185398624
0,18,0,2000,0,0.5061213486156743,0.5,1493.493661986064,6268100,16777216
0,18,0,2000,1,0.4982517260753294,0.5,1475.403264656532,820700,0
0,18,0,2000,2,0.4982517260753294,0.5,1475.403264656532,1203800,8388608
0,18,0,2000,3,0.4982517260753294,0.5,1475.403264656532,1102600,4194304
0,18,0,20000,0,0.5009797828932696,0.5,14662.390522147014,42149700,150994944
0,18,0,20000,1,0.5031017356263212,0.5,14685.146555189762,5260100,12582912
0,18,0,20000,2,0.5031017356263212,0.5,14685.146555189762,5994300,16777216
0,18,0,20000,3,0.5031017356263212,0.5,14685.146555189762,5094800,16777216
0,18,1,2000,0,0.9833214290639646,0.9900990099009901,155.48696671229519,6344700,16777216
0,18,1,2000,1,0.9754681125088046,0.9900990099009901,168.7661168337458,1033000,0
0,18,1,2000,2,0.9754681125088046,0.9900990099009901,168.7661168337458,1588700,8388608
0,18,1,2000,3,0.9754681125088046,0.9900990099009901,168.7661168337458,1145300,4194304
0,18,1,20000,0,0.9892730459205408,0.9900990099009901,1642.0611835433592,52088700,150994944
0,18,1,20000,1,0.9882050064761041,0.9900990099009901,1646.6547585074,4649800,12582912
0,18,1,20000,2,0.9882050064761041,0.9900990099009901,1646.6547585074,5333600,16777216
0,18,1,20000,3,0.9882050064761041,0.9900990099009901,1646.6547585074,5004800,16777216
0,18,2,2000,0,0.5031409392709466,0.49679988368583794,1499.0144041271747,20784200,92274688
0,18,2,2000,1,0.4951643659163835,0.49679988368583794,1480.9395541206975,1333800,0
0,18,2,2000,2,0.4951643659163835,0.49679988368583794,1480.9395541206975,1435100,4194304
0,18,2,2000,3,0.4951643659163835,0.49679988368583794,1480.9395541206975,1533600,12582912
0,18,2,20000,0,0.4977717464364417,0.49679988368583794,14719.438855322858,221310300,-155728032
0,18,2,20000,1,0.49993845591006636,0.49679988368583794,14742.070267361183,11031900,8388608
0,18,2,20000,2,0.49993845591006636,0.49679988368583794,14742.070267361183,8203500,16777216
0,18,2,20000,3,0.49993845591006636,0.49679988368583794,14742.070267361183,7291300,20971520
0,19,0,2000,3,0.521693202026616,0.5,1458.3891377925688,1421700,8388608
0,19,0,2000,2,0.521693202026616,0.5,1458.3891377925688,1151200,4194304
0,19,0,2000,1,0.521693202026616,0.5,1458.3891377925688,726000,0
0,19,0,2000,0,0.4899171849881289,0.5,1452.9577231453468,4659100,16777216
0,19,0,20000,3,0.5060118184199248,0.5,14645.673896550561,4629100,16777216
0,19,0,20000,2,0.5060118184199248,0.5,14645.673896550561,4535300,16777216
0,19,0,20000,1,0.5060118184199248,0.5,14645.673896550561,4916800,12582912
0,19,0,20000,0,0.5005759304269202,0.5,14614.113643522578,42141900,-909485352
0,19,1,2000,3,0.9991445952875265,0.9900990099009901,164.27711478599036,1152800,8388608
0,19,1,2000,2,0.9991445952875265,0.9900990099009901,164.27711478599036,909200,4194304
0,19,1,2000,1,0.9991445952875265,0.9900990099009901,164.27711478599036,718900,0
0,19,1,2000,0,0.9881740906602644,0.9900990099009901,155.03934936759086,5302500,16777216
0,19,1,20000,3,0.9910547012159183,0.9900990099009901,1705.7816386607262,4742700,16777216
0,19,1,20000,2,0.9910547012159183,0.9900990099009901,1705.7816386607262,4596600,16777216
0,19,1,20000,1,0.9910547012159183,0.9900990099009901,1705.7816386607262,5204500,12582912
0,19,1,20000,0,0.9926894863680747,0.9900990099009901,1699.9358670845331,39738800,146800640
0,19,2,2000,3,0.5185250687481218,0.49679988368583794,1463.9837404823575,1546200,12582912
0,19,2,2000,2,0.5185250687481218,0.49679988368583794,1463.9837404823575,1237900,4194304
0,19,2,2000,1,0.5185250687481218,0.49679988368583794,1463.9837404823575,1280500,0
0,19,2,2000,0,0.48669386825673955,0.49679988368583794,1458.7923858871163,21850300,88080384
0,19,2,20000,3,0.5028087259492209,0.49679988368583794,14702.825317322902,7457700,20971520
0,19,2,20000,2,0.5028087259492209,0.49679988368583794,14702.825317322902,9949500,16777216
0,19,2,20000,1,0.5028087259492209,0.49679988368583794,14702.825317322902,10874100,12582912
0,19,2,20000,0,0.4973272234214597,0.49679988368583794,14671.868477342208,203898000,-188695240
1,0,0,2000,0,0.49557673317536,0.5,1483.999834413575,35835400,16777216
1,0,0,2000,1,0.50373102734628,0.5,1479.6373190959553,6488600,4194304
1,0,0,2000,2,0.50373102734628,0.5,1479.6373190959553,5874900,0
1,0,0,2000,3,0.50373102734628,0.5,1479.6373190959553,3033400,4194304
1,0,0,20000,0,0.4974411011333865,0.5,14638.115936951406,188006300,-428757080
1,0,0,20000,1,0.507144495168095,0.5,14759.018173396658,15941000,12582912
1,0,0,20000,2,0.507144495168095,0.5,14759.018173396658,20049200,12582912
1,0,0,20000,3,0.507144495168095,0.5,14759.018173396658,24552000,12582912
1,0,1,2000,0,0.9872085553387954,0.9900990099009901,180.7335182491474,15991200,16777216
1,0,1,2000,1,0.9946849294380982,0.9900990099009901,179.5648788857563,1755700,0
1,0,1,2000,2,0.9946849294380982,0.9900990099009901,179.5648788857563,2281100,4194304
1,0,1,2000,3,0.9946849294380982,0.9900990099009901,179.5648788857563,2418800,0
1,0,1,20000,0,0.9861927269593268,0.9900990099009901,1719.6917238360024,84940400,155189248
1,0,1,20000,1,0.9898101136716773,0.9900990099009901,1741.2182190439826,8864500,8388608
1,0,1,20000,2,0.9898101136716773,0.9900990099009901,1741.2182190439826,8757700,12582912
1,0,1,20000,3,0.9898101136716773,0.9900990099009901,1741.2182190439826,8382200,12582912
1,0,2,2000,0,0.49252225446891956,0.49679988368583794,1489.5756833838605,64295500,67108864
1,0,2,2000,1,0.5005747189893939,0.49679988368583794,1485.2885258183135,6293500,0
1,0,2,2000,2,0.5005747189893939,0.49679988368583794,1485.2885258183135,14292100,4194304
1,0,2,2000,3,0.5005747189893939,0.49679988368583794,1485.2885258183135,10360000,0
1,0,2,20000,0,0.4941971903520817,0.49679988368583794,14695.781307608037,230906300,173238744
1,0,2,20000,1,0.5039833445137045,0.49679988368583794,14815.722162872124,18074700,8388608
1,0,2,20000,2,0.5039833445137045,0.49679988368583794,14815.722162872124,18188600,-586203040
1,0,2,20000,3,0.5039833445137045,0.49679988368583794,14815.722162872124,7217800,12582912
1,1,0,2000,3,0.49833476011728506,0.5,1451.651673672513,1361900,4194304
1,1,0,2000,2,0.49833476011728506,0.5,1451.651673672513,1254600,0
1,1,0,2000,1,0.49833476011728506,0.5,1451.651673672513,1020400,4194304
1,1,0,2000,0,0.4998406661460387,0.5,1451.9272145276957,7751400,12582912
1,1,0,20000,3,0.5030571219272437,0.5,14662.854958246624,5062100,12582912
1,1,0,20000,2,0.5030571219272437,0.5,14662.854958246624,6885100,12582912
1,1,0,20000,1,0.5030571219272437,0.5,14662.854958246624,5476900,12582912
1,1,0,20000,0,0.5089465764105521,0.5,14671.025039626962,53264700,150994944
1,1,1,2000,3,0.989352506383413,0.9900990099009901,170.5556728410318,1710500,0
1,1,1,2000,2,0.989352506383413,0.9900990099009901,170.5556728410318,1396600,4194304
1,1,1,2000,1,0.989352506383413,0.9900990099009901,170.5556728410318,780600,0
1,1,1,2000,0,0.9962865683188258,0.9900990099009901,166.90177912867208,5115600,16777216
1,1,1,20000,3,0.9915291897046976,0.9900990099009901,1682.7628196823105,5666000,12582912
1,1,1,20000,2,0.9915291897046976,0.9900990099009901,1682.7628196823105,5434400,12582912
1,1,1,20000,1,0.9915291897046976,0.9900990099009901,1682.7628196823105,4847600,12582912
1,1,1,20000,0,0.9928618822344562,0.9900990099009901,1782.608557052126,37334000,146800640
1,1,2,2000,3,0.495085771379185,0.49679988368583794,1457.493850750301,1838300,4194304
1,1,2,2000,2,0.495085771379185,0.49679988368583794,1457.493850750301,1504600,4194304
1,1,2,2000,1,0.495085771379185,0.49679988368583794,1457.493850750301,1839500,0
1,1,2,2000,0,0.4964610476146426,0.49679988368583794,1457.8451467107996,20640100,79691776
1,1,2,20000,3,0.4998405447301294,0.49679988368583794,14719.953091973313,7687900,12582912
1,1,2,20000,2,0.4998405447301294,0.49679988368583794,14719.953091973313,9822400,12582912
1,1,2,20000,1,0.4998405447301294,0.49679988368583794,14719.953091973313,11615900,12582912
1,1,2,20000,0,0.5057429651415495,0.49679988368583794,14728.06161440678,208180600,175384640
1,2,0,2000,0,0.5012260829982775,0.5,1456.9982430720286,4999400,16777216
1,2,0,2000,1,0.48389318805950415,0.5,1464.6074874231551,865100,0
1,2,0,2000,2,0.48389318805950415,0.5,1464.6074874231551,1152400,4194304
1,2,0,2000,3,0.48389318805950415,0.5,1464.6074874231551,1354800,4194304
1,2,0,20000,0,0.503727998951877,0.5,14688.808691813023,45285100,-679550640
1,2,0,20000,1,0.5008169838184251,0.5,14700.5590809097,4979400,12582912
1,2,0,20000,2,0.5008169838184251,0.5,14700.5590809097,5024900,12582912
1,2,0,20000,3,0.5008169838184251,0.5,14700.5590809097,4886300,16777216
1,2,1,2000,0,0.9965619113212206,0.9900990099009901,176.37080850272946,5704300,16777216
1,2,1,2000,1,0.9900932545964772,0.9900990099009901,171.68286045825948,847600,0
1,2,1,2000,2,0.9900932545964772,0.9900990099009901,171.68286045825948,1137100,4194304
1,2,1,2000,3,0.9900932545964772,0.9900990099009901,171.68286045825948,978200,4194304
1,2,1,20000,0,0.9899446067025445,0.9900990099009901,1670.1393814916107,35820900,150994944
1,2,1,20000,1,0.9892748325019171,0.9900990099009901,1722.9002074836183,5780900,12582912
1,2,1,20000,2,0.9892748325019171,0.9900990099009901,1722.9002074836183,5520400,12582912
1,2,1,20000,3,0.9892748325019171,0.9900990099009901,1722.9002074836183,7218700,12582912
1,2,2,2000,0,0.49799278186561174,0.49679988368583794,1462.7125706126874,20643200,83886080
1,2,2,2000,1,0.4806849236151901,0.49679988368583794,1470.3031944991021,1418100,0
1,2,2,2000,2,0.4806849236151901,0.49679988368583794,1470.3031944991021,1914600,4194304
1,2,2,2000,3,0.4806849236151901,0.49679988368583794,1470.3031944991021,1892500,4194304
1,2,2,20000,0,0.500607411865723,0.49679988368583794,14745.480614113636,187521200,-16483536
1,2,2,20000,1,0.4976693134049015,0.49679988368583794,14757.327665106626,11009100,12582912
1,2,2,20000,2,0.4976693134049015,0.49679988368583794,14757.327665106626,8300400,12582912
1,2,2,20000,3,0.4976693134049015,0.49679988368583794,14757.327665106626,8054400,16777216
1,3,0,2000,3,0.4938623203283447,0.5,1450.4717224325898,1375100,4194304
1,3,0,2000,2,0.4938623203283447,0.5,1450.4717224325898,1030400,4194304
1,3,0,2000,1,0.4938623203283447,0.5,1450.4717224325898,721100,0
1,3,0,2000,0,0.48709671156939677,0.5,1454.4071725622919,5729800,16777216
1,3,0,20000,3,0.5066487870573754,0.5,14624.356586796239,4554400,16777216
1,3,0,20000,2,0.5066487870573754,0.5,14624.356586796239,5629400,12582912
1,3,0,20000,1,0.5066487870573754,0.5,14624.356586796239,4703800,12582912
1,3,0,20000,0,0.5055502988599472,0.5,14615.293744639619,35319200,150994944
1,3,1,2000,3,0.9864508120190085,0.9900990099009901,182.63700413311713,1534200,4194304
1,3,1,2000,2,0.9864508120190085,0.9900990099009901,182.63700413311713,968900,4194304
1,3,1,2000,1,0.9864508120190085,0.9900990099009901,182.63700413311713,693400,0
1,3,1,2000,0,0.9930227174310957,0.9900990099009901,146.65103603829394,7445600,16777216
1,3,1,20000,3,0.9909877794555862,0.9900990099009901,1722.3192044701443,4857200,16777216
1,3,1,20000,2,0.9909877794555862,0.9900990099009901,1722.3192044701443,5084900,12582912
1,3,1,20000,1,0.9909877794555862,0.9900990099009901,1722.3192044701443,6463700,12582912
1,3,1,20000,0,0.9892595126888557,0.9900990099009901,1724.4632191911144,42402300,-679110216
1,3,2,2000,3,0.49052722379375835,0.49679988368583794,1456.4318054639461,1716200,8388608
1,3,2,2000,2,0.49052722379375835,0.49679988368583794,1456.4318054639461,1864000,4194304
1,3,2,2000,1,0.49052722379375835,0.49679988368583794,1456.4318054639461,1519800,0
1,3,2,2000,0,0.48384042104208763,0.49679988368583794,1460.3667412425852,22171000,88080384
1,3,2,20000,3,0.5034216101194066,0.49679988368583794,14681.635280194816,7516200,16777216
1,3,2,20000,2,0.5034216101194066,0.49679988368583794,14681.635280194816,8581300,16777216
1,3,2,20000,1,0.5034216101194066,0.49679988368583794,14681.635280194816,10951400,8388608
1,3,2,20000,0,0.5023344561850873,0.49679988368583794,14672.869900908494,177341900,-29139512
1,4,0,2000,0,0.4750793297089332,0.5,1456.1212755756821,4942900,16777216
1,4,0,2000,1,0.48770681029953755,0.5,1434.8320567258431,856000,0
1,4,0,2000,2,0.48770681029953755,0.5,1434.8320567258431,1209300,4194304
1,4,0,2000,3,0.48770681029953755,0.5,1434.8320567258431,1089700,8388608
1,4,0,20000,0,0.4995829729619067,0.5,14621.668916726909,36221900,146800640
1,4,0,20000,1,0.49882591674706644,0.5,14673.055917989515,5862000,12582912
1,4,0,20000,2,0.49882591674706644,0.5,14673.055917989515,5608200,16777216
1,4,0,20000,3,0.49882591674706644,0.5,14673.055917989515,4730700,16777216
1,4,1,2000,0,0.997638344263847,0.9900990099009901,161.8411738961546,4543500,16777216
1,4,1,2000,1,1.000589170991504,0.9900990099009901,156.60311244966806,710700,0
1,4,1,2000,2,1.000589170991504,0.9900990099009901,156.60311244966806,983400,8388608
1,4,1,2000,3,1.000589170991504,0.9900990099009901,156.60311244966806,1162700,8388608
1,4,1,20000,0,0.9881601831120949,0.9900990099009901,1713.7235235792673,38609800,146800640
1,4,1,20000,1,0.9887359896719448,0.9900990099009901,1706.43878307575,6998000,12582912
1,4,1,20000,2,0.9887359896719448,0.9900990099009901,1706.43878307575,5106800,16777216
1,4,1,20000,3,0.9887359896719448,0.9900990099009901,1706.43878307575,5530800,16777216
1,4,2,2000,0,0.47180748815067747,0.49679988368583794,1461.9893604254576,16983300,75497472
1,4,2,2000,1,0.4843665281518129,0.49679988368583794,1440.9017846973836,1405800,4194304
1,4,2,2000,2,0.4843665281518129,0.49679988368583794,1440.9017846973836,1692900,4194304
1,4,2,2000,3,0.4843665281518129,0.49679988368583794,1440.9017846973836,1374400,8388608
1,4,2,20000,0,0.4963597933154863,0.49679988368583794,14678.883907641679,178383500,-13696400
1,4,2,20000,1,0.4956365781875498,0.49679988368583794,14730.269803869309,10871300,12582912
1,4,2,20000,2,0.4956365781875498,0.49679988368583794,14730.269803869309,8090300,16777216
1,4,2,20000,3,0.4956365781875498,0.49679988368583794,14730.269803869309,7183700,16777216
1,5,0,2000,3,0.5008354866933993,0.5,1472.3978951423828,1391800,8388608
1,5,0,2000,2,0.5008354866933993,0.5,1472.3978951423828,1253000,8388608
1,5,0,2000,1,0.5008354866933993,0.5,1472.3978951423828,774700,0
1,5,0,2000,0,0.47966017417537704,0.5,1452.8180148082347,4718300,16777216
1,5,0,20000,3,0.49512976686040644,0.5,14667.797217072854,4638400,16777216
1,5,0,20000,2,0.49512976686040644,0.5,14667.797217072854,5065600,16777216
1,5,0,20000,1,0.49512976686040644,0.5,14667.797217072854,4734300,12582912
1,5,0,20000,0,0.501306215895723,0.5,14729.47266437527,44079100,-683687392
1,5,1,2000,3,0.9972263218586785,0.9900990099009901,183.89237843767813,1547300,8388608
1,5,1,2000,2,0.9972263218586785,0.9900990099009901,183.89237843767813,1018900,4194304
1,5,1,2000,1,0.9972263218586785,0.9900990099009901,183.89237843767813,784600,0
1,5,1,2000,0,0.987482103140289,0.9900990099009901,155.43901022941662,4282900,16777216
1,5,1,20000,3,0.9909735488635876,0.9900990099009901,1738.7263145545191,6160600,16777216
1,5,1,20000,2,0.9909735488635876,0.9900990099009901,1738.7263145545191,5670100,16777216
1,5,1,20000,1,0.9909735488635876,0.9900990099009901,1738.7263145545191,5712800,12582912
1,5,1,20000,0,0.9890495893954383,0.9900990099009901,1756.563103076253,35625900,150994944
1,5,2,2000,3,0.49773258526997627,0.49679988368583794,1477.9923842285568,1670800,8388608
1,5,2,2000,2,0.49773258526997627,0.49679988368583794,1477.9923842285568,1410500,4194304
1,5,2,2000,1,0.49773258526997627,0.49679988368583794,1477.9923842285568,1338900,4194304
1,5,2,2000,0,0.4764068085636399,0.49679988368583794,1458.623862393163,24300900,83886080
1,5,2,20000,3,0.4919509421068979,0.49679988368583794,14725.439053410066,7134900,16777216
1,5,2,20000,2,0.4919509421068979,0.49679988368583794,14725.439053410066,8132400,16777216
1,5,2,20000,1,0.4919509421068979,0.49679988368583794,14725.439053410066,10802800,12582912
1,5,2,20000,0,0.49816542396578706,0.49679988368583794,14786.307214329958,184243600,-317472
1,6,0,2000,0,0.4792343945841859,0.5,1454.0955956513515,4377500,16777216
1,6,0,2000,1,0.46447483431064196,0.5,1449.9510243115785,790800,4194304
1,6,0,2000,2,0.46447483431064196,0.5,1449.9510243115785,1177300,4194304
1,6,0,2000,3,0.46447483431064196,0.5,1449.9510243115785,1490600,8388608
1,6,0,20000,0,0.5026564357505272,0.5,14663.273921231792,47405600,150994944
1,6,0,20000,1,0.49443744225239905,0.5,14619.464661616867,5532200,8388608
1,6,0,20000,2,0.49443744225239905,0.5,14619.464661616867,5217000,16777216
1,6,0,20000,3,0.49443744225239905,0.5,14619.464661616867,4816000,16777216
1,6,1,2000,0,0.9863562995898857,0.9900990099009901,152.64785483193484,4440400,16777216
1,6,1,2000,1,0.9904144542051464,0.9900990099009901,141.44110365758797,819600,0
1,6,1,2000,2,0.9904144542051464,0.9900990099009901,141.44110365758797,1054100,4194304
1,6,1,2000,3,0.9904144542051464,0.9900990099009901,141.44110365758797,962900,8388608
1,6,1,20000,0,0.9900193805541245,0.9900990099009901,1692.7446478416628,52080400,-678883968
1,6,1,20000,1,0.9891383421084653,0.9900990099009901,1648.31398854902,5386600,12582912
1,6,1,20000,2,0.9891383421084653,0.9900990099009901,1648.31398854902,5134400,16777216
