"caseIndex","revision","runtimeHash","osPeakSource","osPeakBytes","recordingHash","warmup0Seconds","warmup1Seconds","resourceStudy","kind","variant","draws","workers","jobs","round","mode","seed","wallSeconds","cpuSeconds","constructionSeconds","samplingSeconds","diagnosticsSeconds","gcMillis","compilationMillis","heapBeforeBytes","heapAtReturnBytes","sumHeapPoolPeaksBytes","heapRetainedBytes","gcBeforeObserved","gcAfterObserved","storedValues","evaluations","fingerprints","callbackWeight","vectorWeight","diagnosticWeight","graphWeight","otherWeight","unknownWeight","allocationSamples","truncatedSamples","lostBytes","compilationEvents","deoptimizationEvents"
"0","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","782405632","none","0.524864501","0.3293234","row","gaussian32","reference","4000","1","single","0","plain","420013","0.2981067","0.328125","3.9E-5","0.0912727","0.2014388","3","18","2805096","327211816","662756136","17829528","true","true","512000","138723","fb030bc811389f4cc0c40b053f280c25c0c5e58babb6d5eb761947efb8511783","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"1","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","794599424","none","0.433011699","0.198075499","row","gaussian32","reference","4000","2","single","0","plain","420013","0.180681","0.5625","4.63E-5","0.0609059","0.1142082","4","24","2846688","319964368","663897296","17805800","true","true","512000","138723","fb030bc811389f4cc0c40b053f280c25c0c5e58babb6d5eb761947efb8511783","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"2","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","807030784","none","0.4275637","0.1697143","row","gaussian32","reference","4000","4","single","0","plain","420013","0.1385717","0.640625","3.85E-5","0.0599318","0.0726884","4","142","2890392","345129648","668091056","17831584","true","true","512000","138723","fb030bc811389f4cc0c40b053f280c25c0c5e58babb6d5eb761947efb8511783","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"3","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1592852480","none","1.734545001","1.400586701","row","gaussian32","reference","16000","1","single","0","plain","420013","1.4213461","2.328125","1.34099E-4","0.3986678","0.998820201","38","42","2800016","135094896","1067417536","62859784","true","true","2048000","508143","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"4","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1923088384","none","1.1689255","0.893979999","row","gaussian32","reference","16000","2","single","0","plain","420013","0.9292477","2.546875","6.09E-5","0.339341001","0.5645964","38","22","2837992","309685224","1142785776","62759192","true","true","2048000","508143","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"5","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1957449728","none","1.017674","0.5489435","row","gaussian32","reference","16000","4","single","0","plain","420013","0.571205801","2.3125","7.68E-5","0.238970301","0.311785399","31","39","2878384","954211664","1142955344","62586488","true","true","2048000","508143","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"6","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","773931008","none","0.7036589","0.4931512","row","positive32","reference","4000","1","single","0","plain","420013","0.494719999","0.53125","4.23E-5","0.2741319","0.214964299","12","28","2800320","54626880","662800960","17746976","true","true","512000","2331456","b1c80d02d980f561db28b8e8c75872a90bfe94527189f07f4dfe1c9226d272e5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"7","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1078632448","none","0.5841056","0.3545653","row","positive32","reference","4000","2","single","0","plain","420013","0.3431246","1.0625","1.091E-4","0.217947899","0.1189614","10","17","2840168","55557576","663731656","17794832","true","true","512000","2331456","b1c80d02d980f561db28b8e8c75872a90bfe94527189f07f4dfe1c9226d272e5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"8","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1180577792","none","0.562360201","0.2842553","row","positive32","reference","4000","4","single","0","plain","420013","0.283812899","1.71875","4.76E-5","0.191096799","0.086554801","12","23","2876096","75963744","667360608","17817960","true","true","512000","2331456","b1c80d02d980f561db28b8e8c75872a90bfe94527189f07f4dfe1c9226d272e5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"9","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2178535424","none","2.376539299","2.1055996","row","positive32","reference","16000","1","single","0","plain","420013","2.2259356","3.5","1.24999E-4","1.092104401","1.1080602","76","40","2797208","602079880","831823000","62922848","true","true","2048000","8547756","5035e463d4ef60e5c193ee9a16cdb83e0b25f5d78747aeb10b5695633354ccef","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"10","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1876049920","none","1.682369","1.2914967","row","positive32","reference","16000","2","single","0","plain","420013","1.362511","4.140625","5.62E-5","0.767997299","0.5734603","61","46","2839872","768592936","1162857512","62676912","true","true","2048000","8547756","5035e463d4ef60e5c193ee9a16cdb83e0b25f5d78747aeb10b5695633354ccef","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"11","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2283307008","none","1.190199599","0.9212798","row","positive32","reference","16000","4","single","0","plain","420013","0.984490701","4.53125","5.8301E-5","0.6467864","0.3170485","60","62","2846752","983931552","1298504352","62555080","true","true","2048000","8547756","5035e463d4ef60e5c193ee9a16cdb83e0b25f5d78747aeb10b5695633354ccef","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"12","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","603811840","none","0.315613","0.148602199","row","likelihood8","reference","4000","1","single","0","plain","420013","0.129073799","0.125","5.6E-5","0.0653033","0.0607334","0","29","2821752","267062904","267062904","6994824","true","true","128000","113054","8d6dc2b369fc062d17f4e1721fe9d8a199bcba9f600d8572402455c6c30b60fa","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"13","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","611438592","none","0.318011901","0.104845599","row","likelihood8","reference","4000","2","single","0","plain","420013","0.0703133","0.1875","4.75E-5","0.034629701","0.033050999","0","137","2859344","262906192","262906192","7028248","true","true","128000","113054","8d6dc2b369fc062d17f4e1721fe9d8a199bcba9f600d8572402455c6c30b60fa","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"14","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","623951872","none","0.3395783","0.0855587","row","likelihood8","reference","4000","4","single","0","plain","420013","0.0487013","0.203125","5.08E-5","0.023858899","0.020815101","0","130","2907760","279731824","279731824","7073960","true","true","128000","113054","8d6dc2b369fc062d17f4e1721fe9d8a199bcba9f600d8572402455c6c30b60fa","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"15","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","800460800","none","0.7375531","0.523554999","row","likelihood8","reference","16000","1","single","0","plain","420013","0.473538701","0.5625","6.04E-5","0.2211028","0.246538701","4","30","2810632","358565056","664749248","19511336","true","true","512000","415909","c18e104a5998fb30c0985116274a88c2891fce3ba17b366c2f8631fe25471fd4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"16","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","819073024","none","0.570783201","0.286174","row","likelihood8","reference","16000","2","single","0","plain","420013","0.251171499","0.78125","4.62E-5","0.1104471","0.134455299","4","12","2842752","361415712","663405600","19546848","true","true","512000","415909","c18e104a5998fb30c0985116274a88c2891fce3ba17b366c2f8631fe25471fd4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"17","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","832876544","none","0.5849876","0.2006235","row","likelihood8","reference","16000","4","single","0","plain","420013","0.1566979","0.953125","4.36E-5","0.0670902","0.0828943","4","75","2894992","403020528","663067376","19604368","true","true","512000","415909","c18e104a5998fb30c0985116274a88c2891fce3ba17b366c2f8631fe25471fd4","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"18","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","779972608","none","0.3403334","0.132807201","row","graphWide","reference","1000","1","single","0","plain","420013","0.100434399","0.109375","NaN","NaN","NaN","0","38","2921784","489461048","489461048","3050760","true","true","4000","-1","a500c48b96184cfdbffbf45a87252485199711dc3fd131853e0dca07c2165132","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"19","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","804818944","none","0.342411301","0.118357101","row","graphWide","reference","1000","4","single","0","plain","420013","0.0828379","0.578125","NaN","NaN","NaN","0","721","2982736","485327696","485327696","3113192","true","true","4000","-1","a500c48b96184cfdbffbf45a87252485199711dc3fd131853e0dca07c2165132","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"20","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","797343744","none","0.5706169","0.3049352","row","graphWide","reference","4000","1","single","0","plain","420013","0.27195","0.359375","NaN","NaN","NaN","2","143","2938736","137867008","645377792","3408168","true","true","16000","-1","89f063f7af3d33dd3fab7c619c1731cf8b33d9485092820b3f8e0b0d831ba628","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"21","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","809172992","none","0.469690999","0.2578492","row","graphWide","reference","4000","4","single","0","plain","420013","0.1592647","0.703125","NaN","NaN","NaN","1","207","2991728","221502312","645340656","3476552","true","true","16000","-1","89f063f7af3d33dd3fab7c619c1731cf8b33d9485092820b3f8e0b0d831ba628","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"22","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2711527424","none","1.533918601","1.2849863","row","gaussian32","reference","16000","4","serial","0","plain","420013","1.2829761","6.6875","1.09501E-4","0.5690789999999999","0.6685932","104","193","2872632","602082016","1313879816","123023832","true","true","4096000","1017047","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca;75b93d9a1219ec3f30134b9f3dd9418664638e842737caa248426f844adaf8a9","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"23","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","3327291392","none","1.584934901","1.1660084","row","gaussian32","reference","16000","4","overlap","0","plain","420013","1.164929999","9.5","2.14102E-4","1.3204303","0.9466460990000001","120","223","2933792","766542960","1380293928","122894624","true","true","4096000","1017047","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca;75b93d9a1219ec3f30134b9f3dd9418664638e842737caa248426f844adaf8a9","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"24","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","698314752","none","0.4542478","0.1087798","row","likelihood8","reference","4000","4","serial","0","plain","420013","0.0869742","0.28125","1.0489900000000001E-4","0.038982901","0.0414224","0","27","2895384","556543512","556543512","11251800","true","true","256000","226776","8d6dc2b369fc062d17f4e1721fe9d8a199bcba9f600d8572402455c6c30b60fa;b9b5f76d9c10501efca63e0784ed70bc460c26993f251aab59b28654f5f537c7","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"25","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","784916480","none","0.568808299","0.0870998","row","likelihood8","reference","4000","4","overlap","0","plain","420013","0.0733475","0.609375","1.294E-4","0.0728055","0.061615099000000007","0","167","2961456","535638064","535638064","11317832","true","true","256000","226776","8d6dc2b369fc062d17f4e1721fe9d8a199bcba9f600d8572402455c6c30b60fa;b9b5f76d9c10501efca63e0784ed70bc460c26993f251aab59b28654f5f537c7","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"26","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","801570816","none","0.399213","0.139697499","row","gaussian32","loop","4000","4","single","0","plain","420013","0.122726101","0.484375","4.07E-5","0.0425751","0.0742412","4","43","2879448","160115000","667625784","17821688","true","true","512000","138723","fb030bc811389f4cc0c40b053f280c25c0c5e58babb6d5eb761947efb8511783","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"27","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","781934592","none","0.4782187","0.1747076","row","positive32","loop","4000","4","single","0","plain","420013","0.163571101","0.734375","3.96E-5","0.0724225","0.085531899","7","27","2871208","56992216","665166296","17815152","true","true","512000","2331456","b1c80d02d980f561db28b8e8c75872a90bfe94527189f07f4dfe1c9226d272e5","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"28","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","519032832","none","0.3943717","0.0764104","row","likelihood8","loop","4000","4","single","0","plain","420013","0.050710899","0.25","4.24E-5","0.0241897","0.021945799","0","7","2882904","237763928","237763928","7066128","true","true","128000","113054","8d6dc2b369fc062d17f4e1721fe9d8a199bcba9f600d8572402455c6c30b60fa","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"29","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1972867072","071767a0326d037e0d9312d58a802b81cc3d4880a9fcdb1c848bcc3101fd3714","1.1713979","0.603490601","row","gaussian32","reference","16000","4","single","0","profile","420013","0.9410047","6.171875","2.295E-4","0.4083226","0.4905197","40","2613","2880296","1002255912","1060967256","64123120","true","true","2048000","508143","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca","925475744","1357178992","951860808","84969632","0","0","300","0","0","665","4"
"30","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2259529728","e6c5ce4df89023d43747ba74de3c6abceb2d811a1ce2b3340f458b43c00da2b1","0.9304121","0.505461901","row","gaussian32","loop","16000","4","single","0","profile","420013","0.8526769","5.65625","3.01999E-4","0.293261401","0.5095088","41","2538","2888696","673902640","750452384","64573792","true","true","2048000","508143","c018ba918dd11c1ccc931d39ab3e022f6e6f83d4657f65056eb1ed52244070ca","0","896671728","695034504","10419376","0","0","240","0","0","606","1"
"31","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2264563712","583cd2cb59921d90f9eab028d98b533ea83d182c05ebfcba453ff068898dc510","1.3871893","0.9218485","row","positive32","reference","16000","4","single","0","profile","420013","1.3641856","7.46875","1.794E-4","0.8753708","0.4489044","68","1751","2871168","1295140568","1362249432","64111880","true","true","2048000","8547756","5035e463d4ef60e5c193ee9a16cdb83e0b25f5d78747aeb10b5695633354ccef","3525754832","3144944664","878553144","19453888","0","0","420","0","0","558","0"
"32","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1939013632","3ef10e689ca1d7090d36428d291e3876863be1bfc3c17a1d88dac7f6491e63e6","0.9922594","0.6333487","row","positive32","loop","16000","4","single","0","profile","420013","0.9844984","5.875","1.31399E-4","0.424953901","0.494490099","54","1626","2844112","965237376","965237376","64313344","true","true","2048000","8547756","5035e463d4ef60e5c193ee9a16cdb83e0b25f5d78747aeb10b5695633354ccef","0","1884271096","1048753184","52982880","0","0","300","0","0","591","4"
"33","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","893943808","a7fa2428cb68a7f238500c4268ee325efd9a1787ca40a6c0248aafe71a65a75d","0.506720501","0.2041608","row","likelihood8","reference","16000","4","single","0","profile","420013","0.4609231","3.359375","1.259E-4","0.223249099","0.218149101","4","2225","2868784","511112048","662106992","21161576","true","true","512000","415909","c18e104a5998fb30c0985116274a88c2891fce3ba17b366c2f8631fe25471fd4","46135008","604193296","218224496","12258520","0","0","180","0","0","545","8"
"34","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","884310016","316a6c91126f7c03743a5ce9760627e1e50f568f2b67051502204a8197695094","0.548639401","0.209062601","row","likelihood8","loop","16000","4","single","0","profile","420013","0.445249699","3.078125","1.25101E-4","0.1787902","0.234180799","6","1944","2867144","324953872","685664016","21095752","true","true","512000","415909","c18e104a5998fb30c0985116274a88c2891fce3ba17b366c2f8631fe25471fd4","0","81755184","335755016","34177328","571056","3096","163","0","0","547","8"
"35","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","850018304","34e2928152379f7c7955456387c8e00f2555de4d985739ad20e0211e04260857","0.4706055","0.257558101","row","graphWide","reference","4000","4","single","0","profile","420013","0.5004571","3.8125","NaN","NaN","NaN","3","4294","2986744","197951336","646748168","5009320","true","true","16000","-1","89f063f7af3d33dd3fab7c619c1731cf8b33d9485092820b3f8e0b0d831ba628","0","0","0","1378737816","0","0","180","95","0","850","0"
"36","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","797347840","none","0.4339062","0.2034737","row","gaussian32","reference","4000","2","single","1","plain","427932","0.1771413","0.703125","4.67E-5","0.0606605","0.1102125","3","27","2838504","332437216","663787232","17783472","true","true","512000","138788","3d0bccbf5e695e5e8a5d89fa29a1a353b231a8693474ffa5e1944f58eee51881","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"37","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","784400384","none","0.4071516","0.161868501","row","gaussian32","reference","4000","4","single","1","plain","427932","0.1327143","0.796875","5.93E-5","0.063827199","0.0631742","3","18","2874592","372265856","661672832","17839504","true","true","512000","138788","3d0bccbf5e695e5e8a5d89fa29a1a353b231a8693474ffa5e1944f58eee51881","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"38","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","786964480","none","0.5165121","0.3252317","row","gaussian32","reference","4000","1","single","1","plain","427932","0.2965957","0.296875","4.52E-5","0.090396299","0.200274301","4","14","2801336","318031736","661964664","17749688","true","true","512000","138788","3d0bccbf5e695e5e8a5d89fa29a1a353b231a8693474ffa5e1944f58eee51881","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"39","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1921191936","none","1.1489109","0.824467299","row","gaussian32","reference","16000","2","single","1","plain","427932","0.8640782","2.765625","5.6099E-5","0.288814301","0.5483275","38","27","2842280","426128128","1103006824","62766056","true","true","2048000","508955","480b127dc24a0faf5be9627ea4be6421116621c7910d50226a7af8dee607cb4c","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"40","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1959878656","none","0.998812601","0.5675187","row","gaussian32","reference","16000","4","single","1","plain","427932","0.6001287","3.1875","1.05199E-4","0.2415597","0.325942401","44","50","2873384","275680296","1091448632","63104872","true","true","2048000","508955","480b127dc24a0faf5be9627ea4be6421116621c7910d50226a7af8dee607cb4c","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"41","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1589018624","none","1.711524","1.3694551","row","gaussian32","reference","16000","1","single","1","plain","427932","1.4640505","1.546875","6.03E-5","0.4301788","1.012912599","39","39","2810352","385456432","1094293808","62727592","true","true","2048000","508955","480b127dc24a0faf5be9627ea4be6421116621c7910d50226a7af8dee607cb4c","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"42","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1068822528","none","0.6124417","0.370592099","row","positive32","reference","4000","2","single","1","plain","427932","0.3634939","0.796875","6.18E-5","0.2355998","0.1214471","11","21","2838672","58923320","662903096","17931024","true","true","512000","2330866","218737eae3e2da277e8b65fe3a76bd5f04046950597185a676bdc475001c1e46","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"43","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","1375641600","none","0.4992255","0.249934","row","positive32","reference","4000","4","single","1","plain","427932","0.2627053","1.390625","1.30399E-4","0.186127701","0.0703789","10","24","2879104","62140224","661925696","17938800","true","true","512000","2330866","218737eae3e2da277e8b65fe3a76bd5f04046950597185a676bdc475001c1e46","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"44","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","776130560","none","0.7030587","0.496702099","row","positive32","reference","4000","1","single","1","plain","427932","0.4752","1.203125","4.0299E-5","0.262483501","0.2040377","5","32","2795744","623756448","657310880","17748656","true","true","512000","2330866","218737eae3e2da277e8b65fe3a76bd5f04046950597185a676bdc475001c1e46","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"45","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2643496960","none","1.7061067","1.4136786","row","positive32","reference","16000","2","single","1","plain","427932","1.5304596","5.40625","5.7299E-5","0.9120744","0.594059501","78","52","2826320","521568752","1217823216","62614392","true","true","2048000","8549226","a7029be346b500bc6d19012acdc0614051dec798037f96ab9196bc90dd1002e6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"46","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2310242304","none","1.2969967","0.9130924","row","positive32","reference","16000","4","single","1","plain","427932","0.940783","4.296875","7.75E-5","0.6044633","0.315385299","54","52","2866976","1223409440","1256963872","62577480","true","true","2048000","8549226","a7029be346b500bc6d19012acdc0614051dec798037f96ab9196bc90dd1002e6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"47","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","2255777792","none","2.3615822","2.0943247","row","positive32","reference","16000","1","single","1","plain","427932","2.1238543","3.671875","5.6899E-5","1.058613301","1.042858799","76","22","2803088","543446528","850007080","63432280","true","true","2048000","8549226","a7029be346b500bc6d19012acdc0614051dec798037f96ab9196bc90dd1002e6","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"48","c5a09dc8933e60449a18cebeb2d1c31500043b44","1fc63e9d1dd6562c6a0beea93c565b6a3dffb21791d08f9ef916a719c54f6be3","WindowsPeakWorkingSet","598573056","none","0.312157","0.090781","row","likelihood8","reference","4000","2","single","1","plain","427932","0.066650801","0.125","6.4799E-5","0.0321796","0.031835601","0","12","2862688","258715232","258715232","7030488","true","true","128000","113472","38e3adbbae621e7ad84a1cb5d7d2f248aeb925e3eea6b59badd3e9bb967ca792","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
