jvm,case,method,draws,seed,status,mean,ess,rhat,attempts,pilotTransitions,visits,pilotSeconds,fitSeconds,totalSeconds,reference
1,mixture,single,8000,23000003,Fitted,0.6412331170895152,1383.2327016711622,1.0020211758750026,8000,3000,48000,0.0072832,3.774E-4,0.0268573,0.631578947368421
1,mixture,mixture,8000,23000003,Fitted,0.6358195824693411,7541.320641350499,1.003236357257913,8000,3000,40000,0.0114876,0.0045566,0.035891200000000005,0.631578947368421
1,mixture,mh,8000,23000003,Completed,0.616125,NaN,1.0010940795232122,8000,1000,0,0.0,0.0,0.017510500000000002,0.631578947368421
1,concentrated,prior,2000,38485866,Completed,2.945647167496213,4.85983304063056,NaN,2000,0,10000,0.0,0.0,0.0041122,2.9702970297029703
1,concentrated,single,2000,38485866,Fitted,2.9725776280946694,841.4681880731496,1.9684426363809304,2000,3000,10000,0.006018900000000001,2.659E-4,0.0109736,2.9702970297029703
1,concentrated,mixture,2000,38485866,Fitted,2.967905969797092,429.73154463677247,2.9132763989917336,2000,3000,12000,0.0057558,0.011688700000000002,0.0228983,2.9702970297029703
1,concentrated,mh,2000,38485866,Completed,2.7441440075494037,NaN,2.613792723309082,2000,1000,0,0.0,0.0,0.006166700000000001,2.9702970297029703
1,concentrated,legacy,2000,38485866,Completed,2.945647167496216,NaN,NaN,2000,0,0,0.0,0.0,0.0030578000000000003,2.9702970297029703
1,concentrated,prior,8000,38485866,Completed,2.9425361925577573,11.869045952360766,NaN,8000,0,40000,0.0,0.0,0.015067500000000001,2.9702970297029703
1,concentrated,single,8000,38485866,Fitted,2.9701562236582233,3309.593079841691,1.9684426363809304,8000,3000,40000,0.0058545,4.068E-4,0.0269863,2.9702970297029703
1,concentrated,mixture,8000,38485866,Fitted,2.9706807478049213,1678.2432844429402,2.9132763989917336,8000,3000,48000,0.0069718,0.011249,0.0377838,2.9702970297029703
1,concentrated,mh,8000,38485866,Completed,2.915318518407908,NaN,1.4597648464832997,8000,1000,0,0.0,0.0,0.016857300000000002,2.9702970297029703
1,concentrated,legacy,8000,38485866,Completed,2.942536192557765,NaN,NaN,8000,0,0,0.0,0.0,0.0109651,2.9702970297029703
1,hierarchical,prior,2000,38485866,Completed,0.9833361845539901,166.37545314092282,NaN,2000,0,16000,0.0,0.0,0.0047723,0.9803921568627451
1,hierarchical,single,2000,38485866,Fitted,0.988347726824502,774.5835812348276,1.441585586109695,2000,3000,20000,0.0064092,2.8250000000000004E-4,0.0121487,0.9803921568627451
1,hierarchical,mixture,2000,38485866,IterationLimit,NaN,NaN,1.3322888644433655,0,3000,0,0.0069031000000000006,0.08157700000000001,0.08860570000000001,0.9803921568627451
1,hierarchical,mh,2000,38485866,Completed,0.9516674737852614,NaN,1.1267551325002771,2000,1000,0,0.0,0.0,0.0081489,0.9803921568627451
1,hierarchical,legacy,2000,38485866,Completed,0.9833361845540033,NaN,NaN,2000,0,0,0.0,0.0,0.0037823,0.9803921568627451
1,hierarchical,prior,8000,38485866,Completed,0.9852230334988863,668.652761655257,NaN,8000,0,72000,0.0,0.0,0.0180103,0.9803921568627451
1,hierarchical,single,8000,38485866,Fitted,0.9857816729096764,4052.128683643182,1.2457968168627631,8000,3000,80000,0.007023100000000001,2.571E-4,0.0288068,0.9803921568627451
1,hierarchical,mixture,8000,38485866,Fitted,0.9802179897651011,4320.23328602066,1.4944271009382761,8000,3000,72000,0.0067802,0.0190161,0.048610600000000004,0.9803921568627451
1,hierarchical,mh,8000,38485866,Completed,0.9802418740502686,NaN,1.0794318696265186,8000,1000,0,0.0,0.0,0.0184455,0.9803921568627451
1,hierarchical,legacy,8000,38485866,Completed,0.9852230334989567,NaN,NaN,8000,0,0,0.0,0.0,0.014509900000000001,0.9803921568627451
1,mixture,prior,2000,38485866,Completed,0.637620662666319,1315.887953425891,NaN,2000,0,10000,0.0,0.0,0.0036786,0.631578947368421
1,mixture,single,2000,38485866,Fitted,0.6584021732976214,341.2243881537911,1.0047958773598409,2000,3000,10000,0.0063359,2.75E-4,0.0113583,0.631578947368421
1,mixture,mixture,2000,38485866,Fitted,0.617525802537703,1869.9698747402365,1.0044785390288067,2000,3000,12000,0.005673,0.0042987,0.015456800000000001,0.631578947368421
1,mixture,mh,2000,38485866,Completed,0.6125,NaN,1.0049046305388383,2000,1000,0,0.0,0.0,0.0062767000000000005,0.631578947368421
1,mixture,legacy,2000,38485866,Completed,0.6376206626663147,NaN,NaN,2000,0,0,0.0,0.0,0.0021889,0.631578947368421
1,mixture,prior,8000,38485866,Completed,0.6406026756721314,5270.024538786088,NaN,8000,0,48000,0.0,0.0,0.015797500000000003,0.631578947368421
1,mixture,single,8000,38485866,Fitted,0.6375755082959442,1353.6555049057451,1.0047958773598409,8000,3000,40000,0.0065997,2.8480000000000004E-4,0.032295700000000004,0.631578947368421
1,mixture,mixture,8000,38485866,Fitted,0.6274764567871433,7476.006942052605,1.0044785390288067,8000,3000,48000,0.008177700000000001,0.0073857,0.047876300000000004,0.631578947368421
1,mixture,mh,8000,38485866,Completed,0.6234999999999999,NaN,1.0016264916354198,8000,1000,0,0.0,0.0,0.018480100000000003,0.631578947368421
1,mixture,legacy,8000,38485866,Completed,0.6406026756721741,NaN,NaN,8000,0,0,0.0,0.0,0.007573900000000001,0.631578947368421
1,concentrated,single,2000,53971729,Fitted,2.972216540034537,1061.0071760674732,2.7034729183275923,2000,3000,12000,0.0057689,3.55E-4,0.0113556,2.9702970297029703
1,concentrated,mixture,2000,53971729,Fitted,2.964084656970102,468.4228067290668,2.8328572287651497,2000,3000,10000,0.0059835,0.017464300000000002,0.028866600000000003,2.9702970297029703
1,concentrated,mh,2000,53971729,Completed,2.8136263444069907,NaN,3.081395008233442,2000,1000,0,0.0,0.0,0.0060718000000000005,2.9702970297029703
