jvm,case,method,draws,seed,status,mean,ess,rhat,attempts,pilotTransitions,visits,pilotSeconds,fitSeconds,totalSeconds,reference
1,concentrated,legacy,8000,208830359,Completed,2.9633658316178395,NaN,NaN,8000,0,0,0.0,0.0,0.010476300000000001,2.9702970297029703
1,concentrated,prior,8000,208830359,Completed,2.9633658316178257,12.254320160210208,NaN,8000,0,48000,0.0,0.0,0.0130375,2.9702970297029703
1,hierarchical,single,2000,208830359,Fitted,0.9739289867352648,988.7596526420166,1.3439143060966214,2000,3000,20000,0.005613600000000001,1.598E-4,0.010683000000000002,0.9803921568627451
1,hierarchical,mixture,2000,208830359,IterationLimit,NaN,NaN,1.0931303097273695,0,3000,0,0.0050618,0.0696316,0.0747681,0.9803921568627451
1,hierarchical,mh,2000,208830359,Completed,0.9659134852965102,NaN,1.1217062900488877,2000,1000,0,0.0,0.0,0.0056727,0.9803921568627451
1,hierarchical,legacy,2000,208830359,Completed,0.9818465460938733,NaN,NaN,2000,0,0,0.0,0.0,0.0034883,0.9803921568627451
1,hierarchical,prior,2000,208830359,Completed,0.9818465460938519,174.29846041125347,NaN,2000,0,16000,0.0,0.0,0.0041444,0.9803921568627451
1,hierarchical,single,8000,208830359,Fitted,0.9771577371601332,4133.731233029258,1.1703007635375173,8000,3000,64000,0.0051286000000000005,1.54E-4,0.024368900000000002,0.9803921568627451
1,hierarchical,mixture,8000,208830359,Fitted,0.9764442218792244,4382.541528144641,1.1171068409420541,8000,3000,64000,0.005514600000000001,0.0165294,0.042799500000000004,0.9803921568627451
1,hierarchical,mh,8000,208830359,Completed,0.9908005944540758,NaN,1.021131474549694,8000,1000,0,0.0,0.0,0.0159143,0.9803921568627451
1,hierarchical,legacy,8000,208830359,Completed,0.9829721904798917,NaN,NaN,8000,0,0,0.0,0.0,0.012474500000000001,0.9803921568627451
1,hierarchical,prior,8000,208830359,Completed,0.9829721904798305,687.6300023175091,NaN,8000,0,64000,0.0,0.0,0.0168173,0.9803921568627451
1,mixture,single,2000,208830359,Fitted,0.6506993109716721,335.94427095440057,1.0053032879666723,2000,3000,12000,0.0050521,1.672E-4,0.010076400000000001,0.631578947368421
